pk,jsondata,language_pk,source_pk,version
1294,,2438,1327,1
1295,,1380,3476,1
1296,,2102,108,1
1297,,300,2910,1
1298,,2616,7310,1
1299,,2545,4946,1
1300,,1628,2574,1
1301,,1575,5391,1
1302,,1707,1621,1
1303,,1476,4766,1
1304,,996,4249,1
1305,,2196,2590,1
1306,,669,6601,1
1307,,729,2928,1
1308,,2099,4464,1
1309,,1817,4092,1
1310,,2331,3933,1
1311,,2091,5341,1
1312,,2265,787,1
1313,,1670,1469,1
1314,,1499,5609,1
1315,,2290,5597,1
1316,,2364,5137,1
1317,,635,1413,1
1318,,2323,5673,1
1319,,2006,2802,1
1320,,1676,2066,1
1321,,244,1108,1
1322,,2492,5673,1
1323,,458,5417,1
1324,,734,4008,1
1325,,332,5085,1
1326,,714,1690,1
1327,,1397,3801,1
1328,,1925,5410,1
1329,,2547,2507,1
1330,,2138,1378,1
1331,,2269,1922,1
1332,,1612,6514,1
1333,,1326,2558,1
1334,,1782,5673,1
1335,,830,4198,1
1336,,739,3953,1
1337,,453,5696,1
1338,,1877,2655,1
1339,,1811,1732,1
1340,,2287,5673,1
1341,,410,5345,1
1342,,2217,3705,1
1344,,401,5321,1
1345,,1444,5475,1
1346,,1664,4278,1
1347,,2448,779,1
1348,,1332,3933,1
1349,,2397,4272,1
1350,,2416,731,1
1351,,1088,5474,1
1352,,1652,2890,1
1353,,2436,1054,1
1354,,1815,576,1
1355,,2206,2271,1
1356,,1891,3504,1
1357,,748,3950,1
1358,,227,962,1
1359,,2137,1393,1
1360,,282,3299,1
1361,,697,1109,1
1362,,2215,5501,1
1363,,940,1537,1
1364,,1118,4829,1
1365,,1861,5549,1
1366,,833,4784,1
1367,,1440,642,1
1368,,2092,3933,1
1369,,1711,4846,1
1370,,2517,696,1
1371,,2544,46,1
1372,,1314,3267,1
1373,,1488,4272,1
1374,,550,4145,1
1375,,2375,3800,1
1376,,1026,2953,1
1377,,1354,489,1
1378,,2544,4722,1
1379,,1800,5362,1
1380,,1997,3646,1
1381,,405,5391,1
1382,,1914,2485,1
1383,,372,5722,1
1384,,2296,6131,1
1385,,1744,5636,1
1386,,2337,1355,1
1387,,2547,1204,1
1388,,247,3016,1
1389,,2351,1883,1
1390,,898,4267,1
1391,,679,1582,1
1392,,2621,7060,1
1393,,2283,2020,1
1394,,1951,3648,1
1395,,1999,651,1
1396,,732,5678,1
1397,,1010,5433,1
1398,,972,4150,1
1399,,2546,3402,1
1400,,2230,4050,1
1401,,402,4681,1
1402,,836,3240,1
1403,,2634,7113,1
1404,,329,5398,1
1405,,2310,3809,1
1406,,2299,7083,1
1407,,1666,6523,1
1408,,499,1163,1
1409,,1214,901,1
1410,,2089,5349,1
1411,,86,5202,1
1412,,1584,5189,1
1413,,2313,3659,1
1414,,2354,2720,1
1415,,1887,9,1
1416,,1201,4707,1
1417,,984,5059,1
1418,,2201,5155,1
1419,,2535,114,1
1420,,1158,1344,1
1421,,1672,1729,1
1422,,2345,1860,1
1423,,2095,1197,1
1424,,2372,530,1
1425,,2458,3088,1
1426,,2427,1308,1
1427,,2157,2097,1
1428,,2529,3071,1
1429,,2523,428,1
1430,,1506,4747,1
1431,,1357,2316,1
1432,,1513,3329,1
1433,,2538,707,1
1434,,774,3082,1
1435,,1294,1889,1
1436,,2351,3007,1
1437,,369,5717,1
1438,,1974,1817,1
1439,,2236,1550,1
1440,,1903,5287,1
1441,,937,1629,1
1442,,2299,2815,1
1443,,2146,2594,1
1444,,957,4935,1
1445,,299,5508,1
1446,,981,4940,1
1447,,1800,5065,1
1448,,2528,808,1
1449,,1014,4216,1
1450,,2226,1597,1
1451,,1879,2575,1
1452,,2339,5178,1
1453,,2085,557,1
1454,,20,3912,1
1455,,1543,2331,1
1456,,2353,3710,1
1457,,2231,1795,1
1458,,2313,1293,1
1459,,1918,4050,1
1460,,2251,1677,1
1461,,2543,5082,1
1462,,2010,2121,1
1463,,1955,1800,1
1464,,2187,2502,1
1465,,1892,2803,1
1466,,420,5703,1
1467,,2481,559,1
1468,,1294,5685,1
1469,,1455,2195,1
1470,,964,3852,1
1471,,594,1544,1
1472,,2540,369,1
1473,,528,3500,1
1474,,2259,5487,1
1475,,2486,775,1
1476,,1844,987,1
1477,,1349,127,1
1478,,2455,4073,1
1479,,2058,2697,1
1480,,36,4044,1
1481,,2167,1048,1
1482,,2107,1091,1
1483,,1493,4513,1
1484,,775,1905,1
1485,,2344,1648,1
1486,,633,1356,1
1487,,2155,702,1
1488,,2238,904,1
1489,,1008,5193,1
1490,,994,4381,1
1491,,2415,2041,1
1492,,295,5225,1
1493,,853,5132,1
1494,,2627,6927,1
1495,,1080,4480,1
1496,,779,3285,1
1497,,2208,13,1
1498,,2259,583,1
1499,,1436,1125,1
1500,,2330,2918,1
1501,,2464,4489,1
1502,,2409,1043,1
1503,,2444,5170,1
1504,,2447,5545,1
1505,,2536,439,1
1506,,2550,3580,1
1507,,2358,3933,1
1508,,2582,6929,1
1509,,1953,1087,1
1510,,2297,5391,1
1511,,2054,635,1
1512,,1120,3319,1
1513,,1688,2418,1
1514,,145,1169,1
1515,,319,5185,1
1516,,647,1599,1
1517,,2551,585,1
1518,,1982,2560,1
1519,,2152,756,1
1520,,781,7164,1
1521,,2042,3933,1
1522,,2375,5673,1
1523,,2544,3528,1
1524,,359,3565,1
1525,,1992,1775,1
1526,,1356,5400,1
1527,,2546,4169,1
1528,,2137,5213,1
1529,,1517,2346,1
1530,,2058,498,1
1531,,1229,65,1
1532,,544,1513,1
1533,,2290,5673,1
1534,,2531,2016,1
1535,,1439,2789,1
1536,,2443,3927,1
1537,,190,963,1
1538,,2217,2359,1
1539,,1631,4073,1
1540,,1071,4749,1
1542,,167,4532,1
1543,,2469,866,1
1544,,2149,2278,1
1545,,2543,7299,1
1546,,1254,945,1
1547,,1683,563,1
1548,,46,5662,1
1549,,817,1857,1
1550,,1915,1898,1
1551,,2409,2031,1
1552,,2539,2510,1
1553,,1885,1375,1
1554,,2488,5115,1
1555,,1300,798,1
1556,,2292,4933,1
1557,,2257,309,1
1558,,1903,404,1
1559,,2384,5239,1
1560,,2536,5117,1
1561,,2511,1417,1
1562,,484,5005,1
1563,,1962,2792,1
1564,,2531,2588,1
1565,,2503,3862,1
1566,,2356,3754,1
1567,,1248,769,1
1568,,498,1399,1
1569,,374,3936,1
1570,,2268,1796,1
1572,,2545,2593,1
1573,,2502,5083,1
1574,,178,3011,1
1575,,1861,2944,1
1576,,2441,5295,1
1577,,2052,5559,1
1578,,2545,5500,1
1579,,2357,4318,1
1580,,1834,1192,1
1581,,1712,2275,1
1582,,845,4794,1
1583,,571,5152,1
1584,,2550,1475,1
1585,,1523,2094,1
1586,,2540,1499,1
1587,,2351,1407,1
1588,,2037,3537,1
1589,,2535,598,1
1590,,2122,2944,1
1591,,1904,643,1
1592,,745,4621,1
1593,,1253,98,1
1594,,1428,5224,1
1595,,2508,5673,1
1596,,476,4096,1
1597,,1978,2889,1
1598,,2464,610,1
1599,,2238,4723,1
1600,,1972,624,1
1601,,2286,5673,1
1602,,2546,3551,1
1603,,585,3572,1
1604,,2541,1957,1
1605,,569,5412,1
1606,,641,3268,1
1607,,2465,4978,1
1608,,1297,4270,1
1609,,2522,609,1
1610,,2678,386,1
1611,,1495,511,1
1612,,2387,5044,1
1613,,1641,5300,1
1614,,2158,2554,1
1615,,2145,5292,1
1616,,903,4019,1
1617,,2461,3061,1
1618,,2492,4272,1
1619,,946,4995,1
1620,,2525,744,1
1621,,2033,841,1
1622,,505,4413,1
1623,,52,4019,1
1624,,2170,4361,1
1625,,1812,2778,1
1626,,947,6941,1
1627,,758,3325,1
1628,,2194,5113,1
1629,,2214,879,1
1630,,2214,5333,1
1631,,1181,4618,1
1632,,2458,3110,1
1633,,265,1004,1
1634,,2097,521,1
1635,,1051,6671,1
1636,,853,3454,1
1638,,1751,4855,1
1639,,2071,5456,1
1640,,1685,4774,1
1641,,1855,4626,1
1642,,2204,620,1
1643,,2238,2972,1
1644,,2399,5011,1
1645,,2229,2494,1
1646,,1970,2944,1
1647,,2473,3923,1
1648,,2351,1663,1
1649,,2599,6304,1
1650,,2042,341,1
1651,,1305,3343,1
1652,,1969,3933,1
1653,,1361,3256,1
1654,,1798,4270,1
1655,,2254,152,1
1656,,1946,2542,1
1657,,2378,650,1
1658,,2244,5571,1
1659,,2336,173,1
1660,,1766,2879,1
1661,,1962,3781,1
1662,,2387,2515,1
1663,,2353,37,1
1664,,1751,3221,1
1665,,2490,1515,1
1666,,1462,4019,1
1667,,1296,4451,1
1668,,2231,3019,1
1669,,2529,1256,1
1670,,2522,243,1
1671,,2329,2459,1
1672,,2089,4073,1
1673,,1480,136,1
1674,,439,5510,1
1675,,1206,216,1
1676,,1090,1770,1
1677,,2490,4073,1
1678,,1968,5177,1
1679,,1875,5602,1
1680,,797,1459,1
1681,,1736,1564,1
1682,,2275,5149,1
1683,,173,3441,1
1684,,2289,4459,1
1685,,1430,2612,1
1686,,379,2828,1
1687,,1608,4777,1
1688,,1397,433,1
1689,,2445,1090,1
1690,,2392,1576,1
1691,,2206,3933,1
1692,,1202,3111,1
1693,,289,3961,1
1694,,2486,645,1
1695,,2536,4274,1
1696,,1457,4255,1
1697,,1786,3913,1
1698,,2261,487,1
1699,,219,1191,1
1700,,1811,1484,1
1701,,576,5680,1
1702,,2164,624,1
1703,,2310,33,1
1704,,355,5228,1
1705,,1963,4080,1
1706,,1059,2317,1
1707,,2164,2416,1
1708,,1041,845,1
1709,,1954,2342,1
1710,,2482,274,1
1711,,2488,4075,1
1712,,1435,1263,1
1713,,2085,558,1
1714,,2410,5020,1
1715,,1500,9,1
1716,,1972,2474,1
1717,,1303,2858,1
1718,,152,4092,1
1719,,2494,4019,1
1720,,1184,4740,1
1721,,2548,1942,1
1722,,1438,380,1
1723,,1017,2117,1
1724,,1919,4050,1
1725,,2299,1854,1
1726,,1201,1797,1
1727,,760,4628,1
1728,,2267,78,1
1729,,883,5394,1
1730,,2537,1017,1
1731,,2387,5175,1
1732,,2251,5446,1
1733,,1669,2360,1
1734,,2462,802,1
1735,,2294,3328,1
1736,,936,4799,1
1737,,1252,5177,1
1738,,2545,4440,1
1739,,2420,4153,1
1740,,2416,4698,1
1741,,1526,1194,1
1742,,2371,534,1
1743,,783,4986,1
1744,,949,2944,1
1745,,2546,4386,1
1746,,908,1088,1
1747,,2549,4272,1
1748,,445,5699,1
1749,,1888,4091,1
1750,,2010,4608,1
1751,,800,4831,1
1752,,2250,1096,1
1753,,1758,2846,1
1754,,399,4683,1
1755,,1865,4856,1
1756,,2164,623,1
1757,,2268,2236,1
1758,,2513,4050,1
1759,,2357,742,1
1760,,2478,4578,1
1761,,1575,4066,1
1762,,1235,727,1
1763,,2194,3923,1
1764,,2410,4901,1
1765,,1776,4050,1
1766,,986,5302,1
1767,,842,4478,1
1768,,1122,3608,1
1769,,1475,5405,1
1770,,1898,2998,1
1771,,2346,3141,1
1772,,2178,4050,1
1773,,727,1685,1
1774,,2207,3496,1
1775,,303,5555,1
1776,,2526,1383,1
1777,,2205,2636,1
1778,,2467,1248,1
1779,,2268,1070,1
1780,,646,1599,1
1781,,1524,649,1
1782,,2357,5673,1
1783,,2334,334,1
1784,,1175,3261,1
1785,,2624,7022,1
1786,,2472,4073,1
1787,,2088,2540,1
1788,,2511,90,1
1789,,2388,1132,1
1790,,2173,600,1
1791,,2489,193,1
1792,,1618,2496,1
1793,,2537,535,1
1794,,954,3493,1
1795,,2501,245,1
1796,,2205,3734,1
1797,,1961,4270,1
1798,,1349,5391,1
1799,,631,3982,1
1800,,1225,825,1
1801,,2050,3818,1
1802,,164,1093,1
1803,,2158,4556,1
1804,,1231,137,1
1805,,1871,1979,1
1806,,2539,884,1
1807,,521,1398,1
1808,,2380,1107,1
1809,,2496,4270,1
1810,,631,3673,1
1811,,1087,3178,1
1812,,2241,7323,1
1813,,2140,503,1
1814,,2471,1998,1
1815,,1292,151,1
1816,,2041,2635,1
1817,,2147,3995,1
1818,,2164,3360,1
1820,,1338,341,1
1821,,2155,459,1
1822,,2362,167,1
1823,,1864,2921,1
1824,,1988,1988,1
1825,,2508,1947,1
1826,,1627,3684,1
1827,,2391,2047,1
1828,,2177,746,1
1829,,2446,3677,1
1830,,2528,5055,1
1831,,1377,2477,1
1832,,1144,4829,1
1833,,1816,2601,1
1834,,2486,2043,1
1835,,1674,2713,1
1836,,2443,3683,1
1837,,980,4732,1
1838,,2378,4640,1
1839,,1647,6613,1
1840,,912,4270,1
1841,,1737,773,1
1842,,2551,3637,1
1843,,1037,3973,1
1844,,1712,4891,1
1845,,2160,4009,1
1846,,2420,1009,1
1847,,1571,1172,1
1848,,1544,3746,1
1849,,1994,437,1
1850,,1356,4518,1
1851,,2399,1526,1
1852,,2378,355,1
1853,,2364,28,1
1854,,2521,3140,1
1855,,2239,5095,1
1856,,2347,135,1
1857,,1324,4284,1
1858,,1483,3365,1
1859,,1744,807,1
1860,,2309,803,1
1861,,2359,3220,1
1862,,1735,2598,1
1863,,1678,4269,1
1864,,2428,2037,1
1865,,2308,2660,1
1866,,2236,5449,1
1867,,2526,4614,1
1868,,2323,4104,1
1869,,2349,4979,1
1870,,2542,81,1
1871,,2285,5673,1
1872,,684,3318,1
1873,,2532,5607,1
1874,,995,1553,1
1875,,2650,7141,1
1876,,2447,238,1
1877,,707,3293,1
1878,,149,3976,1
1879,,675,3933,1
1880,,1466,3857,1
1881,,2350,4272,1
1882,,2530,123,1
1883,,2536,2766,1
1884,,588,3907,1
1885,,868,5392,1
1886,,2500,41,1
1887,,2247,1148,1
1888,,2317,5332,1
1889,,1468,4887,1
1890,,1710,2433,1
1891,,2343,1504,1
1892,,2274,1062,1
1893,,2371,5102,1
1894,,266,1004,1
1895,,2180,3752,1
1896,,2519,2884,1
1897,,340,4702,1
1898,,2183,3934,1
1899,,2431,4351,1
1900,,580,848,1
1901,,2335,4372,1
1902,,1755,4293,1
1903,,2433,302,1
1904,,2356,4019,1
1905,,2350,675,1
1906,,2518,572,1
1907,,1183,1073,1
1908,,746,1466,1
1909,,397,4657,1
1910,,1767,3484,1
1911,,89,5673,1
1912,,1968,3933,1
1913,,2317,5673,1
1914,,2420,2985,1
1915,,1451,4879,1
1916,,2223,4270,1
1917,,1006,1532,1
1918,,1078,1063,1
1919,,1758,3812,1
1920,,1853,5166,1
1921,,1669,4252,1
1922,,2537,1980,1
1923,,2529,4866,1
1924,,2375,3513,1
1925,,2083,2327,1
1926,,2488,4705,1
1927,,2333,799,1
1928,,2526,5579,1
1929,,803,5231,1
1930,,1315,2630,1
1931,,828,1630,1
1932,,1934,2763,1
1933,,2166,673,1
1934,,1668,2397,1
1935,,1602,659,1
1936,,2468,4711,1
1937,,1381,391,1
1938,,1580,412,1
1939,,2455,91,1
1940,,147,5713,1
1941,,250,4917,1
1942,,1043,2053,1
1943,,1926,2325,1
1944,,2530,3507,1
1945,,1143,4757,1
1946,,1339,3187,1
1947,,1585,2578,1
1948,,2448,4242,1
1949,,2232,2059,1
1950,,1294,1456,1
1951,,1102,3270,1
1952,,1586,2773,1
1953,,1806,2420,1
1954,,2129,2338,1
1955,,2538,4050,1
1956,,1781,4431,1
1957,,218,1191,1
1958,,2345,5622,1
1959,,2174,2060,1
1960,,2355,4404,1
1961,,2113,2404,1
1962,,1896,856,1
1963,,2476,178,1
1964,,668,3921,1
1965,,1828,5679,1
1966,,2272,3583,1
1967,,212,2988,1
1968,,2276,723,1
1969,,805,3744,1
1970,,294,5064,1
1971,,2433,4019,1
1972,,1221,134,1
1973,,2514,1937,1
1974,,498,966,1
1975,,2613,6624,1
1976,,348,6883,1
1977,,1741,2362,1
1978,,1428,3986,1
1979,,1203,646,1
1980,,2385,1852,1
1981,,1938,4270,1
1982,,1921,916,1
1983,,1782,2379,1
1984,,2085,2573,1
1985,,2381,303,1
1986,,1066,6117,1
1987,,1335,2528,1
1988,,2542,4103,1
1989,,2525,4499,1
1990,,1424,5206,1
1991,,2533,4864,1
1992,,518,4316,1
1993,,526,4835,1
1994,,2355,1841,1
1995,,1595,2117,1
1996,,322,5456,1
1997,,2550,4928,1
1998,,2155,1610,1
1999,,2187,3627,1
2000,,2028,2368,1
2001,,1447,3378,1
2002,,2550,4272,1
2003,,2419,3777,1
2004,,2465,120,1
2005,,2147,5100,1
2006,,2226,1894,1
2007,,2521,5056,1
2008,,2428,4765,1
2009,,2367,4050,1
2010,,1178,4736,1
2011,,2014,1899,1
2012,,2415,2217,1
2013,,2263,5690,1
2014,,2228,468,1
2015,,2548,1745,1
2016,,2378,3611,1
2017,,2608,7166,1
2018,,2536,4595,1
2019,,519,4842,1
2020,,1640,2295,1
2021,,2288,4050,1
2022,,2105,2335,1
2023,,1834,2817,1
2024,,2197,2599,1
2025,,2550,3785,1
2026,,1151,4814,1
2027,,2536,2019,1
2028,,1515,2848,1
2029,,1647,48,1
2030,,1311,4319,1
2031,,1387,3263,1
2032,,2531,5481,1
2033,,956,4656,1
2034,,2545,1325,1
2035,,2547,5027,1
2036,,2164,4270,1
2037,,1434,5254,1
2039,,343,5460,1
2040,,1999,1031,1
2041,,1897,3933,1
2042,,2518,5673,1
2043,,1988,1982,1
2044,,1423,497,1
2045,,2214,2431,1
2046,,1066,2117,1
2047,,1654,2819,1
2048,,1132,4123,1
2049,,2497,4270,1
2050,,2353,1698,1
2051,,1918,3356,1
2052,,2087,5311,1
2053,,2137,1229,1
2054,,1032,2743,1
2055,,1261,910,1
2056,,2229,1987,1
2057,,2380,223,1
2058,,2164,2415,1
2059,,1599,2439,1
2060,,196,1257,1
2061,,2282,1786,1
2062,,565,3492,1
2063,,2426,5404,1
2064,,1231,317,1
2065,,2318,372,1
2066,,1249,7327,1
2067,,2522,3593,1
2068,,1776,240,1
2069,,998,4804,1
2070,,2306,4073,1
2071,,1855,4491,1
2072,,2436,2347,1
2073,,2233,5685,1
2074,,1188,3851,1
2075,,2593,6123,1
2076,,2535,2486,1
2077,,191,5723,1
2078,,2511,4436,1
2079,,1550,4044,1
2080,,2416,3530,1
2081,,1031,3584,1
2082,,1798,2125,1
2083,,2526,1946,1
2084,,2482,4050,1
2085,,2371,415,1
2086,,2109,1787,1
2087,,2268,2434,1
2088,,2242,604,1
2089,,2118,5580,1
2090,,580,801,1
2091,,2317,5122,1
2092,,2010,4912,1
2093,,2233,3355,1
2094,,1184,4615,1
2095,,2540,1964,1
2096,,2235,2898,1
2097,,896,5367,1
2098,,2446,1995,1
2099,,667,5335,1
2100,,1960,4507,1
2101,,1296,4305,1
2102,,918,3641,1
2103,,2367,56,1
2104,,454,3933,1
2105,,903,1068,1
2106,,2306,2647,1
2107,,2531,4341,1
2108,,1486,2757,1
2109,,2488,125,1
2110,,1928,5236,1
2111,,2224,2741,1
2112,,1000,3516,1
2113,,1819,4287,1
2114,,2069,3653,1
2115,,2098,5673,1
2116,,2169,765,1
2117,,1461,3155,1
2118,,2509,3063,1
2119,,319,1303,1
2120,,2542,4600,1
2121,,669,1739,1
2122,,2058,500,1
2123,,1596,4839,1
2124,,1995,5052,1
2125,,1966,18,1
2126,,1648,5540,1
2127,,31,4044,1
2128,,2499,1290,1
2129,,2309,3466,1
2130,,1353,4738,1
2131,,1819,275,1
2132,,1972,741,1
2133,,411,5512,1
2134,,2317,4573,1
2135,,1585,2576,1
2136,,2417,3787,1
2137,,1318,273,1
2138,,2471,2984,1
2139,,1365,169,1
2141,,2232,3933,1
2142,,1213,1644,1
2143,,1966,5616,1
2144,,1584,2245,1
2145,,877,4417,1
2146,,1382,423,1
2147,,2623,7165,1
2148,,1660,1076,1
2149,,2318,1091,1
2150,,2289,5251,1
2151,,2364,4544,1
2152,,2338,1548,1
2153,,2454,4050,1
2154,,2413,1320,1
2155,,938,1335,1
2156,,2185,3646,1
2157,,2038,2473,1
2158,,1511,2263,1
2159,,2500,3666,1
2160,,2676,1700,1
2161,,524,4073,1
2162,,1842,881,1
2163,,2391,1357,1
2164,,2518,4161,1
2165,,2522,1996,1
2166,,2286,4389,1
2167,,2470,4949,1
2168,,1625,3197,1
2169,,2504,549,1
2170,,2095,5347,1
2171,,1520,100,1
2172,,1926,2326,1
2173,,2058,499,1
2174,,1916,3554,1
2175,,357,4377,1
2176,,805,4472,1
2177,,2378,4168,1
2178,,2461,5673,1
2179,,1810,2966,1
2180,,2509,1203,1
2181,,1437,2235,1
2182,,2335,4270,1
2183,,855,1360,1
2184,,1781,2897,1
2185,,85,5202,1
2186,,2303,5046,1
2187,,1105,4270,1
2188,,2386,280,1
2189,,2514,5068,1
2190,,2528,3377,1
2191,,2430,262,1
2192,,2392,5619,1
2193,,2231,1695,1
2194,,1901,2470,1
2195,,1997,848,1
2196,,2510,4570,1
2197,,1275,3841,1
2198,,2464,4897,1
2199,,2265,786,1
2200,,1042,2053,1
2201,,2508,5578,1
2202,,2457,322,1
2203,,1201,3779,1
2204,,1201,5673,1
2205,,646,1606,1
2206,,2544,2724,1
2207,,2368,4601,1
2208,,2263,2719,1
2209,,1957,1257,1
2210,,1885,5666,1
2211,,1847,3482,1
2212,,1056,4304,1
2213,,1011,3856,1
2214,,2528,4576,1
2215,,2488,2029,1
2216,,1936,2944,1
2217,,2303,1403,1
2218,,237,1137,1
2219,,1754,3821,1
2220,,1708,6114,1
2221,,2323,4019,1
2222,,965,5454,1
2223,,1653,4240,1
2224,,2436,5391,1
2225,,2543,616,1
2226,,275,4307,1
2227,,997,3726,1
2228,,2461,724,1
2229,,500,7129,1
2230,,2140,7304,1
2231,,2308,1131,1
2232,,1259,829,1
2233,,1605,1610,1
2234,,1539,4173,1
2235,,2550,4584,1
2237,,1026,4270,1
2238,,2547,314,1
2239,,2317,1620,1
2240,,2203,5673,1
2241,,2327,2243,1
2242,,963,4873,1
2243,,2449,712,1
2244,,2625,6518,1
2245,,1769,4680,1
2246,,2339,593,1
2247,,2502,2140,1
2248,,1375,2237,1
2249,,2285,2989,1
2250,,2551,4272,1
2251,,1516,794,1
2252,,966,3571,1
2253,,1907,2587,1
2254,,2345,2487,1
2255,,2299,1840,1
2256,,616,4050,1
2257,,816,1401,1
2258,,2534,1958,1
2259,,1130,3569,1
2260,,2189,714,1
2261,,1647,767,1
2262,,1166,4826,1
2263,,2006,595,1
2264,,2281,5263,1
2265,,1570,3748,1
2266,,1458,1023,1
2267,,2384,927,1
2268,,2458,1208,1
2269,,2069,633,1
2270,,1173,4115,1
2271,,1769,1156,1
2272,,2440,1546,1
2273,,375,3441,1
2274,,1672,5470,1
2275,,2482,3543,1
2276,,2370,5102,1
2277,,2542,414,1
2278,,1376,3226,1
2279,,1774,2604,1
2280,,1724,2258,1
2281,,1889,4050,1
2282,,875,4834,1
2283,,2366,931,1
2284,,1503,2211,1
2285,,2459,304,1
2286,,1351,5391,1
2287,,687,4299,1
2288,,2508,3467,1
2289,,2576,1890,1
2290,,1627,4745,1
2291,,542,4782,1
2292,,1216,401,1
2293,,849,1074,1
2294,,2147,3827,1
2295,,783,971,1
2296,,756,1752,1
2297,,2216,4362,1
2298,,2193,4791,1
2299,,533,4450,1
2300,,2547,3865,1
2301,,2149,5656,1
2302,,1116,4807,1
2303,,2474,711,1
2304,,1658,2402,1
2305,,1927,2702,1
2306,,2427,2336,1
2307,,1110,4050,1
2308,,880,1785,1
2309,,519,2905,1
2310,,206,3868,1
2311,,1933,4262,1
2312,,2476,1118,1
2313,,2540,4586,1
2314,,2158,312,1
2315,,1788,564,1
2316,,2483,4050,1
2317,,1281,1514,1
2318,,1397,3794,1
2319,,2484,4868,1
2320,,2211,2826,1
2321,,1645,777,1
2322,,274,5695,1
2323,,1944,2874,1
2324,,2310,4504,1
2325,,1992,1545,1
2326,,2008,2148,1
2327,,888,1763,1
2328,,1672,3933,1
2329,,2131,2266,1
2330,,2091,1027,1
2331,,2391,1520,1
2332,,430,7021,1
2333,,2502,5025,1
2334,,2456,2027,1
2335,,2528,2091,1
2336,,2470,1126,1
2337,,1047,2970,1
2338,,1621,3142,1
2339,,1465,2791,1
2340,,2167,196,1
2341,,1876,490,1
2342,,2389,435,1
2343,,2464,5673,1
2344,,1166,5087,1
2345,,558,5299,1
2346,,2525,1291,1
2347,,832,2117,1
2348,,941,979,1
2349,,1995,4270,1
2350,,1793,2183,1
2351,,2356,5277,1
2352,,1788,969,1
2353,,1474,4133,1
2354,,2309,893,1
2355,,1231,616,1
2356,,512,3089,1
2357,,1715,2954,1
2358,,1402,4302,1
2359,,1771,5319,1
2360,,2288,1524,1
2361,,2357,3425,1
2362,,1896,1501,1
2363,,2536,546,1
2364,,591,1892,1
2365,,673,3933,1
2366,,1068,4756,1
2367,,2515,190,1
2368,,1085,2053,1
2369,,1205,1607,1
2370,,1620,2451,1
2371,,1329,1298,1
2372,,2500,2055,1
2373,,1252,4396,1
2374,,2221,427,1
2375,,2034,2715,1
2376,,1402,1856,1
2377,,2088,3933,1
2378,,1124,3314,1
2379,,1482,4297,1
2380,,1785,3334,1
2381,,1292,68,1
2382,,2496,5057,1
2383,,1884,4825,1
2384,,2658,6234,1
2385,,150,3933,1
2386,,2410,4981,1
2387,,2348,514,1
2388,,984,4011,1
2389,,1251,1339,1
2390,,2427,3933,1
2391,,2047,298,1
2392,,1973,2944,1
2393,,2170,2231,1
2394,,2529,3994,1
2395,,1716,5448,1
2396,,287,3222,1
2397,,552,1500,1
2398,,1613,848,1
2399,,1963,5673,1
2400,,2082,1412,1
2401,,1590,2183,1
2402,,2345,2745,1
2403,,2537,2503,1
2404,,2156,3582,1
2405,,2481,4939,1
2406,,1907,2818,1
2407,,854,5429,1
2408,,1398,2876,1
2409,,1386,6388,1
2410,,2537,2081,1
2411,,1196,3831,1
2412,,1350,2586,1
2413,,2310,1212,1
2414,,971,5485,1
2415,,2332,4270,1
2416,,2121,2564,1
2417,,2546,4581,1
2418,,2384,4969,1
2419,,310,5378,1
2420,,2017,2634,1
2421,,2411,2707,1
2422,,457,5573,1
2423,,2289,2350,1
2424,,2387,3618,1
2425,,2392,2958,1
2426,,240,987,1
2427,,600,1674,1
2428,,1805,3997,1
2429,,2542,3806,1
2430,,1743,3698,1
2431,,502,1609,1
2432,,1570,4048,1
2433,,559,3219,1
2434,,2504,4865,1
2435,,1713,2523,1
2436,,2438,570,1
2437,,1729,1755,1
2438,,1117,1725,1
2439,,2369,232,1
2440,,2166,425,1
2441,,1867,2051,1
2442,,2161,1069,1
2443,,2285,4354,1
2444,,900,4460,1
2445,,1975,2489,1
2446,,1973,1626,1
2447,,2523,3116,1
2448,,2527,797,1
2449,,824,2983,1
2450,,811,1839,1
2451,,2188,915,1
2452,,700,1490,1
2453,,2517,5497,1
2454,,2669,6366,1
2455,,2145,4063,1
2456,,2493,3933,1
2457,,1337,2581,1
2458,,2550,5320,1
2459,,818,4827,1
2460,,2416,928,1
2461,,1703,1583,1
2462,,981,3730,1
2463,,2100,1472,1
2464,,2503,44,1
2465,,2326,3004,1
2466,,2254,5254,1
2467,,2238,2877,1
2468,,2439,141,1
2469,,784,4775,1
2470,,2315,850,1
2471,,2275,1416,1
2472,,367,3861,1
2473,,1764,2154,1
2474,,960,4637,1
2475,,2477,184,1
2476,,1245,726,1
2477,,2420,2783,1
2478,,1221,133,1
2479,,2122,1911,1
2480,,2433,3078,1
2481,,1488,3032,1
2482,,2250,4027,1
2483,,2478,3955,1
2484,,2201,1363,1
2485,,1027,1721,1
2486,,1969,2158,1
2487,,2062,1163,1
2488,,1554,6911,1
2489,,2241,1123,1
2490,,2184,3358,1
2491,,2545,2303,1
2492,,2438,1101,1
2493,,2587,7078,1
2494,,2598,6198,1
2495,,2295,3660,1
2496,,1825,3209,1
2497,,2356,3663,1
2498,,2231,3710,1
2499,,2655,7294,1
2501,,2243,874,1
