pk,jsondata,language_pk,identifier_pk,description,version
7229,,900,10804,,1
7230,,1347,8948,,1
7231,,997,10157,,1
7232,,1662,10457,,1
7233,,220,10489,,1
7234,,725,10086,,1
7235,,594,10506,,1
7236,,62,9226,,1
7237,,1668,8665,,1
7238,,1186,10153,,1
7239,,1894,9430,,1
7240,,660,10390,,1
7241,,2468,10364,,1
7242,,2355,10384,,1
7243,,1335,10133,,1
7244,,1023,8874,,1
7245,,640,8859,,1
7246,,1943,10503,,1
7247,,1303,9141,,1
7248,,455,10683,,1
7249,,149,10540,,1
7250,,1227,9158,,1
7251,,2324,10303,,1
7252,,1514,9888,,1
7253,,646,8922,,1
7254,,1139,10755,,1
7255,,125,9551,,1
7256,,1949,8875,,1
7257,,61,9227,,1
7258,,622,10892,,1
7259,,1777,9145,,1
7260,,2330,10285,,1
7261,,448,10497,,1
7262,,1764,9860,,1
7263,,2540,9308,,1
7264,,422,10160,,1
7265,,1683,9431,,1
7266,,2336,9602,,1
7267,,431,10265,,1
7268,,1004,10347,,1
7269,,2043,9551,,1
7270,,7,8674,,1
7271,,531,9292,,1
7272,,2016,8740,,1
7273,,865,10914,,1
7274,,1390,9148,,1
7275,,312,10571,,1
7276,,1931,9283,,1
7277,,704,9533,,1
7278,,874,9328,,1
7279,,1866,9244,,1
7280,,676,9197,,1
7281,,780,8652,,1
7282,,2449,10810,,1
7283,,2235,9199,,1
7284,,273,8634,,1
7285,,475,10705,,1
7286,,2423,10664,,1
7287,,201,10289,,1
7288,,2455,10395,,1
7289,,2523,9377,,1
7290,,886,9857,,1
7291,,1674,8896,,1
7292,,737,10304,,1
7293,,2327,9134,,1
7294,,131,10861,,1
7295,,2278,9915,,1
7296,,779,10931,,1
7297,,1970,10840,,1
7298,,1090,10204,,1
7299,,261,10134,,1
7300,,1477,10240,,1
7301,,2077,9432,,1
7302,,2489,10776,,1
7303,,600,9076,,1
7304,,1990,10898,,1
7305,,2399,10324,,1
7306,,1367,10181,,1
7307,,2124,10971,,1
7308,,1900,9825,,1
7309,,572,10097,,1
7310,,1516,9816,,1
7311,,1516,10337,,1
7312,,2405,10451,,1
7313,,486,10865,,1
7314,,2514,10607,,1
7315,,4,8773,,1
7316,,2313,9629,,1
7317,,1876,9889,,1
7318,,176,10384,,1
7319,,1435,10292,,1
7320,,1908,10062,,1
7321,,412,9180,,1
7322,,1689,9592,,1
7323,,1260,10178,,1
7324,,2135,9207,,1
7325,,384,10035,,1
7326,,880,9656,,1
7327,,2096,10468,,1
7328,,394,9078,,1
7329,,1012,10790,,1
7330,,621,10889,,1
7331,,1639,8707,,1
7332,,1824,8678,,1
7333,,156,9840,,1
7335,,48,9051,,1
7336,,726,10246,,1
7337,,1378,10922,,1
7338,,400,9905,,1
7339,,1562,10154,,1
7340,,1179,8808,,1
7341,,2361,10949,,1
7342,,2179,10550,,1
7343,,2179,10600,,1
7344,,501,8724,,1
7345,,1728,10444,,1
7346,,1497,8780,,1
7347,,2530,10491,,1
7348,,1384,9174,,1
7349,,2343,8755,,1
7350,,1241,10634,,1
7351,,45,9014,,1
7352,,1603,9539,,1
7353,,701,9615,,1
7354,,1613,10072,,1
7355,,1691,9788,,1
7357,,1017,8778,,1
7358,,2495,10846,,1
7359,,1277,10536,,1
7361,,1722,9638,,1
7362,,2501,9345,,1
7363,,806,9581,,1
7364,,1518,10738,,1
7365,,1007,10707,,1
7366,,1921,8692,,1
7367,,597,10449,,1
7368,,2194,10428,,1
7369,,802,9803,,1
7370,,1681,9334,,1
7371,,1431,9739,,1
7372,,1840,9912,,1
7373,,1117,9397,,1
7374,,579,10217,,1
7375,,958,8786,,1
7376,,1404,9798,,1
7377,,2249,9154,,1
7378,,1530,9946,,1
7379,,585,10332,,1
7380,,2387,8694,,1
7381,,2548,10489,,1
7382,,242,10750,,1
7383,,80,8790,,1
7384,,2473,10721,,1
7385,,2089,10701,,1
7386,,759,10614,,1
7387,,2483,9896,,1
7388,,2169,8680,,1
7389,,1500,8971,,1
7390,,1219,8800,,1
7392,,774,9966,,1
7393,,719,9876,,1
7394,,1880,10192,,1
7395,,1320,10171,,1
7396,,2137,9702,,1
7397,,67,9599,,1
7398,,1696,9955,,1
7399,,912,10744,,1
7400,,503,8628,,1
7401,,534,9195,,1
7402,,1211,8746,,1
7403,,35,8924,,1
7404,,707,9641,,1
7405,,1641,9420,,1
7406,,2264,10236,,1
7407,,189,10062,,1
7408,,783,9493,,1
7409,,840,10538,,1
7410,,550,9713,,1
7411,,2312,9043,,1
7412,,2315,9858,,1
7413,,1572,9714,,1
7414,,914,8921,,1
7415,,789,9087,,1
7416,,789,9090,,1
7417,,430,10263,,1
7418,,608,10583,,1
7419,,1992,9070,,1
7420,,1123,10859,,1
7421,,1800,9363,,1
7422,,2218,9440,,1
7423,,18,8759,,1
7424,,1397,10016,,1
7425,,1974,8767,,1
7426,,498,8686,,1
7427,,601,9205,,1
7428,,1198,10482,,1
7429,,2285,9911,,1
7430,,2435,9708,,1
7431,,1245,9670,,1
7432,,248,10803,,1
7433,,1094,10612,,1
7434,,1058,9468,,1
7435,,1403,8820,,1
7436,,2417,10939,,1
7437,,1469,8976,,1
7438,,2441,10201,,1
7439,,1363,9822,,1
7440,,1828,9008,,1
7441,,762,10767,,1
7442,,227,10134,,1
7443,,722,10002,,1
7444,,1369,10483,,1
7445,,1665,10757,,1
7446,,963,10823,,1
7447,,2062,9648,,1
7448,,2025,9674,,1
7449,,688,9192,,1
7450,,2534,8614,,1
7451,,2231,10295,,1
7452,,969,10794,,1
7453,,2318,10901,,1
7454,,362,9642,,1
7455,,2031,10656,,1
7456,,569,8783,,1
7457,,1848,10590,,1
7458,,2480,8699,,1
7459,,346,9578,,1
7460,,2321,10599,,1
7462,,1136,8705,,1
7463,,863,10721,,1
7464,,1146,10626,,1
7465,,1205,10625,,1
7466,,2116,9868,,1
7467,,128,10740,,1
7468,,112,9434,,1
7469,,2542,9479,,1
7470,,2040,9002,,1
7471,,1274,9660,,1
7472,,1719,10909,,1
7473,,871,9040,,1
7474,,512,8923,,1
7475,,901,10490,,1
7476,,2075,9850,,1
7477,,1553,9049,,1
7478,,1892,9231,,1
7479,,1342,8939,,1
7480,,905,10281,,1
7481,,1498,8902,,1
7482,,1998,9540,,1
7483,,1971,10807,,1
7484,,2390,9171,,1
7485,,1190,9855,,1
7486,,2322,10655,,1
7487,,1854,10798,,1
7488,,274,8751,,1
7489,,1987,10581,,1
7490,,350,10426,,1
7491,,1221,8961,,1
7492,,1479,9068,,1
7493,,1323,10173,,1
7494,,2214,8993,,1
7495,,1276,9311,,1
7496,,188,10087,,1
7497,,514,8846,,1
7498,,793,9162,,1
7499,,1380,8643,,1
7500,,1214,8869,,1
7501,,1753,9507,,1
7502,,443,10371,,1
7503,,1432,10761,,1
7504,,453,10537,,1
7505,,1942,10249,,1
7506,,1027,9120,,1
7507,,1257,10048,,1
7508,,1838,9916,,1
7509,,1220,8915,,1
7510,,508,8742,,1
7511,,1060,8654,,1
7512,,877,10018,,1
7513,,2093,9239,,1
7514,,1644,9598,,1
7515,,163,9921,,1
7516,,2176,9042,,1
7517,,1995,8959,,1
7518,,1594,9671,,1
7519,,2004,8663,,1
7520,,1687,9567,,1
7521,,1787,8675,,1
7522,,468,10622,,1
7523,,1045,10066,,1
7524,,490,10876,,1
7525,,490,10883,,1
7526,,536,9263,,1
7527,,2492,9320,,1
7528,,1647,9679,,1
7529,,1386,10348,,1
7530,,680,9306,,1
7531,,2442,10640,,1
7532,,1472,10069,,1
7533,,1426,10492,,1
7535,,26,10443,,1
7536,,879,8710,,1
7537,,936,10991,,1
7538,,1336,10848,,1
7539,,1702,8946,,1
7540,,1905,9945,,1
7541,,1521,8717,,1
7542,,576,10893,,1
7543,,741,10366,,1
7544,,846,10827,,1
7545,,1481,10429,,1
7546,,2246,8791,,1
7547,,2378,9062,,1
7548,,1933,9704,,1
7549,,1589,8984,,1
7550,,1149,10611,,1
7551,,322,9332,,1
7552,,287,10036,,1
7553,,727,10112,,1
7554,,2182,10612,,1
7555,,1693,9871,,1
7556,,2143,10557,,1
7557,,2346,9663,,1
7558,,202,10306,,1
7559,,2053,10888,,1
7561,,2,8626,,1
7562,,2456,10432,,1
7563,,341,9484,,1
7564,,2306,8760,,1
7565,,638,8770,,1
7566,,1818,10858,,1
7567,,2159,9787,,1
7568,,1494,8782,,1
7569,,867,8897,,1
7570,,1582,10198,,1
7571,,2381,10699,,1
7572,,1569,10383,,1
7573,,46,9018,,1
7574,,148,9782,,1
7575,,406,10034,,1
7576,,1248,9639,,1
7577,,2427,9057,,1
7578,,786,9022,,1
7579,,1734,10271,,1
7580,,873,10391,,1
7581,,768,10828,,1
7582,,1444,9010,,1
7584,,1878,9142,,1
7585,,1926,9048,,1
7586,,1394,9365,,1
7587,,1450,9173,,1
7588,,853,8655,,1
7589,,2013,9198,,1
7590,,2058,9061,,1
7591,,2543,9003,,1
7592,,1155,10082,,1
7593,,2138,9928,,1
7594,,183,10132,,1
7595,,1165,9093,,1
7596,,1910,9156,,1
7597,,2066,8969,,1
7598,,518,8931,,1
7599,,2533,8922,,1
7600,,909,8700,,1
7601,,606,9920,,1
7602,,1366,9992,,1
7603,,2216,9150,,1
7604,,460,10549,,1
7605,,961,10737,,1
7606,,1030,9412,,1
7607,,2059,9472,,1
7608,,2022,10768,,1
7609,,614,9393,,1
7610,,2028,10227,,1
7611,,2477,9646,,1
7612,,1176,9548,,1
7613,,126,9709,,1
7614,,2140,9157,,1
7615,,411,10045,,1
7616,,1314,9872,,1
7617,,1755,10766,,1
7618,,1009,10525,,1
7619,,304,9045,,1
7620,,2007,9764,,1
7621,,1510,10398,,1
7622,,943,10027,,1
7623,,1428,10247,,1
7624,,484,10835,,1
7625,,2284,9509,,1
7626,,1698,10090,,1
7627,,2290,10079,,1
7628,,1410,9895,,1
7629,,745,10296,,1
7630,,93,10298,,1
7631,,1440,8950,,1
7632,,973,8933,,1
7633,,2162,9261,,1
7634,,919,8935,,1
7635,,2229,10042,,1
7636,,1305,9218,,1
7637,,2276,9256,,1
7638,,2090,9379,,1
7639,,1550,9370,,1
7640,,216,10453,,1
7641,,1236,9362,,1
7642,,73,9269,,1
7643,,2359,10907,,1
7644,,612,10650,,1
7645,,2173,10327,,1
7646,,744,10463,,1
7647,,1304,9217,,1
7648,,1811,10169,,1
7649,,618,10791,,1
7650,,1575,10696,,1
7651,,888,9843,,1
7652,,365,9680,,1
7653,,1670,10990,,1
7654,,316,9270,,1
7655,,972,8828,,1
7656,,338,9449,,1
7657,,2443,9206,,1
7658,,1492,10759,,1
7659,,290,8912,,1
7660,,984,9357,,1
7661,,1935,9975,,1
7662,,221,10535,,1
7663,,169,9910,,1
7664,,648,8922,,1
7665,,280,8818,,1
7666,,78,9269,,1
7667,,980,9147,,1
7668,,345,9193,,1
7669,,1983,10465,,1
7670,,2126,9613,,1
7671,,528,9224,,1
7672,,1254,10467,,1
7673,,1502,9160,,1
7674,,1217,8853,,1
7675,,1217,8854,,1
7676,,2170,10116,,1
7678,,230,10689,,1
7679,,769,10830,,1
7680,,1006,10983,,1
7681,,382,9742,,1
7682,,821,10055,,1
7683,,1024,8630,,1
7684,,507,8756,,1
7685,,2128,10098,,1
7686,,1925,8998,,1
7687,,265,10950,,1
7688,,1711,10875,,1
7689,,2001,9743,,1
7690,,2134,10755,,1
7691,,374,9746,,1
7692,,1879,10182,,1
7693,,1776,10401,,1
7694,,180,9999,,1
7695,,1388,9117,,1
7696,,1463,9720,,1
7697,,695,9517,,1
7698,,1629,10927,,1
7699,,416,9159,,1
7700,,2063,9971,,1
7701,,897,10300,,1
7702,,1284,10789,,1
7703,,1168,9243,,1
7704,,1293,9421,,1
7705,,1423,10494,,1
7706,,2379,10028,,1
7707,,1886,8625,,1
7708,,1326,10242,,1
7709,,571,10060,,1
7710,,571,10085,,1
7711,,683,9374,,1
7712,,237,9616,,1
7713,,2151,10880,,1
7714,,796,9302,,1
7715,,2341,10535,,1
7716,,21,8765,,1
7717,,1018,8838,,1
7718,,2407,10917,,1
7719,,933,9784,,1
7720,,2167,8798,,1
7721,,664,8968,,1
7722,,99,9355,,1
7723,,659,8861,,1
7724,,2272,10954,,1
7725,,2272,10955,,1
7726,,2272,10953,,1
7727,,2242,10591,,1
7728,,1774,10190,,1
7729,,1864,9123,,1
7730,,513,8827,,1
7731,,158,9844,,1
7732,,946,10294,,1
7733,,1819,10091,,1
7734,,910,8688,,1
7735,,1784,10881,,1
7736,,1745,10929,,1
7737,,952,10512,,1
7738,,1843,10043,,1
7739,,2050,10730,,1
7740,,1809,10131,,1
7741,,1181,8813,,1
7742,,39,8943,,1
7743,,862,9791,,1
7744,,748,9074,,1
7745,,1131,9849,,1
7746,,2303,10314,,1
7747,,2226,9038,,1
7748,,2452,10167,,1
7749,,28,8809,,1
7750,,1266,10335,,1
7751,,1419,10343,,1
7752,,1579,10896,,1
7753,,1475,10134,,1
7754,,2232,10442,,1
7755,,2260,9161,,1
7757,,238,9616,,1
7759,,2497,9546,,1
7760,,1913,10430,,1
7761,,1052,10633,,1
7762,,869,9091,,1
7763,,1759,8743,,1
7764,,2275,8766,,1
7765,,2085,10418,,1
7766,,956,9929,,1
7767,,2503,10900,,1
7768,,1701,10388,,1
7770,,1036,10899,,1
7771,,654,8922,,1
7772,,2512,9725,,1
7773,,883,9665,,1
7774,,1673,8855,,1
7775,,379,9779,,1
7776,,1119,10336,,1
7777,,2010,10548,,1
7778,,889,10053,,1
7780,,833,10362,,1
7781,,161,10933,,1
7782,,2332,10127,,1
7783,,424,10180,,1
7784,,234,10403,,1
7785,,92,9223,,1
7786,,587,10372,,1
7787,,1541,9071,,1
7788,,665,8958,,1
7789,,1796,9285,,1
7790,,1954,9248,,1
7791,,253,10799,,1
7792,,2239,9902,,1
7793,,603,10523,,1
7794,,2335,9811,,1
7795,,1525,10278,,1
7796,,1525,10320,,1
7797,,2163,9559,,1
7799,,494,10945,,1
7800,,1333,10838,,1
7801,,83,9315,,1
7802,,856,9729,,1
7803,,2204,9204,,1
7804,,391,9993,,1
7805,,1597,9369,,1
7806,,1033,9508,,1
7807,,2326,8638,,1
7809,,1633,8772,,1
7810,,2535,9205,,1
7813,,1015,8656,,1
7814,,191,10148,,1
7815,,1311,9794,,1
7816,,2186,8987,,1
7817,,2433,10006,,1
7818,,1507,9405,,1
7819,,938,9853,,1
7820,,332,10543,,1
7821,,1882,10595,,1
7822,,2281,10706,,1
7823,,2350,9400,,1
7824,,2192,10214,,1
7825,,27,8793,,1
7826,,1803,10670,,1
7827,,2153,9465,,1
7828,,537,9348,,1
7829,,1039,9879,,1
7830,,1493,10778,,1
7831,,1194,9768,,1
7832,,591,10513,,1
7833,,1099,8666,,1
7834,,2082,10266,,1
7835,,1109,8960,,1
7836,,1109,9044,,1
7837,,1862,8964,,1
7838,,1302,9104,,1
7839,,470,9571,,1
7840,,250,9166,,1
7841,,1233,9303,,1
7842,,990,9775,,1
7843,,1837,9757,,1
7844,,323,9325,,1
7845,,717,9914,,1
7846,,1083,9874,,1
7847,,297,9088,,1
7848,,1592,10368,,1
7849,,423,9826,,1
7850,,98,9356,,1
7851,,1961,10397,,1
7852,,2544,9378,,1
7853,,1643,9490,,1
7854,,1003,10253,,1
7855,,2384,10005,,1
7856,,857,8754,,1
7857,,556,9972,,1
7858,,1717,9089,,1
7859,,866,8890,,1
7860,,965,10813,,1
7861,,543,8887,,1
7862,,885,10040,,1
7863,,1889,9011,,1
7864,,1182,9723,,1
7865,,1317,11003,,1
7866,,2033,10126,,1
7867,,2108,10763,,1
7868,,228,10697,,1
7869,,1513,9770,,1
7870,,405,9958,,1
7871,,632,8725,,1
7872,,1948,8816,,1
7873,,1184,9740,,1
7875,,336,9438,,1
7876,,1871,9718,,1
7877,,839,10424,,1
7878,,447,10411,,1
7879,,2100,9917,,1
7880,,547,9577,,1
7881,,85,9278,,1
7882,,1608,10025,,1
7883,,1608,10038,,1
7884,,2263,10164,,1
7885,,2042,9547,,1
7886,,30,8894,,1
7887,,1692,9759,,1
7888,,530,9267,,1
7889,,976,8990,,1
7890,,922,9068,,1
7891,,446,10412,,1
7892,,1762,9964,,1
7893,,675,9190,,1
7894,,1264,9242,,1
7895,,847,9687,,1
7896,,2243,9974,,1
7897,,1586,8835,,1
7898,,420,9482,,1
7899,,2131,8826,,1
7900,,2199,8748,,1
7901,,830,9211,,1
7902,,2349,9114,,1
7904,,87,9309,,1
7905,,878,9416,,1
7906,,1710,10628,,1
7907,,1460,9681,,1
7908,,1122,9579,,1
7909,,2294,9941,,1
7910,,17,8638,,1
7911,,17,8736,,1
7912,,617,10782,,1
7913,,2522,10772,,1
7914,,2453,9433,,1
7915,,133,10852,,1
7916,,736,8715,,1
7917,,1466,10856,,1
7918,,1825,8864,,1
7919,,1883,10588,,1
7920,,1846,10636,,1
7921,,764,10836,,1
7922,,2188,9103,,1
7923,,2316,10230,,1
7924,,1171,9409,,1
7925,,1240,9481,,1
7926,,1617,10233,,1
7927,,1144,10635,,1
7928,,2372,10632,,1
7929,,226,10692,,1
7930,,1436,8635,,1
7931,,743,9786,,1
7932,,2106,9640,,1
7933,,2513,9351,,1
7934,,140,9652,,1
7935,,2487,9454,,1
7936,,2487,9456,,1
7937,,1600,9419,,1
7938,,104,9077,,1
7939,,966,9519,,1
7940,,598,9024,,1
7941,,733,10104,,1
7942,,1984,10256,,1
7943,,1072,9463,,1
7944,,691,8887,,1
7945,,752,10516,,1
7946,,1377,10801,,1
7947,,658,8842,,1
7948,,1,8727,,1
7949,,994,9925,,1
7950,,525,9313,,1
7951,,1841,9894,,1
7952,,2047,10073,,1
7953,,1806,9752,,1
7954,,1489,10623,,1
7955,,859,8821,,1
7956,,2518,8749,,1
7957,,1996,9388,,1
7958,,500,9029,,1
7959,,568,9995,,1
7960,,2300,9417,,1
7961,,2223,10433,,1
7962,,1000,10215,,1
7963,,1263,10326,,1
7965,,239,10709,,1
7966,,256,10876,,1
7967,,1899,9502,,1
7968,,1576,10728,,1
7969,,1203,9595,,1
7970,,925,9246,,1
7971,,1831,9273,,1
7972,,1831,9337,,1
7973,,1339,10862,,1
7974,,672,10582,,1
7977,,100,10909,,1
7978,,281,8821,,1
7979,,2046,10008,,1
7980,,1756,9464,,1
7981,,2328,9133,,1
7982,,2500,9637,,1
7983,,482,10769,,1
7984,,1920,8698,,1
7985,,596,10416,,1
7986,,2193,10476,,1
7987,,1549,9281,,1
7988,,1544,10967,,1
7989,,1544,10968,,1
7990,,2546,9214,,1
7991,,2470,10863,,1
7992,,642,8879,,1
7993,,911,8636,,1
7994,,1120,9534,,1
7995,,1945,10578,,1
7997,,1141,10352,,1
7998,,457,10596,,1
7999,,1773,10183,,1
8000,,687,9402,,1
8001,,1863,9330,,1
8002,,794,9178,,1
8003,,1951,8891,,1
8004,,758,10612,,1
8005,,1115,9380,,1
8006,,450,10486,,1
8007,,2356,10575,,1
8008,,1934,10758,,1
8009,,481,10751,,1
8010,,757,10598,,1
8011,,1685,9496,,1
8012,,2338,9987,,1
8013,,1279,10878,,1
8014,,2055,10982,,1
8015,,1630,9140,,1
8016,,2458,9531,,1
8017,,1059,10939,,1
8018,,858,9688,,1
8019,,1868,9414,,1
8020,,91,9342,,1
8021,,91,10800,,1
8022,,1345,8911,,1
8023,,678,9286,,1
8024,,142,9659,,1
8025,,2451,9569,,1
8026,,1504,9336,,1
8027,,924,9222,,1
8028,,2537,10255,,1
8029,,2086,10425,,1
8030,,788,8979,,1
8031,,1810,10077,,1
8032,,77,9269,,1
8033,,172,9066,,1
8034,,2526,9268,,1
8035,,1676,9884,,1
8036,,739,10342,,1
8037,,2150,9191,,1
8038,,389,10009,,1
8039,,1446,9054,,1
8040,,2160,10733,,1
8041,,813,10647,,1
8042,,196,9181,,1
8043,,1409,9898,,1
8044,,2429,10093,,1
8045,,1096,10786,,1
8046,,1224,9970,,1
8047,,2079,9862,,1
8048,,1896,9458,,1
8049,,1771,10155,,1
8050,,1859,8713,,1
8051,,1299,9494,,1
8052,,24,8839,,1
8053,,210,10518,,1
8054,,1957,9653,,1
8055,,1057,9467,,1
8056,,1332,10616,,1
8057,,1902,9927,,1
8058,,2454,9532,,1
8059,,2454,9588,,1
8060,,714,9966,,1
8061,,1574,10688,,1
8062,,2416,10054,,1
8063,,1912,10321,,1
8064,,1076,9253,,1
8065,,1658,10100,,1
8066,,2516,10950,,1
8067,,178,9330,,1
8068,,1437,10145,,1
8069,,2446,9557,,1
8070,,2550,9225,,1
8071,,246,10771,,1
8072,,504,8629,,1
8073,,1636,9834,,1
8074,,1929,9209,,1
8075,,882,9560,,1
8076,,1874,9802,,1
8077,,396,10282,,1
8078,,623,10913,,1
8080,,1215,8803,,1
8081,,2317,10820,,1
8082,,511,8858,,1
8083,,2421,8999,,1
8085,,402,9918,,1
8086,,1564,10212,,1
8087,,629,8671,,1
8088,,2363,9287,,1
8089,,538,9354,,1
8090,,1376,10675,,1
8091,,144,10774,,1
8092,,1599,10773,,1
8093,,836,10920,,1
8094,,2009,10386,,1
8095,,635,8668,,1
8096,,2254,8676,,1
8097,,1751,9981,,1
8098,,2156,10026,,1
8099,,175,9819,,1
8100,,307,10998,,1
8101,,1605,9627,,1
8102,,1766,10029,,1
8103,,1273,10438,,1
8104,,471,10658,,1
8105,,211,10450,,1
8106,,1019,8917,,1
8107,,2517,10407,,1
8108,,2517,10456,,1
8109,,1352,9258,,1
8110,,167,9809,,1
8111,,934,9973,,1
8112,,1465,9780,,1
8113,,1791,8885,,1
8114,,844,10685,,1
8115,,463,10556,,1
8116,,94,9297,,1
8117,,730,10176,,1
8118,,1358,10560,,1
8119,,1923,8937,,1
8120,,949,10365,,1
8121,,1552,9711,,1
8122,,827,9250,,1
8123,,1238,9439,,1
8124,,850,10897,,1
8125,,1707,10501,,1
8126,,2198,10890,,1
8127,,2554,9394,,1
8128,,2555,9394,,1
8129,,2556,11001,,1
8130,,2558,11078,,1
8131,,2559,11079,,1
8132,,2560,11080,,1
8133,,2561,11081,,1
8134,,2562,11082,,1
8135,,2563,11083,,1
8136,,2564,11084,,1
8137,,2565,10990,,1
8138,,2566,10117,,1
8140,,2568,11086,,1
8141,,2569,11087,,1
8142,,2570,11088,,1
8143,,2571,11089,,1
8144,,2572,11090,,1
8145,,2573,11091,,1
8146,,2574,11092,,1
8147,,2575,10999,,1
8148,,2576,10820,,1
8149,,2671,11076,,1
8150,,2577,11065,,1
8151,,2578,11045,,1
8152,,2579,9301,isDialectOf,1
8153,,2580,11027,,1
8154,,2581,11047,,1
8155,,2582,11048,,1
8156,,2583,11022,,1
8157,,2584,11049,,1
8159,,2586,11033,,1
8160,,2587,11060,,1
8161,,2588,11004,,1
8162,,2589,11029,,1
8163,,2590,11018,,1
8164,,2591,11058,,1
8165,,2592,10087,isDialectOf,1
8166,,2593,11023,,1
8167,,2594,11024,,1
8168,,2595,11038,,1
8169,,2596,11042,,1
8170,,2597,11006,,1
8171,,2598,10962,,1
8172,,2599,11039,,1
8173,,2600,11072,,1
8174,,2601,11007,,1
8175,,2602,11070,,1
8176,,2603,11063,,1
8177,,2604,8641,,1
8178,,2605,11064,,1
8179,,2606,11066,,1
8180,,2607,11050,,1
8181,,2609,11034,,1
8182,,2610,11010,isDialectOf,1
8183,,2611,10612,isDialectOf,1
8184,,2612,10612,isDialectOf,1
8185,,2613,11046,,1
8186,,2614,8634,isDialectOf,1
8188,,2616,10612,isDialectOf,1
8189,,2617,11059,isDialectOf,1
8190,,2618,11059,isDialectOf,1
8191,,2619,11036,,1
8192,,2620,11009,,1
8193,,2621,11051,,1
8194,,2622,9487,isDialectOf,1
8195,,2623,9487,isDialectOf,1
8196,,2624,11020,,1
8197,,2625,11054,,1
8198,,2626,9980,isDialectOf,1
8199,,2627,11062,,1
8200,,2628,11057,,1
8201,,2630,11071,,1
8202,,2631,11037,,1
8203,,2632,11032,,1
8204,,2633,10691,,1
8205,,2634,11069,,1
8206,,2635,11067,,1
8207,,2636,11016,,1
8208,,2637,11031,,1
8209,,2638,11052,,1
8210,,2639,9215,isDialectOf,1
8211,,2640,11015,,1
8212,,2641,11053,,1
8213,,2642,11013,,1
8214,,2643,11043,,1
8215,,2644,11026,,1
8216,,2645,11008,,1
8217,,2646,11025,,1
8218,,2647,9507,isDialectOf,1
8219,,2648,11040,isDialectOf,1
8220,,2649,11019,,1
8221,,2650,11041,,1
8222,,2651,11014,,1
8223,,2652,11011,,1
8224,,2653,11005,,1
8225,,2654,11073,,1
8226,,2655,11075,,1
8227,,2656,11068,,1
8228,,2657,11028,,1
8229,,2658,11056,isDialectOf,1
8230,,2659,9394,isDialectOf,1
8231,,2660,11021,,1
8232,,2662,11035,,1
8233,,2663,11030,,1
8234,,1066,11000,,1
8235,,2664,11017,,1
8236,,2665,11055,,1
8237,,2667,11074,,1
8238,,2668,11012,,1
8239,,2669,11044,,1
8240,,2670,11061,,1
8241,,2553,11002,,1
8242,,459,8237,,1
8243,,761,6646,,1
8244,,930,7070,,1
8245,,292,7647,,1
8247,,2375,6433,,1
8248,,68,6843,,1
8249,,986,7202,,1
8250,,986,7208,,1
8251,,1353,6941,,1
8252,,1213,7215,,1
8254,,2266,6473,,1
8255,,785,6345,,1
8256,,1169,6782,,1
8257,,940,6608,,1
8258,,1797,6845,,1
8259,,649,6451,,1
8260,,2095,7001,,1
8261,,2019,6614,,1
8262,,1713,6179,,1
8263,,1125,7226,,1
8264,,2220,7034,,1
8265,,1593,6775,,1
8266,,1966,8090,,1
8267,,663,6503,,1
8268,,1619,6569,,1
8269,,1619,7859,,1
8270,,1022,7529,,1
8271,,926,6819,,1
8272,,213,8394,,1
8273,,1373,8182,,1
8274,,669,6623,,1
8275,,2491,7753,,1
8276,,1286,8306,,1
8277,,679,6875,,1
8278,,1471,7706,,1
8279,,1888,6253,,1
8280,,1661,8030,,1
8281,,2673,8192,,1
8282,,1178,7091,,1
8283,,329,6919,,1
8284,,1371,8127,,1
8285,,1667,8418,,1
8286,,2027,7569,,1
8287,,1495,6231,,1
8288,,2467,7851,,1
8289,,575,7693,,1
8290,,1438,6181,,1
8291,,639,6301,,1
8292,,1675,8148,,1
8293,,908,6146,,1
8294,,2165,8051,,1
8295,,2245,7076,,1
8296,,123,7640,,1
8297,,581,7778,,1
8298,,2323,7509,,1
8299,,645,6418,,1
8300,,1138,7534,,1
8301,,1484,8125,,1
8302,,1148,6644,,1
8303,,563,7285,,1
8304,,1160,6325,,1
8305,,574,7041,,1
8306,,1997,7154,,1
8307,,2289,7124,,1
8308,,2110,7077,,1
8309,,499,6214,,1
8310,,1609,7460,,1
8311,,380,7305,,1
8312,,887,7543,,1
8313,,301,6574,,1
8314,,864,6378,,1
8315,,2048,7627,,1
8316,,286,6457,,1
8317,,51,6693,,1
8318,,184,7665,,1
8319,,1727,7456,,1
8320,,1947,6190,,1
8321,,1524,7760,,1
8322,,272,6209,,1
8323,,2141,8302,,1
8324,,2141,8329,,1
8325,,816,7359,,1
8326,,1733,6171,,1
8328,,1956,8084,,1
8329,,1737,7955,,1
8330,,1443,6373,,1
8331,,1290,8079,,1
8332,,1567,6280,,1
8333,,1230,6660,,1
8334,,2076,6790,,1
8335,,636,6307,,1
8336,,829,6692,,1
8337,,1856,8314,,1
8338,,378,7302,,1
8339,,276,6217,,1
8340,,815,7259,,1
8341,,1709,8017,,1
8342,,1126,6180,,1
8343,,2398,8347,,1
8344,,955,7048,,1
8345,,352,6432,,1
8346,,1154,6188,,1
8347,,1325,7732,,1
8348,,2413,6529,,1
8349,,2404,7798,,1
8350,,693,7018,,1
8351,,1982,7920,,1
8352,,69,6320,,1
8353,,299,6613,,1
8355,,1583,6261,,1
8356,,2365,6728,,1
