pk,jsondata,language_pk,identifier_pk,description,version
2975,,294,2396,,1
2976,,750,2015,,1
2977,,716,3800,,1
2978,,153,2457,,1
2979,,1705,2680,,1
2980,,1188,3063,,1
2981,,1516,3058,,1
2982,,1590,2276,,1
2983,,1356,3407,,1
2984,,2024,2692,,1
2985,,2416,3209,,1
2986,,2194,3625,,1
2987,,2239,3181,,1
2988,,528,2466,,1
2989,,2191,3263,,1
2990,,1361,3263,,1
2991,,280,2120,,1
2992,,1430,2512,,1
2993,,215,3518,,1
2994,,2377,2407,,1
2995,,201,3392,,1
2997,,840,3617,,1
2999,,1686,3353,,1
3000,,186,2076,,1
3001,,2004,2076,,1
3002,,1318,2076,,1
3003,,1928,3621,,1
3004,,1284,3788,,1
3005,,1329,3495,,1
3006,,9,2030,,1
3007,,1105,2249,,1
3008,,39,2249,,1
3009,,2280,3389,,1
3010,,125,3297,,1
3011,,2043,3297,,1
3012,,1822,2012,,1
3013,,1069,3593,,1
3014,,2300,2816,,1
3015,,783,2189,,1
3016,,1435,3544,,1
3017,,221,3582,,1
3018,,2164,2540,,1
3019,,2246,3779,,1
3020,,21,3535,,1
3021,,1431,2918,,1
3022,,2094,3173,,1
3023,,568,3264,,1
3024,,1051,2359,,1
3025,,2253,3245,,1
3026,,1908,3245,,1
3027,,1559,3186,,1
3028,,1783,3774,,1
3029,,700,2743,,1
3030,,60,3195,,1
3031,,685,3108,,1
3032,,237,2777,,1
3033,,238,2777,,1
3034,,209,3447,,1
3035,,1196,3766,,1
3036,,33,3810,,1
3037,,1636,2989,,1
3038,,1571,3660,,1
3039,,905,3329,,1
3040,,1683,2633,,1
3041,,2398,3802,,1
3042,,643,3382,,1
3043,,2552,3931,,1
3044,,1358,3631,,1
3045,,2268,3032,,1
3046,,379,2939,,1
3047,,1392,3848,,1
3048,,1281,3376,,1
3049,,1033,2694,,1
3050,,2366,3899,,1
3051,,1982,3564,,1
3052,,1921,2049,,1
3053,,461,3627,,1
3054,,1978,2443,,1
3055,,1313,2966,,1
3056,,1595,3399,,1
3057,,426,3312,,1
3058,,2347,3622,,1
3059,,2473,3606,,1
3060,,863,3606,,1
3061,,216,3523,,1
3062,,1810,3212,,1
3063,,935,3089,,1
3064,,1187,2040,,1
3065,,2203,2661,,1
3067,,1815,3475,,1
3068,,269,2004,,1
3069,,1436,2004,,1
3070,,3,2004,,1
3071,,1508,2652,,1
3072,,1631,2073,,1
3073,,2001,2923,,1
3074,,2520,2590,,1
3075,,1465,2135,,1
3076,,1567,2088,,1
3077,,1194,2426,,1
3078,,594,3463,,1
3079,,2183,3685,,1
3080,,2222,2922,,1
3081,,2136,3502,,1
3082,,1755,3776,,1
3083,,1213,2118,,1
3084,,2123,2330,,1
3085,,442,3426,,1
3086,,2316,3342,,1
3087,,1568,3157,,1
3088,,2096,3572,,1
3089,,2509,2325,,1
3090,,990,3075,,1
3091,,1330,3104,,1
3092,,1457,3366,,1
3093,,1930,2179,,1
3094,,1996,3093,,1
3095,,2189,3775,,1
3096,,628,1995,,1
3097,,2229,3193,,1
3098,,1363,3059,,1
3099,,832,3401,,1
3100,,1500,2744,,1
3101,,1609,3023,,1
3102,,1351,3792,,1
3103,,938,3088,,1
3104,,903,2304,,1
3105,,2220,2376,,1
3106,,430,3368,,1
3107,,825,3304,,1
3108,,1259,3279,,1
3109,,1135,3472,,1
3110,,1081,2905,,1
3111,,1374,3695,,1
3112,,1418,2252,,1
3113,,775,2595,,1
3114,,2241,3594,,1
3115,,1989,3830,,1
3116,,1438,2055,,1
3117,,754,3690,,1
3118,,876,3852,,1
3119,,394,3117,,1
3120,,1307,2644,,1
3121,,1181,2871,,1
3122,,2250,2871,,1
3123,,1662,3583,,1
3124,,134,2999,,1
3125,,160,2999,,1
3126,,2193,3527,,1
3127,,1136,2058,,1
3128,,2365,3910,,1
3130,,322,2739,,1
3131,,2270,3576,,1
3132,,2074,2518,,1
3133,,24,3416,,1
3134,,1143,3416,,1
3135,,357,2948,,1
3136,,733,3227,,1
3137,,584,3227,,1
3138,,484,3817,,1
3139,,1216,2176,,1
3140,,109,2628,,1
3141,,888,3130,,1
3142,,64,2472,,1
3144,,529,2472,,1
3145,,677,2472,,1
3146,,1892,2472,,1
3147,,319,2472,,1
3148,,2227,2472,,1
3149,,2162,3900,,1
3150,,2045,2972,,1
3151,,1383,2167,,1
3152,,1894,2623,,1
3153,,2471,2517,,1
3154,,890,2517,,1
3155,,62,2468,,1
3156,,1952,2690,,1
3158,,2219,2667,,1
3159,,1490,3896,,1
3160,,2391,2084,,1
3161,,2016,2084,,1
3162,,16,2084,,1
3163,,1514,3555,,1
3164,,966,3867,,1
3165,,1588,2264,,1
3166,,1212,3782,,1
3167,,1441,2124,,1
3168,,1402,2877,,1
3169,,1719,3790,,1
3170,,555,2956,,1
3171,,631,3395,,1
3172,,1845,3372,,1
3173,,1953,2433,,1
3174,,1765,3832,,1
3175,,317,2450,,1
3176,,1612,3085,,1
3177,,2014,2493,,1
3178,,2272,3499,,1
3179,,37,3499,,1
3180,,1100,2942,,1
3181,,114,2641,,1
3182,,113,2641,,1
3183,,115,2641,,1
3184,,116,2641,,1
3185,,117,2641,,1
3186,,790,2859,,1
3187,,2467,2587,,1
3188,,1777,2716,,1
3189,,1293,2624,,1
3190,,135,2779,,1
3191,,285,2181,,1
3192,,1049,2998,,1
3193,,2306,3453,,1
3194,,467,3669,,1
3195,,923,3241,,1
3196,,1506,3812,,1
3197,,347,2707,,1
3198,,604,3573,,1
3199,,2172,2548,,1
3200,,2156,3074,,1
3201,,1970,3806,,1
3202,,1942,3388,,1
3203,,1003,3388,,1
3204,,2360,3388,,1
3205,,774,3906,,1
3206,,988,2987,,1
3207,,1122,2987,,1
3208,,2263,3923,,1
3209,,290,2230,,1
3210,,2130,2753,,1
3211,,2273,3747,,1
3212,,2181,3649,,1
3213,,2491,3321,,1
3214,,387,3029,,1
3215,,535,3797,,1
3216,,431,3797,,1
3217,,1305,2461,,1
3218,,2079,3094,,1
3219,,502,2576,,1
3221,,1994,2444,,1
3222,,2489,3052,,1
3223,,765,3825,,1
3224,,1556,2138,,1
3225,,2288,2095,,1
3226,,1993,2438,,1
3227,,1454,3786,,1
3229,,128,2561,,1
3230,,404,3122,,1
3231,,2462,2155,,1
3232,,2305,3305,,1
3233,,2348,2526,,1
3234,,313,2372,,1
3235,,854,2824,,1
3236,,2457,2434,,1
3237,,1308,2658,,1
3238,,2466,2873,,1
3239,,1526,2405,,1
3240,,1832,2755,,1
3241,,192,3275,,1
3242,,536,2502,,1
3243,,831,3350,,1
3244,,527,2430,,1
3245,,1880,3294,,1
3246,,2490,3378,,1
3247,,996,2861,,1
3248,,1253,3246,,1
3249,,66,2469,,1
3250,,1280,3744,,1
3252,,478,3744,,1
3253,,1913,2335,,1
3254,,1434,3915,,1
3255,,1163,2290,,1
3256,,542,3454,,1
3257,,1628,3818,,1
3258,,1475,3260,,1
3259,,190,3260,,1
3260,,227,3260,,1
3261,,261,3260,,1
3262,,1669,2485,,1
3263,,155,2995,,1
3264,,2008,3422,,1
3265,,2506,3721,,1
3266,,890,3255,,1
3267,,1657,3154,,1
3268,,181,3210,,1
3269,,1768,3210,,1
3270,,1731,3210,,1
3271,,2102,3210,,1
3272,,182,3210,,1
3273,,2429,3210,,1
3274,,408,3210,,1
3275,,411,3210,,1
3276,,889,3210,,1
3277,,409,3210,,1
3278,,410,3210,,1
3279,,569,3210,,1
3280,,414,3637,,1
3281,,641,2128,,1
3282,,780,2102,,1
3283,,1937,3067,,1
3284,,1052,3599,,1
3285,,2409,3325,,1
3286,,2540,2531,,1
3287,,88,2531,,1
3288,,1433,3799,,1
3289,,472,3708,,1
3290,,2032,3708,,1
3291,,2505,2236,,1
3292,,1811,3225,,1
3293,,856,2894,,1
3294,,2198,3881,,1
3295,,2513,3319,,1
3296,,462,3628,,1
3297,,767,2928,,1
3298,,1505,3794,,1
3299,,471,3705,,1
3300,,1903,3057,,1
3301,,1408,3057,,1
3302,,354,2270,,1
3303,,1578,2837,,1
3304,,734,2227,,1
3305,,2139,2962,,1
3306,,672,3619,,1
3307,,2402,2374,,1
3308,,1183,2914,,1
3309,,1274,3503,,1
3310,,1646,2807,,1
3311,,2155,3044,,1
3312,,2249,2406,,1
3313,,1074,3616,,1
3314,,1186,3616,,1
3315,,2456,3513,,1
3316,,2097,2820,,1
3317,,772,2820,,1
3318,,2455,3468,,1
3319,,539,3787,,1
3320,,363,3854,,1
3321,,2033,1983,,1
3322,,1200,3505,,1
3324,,1682,2543,,1
3325,,26,3464,,1
3326,,450,3266,,1
3327,,2086,3248,,1
3328,,1671,2115,,1
3329,,2511,2640,,1
3330,,1236,2640,,1
3331,,939,3602,,1
3332,,2254,2746,,1
3333,,915,3533,,1
3334,,1856,3844,,1
3335,,1352,2488,,1
3336,,946,3387,,1
3337,,2119,3262,,1
3338,,1511,2762,,1
3339,,1972,3835,,1
3340,,498,2036,,1
3341,,281,2142,,1
3342,,859,2142,,1
3343,,1344,2142,,1
3344,,1638,2142,,1
3345,,1697,3151,,1
3346,,1237,2635,,1
3347,,541,2635,,1
3348,,1127,2952,,1
3349,,1627,3734,,1
3350,,1603,2704,,1
3351,,1700,2704,,1
3352,,735,5549,,1
3353,,2510,4600,,1
3354,,965,5613,,1
3355,,1915,3981,,1
3356,,1651,5823,,1
3357,,283,5847,,1
3358,,803,5275,,1
3359,,676,4785,,1
3360,,2437,5433,,1
3361,,2533,4927,,1
3362,,809,5379,,1
3363,,1868,5166,,1
3364,,1902,3995,,1
3365,,1315,4129,,1
3366,,943,4170,,1
3367,,668,4507,,1
3368,,1534,5565,,1
3369,,1777,4455,,1
3370,,2456,4376,,1
3371,,1863,5760,,1
3372,,2309,4451,,1
3373,,6,3957,,1
3374,,2536,5674,,1
3375,,732,5768,,1
3376,,375,5204,,1
3377,,1965,5375,,1
3378,,1647,4284,,1
3379,,340,5242,,1
3380,,861,5596,,1
3381,,1751,4177,,1
3382,,1532,4078,,1
3383,,2012,4424,,1
3384,,1690,4974,,1
3385,,468,5188,,1
3386,,1811,4765,,1
3388,,876,4047,,1
3389,,2158,4080,,1
3390,,2236,5936,,1
3391,,2091,5250,,1
3392,,1848,4515,,1
3393,,649,5987,,1
3394,,1324,4363,,1
3395,,2073,5452,,1
3396,,1329,4535,,1
3397,,460,5758,,1
3398,,2102,4032,,1
3399,,956,5761,,1
3400,,37,4728,,1
3401,,1518,5704,,1
3402,,43,5364,,1
3403,,2410,5644,,1
3404,,292,4283,,1
3405,,2232,4144,,1
3406,,534,4491,,1
3407,,2172,4308,,1
3408,,668,4854,,1
3409,,2466,4268,,1
3410,,2337,4229,,1
3411,,1557,5658,,1
3412,,1562,4211,,1
3413,,2678,5237,,1
3414,,1190,5854,,1
3415,,2316,4375,,1
3416,,358,4393,,1
3417,,2397,5183,,1
3418,,1782,4224,,1
3419,,1621,4862,,1
3420,,777,3997,,1
3421,,2229,4137,,1
3422,,2089,5288,,1
3423,,1402,5746,,1
3424,,1675,5533,,1
3425,,2155,4266,,1
3426,,1847,5233,,1
3427,,2093,4799,,1
3428,,1801,4352,,1
3429,,1911,5691,,1
3430,,2305,5477,,1
3431,,264,4313,,1
3432,,2429,4746,,1
3433,,1259,4664,,1
3434,,2513,5721,,1
3435,,2126,4100,,1
3436,,672,5581,,1
3437,,1855,4986,,1
3438,,1003,4519,,1
3439,,1985,5284,,1
3440,,1994,5742,,1
3441,,2338,5729,,1
3442,,828,5534,,1
3443,,846,3969,,1
3444,,1985,5687,,1
3445,,1300,4701,,1
3446,,2292,5342,,1
3447,,2474,4841,,1
3448,,2352,5094,,1
3449,,1768,4687,,1
3450,,2229,4436,,1
3451,,899,4464,,1
3452,,2337,5226,,1
3453,,1731,5683,,1
3455,,763,5133,,1
3456,,1410,5037,,1
3458,,2366,5541,,1
3459,,1832,5541,,1
3461,,1231,5541,,1
3463,,1209,5541,,1
3464,,812,5541,,1
3466,,2543,5541,,1
3467,,1744,5839,,1
3468,,1466,4996,,1
3469,,2082,4210,,1
3470,,1725,4172,,1
3471,,2326,4017,,1
3472,,1383,4056,,1
3473,,2113,3942,,1
3474,,2272,4153,,1
3475,,2236,4976,,1
3476,,2058,5833,,1
3477,,225,4378,,1
3478,,468,4690,,1
3479,,2456,4168,,1
3480,,1140,4556,,1
3481,,1407,5677,,1
3482,,1747,5942,,1
3483,,2213,3976,,1
3484,,1511,4819,,1
3485,,1698,5016,,1
3486,,557,4527,,1
3487,,446,5458,,1
3488,,120,5161,,1
3489,,1549,5995,,1
3490,,2002,4203,,1
3491,,2066,4165,,1
3492,,76,5079,,1
3493,,1506,5562,,1
3494,,499,5925,,1
3495,,1102,5882,,1
3496,,739,5515,,1
3497,,1557,4470,,1
3498,,2496,5766,,1
3499,,1425,4554,,1
3500,,279,5551,,1
3501,,1547,3952,,1
3502,,1892,4277,,1
3503,,1203,4198,,1
3504,,2178,5454,,1
3505,,2044,5370,,1
3506,,1815,4997,,1
3507,,2327,5301,,1
3508,,22,5062,,1
3509,,1096,4034,,1
3510,,2405,5105,,1
3511,,2106,4446,,1
3512,,2330,4366,,1
3513,,1543,5420,,1
3514,,1341,4678,,1
3515,,1877,5203,,1
3516,,2261,5626,,1
3517,,1119,5450,,1
3518,,306,4128,,1
3519,,2187,5366,,1
3520,,1825,5154,,1
3521,,853,4118,,1
3522,,350,4079,,1
3523,,898,5756,,1
3524,,1267,5852,,1
3525,,978,4322,,1
3526,,2543,5416,,1
3527,,557,4270,,1
3529,,2378,5138,,1
3530,,1076,5349,,1
3531,,636,4154,,1
3532,,1948,5592,,1
3534,,2288,4233,,1
3535,,1761,5913,,1
3536,,2332,5752,,1
3537,,1986,5025,,1
3539,,1727,5697,,1
3540,,206,4670,,1
3541,,1070,5336,,1
3542,,2059,4111,,1
3543,,1347,5805,,1
3544,,2059,5588,,1
3545,,1985,4139,,1
3546,,826,5290,,1
3547,,275,5818,,1
3548,,399,5406,,1
3549,,1387,4801,,1
3550,,908,5693,,1
3551,,125,4524,,1
3552,,1799,4000,,1
3553,,918,4303,,1
3554,,2312,4666,,1
3555,,716,4653,,1
3556,,1951,4847,,1
3557,,1708,5100,,1
3558,,253,4068,,1
3559,,1471,5365,,1
3560,,634,5744,,1
3561,,2362,4392,,1
3562,,1411,4662,,1
3563,,2141,4181,,1
3564,,2120,4843,,1
3565,,2156,5887,,1
3566,,2332,5579,,1
3567,,2391,4747,,1
3568,,2376,4517,,1
3569,,1633,4438,,1
3570,,1760,4438,,1
3571,,1922,4438,,1
3572,,1418,4792,,1
3573,,1063,4466,,1
3574,,738,4265,,1
3575,,2273,5441,,1
3576,,1998,5228,,1
3577,,1656,4935,,1
3578,,2437,5472,,1
3579,,1847,5337,,1
3580,,2049,4646,,1
3581,,2366,4596,,1
3582,,1097,5135,,1
3583,,1172,5279,,1
3584,,1915,4516,,1
3585,,1946,4288,,1
3587,,1100,3964,,1
3588,,1934,5468,,1
3589,,2224,5383,,1
3590,,2264,4212,,1
3591,,1863,4174,,1
3592,,785,5377,,1
3593,,2394,4104,,1
3594,,1313,4611,,1
3595,,1095,5790,,1
3596,,1908,5035,,1
3597,,837,4471,,1
3598,,2237,5835,,1
3599,,2033,5208,,1
3600,,434,4692,,1
3601,,2076,5218,,1
3602,,1950,5767,,1
3603,,2400,4639,,1
3604,,1634,5944,,1
3605,,2306,4821,,1
3606,,966,5831,,1
3607,,1792,5309,,1
3608,,2214,5217,,1
3609,,2391,4336,,1
3610,,1341,5661,,1
3611,,1871,5997,,1
3612,,442,4205,,1
3613,,378,4593,,1
3614,,1060,4828,,1
3615,,2181,4012,,1
3616,,1193,5940,,1
3617,,2417,5564,,1
3618,,1791,5569,,1
3619,,149,4027,,1
3620,,1480,5884,,1
3621,,1722,5708,,1
3622,,1914,4221,,1
3623,,2178,5902,,1
3624,,2490,4412,,1
3625,,277,4331,,1
3626,,1046,5413,,1
3627,,2505,5456,,1
3628,,2300,4240,,1
3629,,438,5000,,1
3630,,2514,4625,,1
3631,,2316,4824,,1
3632,,1003,4538,,1
3633,,2519,3971,,1
3634,,2457,5923,,1
3635,,834,5107,,1
3636,,2166,5880,,1
3637,,1930,4814,,1
3638,,1439,5764,,1
3639,,549,5011,,1
3640,,1883,5209,,1
3641,,2194,4624,,1
3642,,345,5052,,1
3643,,2019,5368,,1
3644,,651,5156,,1
3645,,1238,5355,,1
3646,,1088,5075,,1
3647,,269,4495,,1
3648,,3,4495,,1
3649,,1436,4495,,1
3650,,1583,5060,,1
3651,,1294,5681,,1
3652,,1084,4405,,1
3653,,911,4364,,1
3654,,2365,5418,,1
3655,,1751,4870,,1
3656,,2053,4272,,1
3657,,2254,5392,,1
3658,,1764,5649,,1
3659,,2159,4551,,1
3661,,1729,4156,,1
3662,,2196,4359,,1
3663,,2164,4754,,1
3664,,1365,4672,,1
3665,,1225,4558,,1
3666,,2526,5189,,1
3667,,1866,5645,,1
3668,,1087,4823,,1
3669,,2159,5590,,1
3670,,1976,5292,,1
3671,,775,5053,,1
3672,,1996,5537,,1
3673,,733,4186,,1
3674,,584,4186,,1
3675,,1794,4917,,1
3676,,63,5695,,1
3677,,1908,4709,,1
3678,,900,4668,,1
3679,,1757,5585,,1
3680,,2247,5145,,1
3681,,1645,4750,,1
3682,,2097,5907,,1
3683,,827,4022,,1
3684,,1180,4301,,1
3685,,2200,5265,,1
3686,,896,4237,,1
3687,,2180,4570,,1
3688,,468,3990,,1
3689,,1903,4106,,1
3690,,2354,4844,,1
3691,,613,5845,,1
3692,,1994,5897,,1
3693,,158,5443,,1
3694,,326,5311,,1
3695,,1886,5386,,1
3697,,1729,5632,,1
3698,,1487,5968,,1
3699,,606,4063,,1
3700,,665,5137,,1
3701,,428,5878,,1
3702,,2528,4291,,1
3703,,2031,4130,,1
3704,,1939,5841,,1
3705,,2064,5439,,1
3706,,2427,4933,,1
3707,,1288,5470,,1
3708,,1182,5671,,1
3709,,331,4696,,1
3710,,2166,3983,,1
3711,,968,4099,,1
3712,,2145,5411,,1
3713,,1439,4087,,1
3714,,2402,4355,,1
3715,,2467,5979,,1
3716,,312,4787,,1
3717,,1139,5837,,1
3718,,2678,5017,,1
3719,,2488,4752,,1
3720,,818,4107,,1
3721,,1003,4929,,1
3722,,2080,5466,,1
3723,,1216,5667,,1
3724,,2450,5168,,1
3725,,620,5946,,1
3727,,2206,5116,,1
3728,,1590,5033,,1
3729,,2508,4780,,1
3730,,1020,5199,,1
3731,,2204,5718,,1
3732,,2200,5504,,1
3733,,2140,4338,,1
3734,,1073,3959,,1
3735,,1630,5676,,1
3736,,1963,5206,,1
3737,,2355,5663,,1
3738,,1152,5999,,1
3739,,1006,4595,,1
3740,,1411,5636,,1
3741,,1772,5003,,1
3742,,1970,5083,,1
3743,,881,5929,,1
3744,,2226,4610,,1
3745,,729,4041,,1
3746,,2135,5886,,1
3747,,353,4426,,1
3748,,2360,4020,,1
3749,,995,4767,,1
3750,,761,4767,,1
3751,,2240,5714,,1
3752,,612,4281,,1
3753,,238,4160,,1
3754,,1534,5659,,1
3755,,890,4634,,1
3756,,2471,4634,,1
3757,,1930,4826,,1
3758,,1725,4540,,1
3759,,825,5109,,1
3761,,1871,5332,,1
3762,,1437,5858,,1
3763,,2191,4776,,1
3764,,1897,5252,,1
3765,,1550,5424,,1
3766,,82,4457,,1
3767,,731,4918,,1
3768,,258,5822,,1
3769,,1733,5655,,1
3770,,1817,5158,,1
3771,,142,5357,,1
3772,,157,5600,,1
3773,,2080,5031,,1
3774,,2414,5921,,1
3775,,1290,4073,,1
3776,,1848,4419,,1
3777,,213,4730,,1
3778,,1097,4407,,1
3779,,1471,4772,,1
3780,,2505,4760,,1
3781,,708,4872,,1
3782,,2078,4005,,1
3783,,722,4725,,1
3784,,946,5651,,1
3785,,2272,5353,,1
3786,,2088,4158,,1
3787,,326,4146,,1
3788,,1892,4493,,1
3789,,2251,5542,,1
3790,,1326,5900,,1
3791,,1982,4361,,1
3792,,2036,5701,,1
3793,,2106,5772,,1
3795,,1344,4756,,1
3796,,2484,4674,,1
3797,,2342,5191,,1
3798,,763,4231,,1
3799,,2336,5809,,1
3800,,2354,4091,,1
3801,,1562,5859,,1
3802,,1431,4805,,1
3803,,177,5483,,1
3804,,2473,4711,,1
3805,,889,4905,,1
3806,,2091,5494,,1
3808,,664,4577,,1
3809,,1236,4526,,1
3810,,2676,5535,,1
3811,,184,4714,,1
3812,,89,4354,,1
3813,,1995,4998,,1
3814,,2427,4605,,1
3815,,1862,5314,,1
3816,,652,5518,,1
3817,,2243,4263,,1
3818,,1193,5583,,1
3819,,289,5143,,1
3820,,1094,4521,,1
3821,,1052,4096,,1
3822,,2505,4077,,1
3823,,1203,4294,,1
3824,,1067,4716,,1
3825,,1807,4941,,1
3826,,2472,5634,,1
3827,,2050,5970,,1
3828,,1434,5570,,1
3829,,726,5860,,1
3830,,1180,5139,,1
3831,,1780,5338,,1
3832,,1752,4132,,1
3833,,295,5785,,1
3835,,2092,5304,,1
3836,,2258,4347,,1
3837,,1766,5673,,1
3838,,2106,4617,,1
3839,,2219,4296,,1
3840,,2003,4658,,1
3841,,1839,4853,,1
3842,,989,5966,,1
3843,,821,4565,,1
3844,,374,3985,,1
3845,,636,5334,,1
3846,,536,5794,,1
3847,,2004,5039,,1
3848,,1008,5781,,1
3849,,2188,4651,,1
3850,,83,4536,,1
3851,,815,5896,,1
3852,,708,4931,,1
3853,,613,5669,,1
3854,,1078,5170,,1
3855,,1311,4292,,1
3856,,2180,5239,,1
3857,,2088,4019,,1
3858,,2131,4058,,1
3859,,1269,5544,,1
3860,,884,5935,,1
3861,,1225,5118,,1
3862,,1145,4125,,1
3863,,1065,4459,,1
3865,,1058,5720,,1
3866,,136,5506,,1
3868,,732,5678,,1
3869,,2518,5464,,1
3870,,1124,5219,,1
3871,,1915,4089,,1
3872,,227,4886,,1
3873,,2266,4241,,1
3874,,373,5623,,1
3875,,1725,4832,,1
3876,,2351,5085,,1
3877,,402,5568,,1
3878,,503,3978,,1
3879,,1696,5931,,1
3880,,2176,5555,,1
3881,,1280,5313,,1
3882,,2182,4315,,1
3883,,2242,5875,,1
3884,,742,5501,,1
3885,,947,5210,,1
3886,,635,4563,,1
3887,,938,5716,,1
3888,,1791,5460,,1
3889,,478,5163,,1
3890,,2519,5619,,1
3891,,2066,4374,,1
3892,,907,5927,,1
3893,,1667,5516,,1
3895,,1315,4778,,1
3896,,1318,5283,,1
3897,,2019,5712,,1
3898,,2675,3954,,1
3899,,2301,4920,,1
3900,,1953,5657,,1
3901,,1314,5247,,1
3902,,2385,5160,,1
3903,,6,4537,,1
3904,,1,4537,,1
3905,,7,4537,,1
3906,,1754,4537,,1
3907,,5,4537,,1
3908,,1996,5602,,1
3909,,1511,4774,,1
3910,,1342,4014,,1
3911,,1362,4368,,1
3912,,253,4867,,1
3913,,2340,4914,,1
3915,,767,4120,,1
3916,,2472,5668,,1
3917,,1655,5522,,1
3918,,2390,5573,,1
3919,,2016,4770,,1
3920,,1406,5193,,1
3921,,1978,4193,,1
3922,,1735,5762,,1
3923,,2270,5688,,1
3924,,227,4002,,1
3925,,2297,4029,,1
3926,,2473,4219,,1
3927,,1857,5699,,1
3928,,1324,4907,,1
3929,,940,5892,,1
3930,,1844,4228,,1
3931,,1944,5529,,1
3932,,247,5149,,1
3933,,2316,4113,,1
3934,,511,5807,,1
3935,,173,4528,,1
3936,,1557,5977,,1
3937,,2313,4868,,1
3938,,829,4305,,1
3939,,1382,4655,,1
3940,,1857,5102,,1
3941,,2456,5759,,1
3942,,1510,5036,,1
3943,,2390,5580,,1
3944,,1754,4839,,1
3945,,2108,4183,,1
3946,,2498,5340,,1
3947,,782,4468,,1
3948,,1043,4324,,1
3949,,2494,4896,,1
3950,,2405,4939,,1
3951,,1922,5092,,1
3952,,541,4855,,1
3953,,624,5792,,1
3954,,1079,5347,,1
3955,,1832,5281,,1
3956,,2425,4606,,1
3957,,519,4698,,1
3958,,390,5172,,1
3959,,1981,5344,,1
3960,,2033,4061,,1
3961,,2491,5177,,1
3962,,1213,4473,,1
3963,,2315,4461,,1
3964,,2255,4382,,1
3965,,1110,5514,,1
3966,,237,5508,,1
3967,,1147,5547,,1
3968,,2245,5680,,1
3969,,540,4694,,1
3970,,1387,4249,,1
3971,,814,4417,,1
3972,,2099,4290,,1
3973,,1088,4641,,1
3974,,240,4834,,1
3975,,1435,5933,,1
3976,,324,5315,,1
3977,,688,4758,,1
3978,,2292,5731,,1
3979,,1583,4256,,1
3980,,2450,5621,,1
3981,,1690,4874,,1
3982,,2055,4036,,1
3983,,861,5566,,1
3984,,730,4544,,1
3985,,1107,3939,,1
3986,,2194,5873,,1
3987,,2502,4143,,1
3988,,763,4414,,1
3989,,565,5256,,1
3990,,2432,3934,,1
3991,,2042,4242,,1
3992,,1501,4881,,1
3993,,2023,5604,,1
3994,,1595,3973,,1
3995,,671,5066,,1
3996,,2415,4502,,1
3997,,1475,5938,,1
3998,,2439,4816,,1
3999,,1206,5038,,1
4000,,2511,5013,,1
4001,,1797,4302,,1
4002,,902,4450,,1
4003,,1209,4370,,1
4004,,2266,4682,,1
4005,,136,4122,,1
4006,,1699,4588,,1
4007,,1049,4162,,1
4008,,2176,5779,,1
4009,,1670,4046,,1
4010,,2146,4498,,1
4011,,61,5022,,1
4012,,2359,5865,,1
4013,,1425,5889,,1
4015,,1704,4195,,1
4016,,2193,4235,,1
4017,,2418,5813,,1
4018,,2218,5006,,1
4019,,2016,4167,,1
4020,,900,5422,,1
4021,,1523,4506,,1
4022,,1605,4443,,1
4023,,2064,4899,,1
4024,,326,5982,,1
4025,,809,4911,,1
4026,,773,4115,,1
4027,,861,4581,,1
4028,,625,5098,,1
4029,,564,5521,,1
4030,,1592,4141,,1
4031,,2505,5294,,1
4032,,664,4530,,1
4033,,2272,5539,,1
4034,,688,5002,,1
4035,,1335,4319,,1
4036,,1051,5642,,1
4037,,2280,5978,,1
4038,,292,4188,,1
4039,,2530,5780,,1
4040,,213,5147,,1
4041,,511,4151,,1
4042,,2155,4486,,1
4043,,1153,4024,,1
4044,,1977,4218,,1
4045,,2006,5850,,1
4046,,1952,4396,,1
4047,,708,4705,,1
4048,,617,4201,,1
4050,,2537,4108,,1
4051,,2676,5130,,1
4052,,1798,5904,,1
4053,,944,5789,,1
4054,,725,5867,,1
4055,,1036,4390,,1
4056,,1607,5849,,1
4057,,546,5205,,1
4058,,866,4898,,1
4059,,2492,4857,,1
4060,,2232,5005,,1
4061,,436,5957,,1
4062,,1542,5578,,1
4063,,1932,4065,,1
4064,,1940,5043,,1
4065,,2530,3936,,1
4066,,2284,5389,,1
4067,,1034,4178,,1
4068,,2019,4101,,1
4069,,1303,5122,,1
4070,,2428,5321,,1
4071,,1237,5724,,1
4072,,2514,4064,,1
4073,,1890,5737,,1
4074,,1918,5266,,1
4075,,2451,4384,,1
4076,,2467,5510,,1
4077,,2507,4251,,1
4078,,1986,4890,,1
4079,,1865,5627,,1
4080,,1218,4643,,1
4081,,1990,5089,,1
4082,,734,4013,,1
4084,,2533,5777,,1
4086,,2517,5262,,1
4087,,2450,5221,,1
4088,,870,3961,,1
4089,,2528,5303,,1
4090,,1951,4258,,1
4091,,1704,5351,,1
4092,,2201,5610,,1
4093,,1977,5072,,1
4094,,212,5888,,1
4095,,2437,4428,,1
4096,,2248,4416,,1
4097,,1231,4782,,1
4098,,2031,4039,,1
4099,,173,5430,,1
4100,,1265,4244,,1
4101,,1507,4636,,1
4102,,2158,5606,,1
4103,,274,4949,,1
4104,,530,4762,,1
4105,,2200,4051,,1
4106,,943,4504,,1
4108,,2045,4452,,1
4109,,930,5426,,1
4110,,544,4684,,1
4111,,1845,4707,,1
