ID,NameOLD,NameNEW,MacroareaOLD,MacroareaNEW,LatitudeOLD,LatitudeNEW,LongitudeOLD,LongitudeNEW,GlottocodeOLD,GlottocodeNEW,ISO639P3code,FamilyOLD,FamilyNEW,SubfamilyOLD,SubfamilyNEW,GenusOLD,GenusNEW,GenusIcon,ISO_codesOLD,ISO_codesNEW,Samples_100,Samples_200,Country_IDOLD,Country_IDNEW,Source
mmn,Mamanwa,Mamanwa,Papunesia,Papunesia,9.416666667,9.416666667,125.5,125.5,mama1275,mama1275,mmn,Austronesian,Austronesian,,,Greater Central Philippine,Greater Central Philippine,cffffcc,mmn,mmn,0,0,PH,PH,Miller-and-Miller-1976
mae,Mae,Mae,Papunesia,Papunesia,-16,-16,167.25,167.25,maee1241,emae1237,mme,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mme,mmw,0,0,VU,VU,Capell-1962a
mig,Migama,Migama,Africa,Africa,12.16666667,12.16666667,19.83333333,19.83333333,miga1249,miga1249,mmy,Afro-Asiatic,Afro-Asiatic,Chadic,Chadic,East Chadic,East Chadic,c0000dd,mmy,mmy,0,0,TD,TD,Jungraithmayr-and-Adams-1992
mmb,Mangap-Mbula,Mangap-Mbula,Papunesia,Papunesia,-5.666666667,-5.666666667,148.0833333,148.0833333,mbul1263,mbul1263,mna,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mna,mna,0,0,PG,PG,Bugenhagen-1995 Ross-1998
mna,Muna,Muna,Papunesia,Papunesia,-5,-5,122.5,122.5,muna1247,muna1247,mnb,Austronesian,Austronesian,,,Celebic,Celebic,dff6600,mnb,mnb,0,0,ID,ID,van-den-Berg-1989a van-den-Berg-1989b
mnc,Manchu,Manchu,Eurasia,Eurasia,49.5,49.5,127.5,127.5,manc1252,manc1252,mnc,Altaic,Altaic,,,Tungusic,Tungusic,d66ff33,mnc,mnc,0,0,CN,CN,Adam-1873 Austin-1962 Doerfer-1962 Gorelova-2002 Haenisch-1961 Haenisch-1986 Pashkov-1963 Roth-Li-2000 Shimunek-2001
mud,Mundani,Mundani,Africa,Africa,5.666666667,5.666666667,9.916666667,9.916666667,mund1327,mund1327,mnf,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Wide Grassfields,d0000dd,mnf,mnf,0,0,CM,CM,Parker-1986 Parker-1989
mei,Meithei,Meithei,Eurasia,Eurasia,24.75,24.75,94,94,mani1292,mani1292,mni,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Kuki-Chin,Manipuri,fff6600,mni,mni,1,1,IN,IN,Abbi-1992 Bhat-1991 Bhat-and-Ningomba-1997 Chelliah-1997 Grierson-1904
mdk,Mandinka,Mandinka,Africa,Africa,13,13,-15.66666667,-15.66666667,mand1436,mand1436,mnk,Mande,Mande,,,Western Mande,Western Mande,f009900,mnk,mnk,0,0,ML SN GN,ML SN GN,Creissels-1983 Hamlyn-1935 Nichols-1992 Rowlands-1959
mkg,Mandinka (Gambian),Mandinka (Gambian),Africa,Africa,13.41666667,13.41666667,-16,-16,mand1436,mand1436,mnk,Mande,Mande,,,Western Mande,Western Mande,f009900,mnk,mnk,0,0,GM,GM,Rowlands-1959
mno,Mono (in United States),Mono (in United States),North America,North America,38,38,-119,-119,mono1275,mono1275,mnr,Uto-Aztecan,Uto-Aztecan,,,Numic,Northern Uto-Aztecan,s000000,mnr,mnr,0,0,US,US,Langacker-1976 Norris-1986
mns,Mansi,Mansi,Eurasia,Eurasia,62,62,62,62,mans1258,mans1258,mns,Uralic,Uralic,Finno-Ugric,Finno-Ugric,Ugric,Ugric,f990099,mns,mns,0,0,RU,RU,Collinder-1957 Guja-1976 Honti-1988 Kalman-1965 Kalman-1976 Keresztes-1998 Kuzakova-1994 Lako-1957 Murphy-1968 Rombandeeva-1966 Rombandeeva-1973
rnn,Rennellese,Rennellese,Papunesia,Papunesia,-11.61666667,-11.61666667,160.25,160.25,renn1242,renn1242,mnv,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mnv,mnv,0,0,SB,SB,Elbert-1975 Elbert-1981
mon,Mon,Mon,Eurasia,Eurasia,14.83333333,14.83333333,100.5,100.5,monn1252,monn1252,mnw,Austro-Asiatic,Austro-Asiatic,Mon-Khmer,Mon-Khmer,Monic,Monic,sffcc00,mnw,mnw,0,0,TH MM,TH MM,Albaugh-et-al-2001 Bauer-1982a Haswell-1901
sgb,Sougb,Sougb,Papunesia,Papunesia,-1.5,-1.5,134,134,mani1235,mani1235,mnx,East Bird's Head,East Bird's Head,,,East Bird's Head,East Bird's Head,sffff00,mnx,mnx,0,0,ID,ID,Reesink-2002
mni,Moni,Moni,Papunesia,Papunesia,-3.666666667,-3.666666667,137,137,moni1261,moni1261,mnz,Trans-New Guinea,Trans-New Guinea,,,Wissel Lakes-Kemandoga,Paniai Lakes,cff4400,mnz,mnz,0,0,ID,ID,Boelaars-1950
mcv,Mocoví,Mocoví,South America,South America,-28,-28,-60.5,-60.5,moco1246,moco1246,moc,Guaicuruan,Guaicuruan,,,South Guaicuruan,Qom,tff6600,moc,moc,0,0,AR,AR,Flury-1951 Grondona-1998
mtg,Montagnais,Montagnais,North America,North America,52,52,-65,-65,mont1268,mont1268,moe,Algic,Algic,,,Algonquian,Algonquian,cffffff,moe,moe,0,0,CA,CA,James-et-al-1997 Lemoine-1901
mgd,Mongondow,Mongondow,Papunesia,Papunesia,0.666666667,0.666666667,124,124,mong1342,mong1342,mog,Austronesian,Austronesian,,,Greater Central Philippine,Greater Central Philippine,cffffcc,mog,mog,0,0,ID,ID,Dunnebier-1929
moh,Mohawk,Mohawk,North America,North America,43.5,43.5,-74.25,-74.25,moha1258,moha1258,moh,Iroquoian,Iroquoian,,,Northern Iroquoian,Northern Iroquoian,d990099,moh,moh,0,0,CA US,CA US,Baker-1996 Bonvillain-1973 Maracle-1992 Michelson-1988 Mithun-1986 Mithun-1988a Postal-1963
mnz,Munzombo,Munzombo,Africa,Africa,3,3,18.41666667,18.41666667,monz1249,monz1249,moj,Niger-Congo,Niger-Congo,Adamawa-Ubangi,Adamawa-Ubangi,Ubangi,Ubangi,dffff00,moj,moj,0,0,CG,CG,Boyi-1983
mri,Moraori,Moraori,Papunesia,Papunesia,-8.583333333,-8.583333333,140.6666667,140.6666667,moro1289,moro1289,mok,,,,,,,c000000,mok,mok,0,0,ID,ID,Boelaars-1950
mop,Mopan,Mopan,North America,North America,16.58333333,16.58333333,-88.66666667,-88.66666667,mopa1243,mopa1243,mop,Mayan,Mayan,,,Mayan,Mayan,tff6600,mop,mop,0,0,BZ,BZ,Ulrich-and-Ulrich-1976 Ulrich-et-al-1986
mro,Moro,Moro,Africa,Africa,11,11,30.16666667,30.16666667,moro1285,moro1285,mor,Kordofanian,Kordofanian,,,Heiban,Heiban,dff66ff,mor,mor,0,0,SD,SD,Black-and-Black-1971 Schadeberg-1981b
moo,Mooré,Mooré,Africa,Africa,12.83333333,12.83333333,-1.25,-1.25,moss1236,moss1236,mos,Niger-Congo,Niger-Congo,Gur,Gur,Northern-Central Gur,Oti-Volta,f646464,mos,mos,0,0,BF,BF,Canu-1974 Froger-1923 Lehr-et-al-1966 Nikiema-2001
mti,Barí,Barí,South America,South America,9,9,-73,-73,bari1297,bari1297,mot,Chibchan,Chibchan,,,Motilon,Barí,fcccccc,mot,mot,0,0,CO VR,CO VR,Huber-and-Reed-1992
moj,Mojave,Mojave,North America,North America,34.66666667,34.66666667,-114.5833333,-114.5833333,moha1256,moha1256,mov,Hokan,Hokan,,,Yuman,Yuman,tffffff,mov,mov,0,0,US,US,Munro-1976b Munro-and-Brown-1976
moc,Moca,Moca,Africa,Africa,7.583333333,7.583333333,35.5,35.5,shek1244,shek1244,moy,Afro-Asiatic,Afro-Asiatic,Omotic,Omotic,North Omotic,Ta-Ne-Omotic,cff66ff,moy,moy,0,0,ET,ET,Leslau-1959
mko,Mokilko,Mokilko,Africa,Africa,11.91666667,11.91666667,18.08333333,18.08333333,muku1242,muku1242,moz,Afro-Asiatic,Afro-Asiatic,Chadic,Chadic,East Chadic,East Chadic,c0000dd,moz,moz,0,0,TD,TD,Jungraithmayr-1990
mlk,Malakmalak,Malakmalak,Australia,Australia,-13.41666667,-13.41666667,130.4166667,130.4166667,mull1237,mull1237,mpb,Northern Daly,Northern Daly,Daly,,Northern Daly,Northern Daly,fffffff,mpb,mpb,0,0,AU,AU,Birk-1975 Birk-1976 Mushin-1995 Nichols-1992 Tryon-1974
myi,Mangarrayi,Mangarrayi,Australia,Australia,-14.66666667,-14.66666667,133.5,133.5,mang1381,mang1381,mpc,Mangarrayi-Maran,Mangarrayi-Maran,,,Mangarrayi,Mangarrayi,s66ff33,mpc,mpc,1,1,AU,AU,Merlan-1982 Merlan-1989 Nichols-1992
maj,Majang,Majang,Africa,Africa,6.75,6.75,35,35,maja1242,maja1242,mpe,Eastern Sudanic,Eastern Sudanic,,Surmic,Surmic,Majang,sffffcc,mpe,mpe,0,0,ET,ET,Bender-1983b Unseth-1989 Unseth-1991
mau,Maung,Maung,Australia,Australia,-11.91666667,-11.91666667,133.5,133.5,maun1240,maun1240,mph,Iwaidjan,Iwaidjan,,,Iwaidjan,Iwaidjan,f66ff33,mph,mph,1,1,AU,AU,Bybee-et-al-1994 Capell-and-Hinch-1970 Curnow-1999 Donohue-1998 Evans-2000 Nichols-1992
mnj,Mantjiltjara,Mantjiltjara,Australia,Australia,-22.66666667,-22.66666667,125.0833333,125.0833333,mart1256,many1256,mpj,Pama-Nyungan,Pama-Nyungan,,,Western Pama-Nyungan,Western Pama-Nyungan,t99ffff,mpj,mpj,0,0,AU,AU,Marsh-1969
mwa,Martu Wangka,Martu Wangka,Australia,Australia,-21.5,-21.5,126,126,mart1256,mart1256,mpj,Pama-Nyungan,Pama-Nyungan,,,Western Pama-Nyungan,Western Pama-Nyungan,t99ffff,mpj,mpj,0,0,AU,AU,
ylb,Yulparija,Yulparija,Australia,Australia,-21,-21,124,124,mart1256,yulp1238,mpj,Pama-Nyungan,Pama-Nyungan,,,Western Pama-Nyungan,Western Pama-Nyungan,t99ffff,mpj,mpj,0,0,AU,AU,Burridge-1996
mbr,Mbara,Mbara,Africa,Africa,11,11,15.41666667,15.41666667,mbar1260,mbar1260,mpk,Afro-Asiatic,Afro-Asiatic,Chadic,Chadic,Biu-Mandara,Biu-Mandara,c990099,mpk,mpk,0,0,TD,TD,Tourneux-et-al-1986
mxy,Mixtec (Yosondúa),Mixtec (Yosondúa),North America,North America,16.91666667,16.91666667,-97.58333333,-97.58333333,yoso1239,yoso1239,mpm,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,mpm,mpm,0,0,MX,MX,Farris-1992
mts,Matis,Matis,South America,South America,-4.416666667,-4.416666667,-70.25,-70.25,mati1255,mati1255,mpq,Panoan,Pano-Tacanan,,,Panoan,Panoan,c0000dd,mpq,mpq,0,0,BR,BR,Ferreira-2001
dad,Dadibi,Dadibi,Papunesia,Papunesia,-6.55,-6.55,144.5833333,144.5833333,dadi1250,dadi1250,mps,Teberan-Pawaian,Teberan-Pawaian,,,Teberan,Teberan,t009900,mps,mps,0,0,PG,PG,MacDonald-1973
mpt,Mian,Mian,Papunesia,Papunesia,-4.75,-4.75,141.5,141.5,mian1256,mian1256,mpt,Trans-New Guinea,Trans-New Guinea,,Awyu-Ok,Ok,Ok,cffffcc,mpt,mpt,0,0,PG,PG,Fedden-2007
mqf,Momuna,Momuna,Papunesia,Papunesia,-4.833333333,-4.833333333,139.25,139.25,momu1241,momu1241,mqf,Trans-New Guinea,Trans-New Guinea,,,Momuna,Somahai,d000000,mqf,mqf,0,0,ID,ID,Reimer-1986
mms,Mamasa,Mamasa,Papunesia,Papunesia,-3.083333333,-3.083333333,119.6666667,119.6666667,mama1276,mama1276,mqj,Austronesian,Austronesian,,,South Sulawesi,South Sulawesi,dff4400,mqj,mqj,0,0,ID,ID,Matti-1991
mrq,Marquesan,Marquesan,Papunesia,Papunesia,-8.916666667,-8.916666667,-140.0833333,-140.0833333,,marq1246,,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mqm mrq,mqm mrq,0,0,PF,PF,Kruppa-1999 Lynch-2002a
wma,West Makian,West Makian,Papunesia,Papunesia,0.5,0.5,127.5833333,127.5833333,west2600,west2600,mqs,West Papuan,West Papuan,,,North Halmaheran,North Halmaheran,t000000,mqs,mqs,0,0,ID,ID,Voorhoeve-1982 Watuseke-1976
mng,Manggarai,Manggarai,Papunesia,Papunesia,-8.5,-8.5,120.3333333,120.3333333,mang1405,mang1405,mqy,Austronesian,Austronesian,,,Central Malayo-Polynesian,Central Malayo-Polynesian,t99ffff,mqy,mqy,0,0,ID,ID,Burger-1946 Semiun-1993 Verheijen-and-Grimes-1995
mlm,Mlabri (Minor),Mlabri (Minor),Eurasia,Eurasia,18.5,18.5,101,101,mlab1235,mlab1235,mra,Austro-Asiatic,Austro-Asiatic,Mon-Khmer,Mon-Khmer,Khmuic,Khmuic,t000000,mra,mra,0,0,TH,TH,Rischel-1995
mar,Maricopa,Maricopa,North America,North America,33.16666667,33.16666667,-113.1666667,-113.1666667,mari1440,mari1440,mrc,Hokan,Hokan,,,Yuman,Yuman,tffffff,mrc,mrc,1,1,US,US,Gordon-1986
msy,Magar (Syangja),Magar (Syangja),Eurasia,Eurasia,28.08333333,28.08333333,83.83333333,83.83333333,west2418,west2418,mrd,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Mahakiranti,Himalayish,c0000dd,mrd,mrd,0,0,NP,NP,Noonan-2003c
els,Elseng,Elseng,Papunesia,Papunesia,-3,-3,140.5,140.5,else1239,else1239,mrf,Morwap,Morwap,,,Morwap,Morwap,c000000,mrf,mrf,0,0,ID,ID,Burung-2000
mhl,Miri (Hill):,Miri (Hill):,Eurasia,Eurasia,27.91666667,27.91666667,93.83333333,93.83333333,misi1242,misi1242,mrg,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Tani,Tani,faa0000,mrg,mrg,0,0,IN,IN,Simon-1976
msg,Mising,Mising,Eurasia,Eurasia,28.5,28.5,94.83333333,94.83333333,misi1242,misi1242,mrg,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Tani,Tani,faa0000,mrg,mrg,0,0,IN,IN,Prasad-1991
cmr,Chin (Mara),Chin (Mara),Eurasia,Eurasia,23,23,93.16666667,93.16666667,mara1382,mara1382,mrh,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Kuki-Chin,Kuki-Chin,fff6600,mrh,mrh,0,0,IN MM,IN MM,Lorrain-1951 Savidge-1908
mao,Maori,Maori,Papunesia,Papunesia,-40,-40,176,176,maor1246,maor1246,mri,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mri,mri,0,1,NZ,NZ,Bauer-1981 Bauer-1982b Bauer-1993 Biggs-1994 Dahl-1985 Harlow-1996 Hohepa-1967 Ngata-nd Polinsky-2001 Rere-1965 Williams-1971
mah,Mari (Hill),Mari (Hill),Eurasia,Eurasia,57,57,58,58,west2392,west2392,mrj,Uralic,Uralic,Finno-Ugric,Finno-Ugric,Mari,Mari,f99ffff,mrj,mrj,0,0,RU,RU,Alhoniemi-1993 Itkonen-1955 Kangasmaa-Minn-1998 Kovedjaeva-1966b
ckh,Cheke Holo,Cheke Holo,Papunesia,Papunesia,-8.333333333,-8.333333333,159.6666667,159.6666667,chek1238,chek1238,mrn,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mrn,mrn,0,0,SB,SB,White-1988
mrg,Margi,Margi,Africa,Africa,11,11,13,13,marg1265,marg1265,mrt,Afro-Asiatic,Afro-Asiatic,Chadic,Chadic,Biu-Mandara,Biu-Mandara,c990099,mrt,mrt,0,0,NG,NG,Bybee-et-al-1994 Hoffmann-1963 Hoffmann-1975 Maddieson-1987 Stolz-1996
mrn,Maranao,Maranao,Papunesia,Papunesia,7.833333333,7.833333333,124.25,124.25,mara1404,mara1404,mrw,Austronesian,Austronesian,,,Greater Central Philippine,Greater Central Philippine,cffffcc,mrw,mrw,0,0,PH,PH,McKaughan-1958 McKaughan-and-Macaraya-1967
mrd,Marind,Marind,Papunesia,Papunesia,-7.833333333,-7.833333333,140.1666667,140.1666667,nucl1622,nucl1622,mrz,Anim,Trans-New Guinea,,Anim,Marind,Marind-Yaqay,fcccccc,mrz,mrz,0,1,ID,ID,Boelaars-1950 Drabbe-1955 Geurtjens-1926a Geurtjens-1926b
ma,Ma,Ma,Africa,Africa,3.5,3.5,28,28,made1252,made1252,msj,Niger-Congo,Niger-Congo,Adamawa-Ubangi,Adamawa-Ubangi,Ubangi,Ubangi,dffff00,msj,msj,0,0,CD,CD,Tucker-and-Bryan-1966
mom,Mombum,Mombum,Papunesia,Papunesia,-8.25,-8.25,138.75,138.75,nucl1452,nucl1452,mso,,,,,,,tffff00,mso,mso,0,0,ID,ID,Boelaars-1950
msm,Musom,Musom,Papunesia,Papunesia,-6.583333333,-6.583333333,147,147,muso1238,muso1238,msu,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,msu,msu,0,0,PG,PG,Holzknecht-1997b
mkr,Mikarew,Mikarew,Papunesia,Papunesia,-4.416666667,-4.416666667,144.9166667,144.9166667,arua1260,arua1260,msy,Lower Sepik-Ramu,Lower Sepik-Ramu,,Ramu,Mikarew,Mikarew,sff66ff,msy,msy,0,0,PG,PG,ZGraggen-1969
moa,Mono-Alu,Mono-Alu,Papunesia,Papunesia,-7.05,-7.05,155.75,155.75,mono1273,mono1273,mte,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mte,mte,0,0,SB,SB,Fagan-1986 Stolz-1996
mrk,Murik,Murik,Papunesia,Papunesia,-3.833333333,-3.833333333,144.25,144.25,muri1260,muri1260,mtf,Lower Sepik-Ramu,Lower Sepik-Ramu,,,Lower Sepik,Lower Sepik,sdd0000,mtf,mtf,0,0,PG,PG,Abbott-1985
una,Una,Una,Papunesia,Papunesia,-4.666666667,-4.666666667,140,140,unaa1239,unaa1239,mtg,Trans-New Guinea,Trans-New Guinea,,,Mek,Mek,d66ff33,mtg,mtg,0,1,ID,ID,Louwerse-1988
mbz,Mbe',Mbe',Africa,Africa,6.283333333,6.283333333,11.08333333,11.08333333,mbee1250,mbee1250,mtk,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,mtk,mtk,0,0,CM,CM,
mtp,Mixe (Totontepec),Mixe (Totontepec),North America,North America,17.25,17.25,-96,-96,toto1305,toto1305,mto,Mixe-Zoque,Mixe-Zoque,,,Mixe-Zoque,Mixe-Zoque,tffcc00,mto,mto,0,0,MX,MX,Crawford-1963 Schoenhals-and-Schoenhals-1965 Van-Haitsma-and-Van-Haitsma-1976
muo,Muong,Muong,Eurasia,Eurasia,20.5,20.5,105.0833333,105.0833333,muon1246,muon1246,mtq,Austro-Asiatic,Austro-Asiatic,Mon-Khmer,Mon-Khmer,Viet-Muong,Viet-Muong,sffffcc,mtq,mtq,0,0,VN,VN,Sokolovskaja-and-Nguyen-1987
mdg,Mundang,Mundang,Africa,Africa,9.666666667,9.666666667,14.5,14.5,mund1325,mund1325,mua,Niger-Congo,Niger-Congo,Adamawa-Ubangi,Adamawa-Ubangi,Mbumic,Mbumic,tb6b6b6,mua,mua,0,0,TD,TD,Elders-2000
mgu,Musgu,Musgu,Africa,Africa,10.83333333,10.83333333,14.91666667,14.91666667,musg1254,musg1254,mug,Afro-Asiatic,Afro-Asiatic,Chadic,Chadic,Biu-Mandara,Biu-Mandara,c990099,mug,mug,0,0,TD CM,TD CM,Meyer-Bahlburg-1972 Tourneaux-1978
mdu,Mündü,Mündü,Africa,Africa,4.5,4.5,30,30,mund1326,mund1326,muh,Niger-Congo,Niger-Congo,Adamawa-Ubangi,Adamawa-Ubangi,Ubangi,Ubangi,dffff00,muh,muh,0,0,CD SS,CD SS,
mrl,Murle,Murle,Africa,Africa,6.5,6.5,33.5,33.5,murl1244,murl1244,mur,Eastern Sudanic,Eastern Sudanic,,Surmic,Surmic,South Surmic,sffffcc,mur,mur,0,1,SS,SS,Arensen-1982 Arensen-1992 Arensen-1998 Lyth-1971 Tucker-and-Bryan-1966 Unseth-1986 Yigezu-2001
crk,Creek,Creek,North America,North America,34,34,-85,-85,cree1270,cree1270,mus,Muskogean,Muskogean,,,Muskogean,Muskogean,c990099,mus,mus,0,0,US,US,Haas-1977 Martin-and-Mauldin-2000
smn,Seminole,Seminole,North America,North America,33,33,-84,-84,cree1270,cree1270,mus,Muskogean,Muskogean,,,Muskogean,Muskogean,c990099,mus,mus,0,0,US,US,Nathan-1977
mur,Mursi,Mursi,Africa,Africa,5.583333333,5.583333333,36.08333333,36.08333333,murs1242,murs1242,muz,Eastern Sudanic,Eastern Sudanic,,Surmic,Surmic,South Surmic,sffffcc,muz,muz,0,0,ET,ET,Turton-and-Bender-1976
mnm,Manam,Manam,Papunesia,Papunesia,-4,-4,145,145,mana1295,mana1295,mva,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mva,mva,0,0,PG,PG,Chaski-1985 Gregersen-1976 Lichtenberk-1983
mtl,Mattole,Mattole,North America,North America,40.16666667,40.16666667,-124.1666667,-124.1666667,matt1238,matt1238,mvb,Na-Dene,Na-Dene,,,Athapaskan,Athapaskan,c99ffff,mvb,mvb,0,0,US,US,Li-1930
ord,Ordos,Ordos,Eurasia,Eurasia,39,39,109,109,peri1253,peri1253,mvf,Altaic,Altaic,,,Mongolic,Mongolic,d009900,mvf,mvf,0,0,CN,CN,Georg-2003
mnv,Minaveha,Minaveha,Papunesia,Papunesia,-9.6,-9.6,150.4666667,150.4666667,mina1269,mina1269,mvn,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mvn,mvn,0,0,PG,PG,Lovell-1994
mwe,Mwera,Mwera,Africa,Africa,-9,-9,39,39,mwer1248,mwer1248,mwe,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,mwe,mwe,0,0,TZ,TZ,Bybee-et-al-1994 Harries-1950
mpa,Murrinh-Patha,Murrinh-Patha,Australia,Australia,-14.66666667,-14.66666667,129.6666667,129.6666667,murr1258,murr1258,mwf,Southern Daly,Southern Daly,Daly,,Murrinh-Patha,Murrinh-Patha,f009900,mwf,mwf,0,0,AU,AU,Fabricius-1998 Street-1980 Street-1987 Street-and-Mollinjin-1981 Walsh-1976 Walsh-1999
kly,Kala Lagaw Ya,Kala Lagaw Ya,Papunesia,Papunesia,-10.11666667,-10.11666667,142.1166667,142.1166667,kala1377,kala1377,mwp,Pama-Nyungan,Pama-Nyungan,,,Northern Pama-Nyungan,Northern Pama-Nyungan,taa0000,mwp,mwp,0,0,AU,AU,Bani-and-Klokeid-1972 Comrie-1981a Kennedy-1981 Wurm-1972a
mnt,Mentawai,Mentawai,Papunesia,Papunesia,-1.5,-1.5,99,99,ment1249,ment1249,mwv,Austronesian,Austronesian,,,Northwest Sumatra-Barrier Islands,Northwest Sumatra-Barrier Islands,d99ffff,mwv,mwv,0,0,ID,ID,Morris-1900 Syamsir-et-al-1985
hmd,Hmong Daw,Hmong Daw,Eurasia,Eurasia,26,26,105,105,hmon1333,hmon1333,mww,Hmong-Mien,Hmong-Mien,,,Hmong-Mien,Hmongic,tffffcc,mww,mww,0,0,CN VN,CN VN,Mottin-1978 Xiong-et-al-nd
mxe,Ifira-Mele,Ifira-Mele,Papunesia,Papunesia,-17.75,-17.75,168.25,168.25,mele1250,mele1250,mxe,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mxe,mxe,0,0,VU,VU,Clark-2002
mij,Miju,Miju,Eurasia,Eurasia,29,29,96,96,miju1243,miju1243,mxj,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Tani,Kman-Meyor,faa0000,mxj,mxj,0,0,IN,IN,Boro-1978 Das-Gupta-1977
mbo,Monumbo,Monumbo,Papunesia,Papunesia,-4.25,-4.25,145,145,nucl1458,nucl1458,mxk,,Bogia,,,,Bogia,tffffcc,mxk,mxk,0,0,PG,PG,Vormann-and-Scharfenberger-1914
mth,Mixe (Tlahuitoltepec),Mixe (Tlahuitoltepec),North America,North America,17.08333333,17.08333333,-96.16666667,-96.16666667,tlah1239,tlah1239,mxp,Mixe-Zoque,Mixe-Zoque,,,Mixe-Zoque,Mixe-Zoque,tffcc00,mxp,mxp,0,0,MX,MX,Lyon-1967
mxx,Mixe (Ayutla),Mixe (Ayutla),North America,North America,17.08333333,17.08333333,-96.08333333,-96.08333333,,tlah1239,mxp,Mixe-Zoque,Mixe-Zoque,,,Mixe-Zoque,Mixe-Zoque,tffcc00,mxp,mxp,0,0,MX,MX,
mja,Mixtec (Jamiltepec),Mixtec (Jamiltepec),North America,North America,16.25,16.25,-97.83333333,-97.83333333,jami1235,jami1235,mxt,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,mxt,mxt,0,0,MX,MX,Johnson-1988
mda,Mada (in Cameroon),Mada (in Cameroon),Africa,Africa,10.83333333,10.83333333,14.16666667,14.16666667,mada1293,mada1293,mxu,Afro-Asiatic,Afro-Asiatic,Chadic,Chadic,Biu-Mandara,Biu-Mandara,c990099,mxu,mxu,0,0,CM,CM,Barreteau-and-Brunet-2000
mka,Mauka,Mauka,Africa,Africa,8.333333333,8.333333333,-7.5,-7.5,maho1249,maho1249,mxx,Mande,Mande,,,Western Mande,Western Mande,f009900,mxx,mxx,0,0,CI,CI,Ebermann-1986a
brm,Burmese,Burmese,Eurasia,Eurasia,21,21,96,96,nucl1310,nucl1310,mya,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Burmese-Lolo,Burmese-Lolo,f9999ff,mya,mya,1,1,MM,MM,Bernot-1980 Bradley-1995 Bybee-et-al-1994 Cornyn-1944 Cornyn-and-Roop-1968 Cornyn-and-Roop-1987 Esche-et-al-1988 Lehman-2001 Malherbe-and-Rosenberg-1996 Maun-Maun-Ngun-et-al-1963 Mazo-1978 Njun-et-al-1963 Okell-1969 Okell-1994 Richter-1983 Soe-1999 Stewart-1955 Watkins-2001 Wheatley-1982
mby,Mbay,Mbay,Africa,Africa,8.25,8.25,17.5,17.5,mbay1241,mbay1241,myb,Central Sudanic,Central Sudanic,,,Bongo-Bagirmi,Bongo-Bagirmi,fffffcc,myb,myb,0,0,TD,TD,Caprile-1977b Fortier-1971 Keegan-1996 Keegan-1997
mpo,Mpongwe,Mpongwe,Africa,Africa,-1.25,-1.25,9.5,9.5,myen1241,myen1241,mye,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,mye,mye,0,0,GA,GA,Gautier-1912
mak,Makah,Makah,North America,North America,48.33333333,48.33333333,-124.6666667,-124.6666667,maka1318,maka1318,myh,Wakashan,Wakashan,,,Southern Wakashan,Southern Wakashan,s990099,myh,myh,1,1,US,US,Davidson-2002 Jacobsen-1979 Jacobsen-1986 Jacobsen-1999
