id,name,dbpedia_url
yuu,Yugh,http://dbpedia.org/resource/Yugh_language
yux,"Yukaghir, Southern",http://dbpedia.org/resource/Southern_Yukaghir_language
yuy,"Yugur, East",http://dbpedia.org/resource/Eastern_Yugur_language
yva,Yawa,
ywr,Yawuru,
zaa,"Zapotec, Sierra de Juárez",
zab,"Zapotec, San Juan Guelavía",
zai,"Zapotec, Isthmus",http://dbpedia.org/resource/Isthmus_Zapotec
zne,Zande,http://dbpedia.org/resource/Zande_language
zav,"Zapotec, Yatzachi",
zaw,"Zapotec, Mitla",
zay,Zaysete,
zen,Zenaga,http://dbpedia.org/resource/Zenaga_language
zik,Zimakani,http://dbpedia.org/resource/Zimakani_language
zmc,Margany,
zmi,Negeri Sembilan Malay,http://dbpedia.org/resource/Negeri_Sembilan_Malay_language
zml,Madngele,http://dbpedia.org/resource/Matngele_language
zmq,Mituku,
zmr,Maranunggu,
zmt,Maringarr,
zmu,Muruwari,http://dbpedia.org/resource/Kullili_language
zoc,"Zoque, Copainalá",
zoh,"Zoque, Chimalapa",
zor,"Zoque, Rayón",
zos,"Zoque, Francisco León",
zpd,"Zapotec, Southeastern Ixtlán",
zpi,"Zapotec, Santa María Quiegolani",
zpm,"Zapotec, Mixtepec",
zpq,"Zapotec, Zoogocho",
zpz,"Zapotec, Texmelucan",
zro,Záparo,http://dbpedia.org/resource/Z%C3%A1paro
zun,Zuni,http://dbpedia.org/resource/Zuni_language
zul,Zulu,http://dbpedia.org/resource/Zulu_language
diq,Dimli,
jua,Júma,
bos,Bosnian,http://dbpedia.org/resource/Bosnian_language
hrv,Croatian,http://dbpedia.org/resource/Croatian_language
srp,Serbian,http://dbpedia.org/resource/Serbian_language
bbb,Barai,
nvm,Namiae,
dbq,Daba,http://dbpedia.org/resource/Daba_language
dkx,Mazagway,http://dbpedia.org/resource/Mazagway_language
dts,"Dogon, Toro So",
zea,Zeeuws,http://dbpedia.org/resource/Zeelandic
dba,Bangi Me,
dgo,Dogri,
xnr,Kangri,
gcf,Guadeloupean Creole French,
acf,Saint Lucian Creole French,
enf,"Enets, Forest",
enh,"Enets, Tundra",
jmc,Machame,
old,Mochi,
ogo,Khana,
tkq,Tee,http://dbpedia.org/resource/Tee_language
tyn,Kombai,
wng,Wanggom,
gmx,Magoma,
zga,Kinga,
gio,Gelao,http://dbpedia.org/resource/Gelao_language
lrc,"Luri, Northern",
plt,"Malagasy, Plateau",
bhm,Bathari,http://dbpedia.org/resource/Bathari_language
gdq,Mehri,http://dbpedia.org/resource/Mehri_language
bca,"Bai, Central",
twu,Termanu,
ycl,Lolopo,
yik,"Lalo, Dongshanba",
ywt,"Lalo, Xishanba",
axb,Abipon,http://dbpedia.org/resource/Abip%C3%B3n_language
gdb,"Gadaba, Pottangi Ollar",
iii,Nuosu,http://dbpedia.org/resource/Nuosu_language
lnj,Leningitij,http://dbpedia.org/resource/Linngithigh_dialect
rnp,Rongpo,
wwr,Warrwa,
opt,Opata,http://dbpedia.org/resource/Opata_language
zkk,,
xcw,,http://dbpedia.org/resource/Coahuilteco_language
tjm,,http://dbpedia.org/resource/Timucua_language
xch,,
xcm,,
agb,Legbo,
clh,Chilisso,
dds,Donno So Dogon,
csk,Jola-Kasa,
nll,Nihali,http://dbpedia.org/resource/Kalto_language
moj,Monzombo,
owi,Owiniga,
sub,Suku,
taq,Tamasheq,
adn,Adang,
wme,Wambule,http://dbpedia.org/resource/Wambule_language
skj,Seke,
amm,Ama,
kui,Kuikúro-Kalapálo,
mpt,Mian,
bio,Nai,http://dbpedia.org/resource/Nai_language
mxe,Mele-Fila,
psw,Port Sandwich,
eme,Emerillon,http://dbpedia.org/resource/Emerillon_language
guw,Gun,
fqs,Fas,
tvt,"Naga, Tutsa",
tee,"Tepehua, Huehuetla",
wwa,Waama,
mdw,Mbosi,
buu,Budu,
bdw,Baham,
abz,Abui,http://dbpedia.org/resource/Abui_language
ney,Neyo,
kms,Kamasau,
ajg,Aja,http://dbpedia.org/resource/Aja_language_%28Niger-Congo%29
lec,Leco,http://dbpedia.org/resource/Leco_language
lmu,Lamenu,
bdr,"Bajau, West Coast",
mcs,Mambai,
nmm,Manangba,
qum,Sipakapense,http://dbpedia.org/resource/Sipakapense_language
xns,Kanashi,
bdg,Bonggi,
vif,Vili,
zag,Zaghawa,http://dbpedia.org/resource/Zaghawa_language
wra,Warapu,http://dbpedia.org/resource/Barupu_language
kwo,Kwomtari,
kwy,"Kongo, San Salvador",
mkz,Makasae,http://dbpedia.org/resource/Makasae
kre,Panará,
wan,Wan,
kgy,Kyerung,
djm,"Dogon, Jamsay",
sen,"Sénoufo, Nanerigé",
bud,Ntcham,
rji,Raji,
ybi,Yamphu,http://dbpedia.org/resource/Yamphu_language
erk,"Efate, South",http://dbpedia.org/resource/South_Efate_language
mqf,Momuna,
ral,Ralte,
kyz,Kayabí,
ynd,Yandruwandha,
kkh,Khün,http://dbpedia.org/resource/Kh%C3%BCn_language
avi,Avikam,http://dbpedia.org/resource/Avikam_language
khg,"Tibetan, Khams",http://dbpedia.org/resource/Khams_Tibetan_language
mdm,Mayogo,
kqq,Krenak,
lic,Hlai,http://dbpedia.org/resource/Hlai_language
sid,Sidamo,http://dbpedia.org/resource/Sidamo_language
ryu,"Okinawan, Central",
tms,Tima,
xub,"Kurumba, Betta",
vnm,Vinmavis,
aoj,Mufian,
lbu,Labu,http://dbpedia.org/resource/Labu_language
hna,Mina,http://dbpedia.org/resource/Mina_language_%28Cameroon%29
duo,"Agta, Dupaninan",
mge,Mango,
urt,Urat,
cap,Chipaya,
xbi,Kombio,
huc,‡Hua,http://dbpedia.org/resource/%C7%82H%C3%B5%C3%A3_language
pmy,"Malay, Papuan",
nad,Nijadali,
bxj,Bayungu,
dhl,Dhalandji,
ggd,Gugadj,
guf,Gupapuyngu,
vka,Kariyarra,
gbb,Kaytetye,
nlr,Ngarla,http://dbpedia.org/resource/Ngarla_language
nly,Nyamal,
ump,Umpila,
wkw,Wakawaka,
wgg,Wangganguru,
wbt,Wanman,
wrm,Warumungu,
ylr,Yalarnnga,http://dbpedia.org/resource/Yalarnnga_language
nob,,
