id,name,dbpedia_url
pjt,Pitjantjatjara,http://dbpedia.org/resource/Pitjantjatjara_language
pkn,Pakanha,
pko,Pökoot,http://dbpedia.org/resource/P%C3%B6koot_language
pks,Pakistan Sign Language,
plg,Pilagá,http://dbpedia.org/resource/Pilag%C3%A1_language
plh,Paulohi,
plo,"Popoluca, Oluta",
pau,Palauan,http://dbpedia.org/resource/Palauan_language
pma,Paama,http://dbpedia.org/resource/Paama_language
pmi,"Pumi, Northern",
pam,Pampangan,http://dbpedia.org/resource/Kapampangan_language
pms,Piemontese,http://dbpedia.org/resource/Piedmontese_language
pmt,Tuamotuan,http://dbpedia.org/resource/Tuamotuan_language
pmw,"Miwok, Plains",
pon,Pohnpeian,http://dbpedia.org/resource/Pohnpeian_language
pag,Pangasinan,http://dbpedia.org/resource/Pangasinan_language
pan,"Panjabi, Eastern",http://dbpedia.org/resource/Punjabi_language
pnw,Panytyima,http://dbpedia.org/resource/Panyjima_language
poa,"Poqomam, Eastern",
pob,"Poqomchi', Western",
poc,"Poqomam, Central",
poe,"Popoloca, San Juan Atzingo",
poh,"Poqomchi', Eastern",
poi,"Popoluca, Highland",http://dbpedia.org/resource/Sierra_Popoluca
png,Pongu,http://dbpedia.org/resource/Pongu_language
poo,"Pomo, Central",
por,Portuguese,http://dbpedia.org/resource/Portuguese_language
pos,"Popoluca, Sayula",http://dbpedia.org/resource/Sayula_Popoluca
pot,Potawatomi,http://dbpedia.org/resource/Potawatomi_language
pov,"Crioulo, Upper Guinea",http://dbpedia.org/resource/Guinea-Bissau_Creole
pox,Polabian,http://dbpedia.org/resource/Polabian_language
poy,Pogolo,
ppk,Uma,
sdo,"Bidayuh, Bukar-Sadong",
ppl,Pipil,http://dbpedia.org/resource/Pipil_language
ppo,Folopa,
pol,Polish,http://dbpedia.org/resource/Polish_language
pre,Principense,http://dbpedia.org/resource/Principense_language
prk,"Wa, Parauk",
prn,Prasuni,http://dbpedia.org/resource/Vasi-vari_language
prs,"Farsi, Eastern",
psa,"Awyu, Asue",
psd,Plains Indian Sign Language,http://dbpedia.org/resource/Plains_Indian_Sign_Language
psr,Portuguese Sign Language,
pss,Kaulong,http://dbpedia.org/resource/Kaulong_language
pst,"Pashto, Central",
ptp,Patep,
ptu,Bambam,
pue,Puelche,http://dbpedia.org/resource/Puelche_language
pui,Puinave,
puo,Puoc,
pmj,"Pumi, Southern",
puw,Puluwatese,
pwa,Pawaia,
pwg,Gapapaiwa,
pwn,Paiwan,http://dbpedia.org/resource/Paiwan_language
pwo,"Karen, Pwo Western",
pww,"Karen, Pwo Northern",
pym,Fyam,
qxa,"Quechua, Chiquián Ancash",
qvh,"Quechua, Huamalíes-Dos de Mayo Huánuco",
qvi,"Quichua, Imbabura Highland",
ahg,Qimant,http://dbpedia.org/resource/Qimant_language
qvn,"Quechua, North Junín",
xac,Kachari,http://dbpedia.org/resource/Kachari_language
kuy,Kuuku-Ya'u,
wdj,Wadjiginy,
xmu,Kamu,
mmc,"Mazahua, Michoacán",
qxs,"Qiang, Southern",http://dbpedia.org/resource/Southern_Qiang_language
mqm,"Marquesan, South",
qvc,"Quechua, Cajamarca",http://dbpedia.org/resource/Cajamarca_Quechua
quc,"K'iche', Central",
qug,"Quichua, Chimborazo Highland",
quh,"Quechua, South Bolivian",http://dbpedia.org/resource/South_Bolivian_Quechua
qui,Quileute,http://dbpedia.org/resource/Quileute_language
qul,"Quechua, North Bolivian",
quy,"Quechua, Ayacucho",http://dbpedia.org/resource/Ayacucho_Quechua
quz,"Quechua, Cusco",http://dbpedia.org/resource/Cusco_Quechua
rab,Camling,http://dbpedia.org/resource/Camling_language
rad,Rade,
ram,Canela,http://dbpedia.org/resource/Canela_language
ran,Riantana,
rao,Rao,
ras,Tegali,
raw,Rawang,
rbb,"Palaung, Rumai",
rej,Rejang,http://dbpedia.org/resource/Rejang_language
rel,Rendille,http://dbpedia.org/resource/Rendille_language
ren,Rengao,
rgr,Resígaro,
roh,Romansch,http://dbpedia.org/resource/Romansh_language
rif,Tarifit,http://dbpedia.org/resource/Tarifit_language
rim,Nyaturu,
rit,Ritarungo,
rma,Rama,
rmb,Rembarunga,
rmn,"Romani, Balkan",
rmo,"Romani, Sinte",
rmt,Domari,http://dbpedia.org/resource/Domari_language
rmw,"Romani, Welsh",http://dbpedia.org/resource/Welsh-Romani_language
rmy,"Romani, Vlax",http://dbpedia.org/resource/Vlax_Romani_language
rog,"Roglai, Northern",
rml,"Romani, Baltic",
rng,Ronga,
roo,Rotokas,http://dbpedia.org/resource/Rotokas_language
rop,Kriol,http://dbpedia.org/resource/Australian_Kriol_language
rou,Runga,
rro,Waima,
rsl,Russian Sign Language,http://dbpedia.org/resource/Russian_Sign_Language
rth,Ratahan,
rtm,Rotuman,http://dbpedia.org/resource/Rotuman_language
kin,Rwanda,http://dbpedia.org/resource/Kinyarwanda
run,Rundi,http://dbpedia.org/resource/Kirundi
rug,Roviana,http://dbpedia.org/resource/Roviana_language
ron,Romanian,http://dbpedia.org/resource/Romanian_language
rus,Russian,http://dbpedia.org/resource/Russian_language
rut,Rutul,http://dbpedia.org/resource/Rutul_language
bel,Belarusan,http://dbpedia.org/resource/Belarusian_language
rwa,Rawo,
rwo,Rawa,
sab,Buglere,
sac,Meskwaki,
sag,Sango,http://dbpedia.org/resource/Sango_language
sel,Selkup,http://dbpedia.org/resource/Selkup_language
sln,Salinan,http://dbpedia.org/resource/Salinan_language
xsu,Sanumá,http://dbpedia.org/resource/Sanum%C3%A1_language
sxn,Sangir,http://dbpedia.org/resource/Sangir_language
sba,Ngambay,http://dbpedia.org/resource/Ngambay_language
sbc,Kele,http://dbpedia.org/resource/Kele_language
sbe,Saliba,
sbf,Shabo,http://dbpedia.org/resource/Shabo_language
sad,Sandawe,http://dbpedia.org/resource/Sandawe_language
sbs,Kuhane,
sbu,Stod Bhoti,
sce,Dongxiang,http://dbpedia.org/resource/Dongxiang_language
scl,Shina,http://dbpedia.org/resource/Shina_language
xsr,Sherpa,http://dbpedia.org/resource/Sherpa_language
scs,"Slavey, North",
sda,Toraja-Sa'dan,
sdg,Savi,
sdm,Semandang,
sdp,Sherdukpen,
sea,Semai,http://dbpedia.org/resource/Semai_language
sed,Sedang,http://dbpedia.org/resource/Sedang_language
see,Seneca,http://dbpedia.org/resource/Seneca_language
sef,"Senoufo, Cebaara",
seh,Sena,
sei,Seri,http://dbpedia.org/resource/Seri_language
spl,Selepet,
ser,Serrano,
set,Sentani,http://dbpedia.org/resource/Sentani_language
sey,Secoya,
sgh,Shughni,http://dbpedia.org/resource/Shughni_language
sgl,Sanglechi-Ishkashimi,
sgz,Sursurunga,
shb,Ninam,
sna,Shona,http://dbpedia.org/resource/Shona_language
shh,Shoshoni,http://dbpedia.org/resource/Shoshone_language
shi,Tachelhit,http://dbpedia.org/resource/Tashelhiyt_language
shj,Shatt,http://dbpedia.org/resource/Shatt_language
shk,Shilluk,
shm,Shahrudi,
shp,Shipibo-Conibo,http://dbpedia.org/resource/Shipibo_language
shs,Shuswap,http://dbpedia.org/resource/Shuswap_language
sht,Shasta,http://dbpedia.org/resource/Shasta_language
shu,"Arabic, Chadian Spoken",http://dbpedia.org/resource/Chadian_Arabic
shv,Shehri,http://dbpedia.org/resource/Shehri_language
shy,Tachawit,http://dbpedia.org/resource/Chaouia_language
sif,Siamou,
snn,Siona,
xsi,Sio,http://dbpedia.org/resource/Sio_language
sip,Sikkimese,http://dbpedia.org/resource/Sikkimese_Tibetan_language
sis,Siuslaw,
ssb,"Sama, Southern",
siw,Siwai,
siz,Siwi,http://dbpedia.org/resource/Siwi_language
sja,Epena,
shn,Shan,http://dbpedia.org/resource/Shan_language
sjr,Siar-Lak,
sjw,Shawnee,http://dbpedia.org/resource/Shawnee_language
skb,Saek,http://dbpedia.org/resource/Saek_language
skd,"Miwok, Southern Sierra",
skh,Sikule,http://dbpedia.org/resource/Sikule_language
ski,Sika,http://dbpedia.org/resource/Sika_language
sku,Sakao,
skv,Skou,
xsl,"Slavey, South",
slc,Sáliba,
slh,"Salish, Southern Puget Sound",
sua,Sulka,
sll,Salt-Yui,
slk,Slovak,http://dbpedia.org/resource/Slovak_language
slp,Lamaholot,
slr,Salar,http://dbpedia.org/resource/Salar_language
slu,Selaru,
slv,Slovene,http://dbpedia.org/resource/Slovene_language
sly,Selayar,http://dbpedia.org/resource/Selayar_language
slz,Ma'ya,
xbr,Kambera,http://dbpedia.org/resource/Kambera_language
smk,Bolinao,http://dbpedia.org/resource/Bolinao_language
smq,Samo,
smr,Simeulue,http://dbpedia.org/resource/Simeulue_language
smo,Samoan,http://dbpedia.org/resource/Samoan_language
snc,Sinaugoro,
snd,Sindhi,http://dbpedia.org/resource/Sindhi_language
snf,Noon,
sin,Sinhala,http://dbpedia.org/resource/Sinhala_language
div,Maldivian,http://dbpedia.org/resource/Mahl_language
snk,Soninke,http://dbpedia.org/resource/Soninke_language
snp,Siane,
snq,Sangu,
sat,Santali,http://dbpedia.org/resource/Santali_language
snv,Sa'ban,
sob,Sobei,http://dbpedia.org/resource/Sobei_language
som,Somali,http://dbpedia.org/resource/Somali_language
ses,"Songhay, Koyraboro Senni",
sop,Songe,
sov,Sonsorol,http://dbpedia.org/resource/Sonsorolese_language
lad,Ladino,http://dbpedia.org/resource/Judaeo-Spanish
spa,Spanish,http://dbpedia.org/resource/Spanish_language
spo,Spokane,
spp,"Senoufo, Supyire",http://dbpedia.org/resource/Supyire_language
sps,Saposa,
spu,Sapuan,
sqt,Soqotri,http://dbpedia.org/resource/Soqotri_language
squ,Squamish,http://dbpedia.org/resource/S%E1%B8%B5wx%CC%B1w%C3%BA7mesh_language
srb,Sora,http://dbpedia.org/resource/Sora_language
sri,Siriano,
srl,Isirawa,http://dbpedia.org/resource/Isirawa_language
srm,Saramaccan,http://dbpedia.org/resource/Saramaccan_language
srn,Sranan,http://dbpedia.org/resource/Sranan_Tongo
sro,"Sardinian, Campidanese",
srq,Sirionó,
srs,Sarsi,http://dbpedia.org/resource/Tsuut%E2%80%99ina_language
nso,"Sotho, Northern",http://dbpedia.org/resource/Northern_Sotho_language
ssd,Siroi,
sse,Balangingi,
ssf,Thao,http://dbpedia.org/resource/Thao_language
ssl,"Sisaala, Western",http://dbpedia.org/resource/Western_Sisaala
ssn,Waata,
sot,"Sotho, Southern",
ssp,Spanish Sign Language,http://dbpedia.org/resource/Spanish_Sign_language
sst,Sinasina,
ssy,Saho,http://dbpedia.org/resource/Saho_language
stc,Natügu,http://dbpedia.org/resource/Santa_Cruz_language
sti,"Stieng, Bulo",
sto,Stoney,
stp,"Tepehuan, Southeastern",http://dbpedia.org/resource/Tepehu%C3%A1n_language
str,"Salish, Straits",http://dbpedia.org/resource/North_Straits_Salish_languages
stt,"Stieng, Budeh",
suk,Sukuma,
sus,Susu,http://dbpedia.org/resource/Susu_language
sue,Suena,
sui,Suki,http://dbpedia.org/resource/Suki_language
sum,Sumo-Mayangna,http://dbpedia.org/resource/Sumo_language
sjg,Assangori,http://dbpedia.org/resource/Sungor_language
sun,Sunda,http://dbpedia.org/resource/Sundanese_language
suq,Suri,
sur,Mwaghavul,http://dbpedia.org/resource/Mwaghavul_language
suv,Sulung,
saj,Sahu,
sva,Svan,http://dbpedia.org/resource/Svan_language
svs,Savosavo,http://dbpedia.org/resource/Savosavo_language
swh,Swahili,
swb,Maore,http://dbpedia.org/resource/Shimaore_dialect
swe,Swedish,http://dbpedia.org/resource/Swedish_language
swi,Sui,http://dbpedia.org/resource/Sui_language
swl,Swedish Sign Language,
swt,Sawila,
ssw,Swati,http://dbpedia.org/resource/Swati_language
nds,"Saxon, Low",http://dbpedia.org/resource/Low_German
sza,Semelai,
szg,Sengele,
szp,Suabo,
szw,Sawai,
taa,"Tanana, Lower",http://dbpedia.org/resource/Lower_Tanana_language
tab,Tabassaran,http://dbpedia.org/resource/Tabasaran_language
tac,"Tarahumara, Western",
tae,Tariana,http://dbpedia.org/resource/Tariana_language
tpj,Ñandeva,http://dbpedia.org/resource/Tapiet%C3%A9
taj,"Tamang, Eastern",http://dbpedia.org/resource/Tamang_language
tpm,Tampulma,
tan,Tangale,
twf,"Tiwa, Northern",http://dbpedia.org/resource/Taos_language
tap,Taabwa,
tar,"Tarahumara, Central",http://dbpedia.org/resource/Tarahumara_language
tav,Tatuyo,
tay,Atayal,
tba,Aikanã,http://dbpedia.org/resource/Aikana_language
tbc,Takia,
tbd,Kaki Ae,http://dbpedia.org/resource/Takia_language
tbg,"Tairora, North",
tbh,Thurawal,http://dbpedia.org/resource/Tharawal_language
tbi,Gaam,
tbl,Tboli,
tbo,Tawala,
tbu,Tubar,http://dbpedia.org/resource/Tubar_language
tbw,Tagbanwa,
tby,Tabaru,
tca,Ticuna,http://dbpedia.org/resource/Ticuna_language
tcb,Tanacross,http://dbpedia.org/resource/Tanacross_language
tcc,Datooga,http://dbpedia.org/resource/Datooga_language
tcg,Tamagario,
tuk,Turkmen,http://dbpedia.org/resource/Turkmen_language
tcs,Torres Strait Creole,http://dbpedia.org/resource/Torres_Strait_Creole
tam,Tamil,http://dbpedia.org/resource/Language_demographics_of_Northern_Province%2C_Sri_Lanka
tel,Telugu,http://dbpedia.org/resource/Telugu_language
tcx,Toda,http://dbpedia.org/resource/Toda_language
tcy,Tulu,http://dbpedia.org/resource/Tulu_language
tcz,"Chin, Thado",
tdh,Thulung,http://dbpedia.org/resource/Thulung_language
tdn,Tondano,
tds,Doutai,
ter,Terêna,http://dbpedia.org/resource/Ter%C3%AAna_language
tpt,"Tepehua, Tlachichilco",
teh,Tehuelche,http://dbpedia.org/resource/Tehuelche_language
tem,Themne,http://dbpedia.org/resource/Temne_language
tll,Tetela,http://dbpedia.org/resource/Tetela_language
teo,Teso,http://dbpedia.org/resource/Ateso_language
tep,Tepecano,
teq,Temein,
ttr,Tera,http://dbpedia.org/resource/Tera_language
atj,Atikamekw,http://dbpedia.org/resource/Atikamekw_language
teu,Soo,
tew,Tewa,
tex,Tennet,
tfn,Tanaina,http://dbpedia.org/resource/Dena%E2%80%99ina_language
tfr,Teribe,
tft,Ternate,
tgc,Tigak,http://dbpedia.org/resource/Tigak_language
tge,"Tamang, Eastern Gorkha",
tgg,Tangga,
tgl,Tagalog,http://dbpedia.org/resource/Tagalog_language
tir,Tigrigna,http://dbpedia.org/resource/Tigrinya_language
tgo,Sudest,
thd,Thayore,
thf,Thangmi,
tha,Thai,http://dbpedia.org/resource/Thai_language
thp,Thompson,
ths,Thakali,
tah,Tahitian,http://dbpedia.org/resource/Tahitian_language
thv,"Tamahaq, Tahaggart",http://dbpedia.org/resource/Tamahaq_language
bod,"Tibetan, Central",
tig,Tigré,http://dbpedia.org/resource/Tigre_language
tif,Tifal,http://dbpedia.org/resource/Tifal_language
tih,Timugon Murut,
tik,Tikar,
til,Tillamook,http://dbpedia.org/resource/Tillamook_language
tin,Tindi,http://dbpedia.org/resource/Tindi_language
tio,Teop,
tiv,Tiv,
tiw,Tiwi,http://dbpedia.org/resource/Tiwi_language
tix,"Tiwa, Southern",
tiy,Tiruray,
tkm,Takelma,http://dbpedia.org/resource/Takelma_language
tkr,Tsakhur,http://dbpedia.org/resource/Tsakhur_language
tks,Takestani,
tkw,Teanu,
tlb,Tobelo,http://dbpedia.org/resource/Tobelo_language
tlc,"Totonac, Yecuatla",
tld,Talaud,
tlf,Telefol,http://dbpedia.org/resource/Telefol_language
tli,Tlingit,http://dbpedia.org/resource/Tlingit_language
tlj,Talinga-Bwisi,
tlo,Talodi,
tly,Talysh,http://dbpedia.org/resource/Talysh_language
tma,Tama,http://dbpedia.org/resource/Tama_language
tmc,Tumak,http://dbpedia.org/resource/Tumak_language
tmd,Haruai,http://dbpedia.org/resource/Haruai_language
tea,Temiar,
tml,"Citak, Tamnim",
tmq,Tumleo,
aoz,Uab Meto,
tmu,Iau,
tna,Tacana,
tnc,Tanimuca-Retuarã,
tnd,"Tunebo, Angosturas",
tnk,Kwamera,
tnl,Lenakel,
tnm,Tabla,
tnt,Tontemboan,
tob,Toba,http://dbpedia.org/resource/Toba_Qom_language
toi,Tonga,http://dbpedia.org/resource/Tonga_language_%28Zambia%29
toj,Tojolabal,http://dbpedia.org/resource/Tojolab%27al_language
tkl,Tokelauan,http://dbpedia.org/resource/Tokelauan_language
tqw,Tonkawa,http://dbpedia.org/resource/Tonkawa_language
too,"Totonac, Xicotepec de Juárez",
top,"Totonac, Papantla",
tos,"Totonac, Highland",http://dbpedia.org/resource/Highland_Totonac
ton,Tongan,http://dbpedia.org/resource/Tongan_language
tow,Jemez,
tqo,Toaripi,
tpq,Tukpa,
tpx,"Me’phaa, Acatepec",
tpy,Trumai,
trc,"Triqui, Copala",
trg,Lishán Didán,http://dbpedia.org/resource/Lish%C3%A1n_Did%C3%A1n
tri,Trió,http://dbpedia.org/resource/Tiriy%C3%B3_language
tur,Turkish,http://dbpedia.org/resource/Turkish_language
tro,"Naga, Tarao",
trp,Kok Borok,http://dbpedia.org/resource/Kokborok_language
trr,Taushiro,
trs,"Triqui, Chicahuaxtla",
chk,Chuukese,http://dbpedia.org/resource/Chuukese_language
trv,Taroko,http://dbpedia.org/resource/Seediq_language
trw,Torwali,
tsg,Tausug,http://dbpedia.org/resource/Tausug_language
tsi,Tsimshian,http://dbpedia.org/resource/Coast_Tsimshian
tsj,Tshangla,http://dbpedia.org/resource/Tshangla_language
tsm,Turkish Sign Language,http://dbpedia.org/resource/Turkish_Sign_Language
tso,Tsonga,http://dbpedia.org/resource/Tsonga_language
tsp,"Toussian, Northern",
tsq,Thai Sign Language,http://dbpedia.org/resource/Thai_Sign_Language
tss,Taiwan Sign Language,http://dbpedia.org/resource/Taiwanese_Sign_Language
tsv,Tsogo,
tsn,Tswana,http://dbpedia.org/resource/Tswana_language
tsu,Tsou,http://dbpedia.org/resource/Tsou_language
tsz,Purepecha,http://dbpedia.org/resource/P%27urh%C3%A9pecha_language
tta,Tutelo,
ttc,Tektiteko,http://dbpedia.org/resource/Tektitek_language
tti,Tobati,
tet,Tetun,http://dbpedia.org/resource/Tetum
tat,Tatar,http://dbpedia.org/resource/Baraba_language
ttt,"Tat, Muslim",
tty,Sikaritai,
tub,Tübatulabal,http://dbpedia.org/resource/T%C3%BCbatulabal_language
tue,Tuyuca,
tuh,Taulil,
tui,Tupuri,http://dbpedia.org/resource/Tupuri_language
tun,Tunica,http://dbpedia.org/resource/Tunica_language
tyv,Tuva,http://dbpedia.org/resource/Tuvan_language
tuo,Tucano,http://dbpedia.org/resource/Tucano_language
tuq,Tedaga,http://dbpedia.org/resource/Tedaga_language
xed,Hdi,
tus,Tuscarora,
ttm,"Tutchone, Northern",
tuv,Turkana,http://dbpedia.org/resource/Turkana_language
tvk,"Ambrym, Southeast",
tvo,Tidore,http://dbpedia.org/resource/Tidore_language
twa,Twana,
aka,Akan,http://dbpedia.org/resource/Akan_language
txn,"Tarangan, West",
txu,Kayapó,
txx,Tatana,
tya,Tauya,
typ,Thaypan,http://dbpedia.org/resource/Kuku-Thaypan_language
tza,Tanzanian Sign Language,
tzb,"Tzeltal, Bachajón",
tzc,"Tzotzil, Chamula",http://dbpedia.org/resource/Chamula_Tzotzil
tzh,"Tzeltal, Oxchuc",
tzj,"Tz’utujil, Eastern",
tzm,"Tamazight, Central Atlas",http://dbpedia.org/resource/Central_Morocco_Tamazight
tzn,Tugun,
tzs,"Tzotzil, San Andrés Larrainzar",
tzt,"Tz’utujil, Western",
tzz,"Tzotzil, Zinacantán",
uby,Ubykh,http://dbpedia.org/resource/Ubykh_language
ude,Udihe,http://dbpedia.org/resource/Udege_language
udi,Udi,http://dbpedia.org/resource/Udi_language
udl,Wuzlam,http://dbpedia.org/resource/Wuzlam_language
udm,Udmurt,http://dbpedia.org/resource/Udmurt_language
ugn,Ugandan Sign Language,
uig,Uyghur,http://dbpedia.org/resource/Lop_language
ukr,Ukrainian,http://dbpedia.org/resource/Ukrainian_language
uks,Kaapor Sign Language,http://dbpedia.org/resource/Urub%C3%BA_Sign_Language
sah,Yakut,http://dbpedia.org/resource/Sakha_language
ulc,Ulch,http://dbpedia.org/resource/Ulch_language
uli,Ulithian,http://dbpedia.org/resource/Ulithian_language
ulk,Meriam,http://dbpedia.org/resource/Meriam_language
uma,Umatilla,http://dbpedia.org/resource/Umatilla_language
ubu,Umbu-Ungu,
umu,Munsee,http://dbpedia.org/resource/Munsee_language
ung,Ngarinyin,http://dbpedia.org/resource/Ngarinyin_language
unp,Worora,
upv,Uripiv-Wala-Rano-Atchin,http://dbpedia.org/resource/Uripiv-Wala-Rano-Atchin
ura,Urarina,
urb,Kaapor,
urd,Urdu,http://dbpedia.org/resource/Urdu
ure,Uru,
urf,Uradhi,http://dbpedia.org/resource/Uradhi_language
urh,Urhobo,
uri,Urim,
urk,Urak Lawoi',
ury,Orya,
usa,Usarufa,
ute,Ute-Southern Paiute,
uum,Urum,http://dbpedia.org/resource/Urum_language
uur,Ura,
uwa,Kuku-Uwanh,http://dbpedia.org/resource/Kugu_Uwanh
uzn,"Uzbek, Northern",http://dbpedia.org/resource/Northern_Uzbek_language
uzs,"Uzbek, Southern",http://dbpedia.org/resource/Southern_Uzbek_language
vaf,Vafsi,
vag,Vagla,
vai,Vai,
vam,Vanimo,
van,Valman,
var,Huarijío,http://dbpedia.org/resource/Guarijio_language
vas,Vasavi,
vay,Wayu,http://dbpedia.org/resource/Wayu_language
ved,Veddah,http://dbpedia.org/resource/Vedda_language
ven,Venda,http://dbpedia.org/resource/Venda_language
vep,Veps,http://dbpedia.org/resource/Veps_language
vie,Vietnamese,http://dbpedia.org/resource/Vietnamese_language
viv,Iduna,
vkt,"Malay, Tenggarong Kutai",
kge,Komering,
vma,Martuyhunira,http://dbpedia.org/resource/Martuthunira_language
vmw,Makhuwa,http://dbpedia.org/resource/Makhuwa_language
vot,Vod,http://dbpedia.org/resource/Votic_language
waa,Walla Walla,
wac,Wasco-Wishram,
wgi,Wahgi,
wls,Wallisian,http://dbpedia.org/resource/Wallisian_language
wam,Wampanoag,
wao,Wappo,http://dbpedia.org/resource/Wappo_language
wap,Wapishana,
waq,Wageman,http://dbpedia.org/resource/Wagiman
was,Washo,http://dbpedia.org/resource/Washo_language
wau,Waurá,
waw,Waiwai,
wax,Marangis,
way,Wayana,
wba,Warao,
wal,Wolaytta,http://dbpedia.org/resource/Wolaytta_language
wbj,Alagwa,http://dbpedia.org/resource/Alagwa_language
wbk,Waigali,http://dbpedia.org/resource/Waigali_language
wbl,Wakhi,http://dbpedia.org/resource/Wakhi_language
wbp,Warlpiri,http://dbpedia.org/resource/Warlpiri_language
wbv,Wajarri,http://dbpedia.org/resource/Wajarri_language
wca,Yanomámi,
wec,Wè Western,
wed,Wedau,
dsb,"Sorbian, Lower",http://dbpedia.org/resource/Lower_Sorbian_language
wem,"Gbe, Weme",
hsb,"Sorbian, Upper",http://dbpedia.org/resource/Upper_Sorbian_language
wep,Westphalien,http://dbpedia.org/resource/Westphalian_language
wer,Weri,
wgy,Warrgamay,
whg,"Wahgi, North",
wib,"Toussian, Southern",
wic,Wichita,http://dbpedia.org/resource/Wichita_language
wig,Wik-Ngathana,http://dbpedia.org/resource/Wik_Ngathan
wim,Wik-Mungkan,http://dbpedia.org/resource/Wik-Mungkan_language
win,Ho-Chunk,http://dbpedia.org/resource/Winnebago_language
wit,Wintu,http://dbpedia.org/resource/Wintu_language
wiv,Muduapa,http://dbpedia.org/resource/Vitu_language
wiw,Wirangu,http://dbpedia.org/resource/Wirangu_language
wiy,Wiyot,
wlg,Kunbarlang,
wlo,Wolio,http://dbpedia.org/resource/Wolio_language
cym,Welsh,http://dbpedia.org/resource/Welsh_language
wmb,Wambaya,http://dbpedia.org/resource/Wambaya_language
wms,Wambon,http://dbpedia.org/resource/Wambon_language
wmt,Walmajarri,http://dbpedia.org/resource/Walmajarri_language
wnc,Wantoat,
wnd,Wandarang,
wnu,Usan,
woa,Tyaraity,
wob,Wè Northern,
woe,Woleaian,
wog,Wogamusin,http://dbpedia.org/resource/Wogamusin_language
woi,Kamang,
wol,Wolof,http://dbpedia.org/resource/Wolof_language
wos,Hanga Hundi,
wrb,Warluwara,http://dbpedia.org/resource/Warluwara_language
wrg,Warungu,
wrp,Waropen,
wrr,Wardaman,http://dbpedia.org/resource/Wardaman_language
wrs,Waris,http://dbpedia.org/resource/Waris_language
war,Waray-Waray,http://dbpedia.org/resource/Waray-Waray
wrz,Waray,http://dbpedia.org/resource/Waray_language_%28Australia%29
wsa,Warembori,http://dbpedia.org/resource/Warembori_language
wsk,Waskia,
wti,Berta,http://dbpedia.org/resource/Berta_language
wuu,"Chinese, Wu",http://dbpedia.org/resource/Wu_Chinese
wya,Wyandot,http://dbpedia.org/resource/Wyandot_language
wyb,Wangaaybuwan-Ngiyambaa,http://dbpedia.org/resource/Ngiyambaa_language
wyy,"Fijian, Western",http://dbpedia.org/resource/Western_Fijian_language
xam,|Xam,
xas,Kamas,http://dbpedia.org/resource/Kamassian_language
xav,Xavánte,http://dbpedia.org/resource/Xavante_language
xer,Xerénte,
xki,Kenyan Sign Language,http://dbpedia.org/resource/Kenyan_Sign_Language
xkp,Kabatei,
skf,Sakirabiá,
xmf,Mingrelian,http://dbpedia.org/resource/Mingrelian_language
xmm,"Malay, Manado",http://dbpedia.org/resource/Manado_Malay
xok,Xokleng,
xho,Xhosa,http://dbpedia.org/resource/Xhosa_language
xra,Krahô,
xuu,Khwe,
xxk,Ke'o,
yaa,Yaminahua,
yad,Yagua,
yae,Pumé,
yaf,Yaka,
yag,Yámana,http://dbpedia.org/resource/Yaghan_language
yah,Yazgulyam,http://dbpedia.org/resource/Yazgulyam_language
yai,Yagnobi,http://dbpedia.org/resource/Yaghnobi_language
yak,Yakima,
yam,Yamba,
yao,Yao,
yaq,Yaqui,http://dbpedia.org/resource/Yaqui_language
yas,Nugunu,
ybe,"Yugur, West",http://dbpedia.org/resource/Western_Yugur_language
ycn,Yucuna,
ydd,"Yiddish, Eastern",
yee,Yimas,http://dbpedia.org/resource/Yimas_language
yer,Tarok,
yey,Yeyi,
ygr,Yagaria,
yia,Yinggarda,http://dbpedia.org/resource/Yinggarda_language
xwg,Kwegu,
yih,"Yiddish, Western",
yii,Yidiny,http://dbpedia.org/resource/Yidiny_language
yij,Yindjibarndi,
yiy,Yir Yoront,http://dbpedia.org/resource/Yir-Yoront_language
yka,Yakan,
ykg,"Yukaghir, Northern",http://dbpedia.org/resource/Northern_Yukaghir_language
yky,Yakoma,
yle,Yele,
yli,"Yali, Angguruk",
yll,Yil,
yly,Nyâlayu,
tao,Yami,http://dbpedia.org/resource/Yami_language
ynk,"Yupik, Naukan",http://dbpedia.org/resource/Naukan_language
ynn,Yana,http://dbpedia.org/resource/Yahi_language
yns,Yansi,
yok,Yokuts,
yon,Yonggom,
yor,Yoruba,http://dbpedia.org/resource/Yoruba_language
yap,Yapese,http://dbpedia.org/resource/Yapese_language
yrb,Yareba,
yrk,Nenets,http://dbpedia.org/resource/Nenets_language
ysr,"Yupik, Sirenik",http://dbpedia.org/resource/Sireniki_Eskimo_language
yss,Yessan-Mayo,
yua,"Maya, Yucatán",http://dbpedia.org/resource/Yucatec_Maya_language
yuc,Yuchi,http://dbpedia.org/resource/Yuchi_language
yuz,Yuracare,
yuf,Havasupai-Walapai-Yavapai,
yue,"Chinese, Yue",http://dbpedia.org/resource/Yue_Chinese
yui,Wajiara,
yuj,Karkar-Yuri,http://dbpedia.org/resource/Yuri_language_%28New_Guinea%29
yuk,Yuki,http://dbpedia.org/resource/Yuki_language
yul,Yulu,
yum,Quechan,http://dbpedia.org/resource/Quechan_language
yup,Yukpa,
yur,Yurok,http://dbpedia.org/resource/Yurok_language
