pk,jsondata,id,name,description,markup_description,latitude,longitude,version
1033,,kbo,Kambot,,,-4.25,144.133333333,1
1034,,kbu,Kanembu,,,14,15,1
1035,,knb,Kanum (Bädi),,,-8.83333333333,140.75,1
1036,,kti,"Kati (in West Papua, Indonesia)",,,-5.75,140.916666667,1
1037,,kaz,Kazakh,,,50,70,1
1038,,kgi,Konyagi,,,12.5,-13.25,1
1040,,mkd,Makonde,,,-11,40,1
1041,,mrr,Maringarr,,,-14.25,130,1
1042,,mom,Mombum,,,-8.25,138.75,1
1043,,mni,Moni,,,-3.66666666667,137,1
1044,,mud,Mundani,,,5.66666666667,9.91666666667,1
1047,,nau,Nauruan,,,-0.5,166.916666667,1
1049,,saa,Sa'a,,,-9.61666666667,161.45,1
1050,,sgl,Sengele,,,-1.83333333333,17.3333333333,1
1051,,sil,Sila,,,12.3333333333,21.75,1
1052,,tal,Talinga,,,0.416666666667,29.6666666667,1
1054,,tup,Tupi,,,-6,-36,1
1055,,wrb,Warrnambool,,,-38.25,142.5,1
1056,,yao,Yao (in Malawi),,,-14.5,35.5,1
1057,,yei,Yei,,,-7.91666666667,140.916666667,1
1058,,ylm,Yelmek,,,-7.66666666667,139.166666667,1
1059,,zqo,Zoque (Ostuacan),,,17.4166666667,-93.3,1
1060,,agu,Aguacatec,,,15.4166666667,-91.3333333333,1
1061,,als,Alsea,,,44.6666666667,-123.916666667,1
1062,,ayo,Ayomán,,,11,-69,1
1063,,bgn,Bugun,,,27.5,92.5833333333,1
1065,,cjo,Chichimeca-Jonaz,,,21.6666666667,-100.5,1
1066,,cln,Cholón,,,-8,-77.5,1
1067,,cri,Crimean Tatar,,,45,34.0833333333,1
1068,,edo,Edolo,,,-6.16666666667,142.666666667,1
1069,,esm,Esmeraldeño,,,0.333333333333,-79.8333333333,1
1070,,hem,Hemba,,,-6.25,27.1666666667,1
1071,,hol,Holoholo,,,-5.16666666667,29.9166666667,1
1072,,jbt,Jabutí,,,-12.25,-62.25,1
1073,,jin,Jino,,,22,101,1
1074,,jug,Jugli,,,27.5,96.3333333333,1
1075,,kll,Kaluli,,,-6.5,142.75,1
1076,,krj,Karadjeri,,,-19,122,1
1077,,kkw,Karankawa,,,28,-97,1
1078,,khi,Khinalug,,,41.1666666667,48.0833333333,1
1079,,kie,Kire,,,-4.25,144.75,1
1080,,kui,Kui (in India),,,20,83.5,1
1081,,lmb,Lamba,,,-13,28,1
1082,,mda,Mada (in Cameroon),,,10.8333333333,14.1666666667,1
1083,,mgi,Magi,,,-10.3333333333,149.333333333,1
1084,,mrs,Mairasi,,,-3.5,134,1
1085,,mkl,Maklew,,,-7.66666666667,139.416666667,1
1086,,mto,Malto,,,25,87.3333333333,1
1087,,mbl,Mbole,,,-0.666666666667,24.6666666667,1
1088,,moj,Mojave,,,34.6666666667,-114.583333333,1
1089,,oks,Oksapmin,,,-5.16666666667,142.166666667,1
1090,,ono,Ono,,,-6.16666666667,147.583333333,1
1091,,rga,Ronga,,,-26,32.5,1
1092,,rru,Runyoro-Rutooro,,,1.5,31.3333333333,1
1094,,spi,Spitian,,,32.25,78,1
1095,,tho,Thompson,,,49.75,-121.75,1
1096,,wag,Wagiman,,,-14,131.25,1
1097,,yqy,Yaqay,,,-6.58333333333,139.25,1
1098,,zpr,Zaparo,,,-2,-76.3333333333,1
1099,,aja,Aja,,,7.33333333333,25.6666666667,1
1100,,ama,Amara,,,-5.66666666667,148.5,1
1101,,aab,Arapesh (Abu),,,-3.45,142.95,1
1102,,bnk,Bankon,,,4.41666666667,9.58333333333,1
1103,,bia,Bila,,,1,28.75,1
1104,,boa,Boazi,,,-7,141.333333333,1
1105,,bui,Buli (in Indonesia),,,1,128.5,1
1106,,ctw,Catawba,,,35.5,-80.5,1
1107,,cho,Chontal (Highland),,,16.25,-95.75,1
1108,,cve,Chuave,,,-6.11666666667,145.116666667,1
1109,,chj,Chuj,,,15.9166666667,-91.5833333333,1
1110,,cin,Chumash (Ineseño),,,34.6666666667,-120.25,1
1111,,deu,Deuri,,,26,90.25,1
1112,,dhi,Dhivehi,,,4.16666666667,73.5,1
1113,,far,Faroese,,,62,-7,1
1114,,gwo,Gworok,,,9.91666666667,8.16666666667,1
1115,,han,Hani,,,23,103,1
1116,,heh,Hehe,,,-8,36,1
1117,,hmu,Huitoto (Muinane),,,-2.41666666667,-71,1
1118,,kbt,Kabatei,,,36.75,49.4166666667,1
1119,,kmw,Kamu,,,-13.5833333333,130.833333333,1
1120,,kod,Kodava,,,12.1666666667,76.8333333333,1
1125,,kwb,Kwerba,,,-2.25,138.5,1
1126,,leb,Lebeo,,,1.75,25,1
1127,,luc,Lucazi,,,-14,20,1
1129,,mdk,Mandinka,,,13,-15.6666666667,1
1130,,msh,Marshallese,,,7.11666666667,171.05,1
1131,,mbe,Mbere,,,-0.5,14,1
1132,,mnv,Minaveha,,,-9.6,150.466666667,1
1133,,mkh,Mongol (Khamnigan),,,49,117,1
1135,,nbk,Natügu,,,-10.7833333333,165.866666667,1
1136,,nnd,Nend,,,-5,144.916666667,1
1137,,one,One,,,-3.25,141.916666667,1
1138,,ord,Ordos,,,39,109,1
1139,,put,Paiute (Southern),,,37.8333333333,-113.333333333,1
1140,,pis,Pisa,,,-5.16666666667,139.166666667,1
1141,,rao,Rao,,,-4.75,144.5,1
1142,,smt,Sahaptin (Umatilla),,,45.6666666667,-118.5,1
1143,,skw,Shekhawati,,,28,75.5,1
1144,,tls,Talysh (Southern),,,37,49,1
1146,,tts,Tati (Southern),,,36,49.6666666667,1
1147,,tni,Tinani,,,32.3333333333,77.1666666667,1
1148,,tsz,Tsez,,,42.25,45.75,1
1149,,tai,Tuareg (Air),,,19,9,1
1150,,wor,Worora,,,-15.6666666667,124.666666667,1
1151,,yi,Nuosu,,,28.0,103.0,1
1152,,yir,Yir Yoront,,,-14.8333333333,141.833333333,1
1153,,ach,Aché,,,-25.25,-55.1666666667,1
1154,,aiz,Aizi,,,5.25,-4.5,1
2458,,ket,Ket,,,64,87,1
1155,,ayw,Ayiwo,,,-10.3333333333,166.25,1
1156,,bfi,Bafia,,,5,11.1666666667,1
1157,,baf,Bafut,,,6.25,9.91666666667,1
1158,,blz,Balanta,,,12.25,-15.3333333333,1
1160,,brb,Bariba,,,10,2.5,1
1161,,bkt,Brokskat,,,35.3333333333,76.5,1
1162,,bnu,Bularnu,,,-21,138,1
1163,,chy,Chayahuita,,,-5.5,-77,1
1164,,coe,Coeur d'Alene,,,47.25,-116.5,1
1165,,cui,Cuiba,,,6.5,-70,1
1166,,dul,Dulong,,,28,98.3333333333,1
1167,,emm,Emmi,,,-13.5,130,1
1168,,gnd,Ga'anda,,,10.3333333333,12.5833333333,1
1169,,gll,Galela,,,2.41666666667,128.333333333,1
1170,,guh,Guhu-Samane,,,-8,147.333333333,1
1171,,ido,Idoma,,,6.91666666667,7.5,1
1172,,idu,Idu,,,29.3333333333,95.8333333333,1
1173,,ixi,Ixil,,,15.5,-91,1
1174,,kby,Kabiyé,,,9.66666666667,1.16666666667,1
1176,,kmr,Kamoro,,,-4.33333333333,136,1
1177,,kyp,Kayapó,,,-9,-52,1
1178,,khw,Khowar,,,36,72,1
1179,,koh,Kohumono,,,6,8.11666666667,1
1180,,kyn,Koyukon,,,65,-155,1
1181,,kji,Kurmanji,,,38,42,1
1182,,lgi,Langi,,,-4.5,36,1
1183,,lrk,Larike,,,-3.75,127.916666667,1
1185,,lho,Lhomi,,,27.6666666667,87.4166666667,1
1186,,lun,Lungchang,,,27.5,96.4166666667,1
1187,,ma,Ma,,,3.5,28,1
1190,,mke,Mekeo,,,-8.33333333333,146.5,1
1191,,mxm,Mixtec (Molinos),,,17,-97.5833333333,1
1192,,muu,Mundurukú,,,-7,-58,1
1193,,ngj,Ngadjumaja,,,-32.3333333333,123.833333333,1
1194,,ngu,Nguna,,,-16.9166666667,168.5,1
1195,,nyk,Nyamkad,,,32,78.5,1
1196,,ory,Orya,,,-2.75,139.833333333,1
1197,,ptw,Patwin,,,39,-122.333333333,1
1122,,kjo,Konjo,,,-5.46666666667,120.333333333,2
1134,,mri,Moraori,,,-8.58333333333,140.666666667,2
1188,,mch,Machiguenga,,,-12,-72.6666666667,2
1184,,leg,Lega,,,-2.83333333333,27.1666666667,2
1201,,svk,Slovak,,,49,20,1
1202,,tap,Taiap,,,-4.08333333333,144.5,1
1203,,tks,Teke (Southern),,,-2.33333333333,14.5,1
1204,,tiv,Tiv,,,7.5,9,1
1205,,tsa,Tsakhur,,,41.6666666667,47.1666666667,1
1206,,wdo,Western Desert (Ooldea),,,-30.5,132,1
1207,,wir,Wirangu,,,-32,134,1
1208,,wom,Womo,,,-2.91666666667,141.833333333,1
1210,,ald,Alladian,,,5.16666666667,-4.33333333333,1
1212,,bac,Bachamal,,,-13.1666666667,130.166666667,1
1213,,bgv,Bagvalal,,,42.5833333333,46.1666666667,1
1214,,bki,Bakairí,,,-14,-55,1
1215,,brd,Bardi,,,-16.5833333333,122.916666667,1
1216,,bee,Beembe,,,-3.91666666667,14.0833333333,1
1217,,biu,Bisu,,,19.75,100,1
1218,,bob,Bobangi,,,-1.33333333333,17.3333333333,1
1220,,brw,Bru (Western),,,16.75,104.75,1
1221,,cad,Caddo,,,33.3333333333,-93.5,1
1222,,cqt,Chiquitano,,,-17.5,-60,1
1223,,coa,Coahuilteco,,,28,-100,1
1224,,dad,Dadibi,,,-6.55,144.583333333,1
1225,,ddf,Daju (Dar Fur),,,12.25,25.25,1
1226,,dnw,Dangaléat (Western),,,12.1666666667,18.3333333333,1
1227,,dar,Darai,,,24,84,1
1228,,det,Deti,,,-20.5,24.5,1
1229,,dts,Toro So,,,14.4166666667,-3.25,1
1230,,ega,Ega,,,5.5,-5.5,1
1231,,fuz,Fuzhou,,,26,119.5,1
1232,,gla,Gelao,,,22.9166666667,105.5,1
1233,,gol,Gola,,,7.25,-10.8333333333,1
1234,,gto,Guató,,,-17,-58,1
1235,,had,Hadza,,,-3.75,35.1666666667,1
1236,,hba,Hebrew (Modern Ashkenazic),,,31.75,35.1666666667,1
1237,,ird,Irish (Donegal),,,55,-8,1
1238,,iso,Isoko,,,5.5,6.25,1
1240,,jpr,Japreria,,,10.5,-73,1
1241,,jom,Jomang,,,10.5833333333,30.5,1
1209,,wuc,Wu,,,31.6666666667,119.916666667,1
1243,,kyr,Karkar-Yuri,,,-3.75,141.083333333,1
1244,,ktc,Katcha,,,10.8333333333,29.6666666667,1
1245,,ked,Kedang,,,-8.25,123.75,1
1246,,kga,Kinga,,,-9,34,1
1247,,kss,Kisi (Southern),,,8.5,-10.25,1
1248,,kpa,Kpan,,,7.58333333333,10.1666666667,1
1250,,lkk,Lakkia,,,24.0833333333,110.166666667,1
1251,,lam,Lamé,,,9,14.5,1
1252,,laz,Laz,,,41.5,41.5,1
1253,,lua,Lua,,,9.75,17.75,1
1254,,mya,Ma'ya,,,-1.25,130.916666667,1
1256,,mgk,Mungaka,,,5.91666666667,10,1
1257,,nal,Nalik,,,-2.95,151.333333333,1
1258,,nne,Nengone,,,-21.5,168,1
1259,,nkt,Nyah Kur (Tha Pong),,,15.6666666667,101.666666667,1
1260,,nyg,Nyangi,,,3.41666666667,33.5833333333,1
1261,,ogb,Ogbia,,,4.66666666667,6.25,1
1262,,puk,Parauk,,,23.25,99.5,1
1263,,phl,Phlong,,,15,99,1
1264,,poa,Po-Ai,,,-20.6666666667,164.833333333,1
1265,,psj,Popoloca (San Juan Atzingo),,,18.1666666667,-96.4166666667,1
1266,,pun,Pungupungu,,,-13.5,130.416666667,1
1267,,rwa,Rawa,,,-5.83333333333,146,1
1268,,rka,Romani (Kalderash),,,45,21,1
1269,,rsc,Romansch (Scharans),,,46.75,9.5,1
1270,,rtk,Rotokas,,,-6,155.166666667,1
1271,,scs,Saami (Central-South),,,64.6666666667,16.75,1
1272,,svs,Savosavo,,,-9.13333333333,159.8,1
1273,,sme,Seme,,,11,-4.91666666667,1
1198,,sab,Sa'ban,,,3.66666666667,115.666666667,2
1255,,mua,Makua,,,-15,38.6666666667,2
1280,,tza,Tzeltal (Aguacatenango),,,16.4166666667,-92.5,1
1282,,umb,UMbundu,,,-12.5,15,1
1283,,ven,Venda,,,-22,30,1
1284,,wai,Wai Wai,,,1,-59,1
1285,,wnt,Wantoat,,,-6.16666666667,146.5,1
1288,,zaz,Zazaki,,,39,41,1
1289,,acn,Achang,,,25,98.5,1
1291,,akw,Akawaio,,,6,-59.5,1
1292,,aea,Aleut (Eastern),,,54.75,-164,1
1293,,amx,Anamuxra,,,-4.66666666667,145,1
1295,,bas,Basaá,,,3.91666666667,10.5,1
1296,,bem,Bemba,,,-10,28.25,1
1297,,bon,Bongu,,,-5.5,145.916666667,1
1299,,cap,Capanahua,,,-7,-74,1
1301,,daw,Dâw,,,-0.25,-67.0833333333,1
1302,,day,Day,,,8.75,17.8333333333,1
1303,,djn,Djinang,,,-12.3333333333,134.833333333,1
1304,,fef,Fe'fe',,,5.25,10.1666666667,1
1305,,fon,Fongbe,,,6.41666666667,2.16666666667,1
1306,,hhu,Hanga Hundi,,,-3.83333333333,142.916666667,1
1307,,itz,Itzaj,,,17,-89.8333333333,1
1308,,jel,Jeli,,,9.5,-5.66666666667,1
1310,,kef,Kefa,,,7.25,36.25,1
1311,,kil,Kiluba,,,-8,26,1
1312,,ktk,Kotoko,,,11.3333333333,15.3333333333,1
1313,,lu,Lü,,,22,100.666666667,1
1315,,mtb,Matuumbi,,,-8.5,39,1
1316,,mus,Mussau,,,-1.45,149.616666667,1
1317,,nah,Nahali,,,19.75,77.8333333333,1
1318,,nap,Neo-Aramaic (Persian Azerbaijan),,,38,47,1
1319,,ngg,Ngan'gityemerri,,,-14.25,130.416666667,1
1320,,ngw,Ngawun,,,-19,141.5,1
1322,,nse,Nsenga,,,-14.5,30.8333333333,1
1323,,nyn,Nyigina,,,-18,124.333333333,1
1324,,omh,Omaha,,,42,-97.25,1
1325,,orm,Ormuri,,,32.5,69.75,1
1326,,pam,Pame,,,22,-99.5,1
1327,,rsu,Romansch (Sursilvan),,,46.6666666667,8.83333333333,1
1328,,ron,Ron,,,9,8.75,1
1329,,snd,Senadi,,,9.5,-6.25,1
1330,,shb,Shabo,,,7.58333333333,35.4166666667,1
1331,,snn,Soninke,,,15,-10.5,1
1332,,tik,Tikar,,,5.83333333333,11.6666666667,1
1333,,wrs,Waris,,,-3.16666666667,141,1
1334,,wth,Wathawurrung,,,-38,144,1
1335,,wau,Waunana,,,4,-77,1
1336,,xam,/Xam,,,-31,21,1
1337,,xav,Xavánte,,,-15,-52.5,1
1338,,xok,Xokleng,,,-24.5,-50,1
1339,,yam,Yaminahua,,,-8,-73,1
1340,,adn,Adynyamathanha,,,-30.5,139.5,1
1341,,ann,Anindilyakwa,,,-14,136.5,1
1342,,bbl,Babole,,,1.08333333333,17.25,1
1343,,bku,Bakueri,,,4.25,9.25,1
1344,,byu,Bandjalang (Yugumbir),,,-27.9166666667,153,1
1345,,bbu,Barambu,,,3.5,27,1
1347,,bry,Baruya,,,-6.91666666667,145.916666667,1
1348,,bis,Bisa,,,11.5,-0.5,1
1349,,cac,Cacua,,,1.08333333333,-70,1
1314,,mag,Magar,,,28,83,2
1286,,wps,Wapishana,,,2.66666666667,-60,2
1290,,aik,Aikaná,,,-12.6666666667,-60.6666666667,2
1321,,ngb,Ngbaka (Minagende),,,3.5,20,2
1352,,gaa,Gaagudju,,,-12.5833333333,132.833333333,1
1353,,ige,Igede,,,7,8.16666666667,1
1354,,iwm,Iwam,,,-4.33333333333,142,1
1355,,jeh,Jeh,,,15.1666666667,107.833333333,1
1356,,kek,K'ekchí,,,16,-89.8333333333,1
1357,,kac,Kachari,,,26.5,91,1
1358,,kae,Kaki Ae,,,-8,145.833333333,1
1359,,kte,Kete,,,-7,22.8333333333,1
1360,,kul,Kullo,,,6.75,37.0833333333,1
1361,,kyq,Kyuquot,,,50.1666666667,-127.166666667,1
1362,,mkg,Mandinka (Gambian),,,13.4166666667,-16,1
1363,,max,Maxakalí,,,-18,-40,1
1365,,mtp,Mixe (Totontepec),,,17.25,-96,1
1366,,msm,Musom,,,-6.58333333333,147,1
1367,,nya,Nyawaygi,,,-19,146.166666667,1
1368,,ras,Rashad,,,11.8333333333,31.05,1
1369,,sob,Sobei,,,-1.91666666667,138.75,1
1370,,srb,Sorbian,,,51.5,14,1
1372,,trm,Tirmaga,,,5.75,35.25,1
1373,,toa,Toaripi,,,-8.33333333333,146.25,1
1374,,tke,Tokelauan,,,-9,-172,1
1375,,toz,Tonga (in Zambia),,,-17,27,1
1376,,trw,Torwali,,,34.25,72,1
1377,,wed,Wedau,,,-10.1666666667,150.166666667,1
1378,,ywr,Yawuru,,,-18,122.5,1
1379,,yey,Yeyi,,,-20,23.5,1
1380,,afr,Afrikaans,,,-31,22,1
1381,,agh,Aghem,,,6.66666666667,10,1
1382,,aht,Ahtna,,,62,-145,1
1383,,ble,Baule,,,7,-5,1
1384,,bni,Bini,,,6.41666666667,5.83333333333,1
1385,,bnb,Bunuba,,,-17.75,125.75,1
1387,,cld,Chaldean (Modern),,,36,43,1
1388,,deg,Degema,,,4.75,6.75,1
1389,,dgo,Dongo,,,3,30,1
1390,,dmk,Domaaki,,,36.1666666667,74,1
1391,,eya,Eyak,,,60.5,-145,1
1392,,gnn,Gunin,,,-14.25,126.666666667,1
1393,,grg,Gurr-goni,,,-12.25,134.416666667,1
1394,,hei,Heiltsuk,,,52,-127.5,1
1395,,isa,I'saka,,,-2.83333333333,141.283333333,1
1396,,jia,Jiarong,,,31.5,102,1
1397,,kly,Kala Lagaw Ya,,,-10.1166666667,142.116666667,1
1398,,kba,Kamba,,,-1.5,38,1
1399,,khk,Khakas,,,53,90,1
1400,,knw,Konkow,,,39.5,-121.5,1
1401,,kot,Kota,,,11.5,77.1666666667,1
1402,,kuu,Kuuku Ya'u,,,-12.5833333333,143.083333333,1
1403,,ldo,Londo,,,5,9.16666666667,1
1404,,lus,Lushootseed,,,48,-122,1
1405,,mle,Maale,,,6,36.9166666667,1
1406,,msk,Masakin,,,10.6666666667,30,1
1407,,mtt,Massachusett,,,42.5,-71,1
1408,,mzh,Mazatec (Huautla),,,18.25,-96.8333333333,1
1409,,mki,Mikasuki,,,32,-85,1
1410,,mof,Mofu-Gudur,,,10.5,14,1
1411,,mgo,Mongo,,,0,21,1
1412,,mdg,Mundang,,,9.66666666667,14.5,1
1413,,nnk,Nankina,,,-5.78333333333,146.45,1
1414,,nkb,Ngalkbun,,,-13.5,134.833333333,1
1415,,nob,Nobiin,,,21,31,1
1416,,pac,Pacoh,,,16.4166666667,107.083333333,1
1419,,qco,Quechua (Cochabamba),,,-17.5,-66,1
1420,,ror,Roro,,,-8.75,146.583333333,1
1421,,sle,Samba Leko,,,8.5,12.5,1
1422,,sav,Savi,,,35,71.5,1
1423,,soq,Soqotri,,,12.5,54,1
1424,,stn,Sotho (Northern),,,-24,29,1
1425,,tbw,Tabwa,,,-8,29.5,1
1426,,taf,Taiof,,,-5.53333333333,154.633333333,1
1364,,mdo,Mbodomo,,,4.5,15.5,2
1432,,vaf,Vafsi,,,34.6666666667,49.9166666667,1
1433,,wan,Wangkumara,,,-27.3333333333,143,1
1434,,yah,Yahgan,,,-55,-68,1
1436,,ady,Adyghe (Abzakh),,,45.2333333333,40.5833333333,1
1437,,all,Ala'ala,,,-8.91666666667,146.75,1
1438,,ant,Angaataha,,,-7.21666666667,146.25,1
1439,,awe,Arrernte (Western),,,-24,132.5,1
1442,,bid,Bidiya,,,11.9166666667,18.75,1
1443,,bin,Binandere,,,-8.25,148,1
1444,,cck,Chickasaw,,,34,-88,1
1445,,cof,Cofán,,,0.166666666667,-77.1666666667,1
1446,,cmx,Comox,,,50.1666666667,-125,1
1448,,dhr,Dhargari,,,-23.75,114.916666667,1
1449,,dms,Dimasa,,,25.5,93,1
1450,,dja,Djabugay,,,-16.75,145.583333333,1
1451,,dua,Duala,,,4,9.41666666667,1
1452,,eja,Ejagham,,,5.41666666667,8.66666666667,1
1454,,ghb,Guahibo,,,5,-69,1
1455,,ggu,Gureng Gureng,,,-25.25,151,1
1456,,kal,Kalami,,,35.5,72.5,1
1457,,kpw,Karen (Pwo),,,13,99.1666666667,1
1458,,kat,Kâte,,,-6.5,147.75,1
1459,,kkn,Konkani,,,15.25,74,1
1460,,kmn,Kuman,,,-5.91666666667,145,1
1461,,kum,Kumauni,,,30,80,1
1462,,kur,Kurukh,,,22.8333333333,85.5,1
1463,,lac,Lacandón,,,17,-91.5,1
1464,,lew,Lewo,,,-16.75,168.333333333,1
1465,,lou,Lou,,,-2.38333333333,147.316666667,1
1467,,mrh,Marrithiyel,,,-13.8333333333,130,1
1468,,myr,Matsés,,,-5.41666666667,-73.25,1
1469,,msc,Muisca,,,5,-74,1
1470,,mur,Mursi,,,5.58333333333,36.0833333333,1
1471,,nze,Naga (Zeme),,,25.1666666667,93.5,1
1472,,nat,Natchez,,,31.75,-91.3333333333,1
1473,,ndu,Ndumu,,,-1.66666666667,13.5833333333,1
1474,,neh,Nehan,,,-4.5,154.2,1
1475,,nog,Noghay,,,44,46,1
1476,,nku,Nubian (Kunuz),,,23,33,1
1418,,pnu,Bunu (Younuo),,,24,107,1
1477,,pod,Podoko,,,11,14.0833333333,1
1478,,sgu,Sangu,,,-1.5,11.8333333333,1
1479,,smn,Seminole,,,33,-84,1
1480,,sha,Shan,,,22,98,1
1481,,sht,Shatt,,,10.8333333333,30,1
1482,,she,Sherpa,,,27.75,86.8333333333,1
1483,,sir,Siar,,,-4.66666666667,152.916666667,1
1484,,sud,Sudest,,,-11.5,153.45,1
1485,,trr,Tairora,,,-6.5,146,1
1486,,tao,Tarao,,,24.25,94.1666666667,1
1488,,tig,Tigrinya,,,14.5,38.5,1
1490,,tbt,Tobati,,,-2.58333333333,140.666666667,1
1491,,tgn,Tugun,,,-7.71666666667,126.75,1
1492,,uzn,Uzbek (Northern),,,40.6666666667,66.5,1
1493,,vot,Votic,,,59.5,30,1
1494,,adz,Adzera,,,-6.25,146.25,1
1495,,amz,Amuzgo,,,16.8333333333,-98,1
1496,,avo,Avokaya,,,4.66666666667,30,1
1497,,azi,Azari (Iranian),,,37.5,47,1
1498,,bus,Busa,,,9.66666666667,4,1
1499,,cas,Cashibo,,,-8.5,-75.5,1
1500,,cav,Cavineña,,,-13.3333333333,-66.5,1
1501,,cil,CiLuba,,,-6,22,1
1427,,thu,Thulung,,,27.4166666667,86.5,2
1505,,gmb,Guambiano,,,2.5,-76.6666666667,1
1506,,gnb,Gunbalang,,,-12,134,1
1507,,iwa,Iwaidja,,,-11.5,132.666666667,1
1508,,jar,Jarawa (in Nigeria),,,9.5,10.5,1
1510,,kel,Kele,,,-2.08333333333,147.083333333,1
1511,,ksa,Keresan (Santa Ana),,,35.4166666667,-106.666666667,1
1512,,kir,Kirma,,,10.25,-4.83333333333,1
1513,,lml,Limilngan,,,-12.5,131.916666667,1
1514,,myn,Ma'anyan,,,-2,115,1
1515,,mmv,Mamvu,,,3.25,29,1
1516,,maz,Mazahua,,,19.4166666667,-99.9166666667,1
1517,,mek,Mekens,,,-12.5,-61.5,1
1518,,mer,Meryam Mir,,,-9.91666666667,144.083333333,1
1519,,mpu,Mpur,,,-0.75,133.25,1
1520,,nax,Naxi,,,27.5,100,1
1521,,omi,Ömie,,,-9.05,148.083333333,1
1522,,ong,Onge,,,10.75,92.4166666667,1
1523,,ori,Orig,,,12.1666666667,30.8333333333,1
1524,,pnr,Panare,,,6.5,-66,1
1525,,pum,Pumi,,,28,101,1
1526,,sta,Santa,,,31.5,107.5,1
1527,,sap,Sapuan,,,15.1666666667,106.833333333,1
1528,,sia,Siane,,,-6.08333333333,145.2,1
1529,,sdh,Sindhi,,,26,69,1
1530,,sgb,Sougb,,,-1.5,134,1
1531,,sus,Susu,,,10,-13,1
1532,,swt,Swati,,,-26.5,31,1
1533,,thy,Kuuk Thaayorre,,,-14.5833333333,141.833333333,1
1534,,tmc,Timucua,,,30.25,-82.5,1
1535,,tpa,Totonac (Papantla),,,20.3333333333,-97.3333333333,1
1536,,wrm,Warembori,,,-1.66666666667,137.583333333,1
1537,,bvi,Bali-Vitu,,,-4.9,149.116666667,1
1538,,bzi,Bauzi,,,-2.5,137.5,1
1539,,bet,Bété,,,6.25,-6.25,1
1540,,chx,Chontal (Huamelultec Oaxaca),,,16,-95.75,1
1541,,cro,Crow,,,47,-108,1
1542,,drm,Darma,,,30,79.75,1
1543,,dim,Dime,,,6.16666666667,36.25,1
1544,,ene,Enets,,,67.5,86.5,1
1545,,gam,Gamo,,,6.66666666667,37.25,1
1546,,gap,Gapapaiwa,,,-9.75,149.833333333,1
1548,,gel,Gela,,,-9.08333333333,160.25,1
1549,,git,Gitksan,,,55.3333333333,-127.75,1
1551,,iau,Iau,,,-3.16666666667,137.5,1
1552,,ken,Kenga,,,12,18,1
1553,,kje,Koreguaje,,,1,-75.5,1
1554,,lmh,Lamaholot,,,-8.25,122.916666667,1
1555,,mts,Matis,,,-4.41666666667,-70.25,1
1556,,mbi,Mbili,,,6.11666666667,10.2,1
1502,,dha,Dhaasanac,,,4.66666666667,36.3333333333,1
1557,,mco,Mixe (Coatlán),,,16.9166666667,-95.6666666667,1
1558,,mov,Movima,,,-13.8333333333,-65.6666666667,1
1559,,nad,Nadëb,,,-1,-66.5,1
1560,,nag,Nagatman,,,-3.75,141.5,1
1561,,nim,Nimboran,,,-2.5,140.166666667,1
1562,,nsn,Nisenan,,,39,-121,1
1563,,nza,Nzakara,,,5,23,1
1564,,oya,Oriya,,,21,85,1
1565,,osa,Osage,,,37,-94,1
1566,,plg,Palaung,,,22.6666666667,96.6666666667,1
1567,,pre,Pare,,,-4,36.5,1
1568,,pat,Patep,,,-6.91666666667,146.583333333,1
1569,,rov,Roviana,,,-8.25,157.333333333,1
1570,,stl,Santali,,,24.5,87,1
1571,,teh,Tehuelche,,,-48,-68,1
1572,,tny,Tenyer,,,10.6666666667,-4.5,1
1573,,tgl,Tshangla,,,27.8333333333,92.1666666667,1
1574,,tte,Tutelo,,,37.6666666667,-78.75,1
1575,,tuy,Tuyuca,,,0.5,-70.0833333333,1
1576,,udi,Udi,,,41,48,1
1577,,usr,Usarufa,,,-6.41666666667,145.583333333,1
1578,,yal,Yale (Kosarek),,,-4.08333333333,139.5,1
1579,,yan,Yana,,,40.5,-122,1
1547,,gbk,Gbaya (Northwest),,,6,15,2
1583,,apw,Apache (Western),,,33.75,-110,1
1584,,ams,Arabic (Modern Standard),,,25,42,1
1585,,awa,Awa,,,-6.66666666667,145.75,1
1586,,blt,Balti,,,35,76,1
1587,,bnn,Banoni,,,-6.41666666667,155.25,1
1588,,bsh,Bushoong,,,-4.5,21.5,1
1589,,can,Candoshi,,,-4.16666666667,-77,1
1590,,cku,Chinook (Upper),,,45.62,-121.16,1
1592,,dom,Domari,,,32,35,1
1593,,gah,Gahuku,,,-6,145.416666667,1
1594,,gug,Gugada,,,-30,134,1
1595,,gku,Gününa Küne,,,-41,-67,1
1596,,hya,Haya,,,-2,31.5,1
1597,,hid,Hidatsa,,,47,-102.5,1
1598,,ho,Ho,,,22,86,1
1599,,idn,Iduna,,,-9.33333333333,150.25,1
1600,,ila,Ila,,,-15.5833333333,26.5,1
1601,,klq,Kalam,,,-5.25,144.583333333,1
1602,,khr,Kharia,,,22.5,84.3333333333,1
1603,,knn,Kinnauri,,,31.5,78,1
1604,,kta,Koita,,,-9.33333333333,147.083333333,1
1605,,kop,Komi-Permyak,,,59.5,54.5,1
1606,,kni,Konni,,,10.25,-1.58333333333,1
1607,,lag,Lagwan,,,11.5,14.8333333333,1
1608,,mla,Mambila,,,6.75,11.5,1
