pk,jsondata,id,name,description,markup_description,latitude,longitude,version
441,,rng,Rengao,,,14.5833333333,107.833333333,1
442,,rnn,Rennellese,,,-11.6166666667,160.25,1
517,,blq,Bole,,,11.3333333333,11.25,1
430,,ppc,Piapoco,,,4,-69.5,2
404,,moc,Moca,,,7.58333333333,35.5,2
447,,shd,Sherdukpen,,,27,92.5,1
448,,sri,Siriano,,,0.75,-70.1666666667,1
449,,slv,Slavey,,,60,-120,1
450,,sge,Songe,,,-6.83333333333,22,1
451,,srl,Sorbian (Lower),,,51.75,14.3333333333,1
452,,ssl,South Korean Sign Language,,,37,128,1
453,,svt,Svenska Teckenspråket,,,59,15,1
454,,tbs,Tabassaran,,,41.8333333333,47.9166666667,1
455,,tzi,Taiwanese Sign Language (Ziran Shouyu),,,24,121,1
456,,taz,Talysh (Azerbaijan),,,38.75,48.6666666667,1
457,,tnj,Tanaina,,,62,-150,1
458,,tnl,Tanana (Lower),,,65,-150,1
459,,tsl,Tanzania Sign Language,,,-6,35,1
460,,tpt,Tapieté,,,-19.75,-61.6666666667,1
461,,toy,Tasmanian (Oyster Bay to Pitwater),,,-42.5,147.75,1
462,,tmu,Tat (Muslim),,,41.25,48.75,1
463,,tty,Tatuyo,,,0.416666666667,-70.5,1
464,,trg,Tewa (Rio Grande),,,36.25,-106.166666667,1
465,,tsj,Tewa (San Juan Pueblo),,,36.0833333333,-106.083333333,1
466,,ths,Thai Sign Language,,,15,101,1
467,,tbe,Tigré (Beni Amer),,,15.5,38,1
468,,tws,Tiwa (Southern),,,35,-106.333333333,1
469,,tda,Toda,,,11.4166666667,76.75,1
470,,tof,Tofa,,,53.75,98,1
471,,tos,Totonac (Sierra),,,19.9166666667,-97.4166666667,1
472,,trc,Trique (Chicahuaxtla),,,17.1666666667,-97.8333333333,1
473,,tub,Tubar,,,27,-108,1
474,,tui,Türk Isaret Dili,,,39,34,1
475,,tut,Tutchone (Northern),,,63,-137,1
476,,tze,Tzeltal,,,16.8333333333,-92.25,1
478,,tzt,Tzeltal (Tenejapa),,,16.6666666667,-92.3333333333,1
480,,ugs,Ugandan Sign Language,,,1,32.5,1
481,,uri,Urim,,,-3.58333333333,142.666666667,1
482,,ved,Vedda,,,7,81,1
483,,vla,Vlaamse Gebarentaal,,,51,4,1
485,,xar,Xârâcùù,,,-21.6666666667,166,1
486,,yak,Yaka,,,-7,17.5,1
488,,yrr,Yaruro,,,7,-68,1
489,,yms,Yemsa,,,7.83333333333,37.3333333333,1
490,,ydd,Yiddish,,,52,23,1
491,,yyo,Yorta Yorta,,,-36,146,1
492,,yrt,Yuruti,,,1,-70.4166666667,1
493,,zaj,Zapotec (Juárez),,,17.5,-96.5833333333,1
494,,zam,Zapotec (Mixtepec),,,16.3333333333,-96.3333333333,1
495,,zzo,Zapotec (Zoogocho),,,17.25,-96.25,1
496,,zfl,Zoque (Francisco León),,,17.3333333333,-93.25,1
497,,alc,Allentiac,,,-31,-68,1
498,,aso,Altai (Southern),,,51,87,1
499,,alu,Alutor,,,61,165,1
500,,anu,Anufo,,,10.0833333333,0.25,1
501,,apj,Apache (Jicarilla),,,36.5833333333,-104,1
502,,ahs,Arabic (Bani-Hassan),,,20,-10,1
503,,arh,Arabic (Hijazi),,,26,38,1
504,,ako,Arabic (Kormakiti),,,35.25,33.5,1
505,,anl,Arabic (North Levantine Spoken),,,33.75,36,1
506,,ark,Araki,,,-15.6666666667,166.916666667,1
508,,aho,Arapaho,,,40,-103,1
509,,blj,Baale,,,6.5,34.5,1
510,,bkn,Bakundu,,,4.83333333333,9.33333333333,1
511,,bnl,Banggarla,,,-32,137,1
513,,bga,Benga,,,1.16666666667,9.41666666667,1
514,,bim,Bima,,,-8.5,118.5,1
516,,boi,Boiken,,,-3.5,143.5,1
524,,den,Dení,,,-6,-67,1
525,,dge,Deutsche Gebärdensprache,,,52,11,1
526,,dng,Ding,,,-4.33333333333,19.5,1
527,,eip,Eipo,,,-4.33333333333,140.083333333,1
528,,frw,Frisian (Western),,,53,6,1
529,,fgu,Fula (Guinean),,,11.5,-12.5,1
530,,gad,Gade,,,8.66666666667,7.41666666667,1
531,,glc,Galician,,,43,-8,1
532,,grs,Garus,,,-4.95,145.666666667,1
533,,goj,Gojri,,,32.75,76.25,1
534,,gre,Greenlandic (East),,,65,-40,1
535,,gno,Guanano,,,0.833333333333,-69.5,1
536,,gdf,Guduf,,,11.2333333333,13.8,1
537,,gny,Gunya,,,-26.5,146.5,1
538,,hln,Halang,,,14.5,107.5,1
539,,har,Haruai,,,-5.08333333333,144.166666667,1
540,,inu,Iñupiaq,,,67,-161,1
541,,irm,Irish (Munster),,,52.5,-9,1
542,,isi,Isirawa,,,-1.83333333333,138.5,1
543,,jmm,Jamamadi,,,-7.5,-67,1
545,,kaw,Kaiwá,,,-23,-55,1
546,,kap,Kela (Apoze),,,-7.41666666667,147.083333333,1
547,,kkr,Kirikiri,,,-3,137.166666667,1
548,,kow,Ko (Winye),,,11.8666666667,-2.91666666667,1
549,,kda,Konda,,,19.5,83,1
550,,knu,Konua,,,-5.83333333333,154.833333333,1
551,,ktt,Kott,,,57,94,1
553,,lla,Lamu-Lamu,,,-14.8333333333,144.5,1
555,,luy,Luyia,,,0.416666666667,34.5,1
557,,mrq,Marquesan,,,-8.91666666667,-140.083333333,1
558,,myo,Mayo,,,26,-108,1
559,,mhk,Mehek,,,-3.75,142.5,1
560,,meb,Melayu Betawi,,,-6.5,107,1
561,,mig,Migama,,,12.1666666667,19.8333333333,1
562,,mxt,Mixtec (Ayutla),,,16.9166666667,-99.1666666667,1
563,,liv,Liv,,,56.8333333333,24,1
564,,mja,Mixtec (Jamiltepec),,,16.25,-97.8333333333,1
565,,mko,Mokilko,,,11.9166666667,18.0833333333,1
568,,mrk,Murik,,,-3.83333333333,144.25,1
569,,nsz,Nahuatl (Sierra de Zacapoaxtla),,,19.5833333333,-97.3333333333,1
570,,nsy,Neo-Aramaic (Assyrian),,,36,41,1
571,,ndi,Ngbandi,,,3.75,22,1
572,,nro,Nharo,,,-22.3333333333,20.5,1
574,,nub,Nubi,,,0.666666666667,32.0833333333,1
576,,nyl,Nyelâyu,,,-20.3333333333,164.333333333,1
577,,ore,Orejón,,,-2.83333333333,-72.5,1
578,,oto,Oto,,,40.5,-96,1
579,,ots,Otomí (Sierra),,,20.6666666667,-98.8333333333,1
580,,otr,Otoro,,,11.1666666667,30.5,1
581,,pag,Pagu,,,1.25,127.75,1
583,,plb,Polabian,,,51,12.8333333333,1
584,,plp,Pulopetak,,,1.41666666667,109.833333333,1
585,,qta,Quechua (Tarma),,,-11.4166666667,-75.75,1
586,,rej,Rejang,,,-3.41666666667,102.5,1
587,,rnr,Romani (North Russian),,,60,38,1
588,,rmc,Romansch,,,46.6666666667,9.16666666667,1
589,,rsm,Romansch (Surmeiran),,,46.5833333333,9.75,1
590,,rcp,Russian-Chinese Pidgin (Birobidjan),,,48.8,132.95,1
592,,sss,Salish (Samish Straits),,,48.5833333333,-122.583333333,1
1580,,yaw,Yawa,,,-1.75,136.25,1
573,,nom,Nomatsiguenga,,,-11.6666666667,-74.5,2
575,,nng,Nyanga,,,-1.25,28.1666666667,2
606,,tmm,Tamabo,,,-15.6666666667,167.166666667,1
607,,tht,Tehit,,,-1.5,132,1
609,,tew,Tewa (Arizona),,,35.8333333333,-110.416666667,1
610,,thp,Thaypan,,,-14.8333333333,143.166666667,1
611,,tse,Timorese,,,-9.66666666667,124.5,1
617,,wll,Wallisian,,,-13.3,-176.2,1
618,,wyn,Wayana,,,3.25,-54.1666666667,1
619,,xer,Xerénte,,,-10,-48.1666666667,1
620,,xun,!Xun (Ekoka),,,-19.6666666667,18,1
621,,ykm,Yakoma,,,4.41666666667,18.4166666667,1
622,,yil,Yil,,,-3.53333333333,142.15,1
623,,yki,Yuki,,,39.6666666667,-123.5,1
624,,yna,Yupik (Naukan),,,66,-172,1
625,,ysi,Yupik (Sirenik),,,64.5,-174,1
627,,jum,Júma,,,-7.5,-64,1
628,,abd,Abidji,,,5.66666666667,-4.58333333333,1
630,,ape,Ampeeli,,,-6.75,146.083333333,1
631,,ago,Angolar,,,0.25,6.5,1
632,,apc,Apache (Chiricahua),,,33.25,-108,1
633,,abe,Arabic (Beirut),,,33.9166666667,35.5,1
634,,ael,Arabic (Eastern Libyan),,,32,22,1
635,,arv,Arabic (Negev),,,30.5,34.75,1
636,,ars,Arabic (San'ani),,,16,44,1
637,,akr,Arikara,,,45.5,-100.5,1
638,,awd,Awadhi,,,27.5,81.5,1
639,,awi,Aekyom,,,-5.75,141.416666667,1
640,,bhn,Bahinemo,,,-4.58333333333,142.833333333,1
644,,bna,Banawá,,,-7,-65,1
646,,bqi,Basque (Basaburua and Imoz),,,43,-1.66666666667,1
647,,bqb,Basque (Bidasoa Valley),,,43,-3.83333333333,1
648,,bqg,Basque (Gernica),,,43.3333333333,-3,1
649,,bqh,Basque (Hondarribia),,,42.5,-3,1
650,,bql,Basque (Lekeitio),,,43,-2.5,1
651,,bqn,Basque (Northern High Navarrese),,,43.3333333333,-2.5,1
652,,bqo,Basque (Oñati),,,42.5,-3.5,1
653,,bqr,Basque (Roncalese),,,43,-2,1
654,,bqs,Basque (Sakana),,,42.5,-2,1
655,,bso,Basque (Souletin),,,43.5,-1.5,1
656,,bqz,Basque (Zeberio),,,42,-3,1
658,,bhi,Bhili,,,22,73,1
659,,bnm,Binumarien,,,-6.28333333333,146.083333333,1
660,,bgl,Buglere,,,8.5,-81.25,1
662,,bmr,Burum,,,-6.5,147.333333333,1
663,,crj,Carijona,,,1,-73,1
664,,crq,Carrier,,,53.75,-123.5,1
665,,coi,Chortí,,,14.8333333333,-89.25,1
666,,cum,Chumburung,,,7.75,0.25,1
608,,trn,Terêna,,,-20,-56,2
669,,cup,Cupeño,,,33.1666666667,-116.5,1
670,,dbd,Dabida,,,-4,38.6666666667,1
671,,dhu,Dhurga,,,-35.6666666667,150,1
672,,dou,Doutai,,,-3.33333333333,138.166666667,1
674,,dym,Dyimini,,,8.41666666667,-4.41666666667,1
675,,ena,Enga,,,-5.5,143.666666667,1
676,,ess,Esselen,,,36.25,-121.75,1
677,,fma,Fula (Mauritanian),,,16.5,-13.75,1
678,,glp,Gaalpu,,,-12.6666666667,136.75,1
680,,gor,Gorowa,,,-4.5,36.5,1
681,,gun,Gunu,,,4.58333333333,11.25,1
682,,hno,Haida (Northern),,,54,-132.5,1
683,,hlb,Halbi,,,21,81,1
684,,hoa,Hoava,,,-8.08333333333,157.5,1
685,,hok,Min (Southern),,,25,118,1
687,,iat,Iatmul,,,-4.25,143.25,1
688,,iql,Inuktitut (Quebec-Labrador),,,62,-73,1
689,,ins,Inuktitut (Salluit),,,62,-76,1
690,,ise,Isekiri,,,5.66666666667,5.5,1
691,,jwr,Jarawara,,,-7.5,-65.5,1
693,,klp,Kalapuya,,,44.5,-123,1
694,,kak,Kamano-Kafe,,,-6.25,145.666666667,1
695,,kmi,Kami,,,-6.75,38,1
696,,kra,Kara (in Papua New Guinea),,,-2.83333333333,151.116666667,1
697,,krm,Karaim,,,54.6666666667,24.9166666667,1
698,,krt,Karata,,,42.5833333333,46.3333333333,1
699,,ksm,Kasem,,,11.25,-1.25,1
700,,kaj,Kaure,,,-3.41666666667,140.083333333,1
701,,kmt,Kemtuik,,,-2.66666666667,140.333333333,1
702,,ktn,Ketengban,,,-4.5,140.5,1
703,,kit,Kitsai,,,31.8333333333,-96.5,1
704,,kkz,Kokni,,,20.75,73.5,1
705,,kkb,Konkomba,,,10,0.0833333333333,1
706,,kko,Koranko,,,9.33333333333,-11.25,1
707,,kpo,Kposo,,,7.5,0.833333333333,1
708,,lno,Ladino,,,40,33,1
709,,laf,Lafofa,,,10.25,31.25,1
710,,lul,Lule,,,-28,-64,1
712,,mmp,Mampruli,,,10.3333333333,-0.666666666667,1
713,,mem,Manem,,,-3,140.833333333,1
714,,mnj,Mantjiltjara,,,-22.6666666667,125.083333333,1
715,,mav,Maring,,,-5.5,144.666666667,1
716,,mwa,Martu Wangka,,,-21.5,126,1
717,,mwc,Mawchi,,,21.3333333333,73.6666666667,1
718,,myy,Mayi-Yapi,,,-20,141,1
719,,mbg,Mbugu,,,-4.33333333333,38.1666666667,1
720,,mta,Mentuh Tapuh,,,1.25,111,1
721,,mey,Menya,,,-7.25,146,1
722,,mdu,Mündü,,,4.5,30,1
723,,naf,Nafaanra,,,8,-2.58333333333,1
725,,nbe,Ngombe,,,3,23,1
726,,npi,Nigerian Pidgin,,,6.5,3.33333333333,1
727,,nin,Ningil,,,-3.5,142.25,1
728,,nmd,Samo,,,-6.16666666667,142.25,1
729,,nkr,Nukuoro,,,3.83333333333,154.916666667,1
730,,nbo,Nyambo,,,-1,31.3333333333,1
731,,obk,Obokuitai,,,-3,138,1
732,,ojm,Ojibwe (Minnesota),,,47.6666666667,-92.5,1
733,,olm,Oloh Mangtangai,,,-0.833333333333,113,1
735,,ptp,Patpatar,,,-3.76666666667,152.5,1
736,,pem,Pemon,,,5.33333333333,-62,1
737,,pdp,Folopa,,,-7,144.5,1
738,,pkm,Pokomchí,,,15.4166666667,-90.5,1
739,,qec,Quechua (Ecuadorean),,,-1,-79,1
740,,ria,Riantana,,,-7.5,138.5,1
741,,rav,Romani (Ajia Varvara),,,38,23.5833333333,1
742,,rnd,Rundi,,,-3.5,30,1
744,,slr,Salar,,,35,103,1
746,,sru,Selaru,,,-8.2,131,1
748,,sey,Seychelles Creole,,,-4.75,55.5,1
749,,ssh,Shinassha,,,10.4166666667,36.1666666667,1
750,,skr,Sikaritai,,,-2.91666666667,138.25,1
752,,sto,Stoney,,,53.75,-116.5,1
753,,sva,Svan,,,43,42.5,1
754,,tbr,Tabaru,,,1.5,127.25,1
755,,tns,Tanna (Southwest),,,-19.5666666667,169.333333333,1
756,,tgw,Tarangan (West),,,-6.5,134.166666667,1
757,,trt,Ternate,,,0.833333333333,127.25,1
758,,tis,Tibetan (Shigatse),,,29,89,1
759,,tif,Tifal,,,-5,141.333333333,1
760,,til,Tillamook,,,45.3333333333,-123.75,1
761,,unm,Unami,,,40,-75.1666666667,1
762,,vas,Vasavi,,,24.5,71.5,1
763,,wlw,Warluwara,,,-22,138.5,1
764,,wrp,Waropen,,,-2.33333333333,136.583333333,1
766,,wer,Weri,,,-7.75,146.916666667,1
767,,wet,Wetan,,,-8.16666666667,128,1
768,,wob,Wobe,,,7.41666666667,-7.33333333333,1
769,,wog,Wogamusin,,,-4.25,142.333333333,1
770,,wwr,Woiwurrung,,,-37.5,145.5,1
771,,ykn,Yakan,,,6.5,122,1
773,,ykp,Yukpa,,,10.1666666667,-72.75,1
774,,ylb,Yulparija,,,-21,124,1
775,,ych,Yup'ik (Chevak),,,61.5,-165.75,1
776,,yun,Yup'ik (Norton Sound),,,64,-161,1
777,,ysl,Yupik (St. Lawrence Island),,,63.5,-170.5,1
778,,zte,Zapotec (Texmelucan),,,16.5,-97.1666666667,1
779,,zim,Zimakani,,,-7.43333333333,141.433333333,1
780,,agr,Aguaruna,,,-5,-78,1
781,,ano,Anong,,,27.3333333333,98.75,1
782,,bdc,Berbice Dutch Creole,,,5.33333333333,-58,1
783,,bez,Bezhta,,,42.0833333333,46.1666666667,1
784,,boq,Bokar,,,28.5,94.6666666667,1
785,,bdk,Budukh,,,41.1666666667,48.4166666667,1
787,,cyg,Cayuga,,,42.75,-76.75,1
788,,cvc,Chavacano,,,7,122.083333333,1
789,,col,Chol,,,17.75,-92.5,1
790,,cul,Culina,,,-6,-70.5,1
791,,dri,Dari,,,35,66,1
792,,dob,Dobel,,,-6.25,134.666666667,1
793,,dun,Duna,,,-5.5,142.5,1
794,,eko,Ekoti,,,-16.5,39.5,1
795,,gdb,Gutob,,,19,83.6666666667,1
796,,gog,Gogodala,,,-8.08333333333,142.833333333,1
798,,hwc,Hawaiian Creole,,,21.5,-158,1
799,,her,Herero,,,-20.5833333333,19,1
800,,ifm,Ifumu,,,-3.66666666667,15.3333333333,1
801,,iga,Inga,,,1,-77,1
803,,kwe,Kanjobal (Western),,,15.8333333333,-91.8333333333,1
804,,knp,Kanum (Ngkâlmpw),,,-8.66666666667,140.916666667,1
805,,krq,Kerek,,,62.25,175,1
806,,ksr,Kisar,,,-8.08333333333,127.116666667,1
807,,koo,Kola,,,-5.5,134.5,1
808,,kfc,Kriol (Fitzroy Crossing),,,-18.1666666667,125.583333333,1
809,,knq,Kriol (Ngukurr),,,-14.8333333333,135,1
810,,kiu,Kui (in Indonesia),,,-8.43333333333,124.55,1
811,,kjn,Kunjen,,,-16.5,142.5,1
812,,kug,Kunming,,,25,102.75,1
813,,kwr,Kwamera,,,-19.5833333333,169.416666667,1
814,,lnw,Lonwolwol,,,-16.2166666667,168,1
815,,lov,Loven,,,15,106.333333333,1
816,,mlc,Malacca Creole,,,2.2,102.25,1
817,,mnx,Manx,,,54.1666666667,-4.5,1
1733,,paa,Pa'a,,,11,9.25,1
765,,wur,Waurá,,,-13,-53,2
751,,ssa,Sisaala,,,10.8333333333,-2.66666666667,2
772,,yzv,Yazva,,,65,55,1
819,,mcc,Mochica,,,-7.5,-79.3333333333,1
820,,mop,Mopan,,,16.5833333333,-88.6666666667,1
821,,ngr,Ngarinyeri,,,-36,140,1
823,,nyr,Nyangumarda,,,-20,121,1
824,,oka,Okanagan,,,49.5,-118.5,1
825,,olu,Olutec,,,17.95,-95,1
826,,orc,Oroch,,,50.3333333333,137.5,1
829,,pta,Paita,,,-22.0833333333,166.5,1
830,,plr,Palor,,,14.8333333333,-16.75,1
831,,prd,Parji (Dravidian),,,19.5,82.5,1
832,,puq,Puquina,,,-16.5,-68.5,1
833,,rim,Rimi,,,-5,34.6666666667,1
834,,swi,Sawai,,,0.5,128,1
835,,srr,Serrano,,,34.5,-117,1
836,,shy,Shira Yughur,,,38,99,1
837,,skm,Sukuma,,,-2.83333333333,32,1
838,,slg,Sulung,,,28.3333333333,93.25,1
839,,sur,Sursurunga,,,-4,152.766666667,1
840,,tgp,Tanglapui,,,-8.28333333333,125.083333333,1
841,,tsm,Tasmanian,,,-42.1666666667,146.5,1
842,,tet,Tetela,,,-4,24,1
843,,tsn,Tsonga,,,-24,32,1
844,,tsw,Tswana,,,-24,26,1
845,,tpr,Tupuri,,,10.1666666667,14.75,1
846,,tye,Tyeraity,,,-13,130.333333333,1
847,,uku,Upper Kuskokwim,,,63,-157,1
848,,yli,Yali,,,-4,139.333333333,1
849,,ymd,Yamdena,,,-7.5,131.5,1
850,,yns,Yansi,,,-3.83333333333,18,1
851,,yaz,Yazgulyam,,,38.5,71.5,1
852,,zaq,Zapotec (Quiegolani),,,16.1666666667,-96.0833333333,1
853,,agl,Aghul,,,41.75,47.6666666667,1
854,,atq,Alutiiq,,,57,-157,1
855,,apa,Arabic (Palestinian),,,32,35.25,1
856,,ari,Aribwatsa,,,-6.71666666667,147,1
857,,asu,Asuriní,,,-3.5,-49.5,1
858,,atm,Atacameño,,,-23,-69,1
859,,bwa,Bandjalang (Waalubal),,,-29.0833333333,152.583333333,1
862,,blu,Bena-Lulua,,,-6,21,1
863,,bse,Berber (Ayt Seghrouchen Middle Atlas),,,33.3333333333,-4.66666666667,1
864,,bik,Biak,,,-1,136,1
865,,big,Binga,,,8,25,1
866,,bor,Bora,,,-2.16666666667,-72.3333333333,1
867,,boz,Bozo (Tigemaxo),,,15,-4,1
868,,crt,Chorote,,,-22.5,-62.5,1
869,,cua,Cua,,,15.25,108.5,1
870,,dak,Dakota,,,45,-93.5,1
871,,emc,Embera Chami,,,5,-76,1
872,,fio,Fiote,,,-5.5,14,1
873,,fox,Fox,,,43,-83,1
874,,grn,Gurenne,,,10.8333333333,-0.916666666667,1
875,,hwr,Hawrami,,,35.75,45.5,1
876,,hdi,Hdi,,,11.8666666667,13.7166666667,1
877,,hmd,Hmong Daw,,,26,105,1
878,,iha,Iha,,,-2.91666666667,132.25,1
879,,jrw,Jarawa (in Andamans),,,12,92.5833333333,1
880,,krl,Karelian,,,64,32,1
881,,ksh,Kashaya,,,38.6666666667,-123.333333333,1
882,,klk,Koh (Lakka),,,8,15.5,1
883,,kuq,Kumyk,,,43,47.3333333333,1
884,,mmw,Mambwe,,,-9.08333333333,31.1666666667,1
885,,mzn,Mazanderani,,,36.5,52,1
886,,mir,Miriwung,,,-15.6666666667,129,1
887,,mbo,Monumbo,,,-4.25,145,1
888,,mmo,Mordvin (Moksha),,,54,44,1
889,,nmi,Nahuatl (Mecayapan Isthmus),,,18.25,-94.8333333333,1
890,,nvs,Nivkh (South Sakhalin),,,47,142.5,1
891,,nyh,Nyiha,,,-10,33,1
892,,occ,Occitan,,,44,2,1
1734,,pkt,Pokot,,,1.5,35.5,1
828,,pad,Padoe,,,-2.33333333333,121.333333333,2
861,,bnw,Baniwa,,,2.66666666667,-66.8333333333,2
893,,ojs,Ojibwa (Severn),,,53,-90,1
894,,pap,Papiamentu,,,12.25,-69,1
895,,pil,Pileni,,,-10.2166666667,166.216666667,1
896,,pin,Pintupi,,,-23,129,1
897,,pog,Pogoro,,,-8.75,36.5,1
898,,pop,Popoloca (Metzontla),,,18.1666666667,-97.5,1
899,,que,Quechan,,,32.8333333333,-114.333333333,1
900,,sou,Sorbian (Upper),,,51.8333333333,14.5,1
901,,spo,Spokane,,,47.6666666667,-117.75,1
902,,tga,Tangga,,,-3.46666666667,153.2,1
903,,thd,Thadou,,,24.4166666667,93.9166666667,1
904,,tgo,Tsogo,,,-1.5,11.3333333333,1
905,,tua,Tuamotuan,,,-17,-144,1
906,,yyg,Yaygir,,,-29.6666666667,153,1
907,,zen,Zenaga,,,17.3333333333,-16,1
908,,abz,Abaza,,,44,42,1
909,,amk,Amarakaeri,,,-12.5,-70.5,1
910,,ami,Amis,,,23.3333333333,121.333333333,1
911,,atu,Arabic (Tunisian),,,36.75,10.25,1
912,,atc,Atchin,,,-16,167.333333333,1
913,,awy,Awyi,,,-2.91666666667,140.583333333,1
914,,bgs,Baga Sitemu,,,10.5,-14.5,1
915,,bsi,Berber (Siwa),,,29.1666666667,25.5,1
917,,bok,Boko,,,10.5,3.5,1
918,,bro,Broken,,,-10.1666666667,143,1
919,,bub,Bubi,,,3.5,8.66666666667,1
920,,cyn,Cheyenne,,,47,-95,1
921,,crg,Chiriguano,,,-23.6666666667,-64.3333333333,1
922,,crk,Creek,,,34,-85,1
923,,dok,Doko,,,3,23.0833333333,1
924,,frd,Fordata,,,-6.75,131.5,1
925,,gag,Gagauz,,,46.3333333333,28.6666666667,1
926,,gil,Gilaki,,,37.3333333333,50,1
927,,jad,Jad,,,30.8333333333,79,1
928,,kna,Karitiâna,,,-9.5,-64,1
929,,kic,Kickapoo,,,42.25,-84,1
930,,kus,Kusunda,,,28,84.6666666667,1
931,,kwm,Kwami,,,10.4166666667,11,1
932,,lng,Lengua,,,-22.5,-59,1
933,,loz,Lozi,,,-17.8333333333,26,1
934,,mgh,Magahi,,,23.5,85.5,1
935,,mkz,Makaa,,,3.41666666667,12.25,1
936,,mrc,Marchha,,,30.25,79.5833333333,1
937,,mah,Mari (Hill),,,57,58,1
938,,mid,Midob,,,15.0833333333,26.25,1
939,,mii,Miisiirii,,,13.5,22,1
940,,mcs,Miwok (Central Sierra),,,38,-120.333333333,1
941,,mwn,Miwok (Northern Sierra),,,38.3333333333,-120.666666667,1
942,,mxa,Mixtec (Atatlahuca),,,17,-97.75,1
943,,mpo,Mpongwe,,,-1.25,9.5,1
944,,nde,Nande,,,-0.0833333333333,29.1666666667,1
945,,nke,Nkem,,,6.58333333333,8.58333333333,1
946,,pmc,Pomo (Central),,,39,-123.333333333,1
947,,qay,Quechua (Ayacucho),,,-14,-74,1
948,,qch,Quiché,,,15,-91.4166666667,1
949,,rmb,Rembarnga,,,-12.8333333333,134.583333333,1
950,,sec,Secoya,,,-0.333333333333,-76,1
951,,sko,Skou,,,-2.66666666667,140.916666667,1
952,,tba,Tabare,,,-6.08333333333,145,1
953,,tmg,Tamagario,,,-6.41666666667,139.25,1
954,,tan,Tangale,,,9.75,11.3333333333,1
955,,tem,Tem,,,8.66666666667,0.5,1
956,,toq,Toqabaqita,,,-8.41666666667,160.583333333,1
957,,tbb,Tübatulabal,,,36,-118.333333333,1
958,,tki,Tuki,,,4.58333333333,11.5,1
959,,tum,Tumleo,,,-3.08333333333,142.416666667,1
960,,tnb,Tunebo,,,6.75,-72.25,1
961,,uli,Ulithian,,,9.91666666667,139.583333333,1
962,,vag,Vagla,,,9.41666666667,-2.41666666667,1
963,,wlm,Walmatjari,,,-19.5,125.75,1
964,,wn,Wik Ngathana,,,-13.9166666667,141.5,1
965,,wnb,Winnebago,,,43.5,-88.5,1
966,,ynk,Yankuntjatjara,,,-27,132,1
967,,zsq,Zapotec (San Lucas Quiaviní),,,16.9,-96.4666666667,1
968,,aba,Abau,,,-4,141.25,1
973,,bun,Buin,,,-6.75,155.75,1
974,,cga,Chaga,,,-3,37,1
975,,chb,Chambri,,,-4.16666666667,143.083333333,1
976,,chd,Chaudangsi,,,30,80.25,1
977,,cch,Chocho,,,17.6666666667,-97.4166666667,1
979,,cuc,Cuica,,,9,-70.5,1
980,,dma,Duma,,,-0.95,13,1
981,,fue,Futuna (East),,,-14.3333333333,-178.166666667,1
983,,foe,Foe,,,-6.5,143.5,1
984,,hcr,Haitian Creole,,,19,-72.5,1
985,,jur,Jurchen,,,47,130,1
986,,ktu,Katu,,,15.8333333333,107.583333333,1
987,,kei,Kei,,,-5.83333333333,132.916666667,1
989,,mcr,Mauritian Creole,,,-20.3333333333,57.5,1
990,,mhu,Mbalanhu,,,-17.5,15,1
992,,mic,Micmac,,,45,-63,1
993,,mtg,Montagnais,,,52,-65,1
994,,mul,Mulao,,,25,108,1
995,,mse,Munsee,,,41.5,-74.6666666667,1
996,,nel,Nelemwa,,,-20.25,164.083333333,1
997,,nto,Ntomba,,,-2,18.3333333333,1
998,,nus,Nusu,,,26.75,99,1
999,,oir,Oirat,,,37.5,93,1
1000,,oix,Otomí (Ixtenco),,,19.0833333333,-97.9166666667,1
1002,,png,Pangwa,,,-10,34.75,1
1003,,pmn,Pomo (Northern),,,39.3333333333,-123.5,1
1004,,qcu,Quechua (Cuzco),,,-14.5,-71,1
1005,,rik,Rikbaktsa,,,-11.8333333333,-57.5,1
1006,,rti,Roti,,,-10.6666666667,123.25,1
1007,,sea,Southeast Ambrym,,,-16.3,168.216666667,1
1008,,sra,Sranan,,,5.83333333333,-55.3333333333,1
1009,,sug,Sungor,,,13.75,21.5,1
1010,,toj,Tojolabal,,,16.3333333333,-91.5,1
1011,,uru,Uru,,,-16.75,-69,1
1012,,wtm,Watam,,,-3.91666666667,144.5,1
1013,,wya,Wyandot,,,44.3333333333,-77.5,1
1014,,yav,Yavapai,,,34,-113.333333333,1
1015,,ahu,Aghu,,,-6.16666666667,140.166666667,1
1016,,ayi,Anyi,,,7,-3.5,1
1017,,ayr,Ayoreo,,,-20.25,-59.25,1
1018,,blc,Baluchi,,,28,62,1
1019,,bsr,Basari,,,12.6666666667,-13,1
1020,,bch,Berber (Chaouia),,,35,7,1
1021,,bti,Betoi,,,7.16666666667,-71.25,1
1022,,bhu,Bhumij,,,21.3333333333,86.5,1
1023,,bol,Bolia,,,-1.25,18.3333333333,1
1024,,boj,Bori,,,28.3333333333,94.75,1
1025,,csh,Cashinahua,,,-10.5,-71.8333333333,1
1026,,cuu,Chuukese,,,7.33333333333,151.75,1
1027,,des,Desano,,,0.833333333333,-69.8333333333,1
1028,,dhw,Dharawal,,,-34.5,150.5,1
1029,,dhb,Dharumbal,,,-22.75,150.5,1
1030,,ebi,Ebira,,,8.16666666667,7,1
1031,,gdi,Godié,,,5.41666666667,-5.83333333333,1
1032,,joh,Johari,,,30.6666666667,80,1
