language_id,altname_name,altname_type,relation
chx,Chontal,routledge,
cmy,Chontal,routledge,
bch,Awras,routledge,
mcv,Mokovi,routledge,
boz,Bozo,routledge,
bkr,Karo Batak,routledge,
knc,Kugu-Uwanh,routledge,
cax,Kampa,routledge,
cpa,Kampa,routledge,
taz,Talish,routledge,
tls,Talish,routledge,
krg,Central Karanga,routledge,
bmz,Mzab,routledge,
zno,Zulu,routledge,
zso,Zulu,routledge,
mko,Mokulu,routledge,
nze,Zemi,routledge,
yaz,Yazgulyami,routledge,
aea,Aleut,routledge,
ham,Hamtai (Kapau),routledge,
koe,Kwegu,routledge,
ifu,Ifugao,routledge,
cap,Kapanawa,routledge,
ket,Yenisey Ostyak,routledge,
kti,Southern Kati,routledge,
eud,Opata,routledge,
bor,Bora Miranya,routledge,
kkz,Kokna,routledge,
chs,Chin (North),routledge,
cti,Chin (North),routledge,
pkm,Poqomchí,routledge,
onn,Onandaga,routledge,
mus,Emira-Mussau,routledge,
zpi,Sapateko,routledge,
zte,Sapateko,routledge,
krn,!Ora,routledge,
nma,Mao Naga,routledge,
lu,Lue,routledge,
kbr,Baram Kayan,routledge,
kgm,Kagoma (Gyong),routledge,
goo,Guniyan,routledge,
goa,Wahiro,routledge,
gap,"Gapapaiwa (Paiwa, Manape)",routledge,
alc,Alyentiyak,routledge,
sud,Tagula,routledge,
mgh,Bihari,routledge,
bni,Edo,routledge,
cyv,Kayuvava,routledge,
akw,Kapong,routledge,
toq,North Malaita,routledge,
nge,Mundum,routledge,
mli,Baining,routledge,
jab,Yabim,routledge,
nai,Nanay,routledge,
pms,Paama,routledge,
irr,Irahutu,routledge,
ngo,Ngoni (in Tanzania),routledge,
cub,Kubewa,routledge,
kho,Nama/Damara,routledge,
gnd,Ga'ana,routledge,
yus,Yupik (Central Siberian),routledge,
ysl,Yupik (Central Siberian),routledge,
tmn,Ronge,routledge,
lgi,Rangi,routledge,
gre,Greenland Eskimo (East),routledge,
dul,Trung,routledge,
bru,Bru/Vankieu,routledge,
tgl,Monpa,routledge,
tts,Tati,routledge,
tvl,Tuvalu,routledge,
nnm,Tuvalu,routledge,
bsh,Kuba,routledge,
kok,Tripuri,routledge,
amd,hBrogpa,routledge,
daa,Kaili,routledge,
khw,Chitrali,routledge,
klh,Chitrali,routledge,
yko,Yukaghir,routledge,
ytu,Yukaghir,routledge,
tof,Tofalar,routledge,
udh,Udehe,routledge,
tat,Tatana,routledge,
kkv,Kove-Kaliai,routledge,
tot,Totonako,routledge,
tpa,Totonako,routledge,
txj,Totonako,routledge,
zhn,"Zhuang, Northern",routledge,
mac,Makushí,routledge,
mpy,Mapoyo-Yavarana,routledge,
myi,Mangarayi,routledge,
kha,Halh,routledge,
yng,Yinggarda,routledge,
pta,Dubea,routledge,
sge,South Songye,routledge,
tce,Tarahumara,routledge,
twe,Tarahumara,routledge,
des,Desana-Siriana,routledge,
sri,Desana-Siriana,routledge,
azi,Azerbaijani,routledge,
wrb,Kuurn Kopan Noot,routledge,
lui,Luiseno-Juaneno,routledge,
gun,Yambasa,routledge,
map,Mapudungu,routledge,
cog,Kogi,routledge,
kos,Kusaiean,routledge,
tol,Tol (Eastern),routledge,
bnw,Baniva,routledge,
kmt,Kemtuk,routledge,
dts,Dogon,routledge,
kow,Ko,routledge,
mja,Misteko,routledge,
mjc,Misteko,routledge,
mxa,Misteko,routledge,
mxc,Misteko,routledge,
mxj,Misteko,routledge,
mxm,Misteko,routledge,
mxo,Misteko,routledge,
mxp,Misteko,routledge,
mxt,Misteko,routledge,
mxu,Misteko,routledge,
mxy,Misteko,routledge,
mxz,Misteko,routledge,
frd,Kei-Fordata,routledge,
kei,Kei-Fordata,routledge,
jam,Djamindjung,routledge,
tow,Tusya(ng),routledge,
kti,Northern Kati,routledge,
kaw,Kaingwá,routledge,
dhi,Maldivian,routledge,
htc,Wasteko,routledge,
tgb,Aborlan-Tagbanwa,routledge,
aml,Aoban (Northeast),routledge,
knb,Kanum,routledge,
knp,Kanum,routledge,
cba,Chumashan,routledge,
cin,Chumashan,routledge,
tks,Kukwa,routledge,
yun,"Yupik, General Central",routledge,
ghr,Lahuli,routledge,
tni,Lahuli,routledge,
fuz,Min (Eastern) dialect (Mindong),routledge,
mta,Bukar Sadong,routledge,
mao,Maori (New Zealand),routledge,
mpu,Amberbaken,routledge,
anj,Aneityum,routledge,
skk,Bhotia,routledge,
crj,Karihona,routledge,
sin,Piohé,routledge,
rap,Easter Island,routledge,
yey,Yei,routledge,
mnv,Kukuya,routledge,
mpa,Murrinhpatha,routledge,
kik,Gikuyu,routledge,
tuy,Borá-Tuyuka,routledge,
ets,Etsako (Yekhee),routledge,
hyo,Chin (South),routledge,
tsp,Tamil,routledge,
occ,Provençal,routledge,
glp,Dhaangu,routledge,
err,Sie,routledge,
mui,Bora-Muinane,routledge,
dgo,'Dongo,routledge,
mig,Jonkor,routledge,
pun,Kuwama,routledge,
lud,Lun Daye,routledge,
yns,Yans(i),routledge,
ach,Guayakí,routledge,
jom,Talodi,routledge,
lch,Lati,routledge,
amp,Aranda (Eastern),routledge,
arr,Aranda (Eastern),routledge,
hve,Huave,routledge,
wlm,Walmadjari,routledge,
tol,Tol (Western),routledge,
taf,Saposa,routledge,
awk,Pongu,routledge,
kko,Kuranko,routledge,
pod,Parekwa,routledge,
glc,Galician (only written direcly on the map),routledge,
dbw,Dan,routledge,
cmc,Comecrudan,routledge,
ksp,Kim,routledge,
krj,Garadyari,routledge,
tpt,Guarayú,routledge,
iau,Turu,routledge,
yrc,Yurakare,routledge,
mul,Mulam,routledge,
sis,"Choiseul, Central-Eastern",routledge,
crp,Karapaná,routledge,
pny,Panytyima,routledge,
oca,Okaina,routledge,
ldu,Bale,routledge,
ycn,Yukuna,routledge,
son,Sonsorolese,routledge,
osm,Otomí (Northwestern),routledge,
ood,Papago,routledge,
nev,Papago,routledge,
nro,N(h)aro(n),routledge,
ntj,Ngaanyatjara,routledge,
bth,Botahari,routledge,
yyo,Yotayota,routledge,
kao,Karaw,routledge,
sey,French Creole,routledge,
lcr,French Creole,routledge,
bod,Boro,routledge,
klp,Kalapuyan,routledge,
nis,Dafla,routledge,
zpr,Sáparo-Konambo,routledge,
cic,Nyanja,routledge,
pec,Paya,routledge,
kyk,Enga,routledge,
bpa,Bura,routledge,
grg,Guragone,routledge,
nko,Nkore,routledge,
rny,Nkore,routledge,
drg,Dargva,routledge,
awp,Koaiker,routledge,
zch,Sokean,routledge,
zfl,Sokean,routledge,
zqc,Sokean,routledge,
zqo,Sokean,routledge,
zqr,Sokean,routledge,
igs,Tabi,routledge,
kfy,Kirg(h)iz,routledge,
kdg,Karipuna,routledge,
car,Kari'nya,routledge,
day,Dai,routledge,
obk,Baburiwa,routledge,
nyl,Yâlayu,routledge,
wrn,Wamdarang,routledge,
bao,Bao-an,routledge,
agu,Awakateko,routledge,
pok,Rawo,routledge,
bro,Torres Strait Pidgin English (Broken),routledge,
can,Kandoshi,routledge,
pad,Mori,routledge,
tew,Tewa,routledge,
trg,Tewa,routledge,
tsj,Tewa,routledge,
gdb,Gutob,routledge,
aym,Aimara,routledge,
ifm,Fumu,routledge,
bfg,Fiqiq,routledge,
mno,Mono,routledge,
mxl,Central Misteko,routledge,
tep,Tepewa,routledge,
qca,Quechua,routledge,
xam,!Kham,routledge,
pan,Punjabi,routledge,
lum,Straits (Northern),routledge,
sch,Straits (Northern),routledge,
sgs,Straits (Northern),routledge,
soo,Straits (Northern),routledge,
sss,Straits (Northern),routledge,
owc,Oromo,routledge,
kpo,Akposo,routledge,
cab,Kabékar,routledge,
yak,Yaka (in Democratic Republic of Congo),routledge,
rru,Nyoro,routledge,
mkg,Mandinka,routledge,
ygd,Dii,routledge,
ann,Enindhilyagwa,routledge,
mcc,Mochika,routledge,
kra,Kara,routledge,
bno,Bará-Tuyuka,routledge,
puk,Paruk Wa,routledge,
biq,Blaan,routledge,
ktz,Nuristani,routledge,
pra,Nuristani,routledge,
dha,Dasenech,routledge,
kay,Gayardilt,routledge,
xer,Sherente,routledge,
egn,Egene,routledge,
iwa,Yiwaidja,routledge,
kap,Kela,routledge,
ndj,Djeebbana,routledge,
lar,Laragiya,routledge,
lac,Lakantún,routledge,
wik,Yokutsan,routledge,
yok,Yokutsan,routledge,
uld,Wuzlam,routledge,
wth,Wathawurung,routledge,
fum,Ful (West Maasina),routledge,
chl,Upper Chehalis,routledge,
tsz,Dido (Tsez),routledge,
kwo,Washkuk,routledge,
gah,Gahuku-Asaro,routledge,
sle,(Samba) Leko,routledge,
brz,Bviri,routledge,
dga,Dagaari,routledge,
kyr,Yuri,routledge,
cjo,Chichimeco,routledge,
ktu,Katu / Kantu,routledge,
coo,Hanis,routledge,
amc,Amawaka,routledge,
mmu,Minangkabau,routledge,
dnw,Dangla,routledge,
csh,Kashinawa,routledge,
tbu,Teda-Daza,routledge,
adz,Adzera (Mari),routledge,
cil,Luba-Lulua,routledge,
blu,Luba-Lulua,routledge,
daw,Kamán,routledge,
nue,Naath (Nuer),routledge,
mau,Mawng,routledge,
anu,Chakosi,routledge,
sou,Sorbian,routledge,
srl,Sorbian,routledge,
cnm,Djapá,routledge,
skr,Aikwakai,routledge,
mwa,Wangkajunka,routledge,
lur,Feyli,routledge,
rum,Kairi (Dumu),routledge,
mch,Matsigenga,routledge,
maz,Masawa,routledge,
cku,Cathlamet,routledge,
kek,Qeqchí,routledge,
kma,Kamayurá,routledge,
nav,Navaho,routledge,
tas,Tashelhait,routledge,
mis,Mískitu,routledge,
frw,Frisian (West),routledge,
nuu,Nootka,routledge,
kyq,Nootka,routledge,
bpb,Bahnar,routledge,
tgh,Ghat,routledge,
swr,Shoshone (Northern),routledge,
nti,Dru,routledge,
pcm,Poqomam,routledge,
poc,Poqomam,routledge,
tgp,Tanlapui,routledge,
mmz,Mam,routledge,
kau,Pasismanua,routledge,
naa,Aramaic,routledge,
naj,Aramaic,routledge,
nap,Aramaic,routledge,
dig,Taraon,routledge,
wai,Waiwai,routledge,
snd,Senari,routledge,
alx,Alas-Kluet,routledge,
bui,Buli,routledge,
buy,Buli,routledge,
poh,Ponapean,routledge,
kiq,Oirat,routledge,
kmk,Oirat,routledge,
agc,Agta,routledge,
esm,Takame,routledge,
ijo,Kolokuma,routledge,
bez,Bezhti,routledge,
zqs,Sokean (Highland),routledge,
swv,Swedish,routledge,
kya,Gugu Yalandyi,routledge,
bab,Veng'o,routledge,
avt,Siya,routledge,
tnk,Lavongai,routledge,
hum,Murui,routledge,
mrk,Nor,routledge,
sil,Daju,routledge,
nca,Nicobarese,routledge,
nnc,Nicobarese,routledge,
nad,Nadöb,routledge,
wal,Valman (Koroko),routledge,
kaj,Kaurne,routledge,
fiw,Namosi-Naitasiri-Serua,routledge,
hok,Min (Southern) dialect (Minnan),routledge,
tex,Khorasani Turkish,routledge,
twx,Khorasani Turkish,routledge,
rsh,Rushani,routledge,
ory,Uria,routledge,
bou,Wargla,routledge,
cde,Makiritare,routledge,
teh,Tewelche,routledge,
tua,Pa'umotu,routledge,
irx,Iranshe,routledge,
usa,Wanuma,routledge,
bbm,Pitu Ilunna Salo,routledge,
gdk,Gadaba,routledge,
kae,Tate (Raepa-Tati),routledge,
mns,Mansi (Vogul),routledge,
lgt,Logo,routledge,
gnn,Wunambal,routledge,
uma,Pipikoro,routledge,
kbo,Kambot (Keram),routledge,
cnt,Yue,routledge,
slb,Suau,routledge,
amu,Amoesha,routledge,
toy,Tasmanian Languages,routledge,
moe,Erzya Mordvin,routledge,
lu,Ly,routledge,
gku,Puelche,routledge,
oko,Oriya,routledge,
pur,Tarasko,routledge,
bma,Tamazight,routledge,
bse,Tamazight,routledge,
sik,Sikka,routledge,
ndb,Ndebele,routledge,
mkz,Meka,routledge,
ma,Amadi,routledge,
din,Jieng (Dinka),routledge,
gut,Gurma,routledge,
seb,Sapiny,routledge,
adt,Adyghe,routledge,
ady,Adyghe,routledge,
ash,Adyghe,routledge,
jar,Jarawa,routledge,
arb,Arabela-Andoa,routledge,
llm,Lelemi (Bwem),routledge,
hix,Hishkariana,routledge,
lou,Baluan-Lou-Pam,routledge,
pre,Asu/ Pare,routledge,
ngu,Efate (North),routledge,
sbg,Sama (Northern),routledge,
tlp,Tlapaneko,routledge,
lel,Lele (Chad),routledge,
ksg,Sgaw,routledge,
grj,Varohio,routledge,
bgv,Bagval,routledge,
cbo,Chákobo,routledge,
rnn,Ren(n)ellese,routledge,
tsh,Panamint,routledge,
pat,Mumeng,routledge,
kam,Sumbanese (East),routledge,
chk,Chukchee,routledge,
mhu,Mbalantu,routledge,
shb,Mikeyir,routledge,
kpw,Pho,routledge,
gim,Bench,routledge,
hmi,Meneka,routledge,
dum,Vanimo,routledge,
abd,Abiji,routledge,
nmb,Nambikuara (Southern),routledge,
max,Mashakalí,routledge,
puq,Pukina,routledge,
cav,Kavinenya,routledge,
mmb,Mangap,routledge,
dam,Wamaka,routledge,
mid,Meidob,routledge,
thd,Chin (North)/Thado,routledge,
knk,Dera,routledge,
ppc,Piapoko,routledge,
olu,Oluta Mijean,routledge,
nkt,Nyahkur,routledge,
nbk,Santa Cruz,routledge,
lmb,Lamba (in Zambia),routledge,
tke,Tokelau,routledge,
pnu,Bunu,routledge,
ych,Hooper Bay - Chevak Yupik,routledge,
tac,Takana,routledge,
wem,Wemba Wemba,routledge,
ant,Angaataha,routledge,
tbr,Tobaru,routledge,
hdi,Xedi,routledge,
mkb,Miwok (Coast),routledge,
itz,Itzá,routledge,
kji,Kurdish,routledge,
krd,Kurdish,routledge,
sba,Sáliva,routledge,
ktp,Malay,routledge,
myk,Malay,routledge,
snh,Sinhalese,routledge,
nnd,Angaua,routledge,
ypk,Yupik (General Central),routledge,
chz,Minnan,routledge,
gna,Kaskihá,routledge,
mup,Sura,routledge,
dan,Gio,routledge,
bgi,Rajasthani,routledge,
skw,Rajasthani,routledge,
kyg,Lower Kenyang,routledge,
olm,Ngaju,routledge,
plp,Ngaju,routledge,
wgu,Warungu,routledge,
bee,Bembe (Congo),routledge,
inj,Indon esian,routledge,
mmo,Moksha Mordvin,routledge,
fbf,Ful(ani),routledge,
fgo,Ful(ani),routledge,
fgu,Ful(ani),routledge,
fma,Ful(ani),routledge,
fua,Ful(ani),routledge,
fus,Ful(ani),routledge,
fni,Ful(ani),routledge,
yuk,Yugulda,routledge,
mad,Madi,routledge,
ble,Baule-Ando,routledge,
iqu,Ikito-Kawarano,routledge,
niv,Gilyak,routledge,
nvs,Gilyak,routledge,
fno,"Frisian, North",routledge,
don,Kam,routledge,
kzh,Kam,routledge,
kab,Kabardo-Cherkessian,routledge,
tbt,Yotafa,routledge,
arm,Armenian,routledge,
arw,Armenian,routledge,
arz,Armenian,routledge,
myn,South East (Ma'anyan),routledge,
ynk,Yankuntjara,routledge,
bsh,Bushong,routledge,
bac,Wadjiginy,routledge,
bka,Baka,routledge,
kuu,Kuuku-Ya'u,routledge,
hlp,Walapai,routledge,
luy,Luhya,routledge,
ago,Portuguese-based Creoles,routledge,
pba,Pima (Lower),routledge,
emb,Emberá (North),routledge,
mwb,West Bukidnon Manobo,routledge,
ewa,Ewe,routledge,
mea,Meax,routledge,
yuw,Gamilaraay,routledge,
scr,Serbo-Croat,routledge,
bos,Serbo-Croat,routledge,
ama,Longa,routledge,
ifi,Italian,routledge,
itb,Italian,routledge,
itg,Italian,routledge,
itn,Italian,routledge,
itu,Italian,routledge,
cul,Kulina,routledge,
qim,HighlanKichua,routledge,
sar,Kapriman,routledge,
amx,Ikundun,routledge,
khv,Khvarsh,routledge,
bec,Bengali,routledge,
saa,Malaita (South),routledge,
wao,Sabela,routledge,
tbe,Tigre,routledge,
dok,Ngombe,routledge,
gnb,Warlang,routledge,
kky,Kankanaey,routledge,
sum,Sumu-Ulua,routledge,
bbw,Gunwinygu,routledge,
mby,Mbai,routledge,
wry,Waray,routledge,
pme,Pomoan,routledge,
pmn,Pomoan,routledge,
pso,Pomoan,routledge,
ylb,Yulbaridja,routledge,
mks,Makassarese,routledge,
kjo,Makassarese,routledge,
nun,Zhuang (Southern),routledge,
brc,Boruka,routledge,
taw,Kehelala,routledge,
tin,Tîrî,routledge,
tpn,Tepahue (Northern),routledge,
war,Orowari,routledge,
mjk,Manjanku,routledge,
gno,Wanana-Pirá,routledge,
prt,Wanana-Pirá,routledge,
fon,Fon,routledge,
men,Menominee,routledge,
ahs,Hassaniyya,routledge,
cea,East Cree,routledge,
ese,Ese'eha,routledge,
mrt,Martuyhunira,routledge,
wur,Waurá-Meinaku,routledge,
mbi,Bambili,routledge,
awt,Autu,routledge,
egn,Engene,routledge,
ghb,Wahivo,routledge,
skn,Wahivo,routledge,
kgl,Hagen,routledge,
moc,Mocha,routledge,
bag,Barma,routledge,
sel,Ona,routledge,
una,Goliath,routledge,
dgx,Deg Xinag,routledge,
atq,Koniaq,routledge,
epe,Emberá (South),routledge,
jel,Jeri,routledge,
kfe,Kurumba,routledge,
sta,Donxiang,routledge,
hak,Kejia (Hakka),routledge,
nnn,Nuni,routledge,
gdf,Gavoko (Guduf),routledge,
prd,Parji,routledge,
eip,Eipo-Mek,routledge,
obg,Obronuagum,routledge,
prh,Pirahán,routledge,
nel,Kumak,routledge,
lua,Niellim,routledge,
fum,Ful (East Maasina),routledge,
tza,Tzeltal,routledge,
tzb,Tzeltal,routledge,
tzt,Tzeltal,routledge,
shl,Colo (Shilluk),routledge,
yah,Yámana,routledge,
chy,Chayawita,routledge,
isi,Saberi,routledge,
wrw,Warwa,routledge,
nog,Noghai,routledge,
nok,Noghai,routledge,
tlb,Noghai,routledge,
yta,Noghai,routledge,
aga,Gadsup,routledge,
mca,Maká,routledge,
raw,Rawang (Mixed),routledge,
tuk,Tukang-Besi,routledge,
nvs,Nivkh,routledge,
mlm,Mrabri,routledge,
nhc,Nawa,routledge,
nhh,Nawa,routledge,
nhm,Nawa,routledge,
nhn,Nawa,routledge,
nhp,Nawa,routledge,
nht,Nawa,routledge,
nhu,Nawa,routledge,
nhx,Nawa,routledge,
nmi,Nawa,routledge,
nmp,Nawa,routledge,
npa,Nawa,routledge,
nsz,Nawa,routledge,
ntn,Tayari,routledge,
blg,Balangaw,routledge,
agr,Awaruna,routledge,
mka,Mau(ka),routledge,
tal,Talinge,routledge,
otm,Otomí,routledge,
grk,Greek,routledge,
gcy,Greek,routledge,
wan,Wanggumara,routledge,
trc,Trike,routledge,
tri,Trike,routledge,
may,Brat,routledge,
ngd,Ngada,routledge,
ari,Lae,routledge,
yel,Yele,routledge,
orh,Oromo (Eastern),routledge,
tmu,Tat,routledge,
wet,Letri Lgona,routledge,
gmb,Wambiano-Mogés,routledge,
tos,Totonaco,routledge,
mzc,Masateko,routledge,
mzh,Masateko,routledge,
kto,Cahto,routledge,
yal,Kosarek,routledge,
orb,Boraan,routledge,
miz,Lushai-Mizo,routledge,
dou,Taori-So,routledge,
dre,Dehu,routledge,
lrk,Larike-Wakasihu,routledge,
shm,Shamba(l)a,routledge,
kmo,Koiari (Mountain),routledge,
mme,Mari (Cheremis),routledge,
doy,Dooyaa(ng)yo,routledge,
jug,Tangsa/Rangpan,routledge,
lun,Tangsa/Rangpan,routledge,
shk,Shipibo,routledge,
kzy,Komi-Zyryan,routledge,
yzv,Komi-Zyryan,routledge,
snm,Sanemá,routledge,
har,Waibuk,routledge,
ksi,Xinh Mul,routledge,
xoo,!Khong,routledge,
shh,Sharanawa,routledge,
ivs,Ivatan,routledge,
gul,Gula (Gele),routledge,
bjs,Sama (Southern),routledge,
sge,North Songye,routledge,
shi,Ninam,routledge,
bdm,Badimay,routledge,
heb,Israeli Hebrew,routledge,
hba,Israeli Hebrew,routledge,
mii,Tama,routledge,
qaw,Kawéskar,routledge,
bsi,Siwa,routledge,
wly,Wolaitta,routledge,
gaa,Gagudju,routledge,
pmc,Pomo,routledge,
noo,Non,routledge,
ksa,Keresan (Eastern),routledge,
wmu,Wik-Mungkana,routledge,
aso,Altai (Oirot),routledge,
bca,Bandjalang,routledge,
bwa,Bandjalang,routledge,
byu,Bandjalang,routledge,
gid,Bandjalang,routledge,
mwo,Motlav,routledge,
ird,Irish,routledge,
irm,Irish,routledge,
luc,Luchazi,routledge,
tkm,Turkmenian,routledge,
knn,Kanauri,routledge,
ptt,Kanauri,routledge,
ptp,Pala,other,
fij,"Fijian, Boumaa dialect",other,
wnb,Hochunk,other,
tps,SE Tepehuan,other,
mdm,Mathimathi,other,
beb,Bena-Bena,other,
kwe,Acatec,other,
ess,Huelel,other,
tab,Makian (East),other,
bsq,Basque (Central),other,
knq,Kriol (Roper River),other,
ign,Baure (Ignaciano),other,
maw,Malinke,other,
mtb,Kimatumbi,other,
mpo,Pongoué,other,
cog,Kogui,other,
tmc,Tumucua,other,
sar,Kapriman,other,
shk,Tschama,other,
chh,Gurage (Chaha),other,
akn,Fante,other,
akc,Aka-Charíar,other,
kor,Hanguohua,other,
ojm,Minnesota Ojibwe,other,
lcr,French (Lesser Antillean Creole),other,
twe,Rocoroibo,other,
kun,Kuna de la Frontiera,other,
jem,Jemez Towa,other,
bnw,Baniwa of Icana,other,
cmr,Lakher,other,
swt,Swazi,other,
yes,Mayo,other,
kyk,Enga (Kyaka),other,
tws,S Tiwa,other,
ngd,Ngada,other,
mss,Miwok (Southern Sierra),other,
hdi,Hedi,other,
new,"Newari, Kathmandu dialect",other,
gae,Scots Gaelic,other,
bla,Blackfeet,other,
tmn,Ronge,other,
bqh,"Basque, Hondarribia ",other,
omh,Dhegiha (Ponca),other,
chq,Quiotepec Chinantec,other,
snd,Tyebaara Senoufo,other,
tpt,Guarayú,other,
nhn,North Puebla Sierra Nahuatl,other,
toq,Malaita (North),other,
bos,Serbo-Croatian (Bosnian),other,
mer,Miriam,other,
ckh,Maring,other,
igb,Ibo,other,
buj,Ngumba,other,
siu,"Lower Umpqua, Umpqua",other,
gre,East Greenlandic,other,
bbw,Mayali (Gun-Djeihmi),other,
cog,"Köggaba, Kágaba",other,
kfe,Kouroumba,other,
mac,Makuchi,other,
mco,Mixe (Coatlan),other,
nsn,S Maidu,other,
ndy,Dyuka,other,
mke,Mekeo-Kovio,other,
tsh,Tumpisa Shoshone,other,
khu,Khami,other,
kmu,"Khmu?, Northern",other,
uyg,Uighur,other,
saw,Havunese,other,
ysl,St. Lawrence Island Eskimo,other,
nmb,Nambiquara,other,
tuc,Tukano,other,
kuu,Koko-Ja'o,other,
bum,Buma (Solomon Islands),other,
mme,E. Cheremis,other,
tce,Central Tarahumara,other,
fut,W. Futuna-Aniwa,other,
ifu,Batad Ifugao,other,
pny,Panyima,other,
sel,Selknam (Central),other,
zqr,"Zoque, Rayon",other,
nht,Tetelcingo Nahuatl,other,
nkt,"Nyah Kur, Tha Pong dialect",other,
orh,Eastern Oromo,other,
kwo,Washkuk,other,
dou,Tolitai,other,
way,Wayãpi,other,
pmn,Northern Pomo,other,
tmr,N. Sakai,other,
ese,Ese-ejja,other,
mrd,Marind (Eastern),other,
pad,Mori,other,
tye,Djeraidy,other,
tmr,Sakai,other,
chu,Nivaklé,other,
tuv,Tyvan,other,
wra,Guarau,other,
kch,Koyra-Chiini,other,
nhh,Huasteca Aztec,other,
nmb,S. Nambiquara,other,
que,Yuma,other,
mac,Macuxi,other,
nhm,Michoacan Nahuatl,other,
bun,Buin,other,
wlw,Waluwara,other,
mof,Mofu-Sud,other,
xia,Chinese,other,
cnt,Chinese,other,
hak,Chinese,other,
taq,Chinese,other,
fuz,Chinese,other,
hok,Chinese,other,
wuc,Chinese,other,
kug,Chinese,other,
chz,Chinese,other,
mnd,Chinese,other,
yct,Peninsular Maya,other,
mds,Malay (Eastern),other,
ppi,Pitta-Pitta,other,
ldu,Lendu (North),other,
amp,E. Arrernte,other,
ble,Baoule,other,
kgz,Kyrgyz,other,
scr,Serbocroat,other,
gae,Gaelic (Scottish),other,
chp,Dene,other,
ttb,Baraba Tatar,other,
tws,Southern Tiwa,other,
shk,Shipibo-Conibo,other,
pis,Miaro,other,
mtt,Natick,other,
blr,Belarusan,other,
uhi,Otati,other,
ksa,d Eastern Keres Pueblo,other,
ngo,Chingoni,other,
mrq,Marquisien,other,
smj,Senoi,other,
jcr,Creole (Jamaican),other,
git,Nass-Gitksan,other,
lin,Losengo,other,
mos,Moseteno,other,
gtg,German (Swiss Thürgau),other,
gnb,Muralidban,other,
alu,Al'utor,other,
bnk,Bo,other,
qec,"Quechua, Ecuadorean",other,
mco,Coatlan Mixe,other,
brm,(Colloquial) Burmese,other,
tbw,Rungu,other,
bad,Gusha Bade,other,
gbk,Gbaya Kara 'Bodoe,other,
fua,Fulfulde (Cameroonian),other,
tks,Teke (Kukuya),other,
nar,Barya,other,
krc,Karachay,other,
seb,Sapiny,other,
die,"Diegueño, Mesa Grande dialect",other,
ayn,Abdal,other,
wag,Wageman,other,
mss,Southern Sierra Miwok,other,
sre,Koho,other,
pan,Punjabi,other,
dim,Dima,other,
ann,Groote Eylandt,other,
ngt,Tangkhul Naga,other,
htc,Huasteco,other,
kmw,Gamor,other,
clc,"Koligian, Koladgin, Caligun, Coligan",other,
cop,Coptic (Sahidic),other,
bak,Baka (Cameroon),other,
agl,Agul,other,
krg,Karanga (Central),other,
pop,Popoloca De Metzontla,other,
rwa,Karo/Rawa,other,
cos,Ohlone,other,
mnd,Chinese (Mandarin),other,
mrq,"Marquesan, South",other,
mge,E Mnong,other,
car,Kalihna,other,
krj,Garadjari,other,
ars,Arabic (Northern Yemeni),other,
baj,Sama Bajau,other,
tsf,Tsafiki,other,
awt,Autu,other,
kin,Rwanda,other,
mne,Mountain Maidu,other,
twn,N. Tiwa,other,
dha,Dhaasanac,other,
mae,Emwae,other,
rbu,Bugurdz,other,
hem,Eastern Luba,other,
dji,Tjingilu,other,
bry,Barua,other,
dji,Jingulu,other,
tmr,Northern Sakai,other,
orc,Orochi,other,
abb,Chad Arabic,other,
mxz,Coatzospan Mixtec,other,
cld,Modern Chaldean,other,
abz,Abazin,other,
kiq,Issyk-Kul Kalmyk,other,
hmr,Hamar,other,
bro,Cape York Creole,other,
cax,Campa Ashaninca,other,
mwa,Martu-Wangka,other,
cba,Barbareño Chumash,other,
see,Sedik,other,
ynm,Waica,other,
nze,Zeliangrong,other,
ael,Arabic (Cyrenaican Libyan),other,
snt,Buyaka,other,
mgo,Mongo-Nkundu,other,
wah,Banz,other,
pno,N. Paiute,other,
mby,Mbaye,other,
mne,N.E. Maidu,other,
arm,E Armenian,other,
kyl,Kayah Li,other,
awn,Agaw,other,
kem,Agaw,other,
bln,Agaw,other,
pnu,Pu Nu,other,
bgn,Khoa,other,
pkm,Pocomchi,other,
tin,Tiri (Grand Couli),other,
kku,Kurku,other,
mxy,Yosundua Mixtec,other,
tab,East Makian,other,
tce,Tarahumara,other,
obo,Andoni,other,
cnt,Chinese (Cantonese),other,
yqy,Mapi,other,
idu,Chulikata,other,
tps,Southeast Tepehuan,other,
any,Anuak,other,
ivs,"Ivatan, Southern",other,
ama,Longa,other,
knc,Kuku Nganhcara,other,
so,Tepes,other,
pae,Paez,other,
chh,Chaha Gurage,other,
bdk,Budux,other,
nbd,"Nubian, Dongolese",other,
lu,Lue,other,
tho,Thompson River Salish,other,
nnc,Nicobarese (Nancowry),other,
skm,Kesukuma,other,
guu,Koko Imudji,other,
xoo,!Xo,other,
psv,"Popoloca, San Vicente Coyotepec",other,
gud,Cheke,other,
cic,Cewa,other,
ung,Ngarinjin,other,
bgr,Bagero,other,
wao,"Auca, Huao",other,
ynk,Yankunytjatjara,other,
cam,Camsa,other,
che,Tsalagi,other,
arm,Armenian (East),other,
ann,Ingura,other,
kri,Kipeá,other,
rnn,Rennellese-Bellonese,other,
lob,Lobiri,other,
agu,Aguatec Maya,other,
tpn,N Tepehuan,other,
