name,type
Yenisey Ostyak,routledge
Yessan-Mayo,routledge
Yey,routledge
Yidiny,routledge
Yil,routledge
Yimas,routledge
Yindjibarndi,routledge
Yinggarda,routledge
Yir Yiront,routledge
Yiwaidja,routledge
Yokutsan,routledge
Yotafa,routledge
Yotayota,routledge
Yuchi,routledge
Yue,routledge
Yugulda,routledge
Yukaghir,routledge
Yukateko Proper,routledge
Yuki,routledge
Yukpa-Japería,routledge
Yukuna,routledge
Yulbaridja,routledge
Yulu,routledge
Yulu-Binga dialects,routledge
Yupik (Central Siberian),routledge
Yupik (General Central),routledge
"Yupik, General Central",routledge
Yurakare,routledge
Yuri,routledge
Yurok,routledge
Yámana,routledge
Yâlayu,routledge
Zande,routledge
Zarma,routledge
Zayse-Zergulla,routledge
Zemi,routledge
Zenaga,routledge
Zhu-/Hoa (Si),routledge
Zhuang (Southern),routledge
"Zhuang, Northern",routledge
Zimakani,routledge
Zulu,routledge
Zuni,routledge
hBrogpa,routledge
Äiwo,routledge
Ömie,routledge
Gadaba,routledge
Laube,other
S Sierra Miwok,other
Koyraboro Senni Songhay,other
Kogi,other
"Supyire, Kampwo dialect",other
W. Apache,other
Khoekhoegowab,other
Highland Chontal,other
Kipea Kiriri,other
Xaracuu,other
Kyrgyz,other
Nahuatl (Isthmus),other
Lushai (Mizo),other
Eskimo (Sirenik),other
Tatar (Yurt),other
Ekagi,other
Egyptian Arabic,other
Alyawarre,other
Ulu Muar Malay,other
Godie,other
Gbaya Kara 'Bodoe,other
Kapuch,other
Huallaga Quechua,other
Sangihé,other
Kemelom,other
Aka-Charíar,other
Kinyamwezi,other
Chino,other
d Judeo German,other
Stoney,other
Banen,other
Gapun,other
Longa,other
Car Nicobarese,other
Begak-Idaan,other
Lebanese Arabic,other
Mpakwithi,other
Djeraidy,other
Banda Linda,other
West Greenlandic,other
Huao,other
Pampa,other
Fijian (Boumaa),other
Paviotso,other
Otati,other
"Iate, Yatê",other
"Arabic, Bedouin-Hijazi ",other
Barea,other
Siberian Yup'ik,other
SE Tepehuan,other
Kaldosh,other
Sel'kup,other
Sioux,other
Balese,other
"Mongolian, Khalkha ",other
Kartuli,other
Kildin Lappish,other
"Kisi, Southern dialect",other
Isleta,other
Luhya,other
Modern Greek,other
Pomo (Kashaya),other
Baburiwa,other
Malinke,other
Kaka,other
St. Lawrence Island Eskimo,other
Yaka (in Democratic Republic of Congo),other
Agta,other
Hamar,other
Tabi,other
Tatar-Nogai (Alabugat),other
Mbulu,other
"Mixtec, San Miguel",other
Koi,other
Tenetehara ,other
Busa (in Nigeria),other
Tena,other
Inupiat,other
Sochiapan Chinantec,other
Oum Jeniba Tamazight,other
N Tepehuan,other
Boraana,other
Southern Bomitaba,other
Iui,other
Matngala,other
E. Arrernte,other
Logone,other
Tubu (Daza),other
SE Pomo,other
Yocot'an,other
Oromo (Western),other
Maanyan,other
Ache,other
Western Tatar,other
Ma'adi,other
German (Low),other
Colville-Okanagan,other
Tanimuca,other
Chinook,other
Ndunga,other
North Puebla Sierra Nahuatl,other
Chontal (Mayan),other
Wageman,other
Lakhota (Teton),other
Minchia,other
Pampangan,other
Gambai,other
Totonac (Xicotepec),other
Sari,other
Nukoro,other
Yuri (Karkar),other
Shangaan,other
Timote-Cuica,other
"Nubian, Mahas dialect",other
Jupangati,other
Hedi,other
East Uvea,other
Ly,other
Hezhen,other
Arawak (Lokono),other
Bihari,other
Fulfulde (Burkina Faso),other
Irantxe,other
Cochabamba Quechua,other
Baoule,other
Zerma,other
Nuxalk,other
"Kam, Zhanglu dialect",other
Kele (Papua New Guinea),other
"!Xóõ, Lone Tree dialect",other
Bidhbidha,other
Tamambo,other
"Thai, Standard",other
Morokodo,other
Keiese,other
"Dogon, Toro So dialect",other
Waica,other
"Tsimshian, Coast, Hartley Bay dialect",other
Amdo Tibetan,other
Creole (Mauritian),other
Tunisian,other
Huari,other
Dooyaangyo,other
Badonjunga,other
Mixteco (San Miguel el Grande),other
Mai Brat,other
Swazi,other
Karanga (Central),other
"Newari, Kathmandu dialect",other
Kamayura,other
Bribri (Katsi),other
Chichimec,other
Bagdahdi Arabic,other
Dhuwal,other
Kashaya Pomo,other
"Aranda, Western",other
Salt,other
Tepehuan (Southeast),other
Pioje,other
Tohono O'odham,other
Caiman Nuevo,other
Merong,other
Miwok (Bodega),other
"Mixe, Totontepec",other
Kitalinga,other
Aiki,other
Numfor,other
Green River,other
Washkuk,other
Chin (Tedim),other
San Carlos Apache,other
Murinypata,other
"Nubian, Dongolese",other
Timne,other
Mazatec (Chiquihuitlan),other
Milan,other
Farsi,other
"Taos, Picuris",other
Adamawa Fulani,other
Tjingilu,other
Gurkhali,other
Tümpisa Panamint Shoshone,other
Kreol (Mauritian),other
Motilone (Northern),other
Barasano (Southern),other
Afrikaans (Standard),other
Agul,other
Babinga,other
Lgona,other
Arabic (Cairene Egyptian Colloquial),other
Fu-Yu Kirghiz,other
Wari,other
Berber (Ouargla),other
Tatanaq,other
Zaza,other
Spanish Sign Language,other
"Koligian, Koladgin, Caligun, Coligan",other
Kimatumbi,other
"Totonac, Xicotepec",other
Chulup,other
Siyin Chin,other
"Basque, Lekeitio ",other
Kwoma,other
Hmong (White),other
Shulla,other
Nambiquara,other
Taiap (Gapun),other
Northern Sakai,other
Wakami,other
Zutt,other
Baledha,other
Mapudungu,other
"Lower Umpqua, Umpqua",other
West Xorasan Turkic,other
Gourmanchema,other
"Zoque, Francisco Leon",other
Monpa,other
Banjuri,other
Baram Kayan,other
Parnkala,other
Yenisey Samoyed,other
Serbocroat,other
Arabic (Northern Yemeni),other
Kapauku,other
Murawari,other
Oromo (Mechaa),other
Tedaga,other
Southern Murut,other
West Khorasani Turkic,other
Ajie,other
Ulawa,other
Selkirk,other
Kassena,other
Moseteno,other
Pima Bajo,other
West Armenian,other
Shipibo-Conibo,other
Yir-Yiront,other
Pongoué,other
Literi Lagona,other
Lendu (North),other
Kurumfe,other
Chaha Gurage,other
Setswana,other
Gere,other
Lakher,other
Káidi-Kanembú,other
Cheremis (Low),other
Sye,other
Banz,other
Koyra Chiini Songhay,other
Vai (Mande),other
Nyam-Kad,other
Chaldean,other
"Ngaju, Dayak (Ngaju)",other
Gamu,other
Bisio,other
Meah,other
Burmese (Colloquial),other
E Mnong,other
Logoma,other
Mordvin (Erza),other
Western Armenian,other
Romany (Welsh),other
Fehan,other
Tachelhait,other
Teke (Kukuya),other
Costal Mixteco,other
Harar Oromo,other
Wallisien,other
Kuwi,other
Losengo,other
Lower Chinook,other
Rennellese-Bellonese,other
Kamba (Bantu),other
De'kwana Carib,other
Teuso,other
Asante,other
Pitta-Pitta,other
S Maidu,other
Paez,other
Mabang,other
Diegueño (Jamul),other
Western Dan,other
Yurak Samoyed,other
Chumash (Ineseno),other
Moore,other
Tamazight (Ayt Ndhir),other
Rif,other
Balawaia,other
Yunnalinka,other
Mapuche,other
Uighur,other
Sahidic,other
N Sierra Miwok,other
Siberian Yupik,other
Juchen,other
Makuchi,other
Tamok,other
Maula,other
Palestinian Arabic,other
Autu,other
Kanembu,other
Sinhalese,other
Nivacle,other
Luritja,other
Eastern Kayah,other
"Apache, Jicarilla",other
Kolokuma,other
Bashqort,other
Caingang,other
N. Tepehuan,other
"Popoloca, San Juan Atzingo",other
Mzab,other
Chaozhou Chinese,other
Anglo-Nigerian Pidgin,other
Mataco,other
Syriac,other
Karen,other
Biltum,other
Rantepao,other
Sara-Ngambay,other
Southwestern Pomo,other
Bileki,other
Coyotero,other
Ayamán,other
Chumash (Barbareno),other
"Ma'ya, Salawati dialect",other
Chadian Arabic,other
Gadaba (Pottangi Ollar),other
Waata Oromo,other
W. Makian,other
Siwa,other
Pocomchi,other
E. Cheremis,other
Coatzospan Mixteco,other
Kouroumba,other
Baagandji,other
"Marquesan, South",other
Mansibaber,other
"Yukaghir, Tundra dialect",other
Wendish,other
Yans,other
"Bengali, Chittagong",other
Canela-Kraho,other
Fulfulde (Cameroonian),other
Auju,other
Cariri,other
Yokuts (Valley),other
Tompakewa,other
Mixteco (Yosundúa),other
Ngumba,other
Kuna de la Frontiera,other
"Songhay, Koyra Chiini",other
Dari (in Afghanistan),other
Cinsenga,other
Anuak,other
Samish,other
Banda-Linda,other
Khalkha Mongolian,other
Luba,other
Kaidi-Kanembu,other
"Teke, Southern",other
Lushai,other
Kabardino-Cherkes,other
Xanty,other
Axininca Campa,other
Stod,other
Upland Yuman,other
Ten'a,other
Gwazazara,other
Cape York Creole,other
Vella la Vella,other
Drùbea,other
Kara (in Central African Rep),other
Ochiherero,other
Mayali (Gun-Djeihmi),other
Caning,other
Mileere,other
Motilone (Carib),other
Tunebo (Central),other
"Zoque, Rayon",other
Arizona Tewa,other
"Tibetan, Lhasa dialect",other
Gouro,other
Iraqi Arabic,other
Kamba (in Kenya),other
Waumeo,other
Matsigenga,other
Comaltepec Chinantec,other
Ohlone,other
Byelorussian,other
Migani,other
Kondjo,other
Motilón (Northern),other
French (Seychelles Creole),other
Southeastern Tepehuan,other
Kakchiquel,other
Gan,other
Attikamek,other
Nung Fan Slihng,other
Wobé,other
Filipino,other
Ostyak (Northern),other
Armenian (East),other
Inupiaq,other
"Rukai, Tanan dialect",other
Songhai (Koyraboro Senni),other
Mongo,other
Cemuhi,other
Tarascan,other
Cheremis (Eastern),other
Douala,other
Chewa,other
Halkomelem (Upriver),other
Khaliji,other
Awroman,other
Jei,other
Lee,other
Tuareg,other
Batad Ifugao,other
Karbi,other
Guadeloupean Creole,other
Lifu,other
Chama (Tiatinagua),other
Farangao,other
Tzotzil (San Andres),other
Jamul Diegueño,other
Talaut,other
Suau,other
Abzax,other
Dhegiha (Ponca),other
Arabic (Tunis),other
Yuman (Upland),other
Punjabi,other
Quebec-Labrador Inuktitut,other
Gambian Mandinka,other
Axluxlay,other
Changzhou,other
Tripuri,other
Hamtai (=Kapau),other
Huamelultec Oaxaca Chontal,other
Tsimane,other
Tumpisa Shoshone,other
Tschama,other
Santa Ana Keresan,other
Baraba Tatar,other
Nubian (Aswan),other
Poqomam,other
Seychellois,other
Tetun (Fehan),other
Gbeya,other
Kiriwina,other
Wayapi,other
West Quchani,other
Jemez (Towa),other
Fer,other
Pala (Papua NG),other
Kate [sic],other
"Ainu, Hokkaido dialect",other
Buyaka,other
Khami,other
Selayarese,other
Ichibemba,other
Tung,other
Fulani (Adamawa),other
Northern Kurdish,other
Ayaman,other
Toraja Sa'dan,other
Dongolese Nubian,other
Hiraca,other
Mawiha,other
Lwena,other
Kaniran,other
Northern Tiwa,other
Jaqai,other
Gutjertabia,other
Kumaju,other
"Mixtec, Chalcatongo (Western Alta)",other
E. Pomo,other
Mure-Pirahã,other
Gumbainggar,other
Walookera,other
Aramaic (Amadiya),other
Djapu Yolngu,other
Ambrym (Lonwolwol),other
"Nahuatl, Sierra de Zacapoaxtla",other
Rone,other
Dyola,other
Sau,other
Aguateca,other
S.E. Pomo,other
Mayo,other
"Lala, Pokau",other
Kativiri,other
Chebero,other
E Makian,other
Ojibwa,other
Dunsyan,other
Angwi Agaw,other
"Quechua, Cajamarca",other
Gizi,other
Apurina,other
Pengu,other
S. Nambiquara,other
Jacaltec,other
Agaw,other
Akoli,other
Zeme Naga,other
Illinois (Wea),other
Kachin,other
Permian,other
Q'eqchi',other
West Futuna-Aniwa,other
Koho,other
Creole (Berbice Dutch),other
"Inuktitut, West Greenlandic",other
Martiniquais,other
Tanga,other
Fante,other
Ma'diti,other
Motumotu,other
Walman,other
Kapriman,other
Fanti,other
Westfaelisch,other
Navaho,other
Chichimeco,other
Sardinian (Campidanese),other
Masai,other
Maghrebi Arabic,other
Karagash Nogay,other
Yuma,other
Central Cagayan,other
Khoa,other
Kiluba-Hemba,other
Berbice Creole Dutch,other
Palisua,other
Coatlan Mixe,other
Kesukuma,other
Chamba,other
Bagwalal,other
Sahidic Coptic,other
Sangirese,other
Waha,other
E Kayah,other
Wuzlam,other
Mon (Burmese),other
Tulung,other
Canamari,other
Laudje,other
Marma,other
Gbaya Kaka,other
Ainu (Hokkaido),other
Eastern Cheremis,other
Peaux de Lièvre,other
Bugurdzi,other
Gurage (Central West),other
Nauru,other
East Greenlandic,other
Assyrian,other
Adamawa (Fula),other
Nama (Khoekhoe),other
Circassian (West),other
Truk,other
Dooyaayo,other
Beri,other
Arleng Alam,other
Kolokuma Ijo,other
Apae'aa,other
Baza,other
Kildin Saami,other
Mpongwée,other
Sanima,other
Turjok,other
Kogui,other
Bislaman,other
Bajau Asli,other
Luwo,other
Buryat,other
Southern Mam,other
Boro,other
"Witoto, Murui dialect",other
Ronge,other
Southeast Tepehuan,other
Kayah Li,other
Nambiquara (Southern),other
Northern Pomo,other
Khamnigan Mongol,other
Spiti,other
Arrernte (Eastern),other
Silozi,other
Issyk-Kul Kalmyk,other
"Aleut, Eastern",other
Hebrew (modern Ashkenazic),other
Marquisien,other
English (Mískito Coast Creole),other
!Xo'o~,other
"Carrier, Central",other
Pa'disua,other
Island Carib,other
Hitchiti,other
E Uvea,other
Tyebaara Senoufo,other
d Schwyzerdütsch,other
Andamanese,other
N Pomo,other
Kazax,other
N Lendu,other
Äiwo,other
Padoko,other
Southern Baagandji,other
Kinyambo,other
Tlapanec (Malinaltepec),other
Kootenai,other
Upriver Halkomelem,other
N Puebla Nahuatl,other
"Cherokee, North Carolina",other
Laotian,other
Saami (North),other
Paya,other
Murinhpatha,other
Rungu,other
Runga,other
Miaro,other
Maragat,other
"Daju, Dar Fur dialect",other
Koio,other
Northern Paiute,other
Genovese,other
Tuscan,other
"Arabic, Negev Bedouin",other
Lai Chin,other
Narinjari,other
Udekhe,other
Michoacán Aztec,other
Oshiwambo,other
Mosquito,other
Volga Tatar,other
Rappang Buginese,other
Matngele,other
Yidin,other
Hottentot,other
Romani (Vlach),other
Midob Nubian,other
Dakelh,other
"Selknam, Central",other
Tebu,other
Ngo,other
Baniwa (Icana),other
Ya'o,other
Tamazight (Oum Jeniba),other
Northeast Maidu,other
Spanish (Peninsular Castilian),other
Zapotec (San Lucas),other
Rangpang,other
Nanda,other
Primmi,other
Oaxaca Chontal,other
Ikposso,other
Vogul,other
Lobiri,other
Tung-Chia,other
Rottinese,other
Chinese (Cantonese),other
Mountain Koiari,other
Eastern Ojibwa,other
Wargamay,other
"Fijian, Boumaa dialect",other
E. Ojibwa,other
Grand Valley Dani,other
Laxa,other
Waima,other
Hanis,other
Samoyed,other
Savu,other
Foochow,other
Western Futuna,other
"Catalan, Eastern",other
Lue,other
Wik-Munkan,other
Karen (Red),other
Keo,other
Tapiro,other
Sirenik Eskimo,other
Köho,other
Tlaxcala-Puebla Náhuatl,other
Ganda,other
Karaboro,other
"Songhai, Gao dialect",other
Wapogoro,other
Bogijiab,other
Tashelhit Berber,other
Siamese,other
Sirenik,other
"Mordva, Erzya",other
Warekena (Anamoim),other
Nesang,other
"Paiwan, Kulalao dialect",other
Huave,other
"Songhay, Koyra Chiini dialect",other
Mixtec (Yosundua),other
Gilyak,other
Lowland Jicaltepec Mixteco,other
Jiwadja,other
Syangja Magar,other
Kurama,other
Ngarinjin,other
Kokama,other
River Yuman,other
Amur,other
Dzamba,other
Yao,other
Turkic (East/Central Xorasan),other
Andoni,other
Gugu Yimijir,other
Kuku-thaypan,other
Indo-Pakistani Sign Language,other
Òtètèla,other
Dagomba,other
Wichí Lhamtés,other
Martu-Wangka,other
Ginux,other
Copper River,other
Kusaiean,other
Mongor,other
"Oshinonga, Oshiwambo",other
SiSwati,other
Wayampi,other
Siuslawan,other
Mongo-Nkundu,other
Yupik (Siberian),other
"Nyah Kur, Tha Pong dialect",other
Guayakí,other
Campa Ashaninca,other
Mancagne,other
Upper Lusatian,other
Nukuoru,other
Bugurdz,other
Guarayu (Paraguay),other
"Mixe, Totontepec dialect",other
Mjen,other
Russell Island,other
Yolngu,other
Talodda,other
Nama,other
Groote Eylandt,other
"Mixtec, San Juan Colorado",other
Mentu,other
"Teke, Kukuya dialect",other
Bashkir (Bashqort),other
Duru,other
Ledo,other
Cabecar,other
Los Reyes Metzontla,other
Huasteca Aztec,other
Ostuacan Zoque,other
Kija,other
Southern Tiwa,other
Rio Grande Tewa,other
"Popoloca, San Vicente Coyotepec",other
Mong Njua,other
Iñupiat,other
Judeo-Espagnol,other
Wea,other
Southern Maidu,other
Bulu (in Cameroon),other
Murzi,other
Bontoc,other
Nivaklé,other
Central Agta,other
Wa,other
Wintun,other
Judeo-Spanish,other
Debuga,other
Pima (Lower),other
Yuri,other
Nicobarese,other
Kachcha Naga,other
Berber (Ayt Ndhir Middle Atlas),other
Guaymí (Ngäbere),other
Gajo,other
Narum,other
Western Tarahumara,other
Tatar (Crimean),other
Tariâna,other
Yup'ik (Naukan),other
Asheninca (Campa),other
'Olelo Hawai'i,other
S Mam,other
Kandoka-Lusi,other
"Tzeltal, Bachajón",other
Sharpa,other
Mundu,other
Tetelcingo Aztec,other
Muthimuthi,other
Serbo-Croatian (Bosnian),other
Jupda,other
Yughur (Saryg),other
Kingbetu,other
Qemant,other
Khmu,other
Awiya,other
Guerze,other
Appenzel,other
Jibaro,other
Berber (Ghat),other
Bundjalung,other
Darfur-Nubian,other
Wè,other
Mezquital Otomi,other
Black Carib,other
Arabana-Wangkangurru,other
Trung,other
Tetelcingo Nahuatl,other
E Armenian,other
Bella-Coola,other
Ngalakgan,other
Kru,other
Permyak,other
Lakota (Teton),other
Kota (in India),other
Gugu Yalanji,other
Ruija,other
Bandjalang (Yugambeh),other
Houailou,other
Labrador Inuttut,other
Arabic (North Yemen),other
Maybrat (Ayawasi),other
Mahri,other
Gede,other
"Avar, Khunza dialect",other
Scottish Gaelic,other
Ngada,other
S. Greenlandic,other
Delaware,other
Shambaa,other
Cuaiquer,other
W Armenian,other
Teton,other
Empeo,other
Sura,other
Keres (Santa Ana Pueblo),other
Xdi,other
Nuuchahnulth (Tseshaht),other
Rotinese,other
Kimatuumbi,other
"Ubde-Nehern, Macú, Makú",other
Tjamoro,other
Hunde,other
Fuchow,other
Dargi,other
Rong,other
Huelel,other
Flemish (Zeeuws),other
Datoga,other
Dzad,other
Waljbiri,other
Yaudanchi,other
Marori,other
Pu Nu,other
Mixteco (Coatzospan),other
Maidu (Southern),other
Bushonga,other
Yupik,other
"Chickasaw, Oklahoma",other
Ruanda,other
W. Futuna-Aniwa,other
Balochi,other
Modern Chaldean,other
Walapai,other
Maran,other
Kpala,other
Lavongai,other
Wakasihu,other
Witoto,other
Yolngu (Djapu),other
Axluslay,other
Dohema,other
Palestinian-Jordanic Arabic,other
"Cathlamet, Wishram, Wasco-Wishram",other
Yug,other
Dizu,other
Tenet,other
Paumari,other
Motilone (Chibchan),other
"Pawaian, Oyobe dialect",other
d Eastern Keres Pueblo,other
Kanauri,other
"Auca, Huao",other
Atynyamathanha,other
Lombole,other
Shoshone (Tumpisa),other
Bungu,other
Bencho,other
Dakelh (Nak'albun/Dzinghubun),other
Aguatec Maya,other
Aka-Bojígíab,other
"Taraon, Mishmi",other
Barera,other
North Lendu,other
Gbang,other
Ul'cha,other
Southern Tati,other
"Uzbek, Tashkent dialect",other
Hmong Dao,other
Lealao Chinantec,other
Andamanese (Great Andaman),other
Lappish,other
Guarau,other
E Pomo,other
N. Paiute,other
Papago-Pima,other
Fitzroy Crossing Kriol,other
Gugu-Yalanji,other
Barbareño Chumash,other
N Paiute,other
Bagadji,other
Jamul Tiipay,other
Egene,other
Lai (in Burma),other
Gunya,other
"Köggaba, Kágaba",other
"Gaelic, Munster",other
Semporna Bajau,other
Guarani (Paraguayan),other
Malekula,other
Kurdish (Northern),other
Tibetan (Lhasa),other
Chinese (Hokkien),other
Havunese,other
"Tati, Southern",other
Mishmi (Digaro),other
Ikalanga,other
Kamaiura,other
Central Waica,other
KiKongo,other
Vlaams Gebarentaal,other
Mara,other
Carib (Suriname),other
Sefardi,other
"Basque, Souletin",other
Kyaka Enga,other
Jicaque,other
"Marquesan, North",other
Huitoto Muinane,other
Agni,other
Iate,other
Buang,other
CiLuba (L 31a),other
Mullukmulluk,other
Mer,other
Shuwa,other
Bare'e,other
Alabugat Tatar-Nogai,other
Geleba,other
Jinuo,other
Sherente,other
Taos,other
Uw Cuwa,other
Kaliai Kove,other
Southern Barasano,other
Itzaj Maya,other
Mountain Koiali,other
Manipuri,other
Southeastern Pomo,other
Bora-Miranya,other
Eastern Mixteco,other
Bukuba,other
Bisaya Cebuano,other
Mono Alu,other
Akalak,other
Kuku Yalanji,other
Nahuatl (Mecayapan),other
Achual,other
Dhegiha,other
Sungu,other
Guaymi,other
Temen,other
Roper River Kriol,other
Santo Tomás Ocotepec Mixteco,other
Saija,other
Bura-Mabang,other
Deori,other
East Elema,other
Dukawa,other
Obogwitai,other
Chukchee,other
Dholuo,other
Mocovi,other
Yaqay,other
"Chinantec, San Felipe Usila",other
Ineseno Chumash,other
Siwora,other
Ma'a,other
Basque (Central),other
Passamaquoddy-Maliseet,other
N. Pomo,other
Wongaibon,other
Sephardic,other
Cuna,other
Hanis Coos,other
Harar,other
Yosundua Mixtec,other
Doayo,other
Hidalgo Nahuatl,other
Dzing,other
"Sierra Miwok, Southern",other
Kula,other
Miri,other
Liptaako-Dori Fula,other
Highland Guerrero Mixteco,other
Salt (Yui),other
Deni,other
"Kiwai, Island dialect",other
San Juan Mixtepec Zapoteco,other
Gayardilt,other
Ameslan,other
Tagabili,other
Yogli,other
Xorasan,other
Kunuz Nubian,other
Darien Embera,other
Mwaghavul (Mupun),other
E. Makian,other
Malabri (Minor),other
Ona-Selknam,other
Andamanese (Great),other
"Oromo, Harar of Dirre Dawa town",other
Wailpi,other
Ijo (Central Western),other
Towolhi,other
Kaladdarsch,other
O'odham,other
Dolakha Newari,other
Baragaon,other
Hianacoto-Umaua ,other
W Greenlandic,other
Tarahumara-Cent,other
Alaska,other
"Ladakhi, dialect of Leh",other
Nyamwezi,other
Enga (Kyaka),other
Clear Lake Pomo,other
Gaelic (Scottish),other
Chutiya,other
Chasu,other
Arbel Jewish Aramaic,other
Modern Literary Arabic,other
Abulas,other
Wargla,other
Ojibwa (Southwestern),other
E. Magar,other
"Mapuche, Araucanian",other
Wayãpi,other
Mandandanji,other
Jabuti,other
Tonga (Zambia),other
Karo Batak,other
Big Smokey Valley Shoshoni,other
North-East Ambae (Lolovoli),other
Dhuwala,other
Rangpa,other
Baadi,other
Malay (Eastern),other
Sapiny,other
Carib (Hopkins Island),other
Fulfulde (Mauritanian),other
"Quechua, Ancash",other
Pima,other
Labrador Inuktitut,other
Guang,other
"Fijian, Boumaa",other
Lower Umpqua,other
Kamchadal,other
Ubyx,other
Kpele,other
Kolh,other
Arabic (East Libyan),other
Porja,other
Toi,other
Modern Hebrew,other
Nadeb,other
To'aba'ita,other
Chingoni,other
Djuka,other
Mödö,other
Tuareg (Tahaggart Tamahaq),other
Malak-Malak,other
Kariri,other
Frisian (Saterland),other
Creole (Haitian),other
Mednovskiy,other
N. Tiwa,other
Guianese (French),other
Itel'men,other
"Yagaria, Move dialect",other
Chiang,other
Dogoso,other
Highland Yao,other
Bashgali,other
Wishram,other
Campa (Asheninca),other
Nicobarese (Nancowry),other
Kele (in Papua New Guinea),other
Mofu-Sud,other
"W. Desert, as spoken at Ooldea",other
Aramaic (Arbel Jewish),other
Tsafiki,other
Ndebele (South Africa),other
Khanty (Northern),other
Nyima,other
Iwaidji,other
Mitla Zapotec,other
Wanuma,other
Xorasan Turkic,other
Mandyak,other
Pakot,other
Copala Trique,other
Chulym Turkic,other
Kangiryuarmiut Eskimo,other
"Yupik, Chevak",other
Arabic (Modern Literary),other
Sayula Popoluca,other
Wolof (Dakar),other
Brunka,other
Ra-txa Hu-ni-ku-i,other
Koyong,other
Apache (San Carlos),other
Drung,other
Abdal,other
Mabuiag,other
Batsbi,other
Southeastern Mixe,other
Thaua,other
Shokleng,other
Eastern Magar,other
Minitari,other
Egyptian Colloquial Arabic,other
Carrier (Central),other
Moré,other
Circassian (East),other
W. Tarahumara,other
Yuman (Upriver),other
Merdu,other
Guajiro,other
Lunda-Ndembu,other
German (Swiss Thürgau),other
Yugambeh,other
Columbia Cuna,other
Kumeyaay,other
Waray (Australia),other
E Ojibwa,other
Italian (Roman),other
Western Desert,other
Kaliai,other
S. Tati,other
Wikchamni (Yokuts),other
Bunan,other
High Lugbara,other
North Agaw,other
Irish Gaelic,other
Koyra-Chiini,other
Ghat,other
Jaranchi,other
"Nuuchahnutlh (Tseshaht, Tsishaath)",other
Yup'ik (Sirenik),other
Sharanawa,other
Sedik,other
Harari,other
Wadiri,other
Toabaita,other
Amadi,other
Southern Sierra Miwok,other
Chiwere,other
Were,other
Coos,other
"Popoluca, Oluta",other
West Wosera,other
Tabi (Ingessana),other
Omo,other
Wadjeri,other
Koma,other
"Apache, Mescalero",other
Monguor,other
Komi,other
Dar Fur Daju,other
Azande,other
Gaviao,other
Copala-Trique,other
Jandijinung,other
Towa,other
Umpqua (Lower),other
Ngene,other
Kalabit,other
Tundra Yukaghir,other
Lokono,other
Kapau,other
Piro Arawakan,other
Witoto (Murui),other
"Greenlandic, South",other
Waluwara,other
Lokoro,other
Mapi,other
"Tukang Besi, Wanci dialect",other
Chorti,other
Kalihna,other
Koyukon (Central),other
Yanyula,other
Addo,other
Assyrian Neo-Aramaic,other
Bichelamar,other
Tiatinagua,other
Eastern Bororo,other
Yokuts (Yawelmani),other
Uygur (Saryg),other
German (Thürgau Swiss),other
Waray (Philippines),other
Huasteca Nahuatl,other
Mecayapan Isthumus Nahuatl,other
!Xu,other
Wogait,other
Baka (Cameroon),other
Khyang,other
"Basque, Northern High Navarrese",other
Nahuatl (Eastern Huasteca),other
Murut,other
Orang Negeri,other
Passamaquoddy-Malecite,other
Creole (Jamaican),other
Southern Sotho,other
"Tzeltal, Tenejapa",other
Hrey,other
Enkelembu,other
Baure (Ignaciano),other
"Nahuatl, Pajapan",other
Xu,other
Boun,other
Xinalug,other
Sambú,other
Kaman,other
Shinassha (Boro),other
Koruon,other
Mezquital,other
Berber (Mauritania),other
Wari' (Chapacuva),other
E Aranda,other
"Dangaleat, Western",other
Midob (Darfur Nubian),other
Coast Tsimshian,other
Romani (Sepec*ides),other
"Khmu?, Northern",other
Abzakh,other
W. Armenian,other
"Greenlandic, East",other
Hawaiian Creole English,other
S Tiwa,other
Gruzinski,other
Thargari,other
Dyolof,other
Buin,other
Daloka,other
Tatana,other
Arabic (Chadian),other
Ufromi,other
Araucana,other
Tadzhik,other
Aurès (Ait Frah),other
Miwok (Southern Sierra),other
S Greenlandic,other
Darra,other
Tangkhul Naga,other
French (Lesser Antillean Creole),other
Apoze,other
S Sotho,other
Bagandji,other
!Xo,other
Ateso,other
Chanka,other
Basa,other
Yup'ik (Pacific Gulf),other
South Malaita,other
Vayu,other
Waica (Central),other
Chinsenga,other
Tsalagi,other
Cheke,other
Kukú (d. of Bari),other
Straits Salish,other
Kung,other
North Puebla Aztec,other
Delta River Yuman,other
Luiseno,other
Yulboridja,other
Macuxi,other
Xvarshik,other
Kurku,other
Huron,other
Bedauye,other
"Basque, Gernica ",other
Tucuna,other
Central Tarahumara,other
Buginese,other
Meidob,other
Fon,other
Dyuka,other
Lower Grand Valley Dani,other
Tatar (Volga),other
Berber (Ayt Ayache Middle Atlas),other
Nyelâyu,other
Jemez Towa,other
E. Uvea,other
Dagare,other
Kurungu,other
Asmat (Flamingo Bay),other
Magari,other
Thakali Marphatan,other
West Kongo,other
Blackfeet,other
Yegir,other
Chaladsch,other
Mayoruna,other
(s)Tod,other
Logbara,other
Mokulu,other
Dani,other
Telei,other
Chittagonian Bengali,other
Dullay,other
Upper Chinook,other
Hare,other
Mikeyir,other
W Makian,other
Arawak (Lokono Dian),other
Yawelmani Yokuts,other
Yup'ik (Central Alaskan),other
