pk,jsondata,value_pk,sentence_pk,description,version
1228,,5992,1132,,1
1229,,6528,1133,,1
1230,,6738,1133,,1
1231,,9223,1134,,1
1232,,12787,1135,,1
1233,,12787,1136,,1
1234,,10378,1137,,1
1235,,10378,1138,,1
1236,,12868,1139,,1
1237,,12868,1140,,1
1238,,12868,1141,,1
1239,,12868,1142,,1
1240,,3254,1143,,1
1241,,3022,1144,,1
1242,,26732,1145,,1
1243,,25174,1146,,1
1244,,3441,1147,,1
1245,,6483,1148,,1
1246,,6701,1148,,1
1247,,29373,1149,,1
1248,,6034,1151,,1
1249,,24964,1152,,1
1250,,24947,1153,,1
1251,,24897,1154,,1
1252,,54441,1155,,1
1253,,54441,1156,,1
1254,,54441,1157,,1
1255,,54441,1158,,1
1256,,54442,1155,,1
1257,,54442,1156,,1
1258,,54442,1157,,1
1259,,54442,1158,,1
1260,,25147,1159,,1
1261,,9111,1160,,1
1262,,53894,1161,,1
1263,,37609,1162,,1
1264,,43026,1163,,1
1265,,5940,1164,,1
1266,,25145,939,,1
1267,,7627,1165,,1
1268,,6370,1166,,1
1269,,6604,1166,,1
1270,,24905,1167,,1
1271,,3808,1168,,1
1272,,3414,1169,,1
1273,,6374,1170,,1
1274,,6608,1170,,1
1275,,10748,1171,,1
1276,,2618,1172,,1
1277,,12267,1173,,1
1278,,12267,1174,,1
1279,,3143,1175,,1
1280,,2646,1176,,1
1281,,36784,1177,,1
1282,,36784,1178,,1
1283,,7133,1179,,1
1284,,5962,1180,,1
1285,,39606,1181,,1
1286,,2670,1182,,1
1287,,8143,1183,,1
1288,,2571,1184,,1
1289,,54176,1185,,1
1290,,54176,1186,,1
1291,,54176,1187,,1
1292,,54176,1188,,1
1293,,54355,1185,,1
1294,,54355,1186,,1
1295,,54355,1187,,1
1296,,54355,1188,,1
1297,,9077,1189,,1
1298,,25146,1190,,1
1299,,1918,1191,,1
1300,,12873,1192,,1
1301,,12873,1193,,1
1302,,12873,1194,,1
1303,,12873,1195,,1
1304,,12873,1196,,1
1305,,12873,1197,,1
1306,,12873,1198,,1
1307,,2878,1199,,1
1308,,24904,1200,,1
1309,,38935,1201,,1
1310,,25171,1202,,1
1311,,25175,1203,,1
1312,,1526,1204,,1
1313,,3330,1205,,1
1314,,9054,1206,,1
1315,,9054,1207,,1
1316,,3619,1208,,1
1317,,25000,1209,,1
1318,,25122,1210,,1
1319,,54003,1211,,1
1320,,54003,1212,,1
1321,,25024,1216,,1
1322,,48122,1217,,1
1323,,48122,1218,,1
1324,,2949,1219,,1
1325,,25142,1220,,1
1326,,2899,1221,,1
1327,,3986,1222,,1
1328,,9097,1223,,1
1329,,27798,1224,,1
1330,,3571,1225,,1
1331,,29203,1226,,1
1332,,9002,1227,,1
1333,,3300,1228,,1
1334,,54151,1229,,1
1335,,54151,1230,,1
1336,,54151,1231,,1
1337,,54151,1232,,1
1338,,54331,1229,,1
1339,,54331,1230,,1
1340,,54331,1231,,1
1341,,54331,1232,,1
1342,,2703,1233,,1
1343,,2551,1234,,1
1344,,25139,1235,,1
1345,,24909,1236,,1
1346,,2704,1237,,1
1347,,55131,1238,,1
1348,,3382,1239,,1
1349,,6511,1240,,1
1350,,6724,1240,,1
1351,,24883,1241,,1
1352,,54191,1242,,1
1353,,54191,1243,,1
1354,,54191,1244,,1
1355,,54191,1245,,1
1356,,54370,1242,,1
1357,,54370,1243,,1
1358,,54370,1244,,1
1359,,54370,1245,,1
1360,,54010,1246,,1
1361,,2887,1247,,1
1362,,3409,1255,,1
1363,,2694,1256,,1
1364,,3081,1257,,1
1365,,3602,1258,,1
1366,,43032,1259,,1
1367,,43032,1260,,1
1368,,24881,1261,,1
1369,,3061,1262,,1
1370,,54269,1263,,1
1371,,54269,1264,,1
1372,,54269,1265,,1
1373,,54269,1266,,1
1374,,54439,1263,,1
1375,,54439,1264,,1
1376,,54439,1265,,1
1377,,54439,1266,,1
1378,,25269,1267,,1
1379,,25269,1268,,1
1380,,3641,1269,,1
1381,,12238,1270,,1
1382,,12238,1271,,1
1383,,176,1272,,1
1384,,176,1273,,1
1385,,6551,1274,,1
1386,,6760,1274,,1
1387,,24978,1275,,1
1388,,6519,1276,,1
1389,,6731,1276,,1
1390,,7997,1277,,1
1391,,2573,1278,,1
1392,,3085,1279,,1
1393,,4835,1280,,1
1394,,4835,1281,,1
1395,,54232,1282,,1
1396,,54232,1283,,1
1397,,54232,1284,,1
1398,,54232,1285,,1
1399,,54406,1282,,1
1400,,54406,1283,,1
1401,,54406,1284,,1
1402,,54406,1285,,1
1403,,3267,1286,,1
1404,,3893,1287,,1
1405,,27233,1288,,1
1406,,27233,1289,,1
1407,,27233,1290,,1
1408,,27233,1291,,1
1409,,8848,1292,,1
1410,,7954,1293,,1
1411,,25053,1294,,1
1412,,25043,1295,,1
1413,,3251,1296,,1
1414,,7093,1297,,1
1415,,4858,1298,,1
1416,,4858,1299,,1
1417,,2535,1301,,1
1418,,4644,1302,,1
1419,,4644,1303,,1
1420,,4644,1304,,1
1421,,4644,1305,,1
1422,,4644,1306,,1
1423,,6713,1307,,1
1424,,6713,1308,,1
1425,,2815,1309,,1
1426,,6366,1310,,1
1427,,2687,1311,,1
1428,,3190,1312,,1
1429,,7975,1313,,1
1430,,54177,1314,,1
1431,,54177,1315,,1
1432,,54177,1316,,1
1433,,54177,1317,,1
1434,,54177,1318,,1
1435,,54356,1314,,1
1436,,54356,1315,,1
1437,,54356,1316,,1
1438,,54356,1317,,1
1439,,54356,1318,,1
1440,,25150,1319,,1
1441,,7095,1320,,1
1442,,25132,1321,,1
1443,,23311,1322,,1
1444,,24901,1323,,1
1445,,54034,1324,,1
1446,,511,1325,,1
1447,,511,1326,,1
1448,,3449,1328,,1
1449,,39510,1329,,1
1450,,39510,1330,,1
1451,,13724,1331,,1
1452,,13724,1332,,1
1453,,54134,1333,,1
1454,,54134,1334,,1
1455,,54134,1335,,1
1456,,54134,1336,,1
1457,,54315,1333,,1
1458,,54315,1334,,1
1459,,54315,1335,,1
1460,,54315,1336,,1
1461,,26780,1337,,1
1462,,26780,1338,,1
1463,,26780,1339,,1
1464,,25008,1340,,1
1465,,2846,1341,,1
1466,,2937,1342,,1
1467,,25029,1343,,1
1468,,8149,1344,,1
1469,,52691,1345,,1
1470,,29244,1346,,1
1471,,2566,1347,,1
1472,,3546,1348,,1
1473,,54198,1349,,1
1474,,54198,1350,,1
1475,,54198,1351,,1
1476,,54198,1352,,1
1477,,54377,1349,,1
1478,,54377,1350,,1
1479,,54377,1351,,1
1480,,54377,1352,,1
1481,,2985,1354,,1
1482,,55811,1355,,1
1483,,55811,1356,,1
1484,,55811,1357,,1
1485,,26139,1361,,1
1486,,53961,1362,,1
1487,,5969,1363,,1
1488,,3697,1364,,1
1489,,12223,1365,,1
1490,,12223,1366,,1
1491,,31255,1367,,1
1492,,31255,1368,,1
1493,,54937,1369,,1
1494,,12290,1370,,1
1495,,25507,1371,,1
1496,,3528,1372,,1
1497,,6059,1373,,1
1498,,24935,1374,,1
1499,,33244,1375,,1
1500,,2816,1376,,1
1501,,54253,1377,,1
1502,,54253,1378,,1
1503,,46644,1379,,1
1504,,3489,1380,,1
1505,,8278,1381,,1
1506,,53996,1382,,1
1507,,24878,1383,,1
1508,,3361,1384,,1
1509,,3869,1385,,1
1510,,3307,1386,,1
1511,,54015,1387,,1
1512,,12252,1389,,1
1513,,25008,1390,,1
1514,,3804,1391,,1
1515,,2680,1392,,1
1516,,3142,1393,,1
1517,,9231,1394,,1
1518,,9231,1395,,1
1519,,2883,1396,,1
1520,,4564,1397,,1
1521,,3444,1400,,1
1522,,5912,1402,,1
1523,,3318,1403,,1
1524,,5895,1405,,1
1525,,3679,1406,,1
1526,,53947,1407,,1
1527,,2965,1408,,1
1528,,54152,1409,,1
1529,,54152,1410,,1
1530,,54152,1411,,1
1531,,54152,1412,,1
1532,,54332,1409,,1
1533,,54332,1410,,1
1534,,54332,1411,,1
1535,,54332,1412,,1
1536,,6578,1413,,1
1537,,6781,1413,,1
1538,,3842,1414,,1
1539,,3839,1415,,1
1540,,25154,1416,,1
1541,,2600,1417,,1
1542,,24942,1418,,1
1543,,8015,1419,,1
1544,,2621,1420,,1
1545,,2695,1421,,1
1546,,3279,1423,,1
1547,,32919,1424,,1
1548,,32919,1425,,1
1549,,32919,1426,,1
1550,,10723,1427,,1
1551,,9180,1428,,1
1552,,3782,1429,,1
1553,,3854,1430,,1
1554,,3105,1300,,1
1555,,9221,1358,,1
1556,,25018,1359,,1
1557,,2671,1435,,1
1558,,25019,1436,,1
1559,,3478,1437,,1
1560,,10963,1438,,1
1561,,54093,1439,,1
1562,,54093,1440,,1
1563,,54093,1441,,1
1564,,54093,1442,,1
1565,,54093,1443,,1
1566,,54277,1439,,1
1567,,54277,1440,,1
1568,,54277,1441,,1
1569,,54277,1442,,1
1570,,54277,1443,,1
1571,,3845,1444,,1
1572,,6050,1445,,1
1573,,2997,1446,,1
1574,,4727,1447,,1
1575,,4727,1448,,1
1576,,4727,1449,,1
1577,,4727,1450,,1
1578,,4727,1451,,1
1579,,4836,1452,,1
1580,,4836,1453,,1
1581,,4836,1454,,1
1582,,4836,1455,,1
1583,,24989,1456,,1
1584,,8867,1457,,1
1585,,24995,1458,,1
1586,,3004,1459,,1
1587,,7334,1460,,1
1588,,9198,1461,,1
1589,,27300,1462,,1
1590,,25159,1463,,1
1591,,12193,1464,,1
1592,,54242,1465,,1
1593,,54242,1466,,1
1594,,54242,1467,,1
1595,,54242,1468,,1
1596,,54414,1465,,1
1597,,54414,1466,,1
1598,,54414,1467,,1
1599,,54414,1468,,1
1600,,9214,1469,,1
1601,,2895,1470,,1
1602,,13724,1471,,1
1603,,9041,1472,,1
1604,,6097,1473,,1
1605,,25113,1474,,1
1606,,7958,1475,,1
1607,,24937,1476,,1
1608,,13498,1477,,1
1609,,13498,1478,,1
1610,,6553,1479,,1
1611,,6761,1479,,1
1612,,3488,1480,,1
1613,,25156,1481,,1
1614,,6971,1482,,1
1615,,10893,1483,,1
1616,,24984,1398,,1
1617,,24907,1399,,1
1618,,54121,1431,,1
1619,,54121,1432,,1
1620,,54121,1433,,1
1621,,54121,1434,,1
1622,,54304,1431,,1
1623,,54304,1432,,1
1624,,54304,1433,,1
1625,,54304,1434,,1
1626,,53929,148,,1
1627,,3408,1484,,1
1628,,53960,1485,,1
1629,,48165,1486,,1
1630,,2838,1487,,1
1631,,3321,1488,,1
1632,,2622,1489,,1
1633,,24860,1490,,1
1634,,40169,1491,,1
1635,,40169,1492,,1
1636,,54088,1493,,1
1637,,54088,1494,,1
1638,,54088,1495,,1
1639,,54088,1496,,1
1640,,3690,1497,,1
1641,,3604,1498,,1
1642,,3774,1499,,1
1643,,53993,1500,,1
1644,,24907,1501,,1
1645,,3914,1502,,1
1646,,54163,1503,,1
1647,,54163,1504,,1
1648,,54163,1505,,1
1649,,54163,1506,,1
1650,,54163,1507,,1
1651,,54342,1503,,1
1652,,54342,1504,,1
1653,,54342,1505,,1
1654,,54342,1506,,1
1655,,54342,1507,,1
1656,,54011,1508,,1
1657,,54011,1509,,1
1658,,9575,1510,,1
1659,,6484,1511,,1
1660,,6702,1511,,1
1661,,2981,1512,,1
1662,,3462,1513,,1
1663,,6021,1514,,1
1664,,25160,1515,,1
1665,,6448,1516,,1
1666,,6670,1516,,1
1667,,9206,1517,,1
1668,,2788,1518,,1
1669,,12754,1519,,1
1670,,12754,1520,,1
1671,,12754,1521,,1
1672,,12754,1522,,1
1673,,12754,1523,,1
1674,,12754,1524,,1
1675,,2679,1525,,1
1676,,3568,1527,,1
1677,,5673,1528,,1
1678,,2843,1529,,1
1679,,1961,1530,,1
1680,,25152,1531,,1
1681,,3051,1532,,1
1682,,6068,1533,,1
1683,,33843,1534,,1
1684,,33843,1535,,1
1685,,3200,1536,,1
1686,,54142,1537,,1
1687,,54142,1538,,1
1688,,54322,1537,,1
1689,,54322,1538,,1
1690,,3015,1541,,1
1691,,2678,1542,,1
1692,,3620,1543,,1
1693,,3433,1544,,1
1694,,54262,1545,,1
1695,,54262,1546,,1
1696,,54262,1547,,1
1697,,54262,1548,,1
1698,,54262,1549,,1
1699,,54432,1545,,1
1700,,54432,1546,,1
1701,,54432,1547,,1
1702,,54432,1548,,1
1703,,54432,1549,,1
1704,,12237,1550,,1
1705,,12237,1551,,1
1706,,26008,1552,,1
1707,,29840,1553,,1
1708,,29840,1554,,1
1709,,29840,1555,,1
1710,,2620,1556,,1
1711,,27080,1557,,1
1712,,27080,1558,,1
1713,,53905,1559,,1
1714,,28734,1560,,1
1715,,28734,1561,,1
1716,,28734,1562,,1
1717,,45275,1564,,1
1718,,4927,1565,,1
1719,,4927,1566,,1
1720,,4927,1567,,1
1721,,13415,1568,,1
1722,,13415,1569,,1
1723,,13415,1570,,1
1724,,3742,1571,,1
1725,,2732,1572,,1
1726,,53967,1573,,1
1727,,53967,1574,,1
1728,,53967,1575,,1
1729,,24124,1576,,1
1730,,5894,1577,,1
1731,,5975,1579,,1
1732,,2918,1580,,1
1733,,6539,1581,,1
1734,,6748,1581,,1
1735,,1771,1588,,1
1736,,3718,1589,,1
1737,,2546,1590,,1
1738,,3374,1591,,1
1739,,6366,1592,,1
1740,,6600,1592,,1
1741,,3166,1593,,1
1742,,5902,1594,,1
1743,,3117,1595,,1
1744,,41579,1596,,1
1745,,2625,1597,,1
1746,,54259,1598,,1
1747,,54259,1599,,1
1748,,54429,1598,,1
1749,,54429,1599,,1
1750,,24937,1600,,1
1751,,53965,1601,,1
1752,,12324,1602,,1
1753,,24913,1603,,1
1754,,3343,1604,,1
1755,,5947,1606,,1
1756,,8937,1607,,1
1757,,55353,1608,,1
1758,,1228,1609,,1
1759,,1228,1610,,1
1760,,1228,1611,,1
1761,,1228,1612,,1
1762,,4823,1613,,1
1763,,4823,1614,,1
1764,,3645,1615,,1
1765,,3389,1616,,1
1766,,2700,1617,,1
1767,,2784,1618,,1
1768,,54240,1619,,1
1769,,54240,1620,,1
1770,,54412,1619,,1
1771,,54412,1620,,1
1772,,2890,1621,,1
1773,,2592,1624,,1
1774,,2543,1625,,1
1775,,7108,1626,,1
1776,,25081,1627,,1
1777,,7103,1628,,1
1778,,24933,1629,,1
1779,,29089,1630,,1
1780,,26830,1631,,1
1781,,2523,1632,,1
1782,,28342,1633,,1
1783,,28342,1634,,1
1784,,24925,1635,,1
1785,,24925,1636,,1
1786,,3794,1637,,1
1787,,54268,1638,,1
1788,,54268,1639,,1
1789,,54268,1640,,1
1790,,54268,1641,,1
1791,,54438,1638,,1
1792,,54438,1639,,1
1793,,54438,1640,,1
1794,,54438,1641,,1
1795,,2817,1642,,1
1796,,25041,1643,,1
1797,,2938,1644,,1
1798,,25064,1645,,1
1799,,12840,1646,,1
1800,,12840,1647,,1
1801,,4665,1648,,1
1802,,4665,1649,,1
1803,,3495,1650,,1
1804,,9118,1651,,1
1805,,9118,1652,,1
1806,,2384,1653,,1
1807,,2384,1654,,1
1808,,25128,1655,,1
1809,,3783,1656,,1
1810,,3333,1657,,1
1811,,4743,1658,,1
1812,,4743,1659,,1
1813,,6455,1660,,1
1814,,6677,1660,,1
1815,,3692,1661,,1
1816,,3737,1662,,1
1817,,29633,1663,,1
1818,,29260,1664,,1
1819,,43296,1665,,1
1820,,43296,1666,,1
1821,,43296,1667,,1
1822,,9060,1668,,1
1823,,9060,1669,,1
1824,,3427,1670,,1
1825,,12638,1671,,1
1826,,12638,1672,,1
1827,,12638,1673,,1
1828,,12638,1674,,1
1829,,6363,1676,,1
1830,,6597,1676,,1
1831,,1823,1677,,1
1832,,9101,1678,,1
1833,,9101,1679,,1
1834,,12712,1680,,1
1835,,12712,1681,,1
1836,,2808,1682,,1
1837,,3712,1683,,1
1838,,5983,1684,,1
1839,,25044,1685,,1
1840,,6365,1686,,1
1841,,6599,1686,,1
1842,,3887,1687,,1
1843,,9195,1688,,1
1844,,9195,1689,,1
1845,,9195,1690,,1
1846,,6390,1691,,1
1847,,6622,1691,,1
1848,,24916,1692,,1
1849,,53995,1693,,1
1850,,53995,1694,,1
1851,,24877,1695,,1
1852,,25157,1696,,1
1853,,9123,1697,,1
1854,,2542,1698,,1
1855,,3792,1699,,1
1856,,3599,1700,,1
1857,,25079,1701,,1
1858,,12854,1702,,1
1859,,12854,1703,,1
1860,,4641,1704,,1
1861,,4641,1705,,1
1862,,4641,1706,,1
1863,,4641,1707,,1
1864,,4641,1708,,1
1865,,4641,1709,,1
1866,,3696,1710,,1
1867,,8105,1711,,1
1868,,49188,1712,,1
1869,,12955,187,,1
1870,,12955,188,,1
1871,,12955,189,,1
1872,,2504,1675,,1
1873,,4718,1021,,1
1874,,4718,1022,,1
1875,,4718,1023,,1
1876,,4718,1024,,1
1877,,4718,1025,,1
1878,,361,1026,,1
1879,,361,1027,,1
1880,,4816,1214,,1
1881,,4816,1215,,1
1882,,24923,1360,,1
1883,,54087,1582,,1
1884,,54087,1583,,1
1885,,54087,1584,,1
1886,,54087,1585,,1
1887,,54087,1586,,1
1888,,54273,1582,,1
1889,,54273,1583,,1
1890,,54273,1584,,1
1891,,54273,1585,,1
1892,,54273,1586,,1
1893,,3042,1713,,1
1894,,2525,1714,,1
1895,,6400,1715,,1
1896,,6630,1715,,1
1897,,6533,1716,,1
1898,,6743,1716,,1
1899,,12292,1717,,1
1900,,3473,1718,,1
1901,,25062,1719,,1
1902,,54569,1720,,1
1903,,54569,1721,,1
1904,,4741,1722,,1
1905,,56339,1723,,1
1906,,25112,1724,,1
1907,,12935,1725,,1
1908,,12935,1726,,1
1909,,12935,1727,,1
1910,,12935,1728,,1
1911,,12935,1729,,1
1912,,12935,1730,,1
1913,,12935,1731,,1
1914,,12935,1732,,1
1915,,12935,1733,,1
1916,,12935,1734,,1
1917,,12935,1735,,1
1918,,12935,1736,,1
1919,,12935,1737,,1
1920,,12935,1738,,1
1921,,12935,1739,,1
1922,,12935,1740,,1
1923,,3872,1741,,1
1924,,54085,1742,,1
1925,,54085,1743,,1
1926,,54085,1744,,1
1927,,54085,1745,,1
1928,,3140,1746,,1
1929,,54137,1747,,1
1930,,54137,1748,,1
1931,,54137,1749,,1
1932,,54137,1750,,1
1933,,54317,1747,,1
1934,,54317,1748,,1
1935,,54317,1749,,1
1936,,54317,1750,,1
1937,,8643,1751,,1
1938,,3206,1752,,1
1939,,3377,1753,,1
1940,,4808,1754,,1
1941,,4808,1755,,1
1942,,5908,1756,,1
1943,,3703,1757,,1
1944,,24918,1758,,1
1945,,25091,1759,,1
1946,,5930,1760,,1
1947,,3186,1761,,1
1948,,6071,1762,,1
1949,,22772,1763,,1
1950,,23002,1763,,1
1951,,54905,1764,,1
1952,,6507,1765,,1
1953,,6721,1765,,1
1954,,8090,1768,,1
1955,,2790,1769,,1
1956,,53481,1770,,1
1957,,24877,1771,,1
1958,,3000,1772,,1
1959,,8694,1773,,1
1960,,53913,1774,,1
1961,,51031,1775,,1
1962,,47445,1776,,1
1963,,55668,1777,,1
1964,,55668,1778,,1
1965,,55668,1779,,1
1966,,54588,1780,,1
1967,,54588,1781,,1
1968,,54588,1782,,1
1969,,2588,1783,,1
1970,,2915,1784,,1
1971,,3125,1785,,1
1972,,2728,1786,,1
1973,,5967,1787,,1
1974,,25050,1788,,1
1975,,3897,1789,,1
1976,,3536,1790,,1
1977,,25051,1791,,1
1978,,3646,1792,,1
1979,,5879,1793,,1
1980,,9104,1794,,1
1981,,3537,1795,,1
1982,,3474,1796,,1
1983,,54007,1797,,1
1984,,3360,1798,,1
1985,,2914,1799,,1
1986,,3274,1800,,1
1987,,3674,1801,,1
1988,,13683,1802,,1
1989,,13683,1803,,1
1990,,6085,1804,,1
1991,,42834,1622,,1
1992,,42834,1623,,1
1993,,25166,1766,,1
1994,,3716,1805,,1
1995,,24952,1806,,1
1996,,53959,1807,,1
1997,,3369,1808,,1
1998,,3859,1809,,1
1999,,24938,1810,,1
2000,,2822,1811,,1
2001,,25148,1812,,1
2002,,46186,1813,,1
2003,,3436,1814,,1
2004,,2605,1815,,1
2005,,2797,1816,,1
2006,,3959,1817,,1
2007,,48085,1818,,1
2008,,9170,1819,,1
2009,,9170,1820,,1
2010,,22635,1821,,1
2011,,22865,1821,,1
2012,,54153,1822,,1
2013,,54153,1823,,1
2014,,54153,1824,,1
2015,,54153,1825,,1
2016,,8885,1826,,1
2017,,8885,1827,,1
2018,,25025,1828,,1
2019,,9568,1829,,1
2020,,8041,1830,,1
2021,,2711,1831,,1
2022,,12958,1832,,1
2023,,12958,1833,,1
2024,,12958,1834,,1
2025,,12958,1835,,1
2026,,12958,1836,,1
2027,,6082,1837,,1
2028,,6554,1838,,1
2029,,6762,1838,,1
2030,,3544,1839,,1
2031,,46663,1840,,1
2032,,9119,1842,,1
2033,,3107,1843,,1
2034,,9071,1844,,1
2035,,3344,1845,,1
2036,,3102,1846,,1
2037,,4429,1847,,1
2038,,3464,1767,,1
2039,,9215,1849,,1
2040,,9215,1850,,1
2041,,3791,1851,,1
2042,,54229,1852,,1
2043,,54229,1853,,1
2044,,54229,1854,,1
2045,,54229,1855,,1
2046,,54403,1852,,1
2047,,54403,1853,,1
2048,,54403,1854,,1
2049,,54403,1855,,1
2050,,9181,1856,,1
2051,,9181,1857,,1
2052,,3355,1858,,1
2053,,24949,1859,,1
2054,,2718,1860,,1
2055,,2955,1861,,1
2056,,24868,1862,,1
2057,,2550,1863,,1
2058,,24956,1864,,1
2059,,25135,1865,,1
2060,,25176,1866,,1
2061,,29682,1867,,1
2062,,29682,1868,,1
2063,,29682,1869,,1
2064,,3728,1870,,1
2065,,3340,1871,,1
2066,,3347,1872,,1
2067,,2708,1873,,1
2068,,25776,1874,,1
2069,,9022,1875,,1
2070,,37093,1876,,1
2071,,37093,1877,,1
2072,,2497,1878,,1
2073,,3719,1879,,1
2074,,25045,1880,,1
2075,,3273,1881,,1
2076,,25381,1882,,1
2077,,4949,1883,,1
2078,,4949,1884,,1
2079,,10949,1885,,1
2080,,3054,1886,,1
2081,,37963,1887,,1
2082,,3912,1888,,1
2083,,6543,1891,,1
2084,,6752,1891,,1
2085,,3378,1892,,1
2086,,9225,1893,,1
2087,,9225,1894,,1
2088,,24888,1895,,1
2089,,2759,1896,,1
2090,,6089,1897,,1
2091,,25113,1898,,1
2092,,3485,1899,,1
2093,,3705,1900,,1
2094,,25179,1901,,1
2095,,9172,1902,,1
2096,,9172,1903,,1
2097,,54231,1904,,1
2098,,54231,1905,,1
2099,,54231,1906,,1
2100,,54231,1907,,1
2101,,54231,1908,,1
2102,,54405,1904,,1
2103,,54405,1905,,1
2104,,54405,1906,,1
2105,,54405,1907,,1
2106,,54405,1908,,1
2107,,54243,1909,,1
2108,,54243,1910,,1
2109,,54243,1911,,1
2110,,54243,1912,,1
2111,,54415,1909,,1
2112,,54415,1910,,1
2113,,54415,1911,,1
2114,,54415,1912,,1
2115,,9131,1913,,1
2116,,3032,1914,,1
2117,,26981,1915,,1
2118,,26981,1916,,1
2119,,26981,1917,,1
2120,,3048,1918,,1
2121,,2988,1919,,1
2122,,12299,1920,,1
2123,,24933,1921,,1
2124,,3629,1922,,1
2125,,12969,1923,,1
2126,,12969,1924,,1
2127,,12969,1925,,1
2128,,12969,1926,,1
2129,,12969,1927,,1
2130,,14013,1928,,1
2131,,14013,1929,,1
2132,,6053,1930,,1
2133,,3437,1931,,1
2134,,25125,1932,,1
2135,,54144,1933,,1
2136,,54144,1934,,1
2137,,54144,1935,,1
2138,,54144,1936,,1
2139,,54144,1937,,1
2140,,54324,1933,,1
2141,,54324,1934,,1
2142,,54324,1935,,1
2143,,54324,1936,,1
2144,,54324,1937,,1
2145,,53940,1940,,1
2146,,29383,1941,,1
2147,,24930,1942,,1
2148,,24930,1943,,1
2149,,50018,1944,,1
2150,,12962,1945,,1
2151,,12962,1946,,1
2152,,12962,1947,,1
2153,,12962,1948,,1
2154,,4662,1949,,1
2155,,4662,1950,,1
2156,,4662,1951,,1
2157,,6442,1952,,1
2158,,6665,1952,,1
2159,,43015,1953,,1
2160,,4732,1954,,1
2161,,4732,1955,,1
2162,,4732,1956,,1
2163,,4732,1957,,1
2164,,4732,1958,,1
2165,,3918,1959,,1
2166,,2871,1960,,1
2167,,29187,1963,,1
2168,,29403,1964,,1
2169,,24957,1965,,1
2170,,3519,1966,,1
2171,,2507,1967,,1
2172,,24944,1968,,1
2173,,25092,1969,,1
2174,,6496,1970,,1
2175,,6715,1970,,1
2176,,9591,1971,,1
2177,,2731,1972,,1
2178,,3878,1973,,1
2179,,2684,1974,,1
2180,,24890,1975,,1
2181,,25013,1976,,1
2182,,12210,1977,,1
2183,,54256,1978,,1
2184,,54256,1979,,1
2185,,54256,1980,,1
2186,,54256,1981,,1
2187,,54426,1978,,1
2188,,54426,1979,,1
2189,,54426,1980,,1
2190,,54426,1981,,1
2191,,24990,1982,,1
2192,,54180,1983,,1
2193,,54180,1984,,1
2194,,54180,1985,,1
2195,,54180,1986,,1
2196,,54359,1983,,1
2197,,54359,1984,,1
2198,,54359,1985,,1
2199,,54359,1986,,1
2200,,5973,1987,,1
2201,,54129,1988,,1
2202,,54129,1989,,1
2203,,54129,1990,,1
2204,,3807,1991,,1
2205,,2540,1992,,1
2206,,24885,1993,,1
2207,,3858,1994,,1
2208,,4508,1995,,1
2209,,25062,1996,,1
2210,,3762,1997,,1
2211,,25032,1998,,1
2212,,5978,1999,,1
2213,,24890,2000,,1
2214,,9035,2001,,1
2215,,9825,2002,,1
2216,,9825,2003,,1
2217,,2844,2004,,1
2218,,3041,2005,,1
2219,,11496,2006,,1
2220,,11496,2007,,1
2221,,10151,2008,,1
2222,,2662,2009,,1
2223,,6048,1848,,1
2224,,30934,1889,,1
2225,,30934,1890,,1
2226,,6014,1961,,1
2227,,24890,1962,,1
2228,,25099,2010,,1
2229,,3007,2011,,1
2230,,24991,2012,,1
2231,,5220,2013,,1
2232,,5220,2014,,1
2233,,5220,2015,,1
2234,,23208,2016,,1
2235,,25107,2017,,1
2236,,3619,2018,,1
2237,,25024,2019,,1
2238,,5995,2020,,1
2239,,30572,2021,,1
2240,,12754,2022,,1
2241,,12754,2023,,1
2242,,9140,2024,,1
2243,,3779,2025,,1
2244,,25181,2026,,1
2245,,12078,2027,,1
2246,,12078,2028,,1
2247,,12078,2029,,1
2248,,25034,2030,,1
2249,,54248,2031,,1
2250,,54248,2032,,1
2251,,54248,2033,,1
2252,,54248,2034,,1
2253,,54248,2035,,1
2254,,54419,2031,,1
2255,,54419,2032,,1
2256,,54419,2033,,1
2257,,54419,2034,,1
2258,,54419,2035,,1
2259,,3454,2036,,1
2260,,3182,2037,,1
2261,,41949,2038,,1
2262,,9073,2039,,1
2263,,9073,2040,,1
2264,,9073,2041,,1
2265,,9073,2042,,1
2266,,1331,2043,,1
2267,,1331,2044,,1
2268,,6560,2045,,1
2269,,6767,2045,,1
2270,,25299,2046,,1
2271,,25299,2047,,1
2272,,12701,2048,,1
2273,,12701,2049,,1
2274,,12701,2050,,1
2275,,12701,2051,,1
2276,,12701,2052,,1
2277,,12701,2053,,1
2278,,12701,2054,,1
2279,,12701,2055,,1
2280,,12701,2056,,1
2281,,12701,2057,,1
2282,,12701,2058,,1
2283,,12701,2059,,1
2284,,3387,2060,,1
2285,,6386,2061,,1
2286,,6618,2061,,1
2287,,8136,2076,,1
2288,,9192,2077,,1
2289,,13210,2078,,1
2290,,54574,2079,,1
2291,,54574,2080,,1
2292,,53865,2081,,1
2293,,53865,2082,,1
2294,,53955,2083,,1
2295,,3777,2084,,1
2296,,3465,2085,,1
2297,,6041,2086,,1
2298,,36927,2087,,1
2299,,25106,2088,,1
2300,,54032,2089,,1
2301,,2969,2090,,1
2302,,45068,2091,,1
