id,name,gbs_id
Lindow-et-al-1998,Lindow et al. 1998,
Lindsey-and-Scancarelli-1985,Lindsey and Scancarelli 1985,
Lindskoog-and-Brend-1962,Lindskoog and Brend 1962,
Lindskoog-and-Lindskoog-1964,Lindskoog and Lindskoog 1964,
Lindstrom-1986,Lindstrom 1986,
Lindstrom-and-Lynch-1994,Lindstrom and Lynch 1994,
Lindstrom-2002,Lindström 2002,
Linguistics-langwa-1993,Linguistics-langwa 1993,
Lionnet-1978,Lionnet 1978,
Lipkind-1945,Lipkind 1945,
Lisker-1963,Lisker 1963,
Lister-Turner-and-Clark-1930,Lister-Turner and Clark 1930,
Lister-Turner-and-Clark-nd,Lister-Turner and Clark n.d.,
Lithgow-and-Lithgow-1974,Lithgow and Lithgow 1974,
Litteral-1972,Litteral 1972,
Litteral-1980,Litteral 1980,
Liu-1964,Liu 1964,
Liu-1995,Liu 1995,
Lizot-1996a,Lizot 1996a,
Lizot-1996b,Lizot 1996b,
Lizotte-1983,Lizotte 1983,
Ljutikova-and-Bonch-Osmolovskaja-1999,Ljutikova and Bonch-Osmolovskaja 1999,
Llamzon-1966,Llamzon 1966,
Llamzon-1976,Llamzon 1976,
Llamzon-1978,Llamzon 1978,
Llerena-1987,Llerena 1987,
Lloyd-1969,Lloyd 1969,
Lloyd-1989,Lloyd 1989,
Lloyd-1992,Lloyd 1992,
Lobsang-1995,Lobsang 1995,
Lockwood-1955,Lockwood 1955,OGj4rnr0oxYC
Loeweke-and-May-1964,Loeweke and May 1964,
Loeweke-and-May-1966,Loeweke and May 1966,
Loeweke-and-May-1980,Loeweke and May 1980,
Loewen-1954,Loewen 1954,
Loewen-1958,Loewen 1958,
Loewen-1963,Loewen 1963,
Lombard-1935,Lombard 1935,
Lombard-1968,Lombard 1968,
Lombard-1991,Lombard 1991,
Lomtadze-1963,Lomtadze 1963,
Lomtatidze-1967a,Lomtatidze 1967a,
Lomtatidze-1967b,Lomtatidze 1967b,
Lomtatidze-1996,Lomtatidze 1996,
Lomtatidze-and-Klychev-1989,Lomtatidze and Klychev 1989,
London-Missionary-Society-1962,London Missionary Society 1962,
Long-C-and-Cruz-M-1999,Long C. and Cruz M. 1999,
Long-and-Zheng-1998,Long and Zheng 1998,
Longacre-1966,Longacre 1966,
Lonnet-and-Simeone-Senelle-1997,Lonnet and Simeone-Senelle 1997,
Loogman-1965,Loogman 1965,
Loos-1969,Loos 1969,
Lopez-1928,Lopez 1928,
Lopez-2001,Lopez 2001,
Lord-and-Craig-2004,Lord and Craig 2004,
Lorentz-1903,Lorentz 1903,
Lorentz-1971,Lorentz 1971,
Lorenz-1979,Lorenz 1979,
Lorenz-1982,Lorenz 1982,
Lorenzino-1998,Lorenzino 1998,
Lorenzo-et-al-1976,Lorenzo et al. 1976,
Lorimer-1915,Lorimer 1915,
Lorimer-1935,Lorimer 1935,
Lorimer-1939,Lorimer 1939,
Lorimer-1958,Lorimer 1958,
Loriot-et-al-1993,Loriot et al. 1993,
Lorrain-1951,Lorrain 1951,
Lorrain-and-Savidge-1898,Lorrain and Savidge 1898,
Lorrain-and-Savidge-1984,Lorrain and Savidge 1984,
Lotz-1988,Lotz 1988,
Louali-Reynal-et-al-1997,Louali-Reynal et al. 1997,
Lounis-1897,Lounis 1897,
Lounsbury-1953,Lounsbury 1953,
Lous-1969,Lous 1969,
Louttit-1916,Louttit 1916,
Louwerse-1988,Louwerse 1988,
Louwrens-et-al-1995,Louwrens et al. 1995,
Love-1932,Love 1932,
Love-2000,Love 2000,
Lovell-1994,Lovell 1994,
Loving-1973,Loving 1973,
Loving-1976,Loving 1976,
Loving-and-Loving-1973,Loving and Loving 1973,
Loving-and-Loving-1975,Loving and Loving 1975,
Loving-and-McKaughan-1973,Loving and McKaughan 1973,
Lowe-1983,Lowe 1983,
Lowe-1999,Lowe 1999,EF7GueYuQt0C
Lowie-1941,Lowie 1941,
Lowie-1963,Lowie 1963,
Lu-1983,Lu 1983,
Lubeck-and-Cowie-1989,Lubeck and Cowie 1989,
Lucas-1979,Lucas 1979,
Luce-1965,Luce 1965,
Lukas-1931,Lukas 1931,
Lukas-1933,Lukas 1933,
Lukas-1936,Lukas 1936,
Lukas-1937,Lukas 1937,
Lukas-1938,Lukas 1938,
Lukas-1953,Lukas 1953,
Lukas-1970,Lukas 1970,
Lukas-1977,Lukas 1977,
Lukas-1978,Lukas 1978,
Lukas-and-Nachtigal-1939,Lukas and Nachtigal 1939,
Lukas-and-Willms-1961,Lukas and Willms 1961,
Lukusa-2002,Lukusa 2002,
Lumwamu-1973,Lumwamu 1973,iy2Hq-hMWuoC
Lunsford-2001,Lunsford 2001,
Lunt-1952,Lunt 1952,
Lunt-1973,Lunt 1973,
Lupardus-1982,Lupardus 1982,
Luraghi-1990,Luraghi 1990,
Lust-et-al-2000,Lust et al. 2000,
Lusted-1976,Lusted 1976,
Luvsanvandan-1964,Luvsanvandan 1964,
Luzbetak-1954,Luzbetak 1954,
Luzbetak-1956,Luzbetak 1956,
Lydall-1976,Lydall 1976,
Lyman-1974,Lyman 1974,
Lyman-1979,Lyman 1979,
Lynch-1974,Lynch 1974,
Lynch-1977,Lynch 1977,
Lynch-1978,Lynch 1978,
Lynch-1982a,Lynch 1982a,
Lynch-1982b,Lynch 1982b,
Lynch-1983,Lynch 1983,
Lynch-1998,Lynch 1998,zYfV1jN3whUC
Lynch-2000,Lynch 2000,
Lynch-2002a,Lynch 2002a,xG1Q0alrpq8C
Lynch-2002b,Lynch 2002b,xG1Q0alrpq8C
Lynch-2002c,Lynch 2002c,xG1Q0alrpq8C
Lynch-and-Capell-1983,Lynch and Capell 1983,
Lynch-and-Horoi-2002,Lynch and Horoi 2002,xG1Q0alrpq8C
Lynch-and-Ross-2002,Lynch and Ross 2002,xG1Q0alrpq8C
Lyon-1967,Lyon 1967,
Lyth-1971,Lyth 1971,
Lytkin-1961,Lytkin 1961,
Lytkin-1966a,Lytkin 1966a,
Lytkin-1966b,Lytkin 1966b,
Lopez-and-Iboy-1992,López and Iboy 1992,
Lopez-and-Iboy-1998,López and Iboy 1998,
Lopez-et-al-1974,López et al. 1974,
Lopez-Garcia-1995,López-Garcia 1995,
Lohr-2002,Löhr 2002,
Maan-1951,Maan 1951,
Maas-1969,Maas 1969,
Maas-1999,Maas 1999,
MacAulay-1992b,MacAulay 1992b,y3kIq1DYAkMC
MacAulay-1992c,MacAulay 1992c,
MacDonald-1973,MacDonald 1973,
MacDonald-1990,MacDonald 1990,uRiwzuwqSPMC
MacEachern-et-al-1997,MacEachern et al. 1997,
MacEoin-1993,MacEoin 1993,BnCqZ5p60VoC
MacKay-1991,MacKay 1991,
MacKay-1999,MacKay 1999,
MacKenzie-1966,MacKenzie 1966,
MacKenzie-and-Jancewicz-1994,MacKenzie and Jancewicz 1994,
MacLean-1986,MacLean 1986,
MacLean-1995,MacLean 1995,
Macalister-1914,Macalister 1914,
Macario-et-al-1998,Macario et al. 1998,jOUrzb0dabEC
Macaulay-1992a,Macaulay 1992a,
Macaulay-1996,Macaulay 1996,
Macaulay-2005,Macaulay 2005,StIEpRsmDbIC
Macdonald-1976,Macdonald 1976,
Mackey-and-Nassau-1892,Mackey and Nassau 1892,
Mackinnon-1971,Mackinnon 1971,
Mackinnon-1977,Mackinnon 1977,
Mackridge-1985,Mackridge 1985,
Maclennan-1979,Maclennan 1979,
Macphail-1953,Macphail 1953,
Macphail-1983,Macphail 1983,
Macri-1988,Macri 1988,
Maddieson-1987,Maddieson 1987,
Maddieson-and-Anderson-1995,Maddieson and Anderson 1995,
Maddieson-and-Ladefoged-1985,Maddieson and Ladefoged 1985,
Maddieson-et-al-1993,Maddieson et al. 1993,
Maddieson-et-al-1999,Maddieson et al. 1999,
Maddieson-et-al-2001,Maddieson et al. 2001,
Madieva-1965,Madieva 1965,
Madieva-1967,Madieva 1967,
Madieva-1980,Madieva 1980,
Madragule-1986,Madragule 1986,
Madtha-1984,Madtha 1984,
Maganga-and-Schadeberg-1992,Maganga and Schadeberg 1992,
Mager-1952,Mager 1952,
Maghway-1995,Maghway 1995,
Magomedbekova-1967,Magomedbekova 1967,
Magomedbekova-1967a,Magomedbekova 1967a,
Magomedbekova-1967b,Magomedbekova 1967b,
Magomedbekova-1967c,Magomedbekova 1967c,
Magomedbekova-1971,Magomedbekova 1971,
Magomedova-1985,Magomedova 1985,
Magometov-1963,Magometov 1963,
Magometov-1965,Magometov 1965,
Magometov-1970,Magometov 1970,
Maher-1998,Maher 1998,
Mahootian-1997,Mahootian 1997,uXoOAAAAQAAJ
Maia-1998,Maia 1998,
Maiden-and-Robustelli-2000,Maiden and Robustelli 2000,
Maingard-1962,Maingard 1962,
Mainwaring-1876,Mainwaring 1876,
Mainwaring-1898,Mainwaring 1898,
Mainwaring-1971,Mainwaring 1971,
Majidi-1986,Majidi 1986,
Majidi-1990,Majidi 1990,
Majidi-and-Ternes-1999,Majidi and Ternes 1999,
Major-1979,Major 1979,
Majtinskaja-1976,Majtinskaja 1976,
Makaruku-et-al-1997,Makaruku et al. 1997,
Malagoli-1946,Malagoli 1946,
Malbakhova-Tabulova-1976,Malbakhova-Tabulova 1976,
Malchukov-2007,Malchukov 2007,
Malchukov-1995,Malchukov 1995,
Malchukov-2001,Malchukov 2001,
Malecot-1963b,Malecot 1963b,
Malherbe-and-Rosenberg-1996,Malherbe and Rosenberg 1996,
Malherbe-and-Sall-1989,Malherbe and Sall 1989,
Malikouti-Drachman-and-Drachman-1981,Malikouti-Drachman and Drachman 1981,
Maling-and-Zaenen-1990,Maling and Zaenen 1990,
Malla-1985,Malla 1985,
Mallinson-1986,Mallinson 1986,tUkOAAAAQAAJ
Mallinson-1988,Mallinson 1988,
Mallon-1956,Mallon 1956,
Malone-1997,Malone 1997,
Malou-1988,Malou 1988,
Malygina-2001,Malygina 2001,
Malecot-1963a,Malécot 1963a,
Mamet-1960,Mamet 1960,
Man-1885,Man 1885,
Man-1889,Man 1889,
Man-1923,Man 1923,
Manandhar-1986,Manandhar 1986,
Manaster-Ramer-1995,Manaster Ramer 1995,
Manessy-and-Sauvageot-1963,Manessy and Sauvageot 1963,
Mangulu-2001,Mangulu 2001,
Manley-1972,Manley 1972,
Mann-1977,Mann 1977,
Mann-2002,Mann 2002,
Manning-and-Jaggers-1977,Manning and Jaggers 1977,
Manoharan-1989,Manoharan 1989,
Manrique-1967,Manrique 1967,
Mansen-1967,Mansen 1967,
Mansen-and-Mansen-1984,Mansen and Mansen 1984,
Mansoor-1978,Mansoor 1978,
Morgan-1991,Morgan 1991,
Manyambeang-et-al-1996,Manyambeang et al. 1996,
Mao-and-Tsu-yao-1972,Mao and Tsu-yao 1972,
Mao-et-al-1982,Mao et al. 1982,
Maoji-1997,Maoji 1997,
Maracle-1992,Maracle 1992,
Marchese-1986a,Marchese 1986a,
Marchese-1986b,Marchese 1986b,
Marchese-1988,Marchese 1988,QeQMRfeb-BYC
Marconnes-1931,Marconnés 1931,
Marcus-1970,Marcus 1970,TlF9wsVFytoC
Marcus-1978,Marcus 1978,
Margery-Pena-1982,Margery Peña 1982,
Margery-Pena-1989,Margery Peña 1989,m0KzDSlN64IC
Margery-Pena-1994,Margery Peña 1994,
Margery-Pena-1996,Margery Peña 1996,o5zJIExdoPcC
Margetts-1999a,Margetts 1999a,
Margetts-1999b,Margetts 1999b,
Maria-1914,Maria 1914,
Maring-1967,Maring 1967,
Marino-1968,Marino 1968,
Markus-1987,Markus 1987,
Markus-1991,Markus 1991,
Marlett-1981,Marlett 1981,
Marlett-1984,Marlett 1984,
Marlett-1988,Marlett 1988,
Marquez-et-al-1988,Marquez et al. 1988,
Marr-1910,Marr 1910,
Marsack-1962,Marsack 1962,
Marsack-1975,Marsack 1975,
Marsh-1969,Marsh 1969,
Martens-1988a,Martens 1988a,
Martens-1988b,Martens 1988b,
Martens-1995,Martens 1995,
Martens-and-Tuominen-1977,Martens and Tuominen 1977,
Martin-1951,Martin 1951,
Martin-1952,Martin 1952,
Martin-1954,Martin 1954,
Martin-1961,Martin 1961,
Martin-1975,Martin 1975,SszxbMtHbs8C
Martin-1982,Martin 1982,
Martin-1991a,Martin 1991a,
Martin-1991b,Martin 1991b,
Martin-and-Lee-1969,Martin and Lee 1969,
Martin-and-Mauldin-2000,Martin and Mauldin 2000,
Martinez-1983,Martinez 1983,
Martinez-1995,Martinez 1995,
Martins-1982,Martins 1982,
Martins-1990,Martins 1990,
Martins-1994,Martins 1994,
Martins-and-Martins-1999,Martins and Martins 1999,EF7GueYuQt0C
Martius-1863,Martius 1863,
Martin-1969,Martín 1969,
Marcais-1977,Marçais 1977,
Mascaro-1978,Mascaro 1978,
Maslova-1999,Maslova 1999,
Maslova-2003a,Maslova 2003a,cD2C4N9g_5UC
Maslova-2003b,Maslova 2003b,
Mason-1916,Mason 1916,
Mason-1918,Mason 1918,cHosryxsC58C
Masthay-1991,Masthay 1991,
Masucci-1979,Masucci 1979,
Mateene-1980,Mateene 1980,
Mateus-et-al-1989,Mateus et al. 1989,
Mathangwane-1999,Mathangwane 1999,
Mathiassen-1996,Mathiassen 1996,
Mathiassen-1997,Mathiassen 1997,
Mathiot-1973,Mathiot 1973,
Matisoff-1973,Matisoff 1973,
Matisoff-1988,Matisoff 1988,
Matras-et-al-2002,Matras et al. 2002,
Matson-1964,Matson 1964,
Matsumura-1991a,Matsumura 1991a,
Matsumura-1991b,Matsumura 1991b,
Matsushita-1984,Matsushita 1984,
Matsushita-1986,Matsushita 1986,
Matteson-1965,Matteson 1965,
Matthes-1875,Matthes 1875,
Matthews-1874,Matthews 1874,
Matthews-1965,Matthews 1965,
Matthews-1972,Matthews 1972,
Matthews-1984,Matthews 1984,
Matthews-1997,Matthews 1997,
Matthews-and-Yip-1994,Matthews and Yip 1994,czbGJLu59S0C
Matthewson-1998,Matthewson 1998,
Matti-1991,Matti 1991,
Mattina-1970,Mattina 1970,
Mattina-1980,Mattina 1980,
Mattina-1987,Mattina 1987,
Mattina-1993,Mattina 1993,
Mattissen-1995,Mattissen 1995,
Mattissen-2001,Mattissen 2001,
Matzel-1966,Matzel 1966,
Maun-Maun-Ngun-et-al-1963,Maun Maun Ngun et al. 1963,
Maurand-1974,Maurand 1974,
Maurer-1966,Maurer 1966,
Maurer-1988,Maurer 1988,
Maurer-1995,Maurer 1995,
Maxmudova-2001,Maxmudova 2001,
Maxwell-1979,Maxwell 1979,
May-1997,May 1997,
May-and-Loeweke-1981,May and Loeweke 1981,
Mayanga-1985,Mayanga 1985,
Mayers-1960,Mayers 1960,
Mayers-1966,Mayers 1966,
Mayntzhusen-1919,Mayntzhusen 1919,
Mayo-1993,Mayo 1993,
Mazaudon-1973,Mazaudon 1973,
Mazaudon-1976,Mazaudon 1976,
Mazaudon-2003,Mazaudon 2003,5MeWSTQ7F44C
Mazo-1978,Mazo 1978,
Mazur-1983,Mazur 1983,
McAllister-and-McAllister-1991,McAllister and McAllister 1991,
McArthur-and-McArthur-1956,McArthur and McArthur 1956,
Morgan-1996,Morgan 1996,
McArthur-and-McArthur-1966,McArthur and McArthur 1966,
McCarthy-1979a,McCarthy 1979a,
McCarthy-1979b,McCarthy 1979b,
McCarthy-1980,McCarthy 1980,
McCarthy-and-Raffouli-1964,McCarthy and Raffouli 1964,
McCarus-1956,McCarus 1956,
McCarus-1958,McCarus 1958,
McCarus-1997,McCarus 1997,
McClean-1963,McClean 1963,
McCloskey-1979,McCloskey 1979,
McCloskey-2001,McCloskey 2001,
McConnel-1945,McConnel 1945,
McDonald-and-Wurm-1979,McDonald and Wurm 1979,
McElhanon-1970a,McElhanon 1970a,
McElhanon-1970b,McElhanon 1970b,
McElhanon-1970c,McElhanon 1970c,
McElhanon-1972,McElhanon 1972,
McElhanon-and-McElhanon-1970,McElhanon and McElhanon 1970,
McGinn-1982,McGinn 1982,
McGregor-1905,McGregor 1905,
McGregor-1972,McGregor 1972,
McGregor-1977,McGregor 1977,
McGregor-1989,McGregor 1989,
McGregor-1990,McGregor 1990,
McGregor-1992a,McGregor 1992a,
McGregor-1992b,McGregor 1992b,
McGregor-1993,McGregor 1993,
McGregor-1994,McGregor 1994,
McGregor-1995,McGregor 1995,
McGregor-1996,McGregor 1996,
McGregor-1997,McGregor 1997,svLD6kicS1cC
McGregor-1999,McGregor 1999,
McGregor-and-McGregor-1982,McGregor and McGregor 1982,
McGuckin-2002,McGuckin 2002,xG1Q0alrpq8C
McGuckin-and-McGuckin-1992,McGuckin and McGuckin 1992,
McIntosh-1984,McIntosh 1984,
McKaughan-1954,McKaughan 1954,
McKaughan-1958,McKaughan 1958,
McKaughan-1973,McKaughan 1973,
McKaughan-1973a,McKaughan 1973a,
McKaughan-1973b,McKaughan 1973b,
McKaughan-and-Al-Macaraya-1996,McKaughan and Al-Macaraya 1996,
McKaughan-and-Loving-1973,McKaughan and Loving 1973,
McKaughan-and-Macaraya-1967,McKaughan and Macaraya 1967,
McKaughan-and-Marks-1973,McKaughan and Marks 1973,
McKay-1975,McKay 1975,
McKay-2000,McKay 2000,
McKee-2003,McKee 2003,
McKenna-1988,McKenna 1988,
McKenzie-1991,McKenzie 1991,
McKenzie-and-Harrington-1948,McKenzie and Harrington 1948,
McLaren-1939,McLaren 1939,
McLellan-1992,McLellan 1992,
McLendon-1975,McLendon 1975,
McLendon-1996,McLendon 1996,
McLeod-1960,McLeod 1960,
McLeod-1961,McLeod 1961,
McLeod-and-Mitchell-1980,McLeod and Mitchell 1980,
McMahon-1959,McMahon 1959,
McMahon-1967,McMahon 1967,
McManus-1977,McManus 1977,ae7S2YqjIY8C
McNair-and-McNair-1973,"McNair, and McNair 1973",
McNaughton-1976,McNaughton 1976,
McQuown-1939,McQuown 1939,
McQuown-1984,McQuown 1984,
McVinney-and-Luzbetak-1954,McVinney and Luzbetak 1954,
Meader-1967,Meader 1967,
Means-and-Means-1987,Means and Means 1987,
Medushevsky-and-Zyatovska-1963,Medushevsky and Zyatovska 1963,
Meerendonk-1949,Meerendonk 1949,
Meerendonk-1971,Meerendonk 1971,
Meerwaldt-1904,Meerwaldt 1904,
Meeussen-1959,Meeussen 1959,
Meeussen-1971,Meeussen 1971,
Meeuwis-1998,Meeuwis 1998,
Megu-1988,Megu 1988,
Megu-1990,Megu 1990,
Megu-1993,Megu 1993,
Meier-et-al-1975,Meier et al. 1975,
Meiklejohn-and-Meiklejohn-1958,Meiklejohn and Meiklejohn 1958,
Meillet-1965,Meillet 1965,
Meinhof-1909,Meinhof 1909,
Meinhof-1912,Meinhof 1912,
Meinhof-1921,Meinhof 1921,
Meinhof-1930,Meinhof 1930,
Meinhof-1938-39,Meinhof 1938/39,
Meir-2003,Meir 2003,
Meira-1999,Meira 1999,
Mejias-Bikandi-1999,Mejias-Bikandi 1999,
Meland-1968,Meland 1968,
Melo-and-Waltz-y-Sra-1974,Melo and Waltz y Sra 1974,
Melendez-1989,Meléndez 1989,
Melendez-1993,Meléndez 1993,
Menges-1968,Menges 1968,
Menovshchikov-1968,Menovshchikov 1968,
Menovshchikov-1975,Menovshchikov 1975,
Menz-2000,Menz 2000,H55NjkRtrpoC
Mercer-1966,Mercer 1966,
Merdanova-and-Daniel-2001,Merdanova and Daniel' 2001,
Merlan-1975,Merlan 1975,
Merlan-1982,Merlan 1982,
Merlan-1983,Merlan 1983,
Merlan-1989,Merlan 1989,
Merlan-1994,Merlan 1994,x3T3ITLFh-EC
Merrifield-1968,Merrifield 1968,
Mersol-1977,Mersol 1977,
Mertens-1934,Mertens 1934,
Meskill-1970,Meskill 1970,
Messineo-2003,Messineo 2003,
Metcalfe-1971,Metcalfe 1971,
Metcalfe-1975,Metcalfe 1975,
Mettler-and-Mettler-1990,Mettler and Mettler 1990,
Metzger-1981,Metzger 1981,
Meyer-1940,Meyer 1940,
Meyer-Bahlburg-1972,Meyer-Bahlburg 1972,
Michailovsky-1981,Michailovsky 1981,
Michailovsky-1988,Michailovsky 1988,
Michailovsky-1996,Michailovsky 1996,dRFpPRjKM0EC
Michailovsky-2003,Michailovsky 2003,5MeWSTQ7F44C
Michelson-1988,Michelson 1988,
Middelkoop-1950,Middelkoop 1950,
Migeod-1914,Migeod 1914,
Migliazza-and-Grimes-1961,Migliazza and Grimes 1961,
Mihalic-1971,Mihalic 1971,
Mihing-and-Stokhof-1977,Mihing and Stokhof 1977,
Mikhalik-1984,Mikhalik 1984,
Miller-1953,Miller 1953,
Miller-1965,Miller 1965,
Miller-1966,Miller 1966,
Miller-1969a,Miller 1969a,
Miller-1969b,Miller 1969b,
Miller-1972,Miller 1972,
Miller-1976,Miller 1976,
Miller-1990,Miller 1990,
Miller-1993,Miller 1993,
Miller-1996a,Miller 1996a,
Miller-1996b,Miller 1996b,
Miller-1999,Miller 1999,
Miller-2001,Miller 2001,vgC5e8JmQDEC
Miller-and-Miller-1976,Miller and Miller 1976,
Miller-and-Nuan-1974,Miller and Nuan 1974,
Mills-1926,Mills 1926,
Mills-1984,Mills 1984,
Milne-1921,Milne 1921,
Milner-1966,Milner 1966,
Milner-1972,Milner 1972,
Minassian-1980,Minassian 1980,
Minch-1992,Minch 1992,
Miner-1975,Miner 1975,
Miner-1979,Miner 1979,
Miner-1981,Miner 1981,
Miner-1986,Miner 1986,
Ming-Chao-Gui-2000,Ming Chao Gui 2000,
Minor-1956,Minor 1956,
Minor-and-Minor-1971,Minor and Minor 1971,
Minor-et-al-1982,Minor et al. 1982,
Minsch-1991,Minsch 1991,
Minsch-1992,Minsch 1992,
Mintz-1971a,Mintz 1971a,
Mintz-1971b,Mintz 1971b,
Mintz-1973,Mintz 1973,
Mintz-1994,Mintz 1994,
Mintz-2001,Mintz 2001,
Mintz-and-Del-Rosario-Britanico-1985,Mintz and Del Rosario Britanico 1985,
Miranda-2003,Miranda 2003,jPR2OlbTbdkC
Mirikitani-1972,Mirikitani 1972,
Mistrik-1981,Mistrik 1981,
Mistry-1997,Mistry 1997,
Mistry-2000,Mistry 2000,GRAWRpyqRusC
Mitchell-1956,Mitchell 1956,
Mitchell-1962,Mitchell 1962,
Mitchell-1985,Mitchell 1985,
Mitchell-2001,Mitchell 2001,
Mitchell-and-Al-Hassan-1994,Mitchell and Al-Hassan 1994,
Mitchell-and-Robinson-1986,Mitchell and Robinson 1986,
Mithun-1986,Mithun 1986,
Mithun-1987,Mithun 1987,
Mithun-1988a,Mithun 1988a,
Mithun-1988b,Mithun 1988b,GNHjuqXiIJMC
Mithun-1990,Mithun 1990,
Mithun-1993,Mithun 1993,
Mithun-1994,Mithun 1994,
Mithun-1999,Mithun 1999,ALnf3s2m7PkC
Mithun-and-Basri-1986,Mithun and Basri 1986,
Mithun-and-Henry-1982,Mithun and Henry 1982,
Mithun-and-Woodbury-1980,Mithun and Woodbury 1980,
Miti-2001,Miti 2001,
Mitterrutzner-1867,Mitterrutzner 1867,Yp8SAAAAIAAJ
Mixco-1971,Mixco 1971,
Mixco-1985,Mixco 1985,
Mixco-1997,Mixco 1997,
Mixco-2000,Mixco 2000,
Miyaoka-1985,Miyaoka 1985,
Miyaoka-1996,Miyaoka 1996,
Moag-2001,Moag 2001,
Mock-1977,Mock 1977,
Moen-and-Pedersen-1983,Moen and Pedersen 1983,
Mohanan-1997,Mohanan 1997,
Moisio-1992,Moisio 1992,
Mol-1995,Mol 1995,
Molinaro-1925,Molinaro 1925,
Mondloch-1978,Mondloch 1978,
Mongui-Sanchez-1981,Mongui Sanchez 1981,
Mongus-1980,Mongus 1980,
Monino-and-Roulon-1972,Monino and Roulon 1972,
Monod-Becquelin-1975,Monod-Becquelin 1975,
Monod-Becquelin-1977,Monod-Becquelin 1977,
Monse-1987,Monse 1987,
Montag-1981,Montag 1981,
Montgomery-1970,Montgomery 1970,
Moody-1954,Moody 1954,
Moody-et-al-1986,Moody et al 1986,
Moody-et-al-1983,Moody et al. 1983,
Moore-1979,Moore 1979,
Moore-1980,Moore 1980,
Moore-1984,Moore 1984,
Moore-and-Franklin-1979,Moore and Franklin 1979,
Moravcsik-1978,Moravcsik 1978,
Moravcsik-1997,Moravcsik 1997,
Moreno-1938,Moreno 1938,
Morev-1978,Morev 1978,
Morev-1988,Morev 1988,
Morev-and-Denning-1985,Morev and Denning 1985,
Morev-et-al-1979,Morev et al. 1979,
Morezh-et-al-1961,Morezh et al. 1961,
Morgan-2003,Morgan 2003,
Morgenstierne-1945,Morgenstierne 1945,
Morgenstierne-1949,Morgenstierne 1949,
Morgenstierne-1954,Morgenstierne 1954,
Morgenstierne-1973,Morgenstierne 1973,
Morice-1932,Morice 1932,
Morin-and-Tiffou-1988,Morin and Tiffou 1988,
Morphy-1983,Morphy 1983,
Morris-1900,Morris 1900,
Morris-1984,Morris 1984,
Morris-and-Kirwan-1957,Morris and Kirwan 1957,
Morris-and-Kirwan-1972,Morris and Kirwan 1972,
Morse-1976,Morse 1976,
Morse-and-Maxwell-1999a,Morse and Maxwell 1999a,
Morse-and-Maxwell-1999b,Morse and Maxwell 1999b,
Mortensen-1999,Mortensen 1999,
Mosel-1980,Mosel 1980,
Mosel-1984,Mosel 1984,
Mosel-1994a,Mosel 1994a,
Mosel-1994b,Mosel 1994b,
Mosel-and-Hovdhaugen-1992,Mosel and Hovdhaugen 1992,
Mosel-and-Spriggs-1992,Mosel and Spriggs 1992,
Mosel-and-Spriggs-1999,Mosel and Spriggs 1999,
Moser-and-Moser-1961,Moser and Moser 1961,
Moshegova-1966,Moshegova 1966,
Moshinsky-1974,Moshinsky 1974,
Mosonyi-1966,Mosonyi 1966,
Mosonyi-et-al-2000a,Mosonyi et al. 2000a,
Mosonyi-et-al-2000b,Mosonyi et al. 2000b,
Mosonyi-et-al-2000c,Mosonyi et al. 2000c,
Motingea-1988,Motingea 1988,
Mottin-1978,Mottin 1978,
Mouchet-1966,Mouchet 1966,
Moulton-1962,Moulton 1962,
Mous-1992,Mous 1992,
Mous-1993,Mous 1993,hOLw3EO8SBMC
Mous-1997,Mous 1997,
Mous-2004,Mous 2004,FxkobNpxQhwC
Mous-nd,Mous n.d.,
Moussay-1981,Moussay 1981,
Moyse-Faurie-2007,Moyse-Faurie 2007,
Moyse-Faurie-1983,Moyse-Faurie 1983,
Moyse-Faurie-1995,Moyse-Faurie 1995,
Moyse-Faurie-1999,Moyse-Faurie 1999,
Mpunga-wa-Ilunga-2001,Mpunga wa Ilunga 2001,
Mucke-1965,Mucke 1965,
Mudrak-1986,Mudrak 1986,
Mueller-1980,Mueller 1980,
Mugane-1997,Mugane 1997,
Mujica-1969,Mujica 1969,
Mukarovsky-1956,Mukarovsky 1956,
Mulder-1988,Mulder 1988,
Mulder-1994,Mulder 1994,
Muljacic-1972,Muljacic 1972,
Muller-1858,Muller 1858,
Munro-1974,Munro 1974,
Munro-1976a,Munro 1976a,
Munro-1976b,Munro 1976b,
Munro-1990,Munro 1990,
Munro-1996,Munro 1996,
Munro-and-Brown-1976,Munro and Brown 1976,
Munro-and-Lopez-1999,Munro and Lopez 1999,
Munro-and-Ulrich-1984,Munro and Ulrich 1984,
Munro-and-Willmond-1994,Munro and Willmond 1994,
Munro-et-al-2002,Munro et al. 2002,
Muntzel-1986,Muntzel 1986,
Munyarugero-1975,Munyarugero 1975,
Murane-1974,Murane 1974,
Murane-and-Murane-1972,Murane and Murane 1972,
Muratori-1938,Muratori 1938,
Muratov-1997,Muratov 1997,
Murkelinskij-1967,Murkelinskij 1967,
Murphy-1968,Murphy 1968,
Murray-1996,Murray 1996,nfDjPIRmR4QC
Murthy-and-Subbarao-2000,Murthy and Subbarao 2000,GRAWRpyqRusC
Musaev-1964,Musaev 1964,
Musaev-1966,Musaev 1966,
Musaev-1997,Musaev 1997,
Mutaka-1990,Mutaka 1990,
Muthalib-et-al-1992,Muthalib et al. 1992,
Mutu-1990,Mutu 1990,
