id,name,gbs_id
Donohue-1999c,Donohue 1999c,
Donohue-2002,Donohue 2002,xG1Q0alrpq8C
Donohue-and-San-Roque-2002,Donohue and San Roque 2002,
Donwa-1982,Donwa 1982,
Donwa-Ifode-1990,Donwa-Ifode 1990,
Dooley-1990,Dooley 1990,
Dorais-1988,Dorais 1988,
Dordillon-1931,Dordillon 1931,
Dorian-1978,Dorian 1978,
Dorsey-1890,Dorsey 1890,
Dorsey-and-Swanton-1912,Dorsey and Swanton 1912,HzQnxyd-az4C
Dos-Anjos-Martins-1991,Dos Anjos Martins 1991,
Dougherty-1983,Dougherty 1983,
Douglas-1955,Douglas 1955,
Douglas-1959,Douglas 1959,
Douglas-1964,Douglas 1964,
Douglas-1968,Douglas 1968,
Douglas-1976,Douglas 1976,
Douglas-1977,Douglas 1977,
Douglas-1981,Douglas 1981,
Dournes-1950,Dournes 1950,
Dover-1960,Dover 1960,
Dow-1972,Dow 1972,
Downing-1996,Downing 1996,
Downing-2001,Downing 2001,
Doyle-2001,Doyle 2001,bq79_YZ8ViIC
Drabbe-1926a,Drabbe 1926a,
Drabbe-1926b,Drabbe 1926b,
Drabbe-1932,Drabbe 1932,
Drabbe-1949,Drabbe 1949,
Drabbe-1952,Drabbe 1952,
Drabbe-1953,Drabbe 1953,
Drabbe-1954,Drabbe 1954,
Drabbe-1955,Drabbe 1955,
Drabbe-1957,Drabbe 1957,
Drabbe-1959a,Drabbe 1959a,
Drabbe-1959b,Drabbe 1959b,
Drabbe-1959c,Drabbe 1959c,
Drabbe-1963,Drabbe 1963,
Drachman-and-Malikouti-Drachman-1999,Drachman and Malikouti-Drachman 1999,
Drake-1903,Drake 1903,
Draper-and-Draper-2002,Draper and Draper 2002,
Dryer-1983,Dryer 1983,
Dryer-1985,Dryer 1985,
Dryer-1989,Dryer 1989,
Dryer-1990,Dryer 1990,
Dryer-1996,Dryer 1996,
Dryer-2001,Dryer 2001,
Dryer-2002,Dryer 2002,
Du-Bois-1981,Du Bois 1981,
Du-Feu-1996,Du Feu 1996,jdRD4HcYMNsC
Dubnova-1979,Dubnova 1979,
Dubnova-1990,Dubnova 1990,
Dubois-1976,Dubois 1976,
Dubois-et-al-1955,Dubois et al. 1955,
Dubuisson-et-al-1999,Dubuisson et al. 1999,
Ducos-1971,Ducos 1971,
Dudas-1976,Dudas 1976,
Duden-1998,Duden 1998,
Dudley-and-Peck-1966,Dudley and Peck 1966,
Duff-Tripp-1997,Duff-Tripp 1997,
Dugast-1971,Dugast 1971,
Dulzon-1966,Dul'zon 1966,
Dulzon-1968,Dul'zon 1968,
Dumestre-1994,Dumestre 1994,
Dumestre-and-Duponchel-1971,Dumestre and Duponchel 1971,
Dundas-1908,Dundas 1908,
Dung-and-Thuy-1994,Dung and Thuy 1994,
Dunn-1968,Dunn 1968,
Dunn-1970,Dunn 1970,
Dunn-1979,Dunn 1979,
Dunn-1988,Dunn 1988,
Dunn-1994,Dunn 1994,
Dunn-1995,Dunn 1995,tMX9hw8LVbAC
Dunn-1999,Dunn 1999,
Dunn-and-Peck-1988,Dunn and Peck 1988,
Dunnebier-1929,Dunnebier 1929,
Dunstan-1969,Dunstan 1969,
Duponchel-1971,Duponchel 1971,
Durbin-and-Seijas-1972,Durbin and Seijas 1972,
Durbin-and-Seijas-1973,Durbin and Seijas 1973,
Durie-1985,Durie 1985,
Durie-1995,Durie 1995,
Durie-et-al-1994,Durie et al. 1994,
Durrell-1992,Durrell 1992,
Duthie-1996,Duthie 1996,
Dutta-Baruah-and-Bapui-1996,Dutta Baruah and Bapui 1996,
Dutton-1969,Dutton 1969,
Dutton-1975,Dutton 1975,
Dutton-1985,Dutton 1985,
Dutton-1992,Dutton 1992,
Dutton-1996,Dutton 1996,
Dwyer-1981,Dwyer 1981,
Dwyer-1989,Dwyer 1989,
Dwyer-2000,Dwyer 2000,H55NjkRtrpoC
Dwyer-2001,Dwyer 2001,
Dwyer-and-Thach-1981,Dwyer and Thach 1981,
Dy-1972,Dy 1972,
Dyen-1965,Dyen 1965,
Dyen-1967,Dyen 1967,
Dyen-1971a,Dyen 1971a,
Dyen-1971b,Dyen 1971b,
Dyer-1992,Dyer 1992,hbJN9dPCD1oC
Dyk-1933,Dyk 1933,
Dyk-and-Stoudt-1973,Dyk and Stoudt 1973,
Dymshic-2001,Dymshic 2001,
Dyrenkova-1940,Dyrenkova 1940,
Dyrenkova-1941,Dyrenkova 1941,
Dzhejranishvili-1967,Dzhejranishvili 1967,
Decsy-1968,Décsy 1968,
Decsy-1970,Décsy 1970,
Durr-1987,Dürr 1987,
Eachus-and-Carlson-1966,Eachus and Carlson 1966,
Eades-1976,Eades 1976,
Eades-1977,Eades 1977,
Eades-1979,Eades 1979,
Eakin-1991,Eakin 1991,
Early-1994a,Early 1994a,
Early-1994b,Early 1994b,
Early-2002,Early 2002,xG1Q0alrpq8C
Eastman-1979,Eastman 1979,
Eastman-and-Eastman-1963,Eastman and Eastman 1963,
Eather-1990,Eather 1990,
Eatough-1999,Eatough 1999,J7DuSmi_Z4AC
Ebbing-1965,Ebbing 1965,
Ebermann-1986a,Ebermann 1986a,
Ebermann-1986b,Ebermann 1986b,
Ebert-1976,Ebert 1976,
Ebert-1979,Ebert 1979,
Ebert-1996,Ebert 1996,
Ebert-1997a,Ebert 1997a,
Ebert-1997b,Ebert 1997b,
Ebobisse-1979,Ebobissé 1979,
Ebobisse-1987,Ebobissé 1987,
Echeruo-1998,Echeruo 1998,
Echeverria-and-Contreras-1965,Echeverría and Contreras 1965,
Echols-and-Shadily-1961,Echols and Shadily 1961,
Echols-and-Shadily-1963,Echols and Shadily 1963,hSfia-1mYgMC
Echols-and-Shadily-1990,Echols and Shadily 1990,
Eckert-and-Hudson-1988,Eckert and Hudson 1988,
Eckert-and-Hudson-1994,Eckert and Hudson 1994,
Eckert-et-al-1994,Eckert et al. 1994,
Eckert-et-al-1998,Eckert et al. 1998,
Eckmann-1966,Eckmann 1966,
Edel-1939,Edel 1939,
Edgar-1989,Edgar 1989,
Edgerton-1963,Edgerton 1963,
Edmiston-1932,Edmiston 1932,
Edmondson-1980,Edmondson 1980,
Edmondson-2001,Edmondson 2001,
Edmondson-and-Gregerson-1993,Edmondson and Gregerson 1993,9E2orBkyC4AC
Edmonson-1984,Edmonson 1984,
Edmonson-1988,Edmonson 1988,
Edwards-1978,Edwards 1978,
Eek-1975,Eek 1975,
Efimov-1975,Efimov 1975,
Efimov-1986,Efimov 1986,
Egerod-1965,Egerod 1965,
Egerod-1966a,Egerod 1966a,
Egerod-1966b,Egerod 1966b,
Egerod-1980,Egerod 1980,
Egli-1990,Egli 1990,
Egner-1989,Egner 1989,
Eguchi-1971,Eguchi 1971,
Eguzkitza-1987,Eguzkitza 1987,
Ehrhart-1993,Ehrhart 1993,
Ehrman-1970,Ehrman 1970,
Ehrman-1972a,Ehrman 1972a,
Ehrman-1972b,Ehrman 1972b,
Einarsson-1945,Einarsson 1945,
Einarsson-1949,Einarsson 1949,
Einaudi-1976,Einaudi 1976,
Eisele-1999,Eisele 1999,
Ejjubi-and-Smirnova-1968,Ejjubi and Smirnova 1968,
Ekblom-1933,Ekblom 1933,
Ekdahl-and-Butler-1979,Ekdahl and Butler 1979,
El-Mountassir-1999,El Mountassir 1999,
El-Solami-Mewis-1987,El-Solami-Mewis 1987,
Elath-et-al-1990,Elath et al. 1990,
Elbert-1948,Elbert 1948,
Elbert-1972,Elbert 1972,
Elbert-1974,Elbert 1974,
Elbert-1975,Elbert 1975,
Elbert-1981,Elbert 1981,
Elbert-1988,Elbert 1988,
Elbert-and-Keala-1961,Elbert and Keala 1961,
Elbert-and-Pukui-1979,Elbert and Pukui 1979,C7Uvh-60JooC
Elderkin-1982,Elderkin 1982,
Elders-2000,Elders 2000,
Elfenbein-1992,Elfenbein 1992,
Elfenbein-1997a,Elfenbein 1997a,
Elfenbein-1997b,Elfenbein 1997b,
Elfenbein-1997c,Elfenbein 1997c,
Elfenbein-1998,Elfenbein 1998,CF5Qo4NDE64C
Elford-and-Elford-1981,Elford and Elford 1981,
Elimelech-1978,Elimelech 1978,
Elkins-1968,Elkins 1968,
Elkins-1970,Elkins 1970,
Elliot-1960,Elliot 1960,
Ellis-1975,Ellis 1975,UzHEwaPDJfoC
Ellis-1983,Ellis 1983,UzHEwaPDJfoC
Elmslie-1891,Elmslie 1891,
Elson-1947,Elson 1947,
Elson-1960,Elson 1960,
Elson-1967,Elson 1967,
Elson-1984,Elson 1984,
Elson-and-Gutierrez-1999,Elson and Gutiérrez 1999,
Elwell-Sutton-1941,Elwell-Sutton 1941,
Elwell-Sutton-1963,Elwell-Sutton 1963,ZRBra4LxpYYC
Emenanjo-1978,Emenanjo 1978,
Emeneau-1937,Emeneau 1937,
Emeneau-1944,Emeneau 1944,
Emeneau-1951,Emeneau 1951,
Emeneau-1955,Emeneau 1955,
Emeneau-1962,Emeneau 1962,
Emeneau-1980,Emeneau 1980,qTGsAAAAIAAJ
Emeneau-1984,Emeneau 1984,zz4LAAAAIAAJ
Endemann-1964,Endemann 1964,
Endle-1884,Endle 1884,
Endzelin-1922,Endzelin 1922,
Engel-and-Engel-1987,Engel and Engel 1987,
Engel-and-Longacre-1963,Engel and Longacre 1963,
England-1983,England 1983,
Englert-1978,Englert 1978,
English-1965,English 1965,
Enrico-1986,Enrico 1986,
Enrico-1991,Enrico 1991,
Enrico-2003,Enrico 2003,
Erguvanli-1984,Erguvanli 1984,
Erice-1980,Erice 1980,
Erice-1985,Erice 1985,
Erickson-2001,Erickson 2001,
Erickson-and-Erickson-1993,Erickson and Erickson 1993,
Erickson-and-Pike-1976,Erickson and Pike 1976,
Erlmann-and-Magagi-1989,Erlmann and Magagi 1989,
Erwin-1963,Erwin 1963,W9nSykbuJMkC
Esau-1973,Esau 1973,
Escalante-1990,Escalante 1990,
Esche-et-al-1988,Esche et al. 1988,
Eska-and-Evans-1993,Eska and Evans 1993,
Espinosa-Perez-1955,Espinosa Perez 1955,
Esser-1934,Esser 1934,
Esser-1964,Esser 1964,
Estrada-Fernandez-1996,Estrada Fernández 1996,lK1PBOZ4iLgC
Evans-1982,Evans 1982,
Evans-1985,Evans 1985,
Evans-1995,Evans 1995,FWEGD7BSabwC
Evans-1997,Evans 1997,
Evans-2000,Evans 2000,
Evans-2003,Evans 2003,
Evans-2004,Evans 2004,
Evans-and-Thomas-1958,Evans and Thomas 1958,
Evans-et-al-2002,Evans et al. 2002,
Everaert-2000,Everaert 2000,4f3ciS_YEGwC
Everett-1986,Everett 1986,
Everett-1988,Everett 1988,
Everett-1989,Everett 1989,
Everett-1991,Everett 1991,
Everett-and-Everett-1984,Everett and Everett 1984,
Everett-and-Kern-1997,Everett and Kern 1997,7hcHjX3m324C
Everett-and-Seki-1986,Everett and Seki 1986,
Ezard-1991,Ezard 1991,
Ezard-1997,Ezard 1997,
Fabian-et-al-1998,Fabian et al. 1998,
Fabra-1897,Fabra 1897,
Fabra-1956,Fabra 1956,
Fabre-2003,Fabre 2003,
Fabricius-1998,Fabricius 1998,
Faco-1992,Faco 1992,
Facundes-2000,Facundes 2000,
Fagan-1986,Fagan 1986,
Fagan-1988,Fagan 1988,
Fahner-1979,Fahner 1979,
Fahs-1989,Fahs 1989,
Fairbanks-1958,Fairbanks 1958,
Fairbanks-1981,Fairbanks 1981,
Faller-2001,Faller 2001,
Faltz-1995,Faltz 1995,NlQL97qBSZkC
Faltz-1998,Faltz 1998,
Faraclas-1984,Faraclas 1984,
Faraclas-1996,Faraclas 1996,LeTb_BAMKoQC
Farnetani-1981,Farnetani 1981,
Farr-1999,Farr 1999,
Farris-1992,Farris 1992,
Fast-1953,Fast 1953,
Fast-1990,Fast 1990,
Fast-and-Fast-1981,Fast and Fast 1981,
Fast-et-al-1996,Fast et al. 1996,
Fattah-1997,Fattah 1997,
Faust-1971,Faust 1971,
Faust-1972,Faust 1972,
Faust-1973,Faust 1973,
Faust-1978,Faust 1978,
Fasske-1981,Faßke 1981,
Fedry-1971,Fedry 1971,
Fedry-1977,Fedry 1977,
Feeling-1975,Feeling 1975,
Feev-1998,Feev 1998,
Feldman-1978,Feldman 1978,
Feldman-1986,Feldman 1986,
Feldpausch-and-Feldpausch-1992,Feldpausch and Feldpausch 1992,
Fennell-and-Gelsen-1980,Fennell and Gelsen 1980,
Feoktistov-1966,Feoktistov 1966,
Ferguson-1972,Ferguson 1972,
Ferguson-and-Chowdhury-1960,Ferguson and Chowdhury 1960,
Fernandez-1967,Fernandez 1967,
Fernandez-Garay-1982,Fernandez Garay 1982,
Fernandez-Garay-1993,Fernandez Garay 1993,
Fernandez-Garay-1998,Fernandez Garay 1998,
Fernandez-de-Miranda-1961,Fernandez de Miranda 1961,
Ferrand-1903,Ferrand 1903,
Ferreira-2001,Ferreira 2001,
Ferreirinho-1993,Ferreirinho 1993,
Ferrel-1982,Ferrel 1982,
Ferrell-1982,Ferrell 1982,
Ferry-1968,Ferry 1968,
Ferry-1981,Ferry 1981,
Feuillet-1995,Feuillet 1995,
Feydit-1948,Feydit 1948,
Fiaga-1976,Fiaga 1976,
Field-2001,Field 2001,
Fields-1997,Fields 1997,
Fife-1990,Fife 1990,
Filiozat-1988,Filiozat 1988,
Firchow-and-Firchow-1969,Firchow and Firchow 1969,
Firchow-et-al-1973,Firchow et al. 1973,
Firestone-1955,Firestone 1955,
Firestone-1965,Firestone 1965,
Firth-1985,Firth 1985,
Fisch-1912,Fisch 1912,
Fischer-1997,Fischer 1997,
Fischer-2003,Fischer 2003,
Fitzgerald-1941,Fitzgerald 1941,
Fivaz-1986,Fivaz 1986,
Fixman-1975,Fixman 1975,
Flaherty-1982,Flaherty 1982,
Flassy-1991,Flassy 1991,
Flassy-and-Stockhof-1979,Flassy and Stockhof 1979,
Fleck-2002,Fleck 2002,wAwXsF2lnV4C
Fleck-2003,Fleck 2003,
Fleisch-2001,Fleisch 2001,
Fleisher-1976,Fleisher 1976,
Fleming-1976,Fleming 1976,
Fleming-1990,Fleming 1990,dNB4eh67y1wC
Fleming-and-Dennis-1977,Fleming and Dennis 1977,
Fleuriot-1964,Fleuriot 1964,
Flierl-and-Strauss-1977,Flierl and Strauss 1977,
Flury-1951,Flury 1951,
Foley-1980,Foley 1980,
Foley-1986,Foley 1986,peZEvsSaHa8C
Foley-1991,Foley 1991,
Foley-nd,Foley n.d.,
Foote-1992,Foote 1992,
Ford-1986,Ford 1986,
Ford-1990,Ford 1990,
Ford-1998,Ford 1998,
Ford-and-Ober-1991,Ford and Ober 1991,
Foreman-1974,Foreman 1974,
Foreman-and-Marten-1973,Foreman and Marten 1973,
Foris-1973,Foris 1973,
Foris-2000,Foris 2000,
Forman-1971,Forman 1971,
Fort-2001,Fort 2001,0nx-GUm-0OIC
Fortescue-2007,Fortescue 2007,
Fortescue-1984,Fortescue 1984,lBEOAAAAQAAJ
Fortgens-1928,Fortgens 1928,
Fortier-1971,Fortier 1971,
Fortune-1940,Fortune 1940,
Fortune-1942,Fortune 1942,
Fortune-1955,Fortune 1955,
Fortune-1973,Fortune 1973,
Fortune-1981,Fortune 1981,
Foster-1969,Foster 1969,
Foster-1982,Foster 1982,
Foster-and-Foster-1948,Foster and Foster 1948,
Fougeron-and-Smith-1999,Fougeron and Smith 1999,
Foulkes-1915,Foulkes 1915,
Foulon-Hristova-1997,Foulon-Hristova 1997,
Fourie-1993,Fourie 1993,
Fox-1965,Fox 1965,
Fox-1974,Fox 1974,
Fox-1978,Fox 1978,
Fox-1979,Fox 1979,
Fox-2001,Fox 2001,
Fox-and-Grimes-1995,Fox and Grimes 1995,
Frachtenberg-1910,Frachtenberg 1910,
Frachtenberg-1913,Frachtenberg 1913,d13km2kpjLgC
Frachtenberg-1914,Frachtenberg 1914,
Frachtenberg-1920,Frachtenberg 1920,
Frachtenberg-1922a,Frachtenberg 1922a,
Frachtenberg-1922b,Frachtenberg 1922b,
Frajzyngier-1985,Frajzyngier 1985,
Frajzyngier-1987,Frajzyngier 1987,
Frajzyngier-1989,Frajzyngier 1989,
Frajzyngier-1991,Frajzyngier 1991,
Frajzyngier-1993,Frajzyngier 1993,
Frajzyngier-1996,Frajzyngier 1996,
Frajzyngier-1997,Frajzyngier 1997,
Frajzyngier-2001,Frajzyngier 2001,
Frajzyngier-and-Shay-2002,Frajzyngier and Shay 2002,Cxh_ZzcYOZ8C
Francis-and-Leavitt-1998,Francis and Leavitt 1998,
Francke-1979,Francke 1979,
Francois-2001,Francois 2001,
Frank-1985,Frank 1985,
Frank-1990,Frank 1990,
Frank-1999,Frank 1999,
Franklin-1964,Franklin 1964,
Franklin-1967,Franklin 1967,
Franklin-1971,Franklin 1971,
Franklin-and-Franklin-1962,Franklin and Franklin 1962,
Franklin-and-Franklin-1978,Franklin and Franklin 1978,
Franklin-et-al-1974,Franklin et al. 1974,
Franks-1985,Franks 1985,
Frantz-1971,Frantz 1971,
Frantz-1973,Frantz 1973,
Frantz-1991,Frantz 1991,A22epeXGw3UC
Frantz-and-Frantz-1966,Frantz and Frantz 1966,
Frantz-and-McKaughan-1973,Frantz and McKaughan 1973,
Frantz-and-Russell-1989,Frantz and Russell 1989,
Frantz-and-Russell-1995,Frantz and Russell 1995,
Francois-2002,François 2002,
Francoise-2001,Françoise 2001,
Fraser-and-Corbett-1995,Fraser and Corbett 1995,NeTwprOtOyAC
Fraser-and-Corbett-1997,Fraser and Corbett 1997,
Freeland-1951,Freeland 1951,
Freeland-and-Broadbent-1960,Freeland and Broadbent 1960,
Freeze-1975,Freeze 1975,
Freeze-1989,Freeze 1989,
French-1978,French 1978,
Friberg-1978,Friberg 1978,
Friberg-1982,Friberg 1982,
Friberg-1995,Friberg 1995,
Friberg-1996,Friberg 1996,
Friberg-and-Friberg-1989,Friberg and Friberg 1989,
Friedlander-1974,Friedländer 1974,
Friedlander-1992,Friedländer 1992,
Friedman-1986,Friedman 1986,
Friedman-1993,Friedman 1993,
Friedrich-1970,Friedrich 1970,
Friedrich-1984,Friedrich 1984,
Friedrich-and-Rollig-1970,Friedrich and Röllig 1970,
Friend-1985,Friend 1985,
Froger-1923,Froger 1923,
Frohnmeyer-1979,Frohnmeyer 1979,
Fromm-1982,Fromm 1982,
Fromm-and-Sadeniemi-1956,Fromm and Sadeniemi 1956,
Fuchs-1970,Fuchs 1970,
Fudemann-1999,Fudemann 1999,
Fudiat-Suryadikara-et-al-1984,Fudiat Suryadikara et al. 1984,
Fuentes-1960,Fuentes 1960,
Fukushima-1991,Fukushima 1991,
Fuller-1988,Fuller 1988,
Fuller-et-al-1974,Fuller et al. 1974,
Furbee-Losee-1976,Furbee-Losee 1976,
Furby-1972,Furby 1972,
Furby-1974,Furby 1974,
Furby-and-Furby-1977,Furby and Furby 1977,
Fahnrich-1987,Fähnrich 1987,
Gaba-et-al-1974,Gaba et al. 1974,
Gabas-1999,Gabas 1999,
Gabbay-1989,Gabbay 1989,
Gaden-1909,Gaden 1909,
Gadzhiaxmedov-2000,Gadzhiaxmedov 2000,
Gadzhiev-1963,Gadzhiev 1963,
Gadzhieva-1966,Gadzhieva 1966,
Gai-1986,Gai 1986,
Gair-1970,Gair 1970,
Gair-1998,Gair 1998,R7TJL6jkFb0C
Gair-and-Karunatillake-2000,Gair and Karunatillake 2000,GRAWRpyqRusC
Gair-and-Paolillo-1997,Gair and Paolillo 1997,R7TJL6jkFb0C
Gajdarzi-and-Baskakov-1973,Gajdarzi and Baskakov 1973,
Gajendragadkar-1970,Gajendragadkar 1970,
Galand-1957,Galand 1957,
Galand-1974,Galand 1974,
Gallego-1994,Gallego 1994,
Galley-1964,Galley 1964,
Galloway-1990,Galloway 1990,
Galloway-1993,Galloway 1993,
Galucio-2001,Galucio 2001,
Gamal-Eldin-1967,Gamal-Eldin 1967,
Gamble-1978,Gamble 1978,
Gamble-1994,Gamble 1994,
Ganambarr-1999,Ganambarr 1999,
Gani-et-al-1986,Gani et al. 1986,
Ganong-1998,Ganong 1998,
Gao-1958,Gao 1958,
Garantjang-et-al-1989,Garantjang et al. 1989,
Garbell-1965,Garbell 1965,
Garcia-and-Sanchez-1975,Garcia and Sanchez 1975,
Garcia-Matzar-and-Rodriguez-Guajan-1997,García Matzar and Rodríguez Guaján 1997,
Garcia-Matzar-et-al-1992,García Matzar et al. 1992,
Garcia-de-Leon-1976,García de León 1976,
Gardiner-1957,Gardiner 1957,
Garibjan-1976,Garibjan 1976,
Garibjan-and-Garibjan-1970,Garibjan and Garibjan 1970,
Garland-and-Garland-1975,Garland and Garland 1975,
Garrett-2001,Garrett 2001,
Garry-and-Rubino-2001,Garry and Rubino 2001,
Garvin-1948a,Garvin 1948a,
Garvin-1948b,Garvin 1948b,
Garvin-1948c,Garvin 1948c,
Gary-and-Gamal-Eldin-1982,Gary and Gamal-Eldin 1982,
Gasarabwe-1992,Gasarabwe 1992,
Gasaway-1997,Gasaway 1997,
Gaskin-1927,Gaskin 1927,
Gatschet-1877,Gatschet 1877,
Gatschet-1890,Gatschet 1890,
Gatschet-1891a,Gatschet 1891a,EiQM4u8kTOYC
Gatschet-1891b,Gatschet 1891b,
Gatschet-1900,Gatschet 1900,
Gatschet-and-Swanton-1932,Gatschet and Swanton 1932,
Gault-1979,Gault 1979,
Gautier-1912,Gautier 1912,
Geary-1977,Geary 1977,
Gecadze-1979,Gecadze 1979,
Gedney-1965,Gedney 1965,
Gedney-1993,Gedney 1993,
Geerts-1970,Geerts 1970,
Geiger-1938,Geiger 1938,jsSjgbbhE34C
Gelb-1961,Gelb 1961,
Genet-et-al-1992,Genet et al. 1992,
Genetti-1986,Genetti 1986,
Genetti-1990,Genetti 1990,
Genetti-1991,Genetti 1991,
Genetti-1994,Genetti 1994,
Geniusiene-2007,Geniusiene 2007,
Genko-1955,Genko 1955,
Genko-1995,Genko 1995,
Georg-1995,Georg 1995,
Georg-1996,Georg 1996,
Georg-2003,Georg 2003,GMmjLzJhA2EC
Georg-and-Volodin-1999,Georg and Volodin 1999,
George-1971,George 1971,
George-1993,George 1993,BnCqZ5p60VoC
Georgopoulos-1991,Georgopoulos 1991,6FnPd777JYQC
Gerdel-1973,Gerdel 1973,
Gerdel-1985,Gerdel 1985,
Gerdel-and-Slocum-1981,Gerdel and Slocum 1981,
Gerdts-1988a,Gerdts 1988a,
Gerdts-1988b,Gerdts 1988b,
Gerdts-and-Hukari-2005,Gerdts and Hukari 2005,
Gershevitch-1961,Gershevitch 1961,
Gerstner-1963,Gerstner 1963,
Gerzenstein-1978,Gerzenstein 1978,
Gerzenstein-1983,Gerzenstein 1983,
Gerzenstein-1994,Gerzenstein 1994,
Getsadze-1979,Getsadze 1979,
Geurtjens-1921,Geurtjens 1921,
Geurtjens-1926a,Geurtjens 1926a,
Geurtjens-1926b,Geurtjens 1926b,
Geurtjens-1933,Geurtjens 1933,
Geytenbeek-1980,Geytenbeek 1980,
Geytenbeek-and-Geytenbeek-1971,Geytenbeek and Geytenbeek 1971,
Ghinassi-1938,Ghinassi 1938,
Giacone-1955,Giacone 1955,
Giacone-nd,Giacone n.d.,
Giacumakis-1970,Giacumakis 1970,
Gianti-1990,Gianti 1990,
Gil-1991,Gil 1991,
Gil-1982,Gil 1982,
Gil-1994a,Gil 1994a,
Gil-1994b,Gil 1994b,
Gil-1995,Gil 1995,
Gil-1996a,Gil 1996a,
Gil-1996b,Gil 1996b,
Gil-1998,Gil 1998,
Gil-forthcoming,Gil forthcoming,
Gilberti-1901,Gilberti 1901,
Gilbertson-1923,Gilbertson 1923,
Gildea-1992,Gildea 1992,
Gildea-1994,Gildea 1994,
Gill-and-Gleason-1963,Gill and Gleason 1963,
Gill-and-Gleason-1969,Gill and Gleason 1969,
Gill-nd,Gill n.d.,
Gilliard-1928,Gilliard 1928,
Gillies-1993,Gillies 1993,BnCqZ5p60VoC
Gillis-1973,Gillis 1973,
Gimba-2000,Gimba 2000,
Gimson-1970,Gimson 1970,
Ginter-and-Tarnoi-1991,Ginter and Tarnói 1991,
Giorda-1877,Giorda 1877,
Gipper-1972,Gipper 1972,
Girdenis-1985,Girdenis 1985,
Giridhar-1980,Giridhar 1980,
Giridhar-1994,Giridhar 1994,
Girier-1996,Girier 1996,
Givon-1972,Givón 1972,
Givon-and-Kawasha-1999,Givón and Kawasha 1999,
Glasgow-1981,Glasgow 1981,
Glasgow-1984,Glasgow 1984,
Glasgow-1988,Glasgow 1988,
Glasgow-1994,Glasgow 1994,
Glasgow-and-Garner-1980,Glasgow and Garner 1980,
Glasgow-and-Glasgow-1967,Glasgow and Glasgow 1967,
Glasgow-and-Glasgow-1977,Glasgow and Glasgow 1977,
Glass-and-Hackett-1969,Glass and Hackett 1969,
Glass-and-Hackett-1970,Glass and Hackett 1970,
Glass-and-Hackett-1979,Glass and Hackett 1979,
Glendening-1966,Glendening 1966,
Glidden-1985,Glidden 1985,
Glinert-1989,Glinert 1989,wKuEtVhnCpkC
Glinert-1991,Glinert 1991,
Glinert-1994,Glinert 1994,0Ve2X5OEaZwC
Glock-1972,Glock 1972,
Glover-1974,Glover 1974,
Glover-and-Gurung-1979,Glover and Gurung 1979,
Glyn-and-Gade-1981,Glyn and Gade 1981,
Goddard-1903,Goddard 1903,
Goddard-1911,Goddard 1911,
Goddard-1912,Goddard 1912,
Goddard-1967,Goddard 1967,
Goddard-1976,Goddard 1976,
Goddard-1979,Goddard 1979,
Goddard-1980,Goddard 1980,
Goddard-1982,Goddard 1982,
Goddard-1983,Goddard 1983,
Goddard-1985,Goddard 1985,
Goddard-1994a,Goddard 1994a,
Goddard-1994b,Goddard 1994b,
Goddard-and-Bragdon-1988,Goddard and Bragdon 1988,
Godel-1945,Godel 1945,
Godfrey-1964,Godfrey 1964,
Goldie-1964,Goldie 1964,g9rTAAAAMAAJ
Goldstein-1991,Goldstein 1991,b3jVISrJayEC
Goldstein-and-Nornang-1970,Goldstein and Nornang 1970,
Goldstein-and-Nornang-1978,Goldstein and Nornang 1978,
Golla-1970,Golla 1970,
Golla-1996,Golla 1996,
Golovko-2001,Golovko 2001,
Gomez-1992,Gomez 1992,
Gomez-Imbert-1990,Gomez-Imbert 1990,
Gonzalez-1997,Gonzalez 1997,
Gonzalez-Echegaray-1960,Gonzalez Echegaray 1960,
Good-1978,Good 1978,
Goodenough-and-Sugita-1976,Goodenough and Sugita 1976,ONjqsSCvGWYC
Goodenough-and-Sugita-1990,Goodenough and Sugita 1990,ONjqsSCvGWYC
Goodwin-and-Gulick-1958,Goodwin and Gulick 1958,
Gorbet-1976,Gorbet 1976,
Gorbet-1998,Gorbet 1998,
Gordon-1965,Gordon 1965,
Gordon-1986,Gordon 1986,
Gordon-1996,Gordon 1996,
Gordon-et-al-2000,Gordon et al. 2000,
Gore-1926,Gore 1926,
Gore-1931,Gore 1931,
Gorgoniev-1961,Gorgoniev 1961,
Gorgoniev-1966,Gorgoniev 1966,
Gorgoniyev-1966,Gorgoniyev 1966,
Goschnick-1977,Goschnick 1977,
Gossner-1994,Gossner 1994,
Goswami-1970,Goswami 1970,
Goswami-1994,Goswami 1994,
Goswami-and-Tamuli-2003,Goswami and Tamuli 2003,jPR2OlbTbdkC
Gottlieb-and-Murphy-1995,Gottlieb and Murphy 1995,
Gouy-1930,Gouy 1930,
Gowda-1972,Gowda 1972,
Gowda-1975,Gowda 1975,
Gowlett-1967,Gowlett 1967,
Gowlett-1997,Gowlett 1997,
Grabis-1965,Grabis 1965,
Grace-1975,Grace 1975,
Grace-1976,Grace 1976,
Gradin-1966,Gradin 1966,
Gradin-1976a,Gradin 1976a,
Gradin-1976b,Gradin 1976b,
Gradin-and-Gradin-1979,Gradin and Gradin 1979,
Gragg-1972,Gragg 1972,
Gragg-1982,Gragg 1982,
Gragg-1997,Gragg 1997,
Graham-nd,Graham n.d.,
