pk,jsondata,key,description,valueset_pk,source_pk,version
82221,,,,21628,7535,1
1,,,197,1,348,1
2,,,"159, 164",2,1504,1
3,,,"45, 133",3,1992,1
4,,,141f.,3,1101,1
5,,,"114f., 147",4,1333,1
6,,,207,4,2688,1
7,,,"89, 138",5,2230,1
8,,,"85, 160",6,3799,1
9,,,"54, 266",7,707,1
10,,,376,7,4589,1
11,,,380f.,8,3112,1
12,,,329,9,248,1
13,,,108-112,10,4335,1
14,,,201f.,11,2423,1
15,,,,12,1030,1
16,,,44-50,12,4413,1
17,,,"41, 180f.",13,1132,1
18,,,38,14,3514,1
19,,,46,15,1953,1
20,,,242f.,16,178,1
21,,,"109f., 116",17,1960,1
22,,,222,17,2958,1
23,,,"227, 257, 329",18,1396,1
24,,,"47, 117",20,1054,1
25,,,236,21,722,1
26,,,380,21,1971,1
27,,,"19, 33",22,4598,1
28,,,302,23,921,1
29,,,270f,24,1372,1
30,,,44,25,4173,1
31,,,,26,1225,1
32,,,"124, 126",26,973,1
33,,,401,26,1262,1
34,,,107,27,4597,1
35,,,"32-40, 266f.",28,629,1
36,,,315,29,1985,1
37,,,"96, 106",30,737,1
38,,,184f.,31,664,1
39,,,325,32,1597,1
40,,,29,33,436,1
41,,,152,34,4591,1
42,,,179,35,1086,1
43,,,231,36,1094,1
44,,,188,37,1258,1
45,,,445,38,3085,1
46,,,"8, 183",39,144,1
47,,,385,40,1025,1
48,,,44,41,1214,1
49,,,405,41,1347,1
50,,,58,42,590,1
51,,,"53-55, 242",43,1939,1
52,,,291-294,44,2124,1
53,,,"160, 184f.",46,485,1
54,,,1616-1618,47,4575,1
55,,,53f.,48,1498,1
56,,,145f.,49,4585,1
57,,,"101, 117",50,322,1
58,,,265,51,598,1
59,,,"205, 210f.",52,3820,1
60,,,24,53,4570,1
61,,,35,53,4602,1
62,,,153-159,54,4581,1
63,,,322,54,1173,1
64,,,280f.,55,4584,1
66,,,88,57,56,1
67,,,27f.,58,116,1
68,,,631,59,349,1
69,,,1888,60,4596,1
70,,,193,61,559,1
71,,,"117, 151",62,398,1
72,,,19,63,4586,1
73,,,184,63,1285,1
74,,,293,64,1266,1
75,,,242,65,1176,1
76,,,"61, 100-102",67,239,1
77,,,"67, 201-205",68,4582,1
78,,,143f.,70,1000,1
79,,,316,71,1060,1
80,,,"86, 133",72,944,1
81,,,60,73,266,1
82,,,110,74,3922,1
83,,,231,75,4427,1
84,,,178,76,760,1
85,,,217,78,4418,1
86,,,"289f., 292f.",79,1350,1
87,,,336f.,80,2553,1
88,,,219,81,2244,1
89,,,"84f., 87",82,168,1
90,,,77-85,83,4600,1
91,,,320f.,83,1279,1
92,,,36,84,3091,1
93,,,"119, 121",85,3107,1
94,,,241f.,87,795,1
95,,,52,88,2445,1
96,,,82f.,89,625,1
97,,,"133, 145, 148",90,102,1
98,,,461,92,153,1
99,,,186,94,232,1
100,,,317,95,1208,1
101,,,51,96,1534,1
102,,,186,97,1776,1
103,,,61,98,612,1
104,,,31f.,99,1995,1
105,,,186,100,4363,1
106,,,37,101,762,1
107,,,171,102,886,1
108,,,25,103,294,1
109,,,"160, 195, 200-202",104,1064,1
110,,,180,105,184,1
111,,,320f.,106,3376,1
112,,,"136, 145f.",107,4595,1
113,,,68,108,695,1
114,,,310f.,109,687,1
115,,,125,110,4480,1
116,,,75,111,4271,1
117,,,191f.,112,455,1
118,,,474,114,2009,1
119,,,183f.,115,1115,1
120,,,233-236,116,4578,1
121,,,46,118,533,1
122,,,"151, 160",119,327,1
123,,,"397, 400",121,1374,1
124,,,144,122,367,1
125,,,162f.,124,2887,1
126,,,40,125,4587,1
127,,,"180f., 185",126,4566,1
128,,,241,127,3080,1
129,,,"142, 146",128,565,1
130,,,419,129,3769,1
131,,,"308f., 335-339",130,3199,1
132,,,464,131,52,1
133,,,302,132,785,1
134,,,"79f., 94",133,844,1
135,,,439,134,3123,1
136,,,109,135,282,1
137,,,"48, 54f.",136,4574,1
138,,,128,136,218,1
139,,,179-181,137,193,1
140,,,108,139,4507,1
141,,,111,141,107,1
142,,,79,142,524,1
143,,,177f.,143,3328,1
144,,,189,144,1922,1
145,,,"327, 330, 373-375",145,3189,1
146,,,60,146,4425,1
147,,,"13, 110",147,852,1
148,,,"14, 161f.",148,3530,1
149,,,"512, 517",149,386,1
150,,,126,150,4313,1
151,,,263,151,950,1
152,,,44,152,296,1
153,,,166,153,817,1
154,,,438f.,154,335,1
155,,,62,155,1,1
156,,,78,156,639,1
157,,,"61, 94f.",157,345,1
158,,,133f.,158,176,1
159,,,87,159,1012,1
160,,,45,160,492,1
161,,,284,161,142,1
162,,,99f.,162,4593,1
163,,,250-251,162,1990,1
164,,,34f.,163,2321,1
165,,,295,164,246,1
166,,,"64, 71",165,3047,1
167,,,46f.,166,4601,1
168,,,69,167,584,1
169,,,46,168,3766,1
170,,,261,169,2171,1
171,,,"164, 170",170,991,1
172,,,"9, 158",171,219,1
173,,,62,172,4370,1
174,,,288,174,2555,1
175,,,338,175,1204,1
176,,,295f.,176,2151,1
177,,,211,177,725,1
178,,,196,178,91,1
179,,,"8, 10, 14",179,594,1
180,,,256f.,180,474,1
181,,,61,181,167,1
182,,,80-86,182,4580,1
183,,,,183,2027,1
184,,,79,183,4599,1
185,,,"404, 407",184,698,1
186,,,109,185,4344,1
187,,,102,186,3538,1
188,,,"92, 119",187,3562,1
189,,,199,188,4569,1
190,,,90,189,476,1
191,,,367,190,123,1
192,,,81,191,4568,1
193,,,"268, 293",192,2430,1
194,,,255f.,193,96,1
195,,,"408, 411",194,744,1
196,,,216,195,4395,1
197,,,80f.,196,2135,1
198,,,67f.,197,2665,1
199,,,154-157,198,4461,1
200,,,220f.,198,4583,1
201,,,51,199,4603,1
202,,,"115, 136",200,618,1
203,,,88,201,2684,1
204,,,95,202,1122,1
205,,,43,203,637,1
206,,,51,204,2607,1
207,,,211,205,575,1
208,,,348,206,1230,1
209,,,376,208,1065,1
210,,,505,209,3077,1
211,,,"53, 67f.",210,23,1
212,,,"224f., 271",211,3358,1
213,,,55f.,213,514,1
214,,,,214,156,1
215,,,367,215,421,1
216,,,98f.,216,686,1
217,,,373f.,217,3949,1
218,,,229,218,3133,1
219,,,88f.,219,4592,1
220,,,74,220,4513,1
221,,,"150f., 204f.",221,615,1
222,,,5,222,711,1
223,,,"178-180, 187",223,566,1
224,,,"322, 327",224,247,1
225,,,279,225,4573,1
226,,,424f.,227,1126,1
227,,,"103, 305-308",228,190,1
228,,,377,229,205,1
229,,,263-266,230,262,1
230,,,70,231,44,1
231,,,"6, 20",232,2850,1
232,,,354,232,1205,1
233,,,214,233,549,1
234,,,237,234,2687,1
235,,,99f.,235,708,1
236,,,167,236,3480,1
237,,,432,237,1037,1
238,,,"67, 77",238,2927,1
239,,,47,240,4455,1
240,,,189,240,2044,1
241,,,116,241,3305,1
242,,,passim,242,1504,1
243,,,118-120,243,2252,1
244,,,"18, 87",244,2324,1
245,,,123,245,1101,1
246,,,92-93,246,2668,1
247,,,10,247,4355,1
248,,,"42, 66",247,4252,1
249,,,81-82,248,768,1
250,,,202,248,2688,1
251,,,241,248,1333,1
252,,,58,249,2230,1
253,,,136-140,250,112,1
254,,,88,251,765,1
255,,,56-57,252,1111,1
256,,,"64-66, 80-83",252,3799,1
257,,,39,253,707,1
258,,,173,254,4322,1
259,,,353-354,254,3112,1
260,,,"88, 225",255,484,1
261,,,140,256,3982,1
262,,,"29, 30",257,4458,1
263,,,51-52,258,4361,1
264,,,"61-62, 106-107",259,2483,1
265,,,101-102,260,2112,1
266,,,46-47,261,4365,1
267,,,545-546,262,248,1
268,,,32-33,263,4307,1
269,,,30,264,4449,1
270,,,97-98,265,1030,1
271,,,199-200,266,2423,1
272,,,38,267,4407,1
273,,,88-90,267,4335,1
274,,,33-34,268,4413,1
275,,,77,269,4474,1
276,,,,270,4352,1
277,,,12-13,271,4473,1
278,,,"30, 36",272,1132,1
279,,,49,273,3514,1
280,,,78-80,274,872,1
281,,,65,275,2302,1
282,,,99,276,143,1
283,,,21,277,3211,1
284,,,243-247,278,178,1
285,,,226,279,2958,1
286,,,71,280,4462,1
287,,,"115, 117, 200",281,2273,1
288,,,"79, 85",282,802,1
289,,,79,283,3392,1
290,,,81,284,4464,1
291,,,88,284,4339,1
292,,,76,285,1054,1
293,,,33,286,1368,1
294,,,46,287,665,1
295,,,233-234,288,722,1
296,,,380,288,1971,1
297,,,234-240,289,921,1
298,,,75-76,290,691,1
299,,,91,291,4374,1
300,,,"53, 83, 110",292,4323,1
301,,,36,293,2198,1
302,,,159-160,294,4439,1
303,,,345,295,2489,1
304,,,43,296,4125,1
305,,,300-301,297,95,1
306,,,16-17,298,843,1
307,,,"102, 131-132, 143-145",299,4434,1
308,,,38-39,300,2807,1
309,,,208,301,4445,1
310,,,64-67,302,175,1
311,,,64-66,303,1225,1
312,,,120-123,303,973,1
313,,,"37, 38",304,4481,1
314,,,126,304,2670,1
315,,,74,305,4433,1
316,,,279,306,953,1
317,,,56-57,307,2541,1
318,,,94-96,308,160,1
319,,,passim,308,1529,1
320,,,183,309,4316,1
321,,,"28-29, 38",310,3805,1
322,,,193,310,4318,1
323,,,"119, 173, 479-480",311,629,1
324,,,42,312,1405,1
325,,,"137-138, 142",312,1227,1
326,,,"246, 289",312,1985,1
327,,,84-88,313,737,1
328,,,18,314,4466,1
329,,,390-391,314,4328,1
330,,,475,315,4454,1
331,,,passim,315,399,1
332,,,32,316,3829,1
333,,,158,317,664,1
334,,,154-203,318,2042,1
335,,,"188, 193",319,355,1
336,,,"210, 220, 259-260",320,4332,1
337,,,"25, 323-324",321,1597,1
338,,,"59, 70",322,4471,1
339,,,29,323,436,1
340,,,439-441,324,3503,1
341,,,92-93,325,3263,1
342,,,40,326,2618,1
343,,,155-158,327,4228,1
344,,,89,328,2130,1
345,,,91-92,329,718,1
346,,,87-90,330,4477,1
347,,,451-452,331,1086,1
348,,,359-361,332,1094,1
349,,,93,333,3877,1
350,,,passim,334,4397,1
351,,,182,335,2810,1
352,,,124-125,336,4373,1
353,,,90,337,1258,1
354,,,322,337,4421,1
355,,,159,338,472,1
356,,,24-26,339,4415,1
357,,,217,340,144,1
358,,,347-348,341,1025,1
359,,,201,342,3481,1
360,,,408,343,1347,1
361,,,484,344,2749,1
362,,,56,345,590,1
363,,,49,346,1939,1
364,,,301,347,2124,1
365,,,334,347,4362,1
366,,,29,348,3384,1
367,,,49,349,1196,1
368,,,195-196,349,587,1
369,,,72-74,350,1721,1
370,,,"72, 141-142",351,580,1
371,,,"64-65, 102-103",352,2243,1
372,,,181,352,485,1
373,,,100-102,353,4465,1
374,,,30,354,730,1
375,,,388,355,11,1
376,,,279-280,356,2644,1
377,,,27,357,662,1
378,,,179,358,3113,1
379,,,97-98,359,4429,1
380,,,250-256,360,3504,1
381,,,110-111,362,204,1
382,,,55,363,1498,1
383,,,95,363,207,1
384,,,114-116,364,1367,1
385,,,95-96,365,4416,1
386,,,77-78,366,2811,1
387,,,115-116,368,322,1
388,,,131,369,4469,1
389,,,125,370,4225,1
390,,,15,371,4402,1
391,,,161,371,4403,1
392,,,"18-19, 262",372,598,1
393,,,19,373,4475,1
394,,,46,373,644,1
395,,,142,373,2853,1
396,,,394,373,4308,1
397,,,204,374,4317,1
398,,,"21, 24",375,4338,1
399,,,22-23,376,1173,1
400,,,180,376,4386,1
401,,,517,378,4371,1
402,,,81,379,2803,1
403,,,87,380,56,1
404,,,101,380,403,1
405,,,51,382,600,1
406,,,passim,383,4432,1
407,,,56,384,1917,1
408,,,124,384,1918,1
409,,,"75, 308",385,3277,1
410,,,27-28,386,116,1
411,,,61-62,387,394,1
412,,,34-35,388,4438,1
413,,,"84-85, 98-101",388,4437,1
414,,,36,389,1946,1
415,,,571-572,389,349,1
416,,,49,391,3106,1
417,,,334,392,2640,1
418,,,522,393,559,1
419,,,54,394,398,1
420,,,"15, 183",395,1285,1
421,,,234,395,4368,1
422,,,24-25,396,1266,1
423,,,86,397,4390,1
424,,,128,397,4360,1
425,,,295,398,4420,1
426,,,"167, 168-169",399,4450,1
427,,,322,400,3186,1
428,,,47-48,401,2051,1
429,,,50-51,402,1754,1
430,,,250-251,403,1176,1
431,,,308-309,404,2949,1
432,,,421,405,518,1
433,,,,406,2007,1
434,,,58,407,2016,1
435,,,122,407,4341,1
436,,,329-330,407,4346,1
437,,,61,408,239,1
438,,,144,409,4394,1
439,,,93-94,410,1297,1
440,,,36-37,411,4448,1
441,,,189,411,4436,1
442,,,269-270,411,4405,1
443,,,33-34,412,4470,1
444,,,39-41,413,4411,1
445,,,119,413,3403,1
446,,,16,414,1000,1
447,,,86,415,4417,1
448,,,217-218,416,323,1
449,,,28,417,2371,1
450,,,311,418,1060,1
451,,,87-88,419,944,1
452,,,55,420,1863,1
453,,,124-125,421,3922,1
454,,,158,421,2813,1
455,,,81-84,422,4453,1
456,,,208-211,422,4451,1
457,,,47-48,423,4306,1
458,,,68-73,424,3052,1
459,,,129-141,424,4427,1
460,,,76,425,908,1
461,,,,426,2102,1
462,,,87,427,266,1
463,,,117-119,427,4351,1
464,,,175-176,428,760,1
465,,,"324, passim",429,1325,1
466,,,422-423,429,4440,1
467,,,13-16,430,4367,1
468,,,106,430,610,1
469,,,165,431,2298,1
470,,,164,432,4418,1
471,,,122,433,4398,1
472,,,179,433,1350,1
473,,,246-249,434,2553,1
474,,,38,435,187,1
475,,,106-108,436,4312,1
476,,,312,436,1279,1
477,,,62-64,437,1275,1
478,,,28,438,3225,1
479,,,24,439,3091,1
480,,,140-144,439,788,1
481,,,"173, passim",440,4468,1
482,,,77,441,4366,1
483,,,41-42,442,3261,1
484,,,108,443,173,1
485,,,61,444,3946,1
486,,,passim,445,4379,1
487,,,164-167,446,3107,1
488,,,passim,447,1164,1
489,,,"83, 267",448,4018,1
490,,,"31-32, 38-39",449,795,1
491,,,53,450,2445,1
492,,,47-50,451,625,1
493,,,24,452,2736,1
494,,,134-135,453,4400,1
495,,,"61, 65",454,102,1
496,,,39,455,3141,1
497,,,34-35,456,938,1
498,,,233-234,457,791,1
499,,,256,458,245,1
500,,,36,459,1547,1
501,,,"180, 182, 184-185",460,4377,1
502,,,91,461,232,1
503,,,146-148,462,4472,1
504,,,287-305,463,3786,1
505,,,passim,463,4334,1
506,,,158-159,464,4384,1
507,,,53,465,1533,1
508,,,54,465,1534,1
509,,,32,466,957,1
510,,,98,467,4391,1
511,,,128,467,1776,1
512,,,26,468,612,1
513,,,228,469,3873,1
514,,,271-273,469,4363,1
515,,,115-116,470,762,1
516,,,10,471,4347,1
517,,,167-168,472,2033,1
518,,,79,473,294,1
519,,,228,474,149,1
520,,,57,475,2005,1
521,,,81,476,4459,1
522,,,262-266,478,1064,1
523,,,23,479,184,1
524,,,23,480,3319,1
525,,,26-27,481,228,1
526,,,69,482,4428,1
527,,,652,483,1404,1
528,,,108,484,4358,1
529,,,19-20,485,4401,1
530,,,42,486,1167,1
531,,,87,486,1244,1
532,,,36-38,487,695,1
533,,,19,488,4014,1
534,,,195-197,489,687,1
535,,,64,490,4480,1
536,,,82,491,4327,1
537,,,35,492,62,1
538,,,26-27,493,1031,1
539,,,99-101,494,4310,1
540,,,"6-7, 64",495,4271,1
541,,,172,495,3531,1
542,,,11-114,496,3997,1
543,,,290-291,496,4388,1
544,,,passim,497,427,1
545,,,"9, 29",498,3910,1
546,,,225-226,499,455,1
547,,,117-120,500,935,1
548,,,40,501,4325,1
549,,,111-112,501,1231,1
550,,,474,501,2009,1
551,,,92,502,1115,1
552,,,34,503,1110,1
553,,,310-313,504,824,1
554,,,54,505,4409,1
555,,,102,505,4396,1
556,,,"92-93, 100",506,3275,1
557,,,46-47,507,533,1
558,,,46-47,507,3517,1
559,,,"128-129, 149",508,327,1
560,,,"151-152, 156, 157",509,1222,1
561,,,187-193,510,1221,1
562,,,28,511,4412,1
563,,,314,512,1374,1
564,,,78,513,4385,1
565,,,"284, 300-306",513,4320,1
566,,,87-88,514,172,1
567,,,75,515,4399,1
568,,,147-148,516,1034,1
569,,,139-140,517,2114,1
570,,,143-144,518,4356,1
571,,,68-69,519,4319,1
572,,,88-89,519,4419,1
573,,,22,520,4457,1
574,,,114-115,521,367,1
575,,,91-92,522,2823,1
576,,,121,523,4357,1
577,,,"279, 288",523,3485,1
578,,,49,524,1355,1
579,,,24,525,4414,1
580,,,35,526,4382,1
581,,,"163-164, 285",527,2887,1
582,,,53,529,1948,1
583,,,237,529,4330,1
584,,,"32-36-35, 305, 332-334",530,1385,1
585,,,175,530,4354,1
586,,,153,531,4134,1
587,,,126-127,532,3595,1
588,,,27,533,3080,1
589,,,320,533,1378,1
590,,,173,534,1511,1
591,,,259,534,4348,1
592,,,417,535,1669,1
593,,,37,536,4089,1
594,,,"17, 19",537,4138,1
595,,,"137, 141-142",538,565,1
596,,,34-37,539,2154,1
597,,,401,540,3769,1
598,,,passim,541,4329,1
599,,,347-354,542,3199,1
600,,,"14, 34-35",543,2040,1
601,,,33-34,543,52,1
602,,,406-407,543,4430,1
603,,,233-235,544,785,1
604,,,54,545,844,1
605,,,508-446,546,3123,1
606,,,171-172,547,4372,1
607,,,21-22,548,1820,1
608,,,230,548,1629,1
609,,,18-21,549,282,1
610,,,131,550,218,1
611,,,149,551,193,1
612,,,23,552,2304,1
613,,,"73, 150-151",553,866,1
614,,,"67, 74-76",554,120,1
615,,,207-208,555,210,1
616,,,383,556,4345,1
617,,,31,557,3880,1
618,,,71,558,3582,1
619,,,404,560,2754,1
620,,,134,561,145,1
621,,,332,561,74,1
622,,,64-65,562,2118,1
623,,,146,563,2014,1
624,,,116-117,564,2457,1
625,,,159-160,564,4387,1
626,,,57-60,565,107,1
627,,,134,566,524,1
628,,,43-45,567,3192,1
629,,,122,568,2732,1
630,,,176-177,569,2392,1
631,,,,570,4311,1
632,,,340-342,571,4375,1
633,,,62,572,4268,1
634,,,371,573,4467,1
635,,,201,574,2889,1
636,,,101-102,575,79,1
637,,,,577,3436,1
638,,,passim,578,4381,1
639,,,117-118,579,4452,1
640,,,"74, 225",580,1922,1
641,,,386,581,3189,1
642,,,31,582,4425,1
643,,,"86-88, 103",582,1121,1
644,,,161-162,582,778,1
645,,,passim,583,3172,1
646,,,"70, 71, 111",584,30,1
647,,,86-89,585,2959,1
648,,,120,586,4456,1
649,,,31,587,852,1
650,,,54-55,588,4423,1
651,,,204,589,3530,1
652,,,116,590,4444,1
653,,,46,591,386,1
654,,,81-82,76565,4441,1
655,,,"534, 536",592,1315,1
656,,,71,593,273,1
657,,,344,593,4378,1
658,,,117-118,594,4313,1
659,,,101,595,1716,1
660,,,505,596,2406,1
662,,,"256-259, 455",598,479,1
663,,,159-160,599,950,1
664,,,97,600,4410,1
665,,,112,600,16,1
666,,,33-34,601,296,1
667,,,64,601,4359,1
668,,,76,601,4321,1
669,,,163,602,817,1
670,,,188,603,2769,1
671,,,238,604,4315,1
672,,,43,605,4369,1
673,,,194,606,1380,1
674,,,119-120,607,2719,1
675,,,343,608,335,1
676,,,106,609,4383,1
677,,,"471, 476-477",610,1483,1
678,,,58,611,2323,1
679,,,262,612,4479,1
680,,,213-216,613,4408,1
681,,,42-43,614,1,1
682,,,28-29,615,997,1
683,,,67,616,639,1
684,,,"52-53, 65-66",617,1351,1
685,,,13-14,618,3516,1
686,,,153-154,619,3401,1
687,,,131,620,176,1
688,,,passim,621,2764,1
689,,,116-118,622,1012,1
690,,,"110-111, 393-400",623,2460,1
691,,,201,624,3536,1
692,,,168-169,625,3395,1
693,,,154-158,626,2720,1
694,,,"42-43, 54",627,492,1
695,,,28-29,628,1843,1
696,,,217,629,142,1
697,,,77,630,4340,1
698,,,"27, 247-249",631,1990,1
699,,,"137, 148",631,2081,1
700,,,"13, 32-33",632,2321,1
701,,,"84, 115-116",633,980,1
702,,,246-249,634,246,1
703,,,169,635,3047,1
704,,,211-212,635,233,1
705,,,203,636,1411,1
706,,,712,637,3778,1
707,,,67,638,584,1
708,,,20,639,4350,1
709,,,"327, 343",641,4349,1
710,,,"34-35, 259",642,2171,1
711,,,"56, 58",643,264,1
712,,,59,643,4336,1
713,,,84-106,644,2681,1
714,,,30-31,645,991,1
715,,,"95, 99",646,3572,1
716,,,"175, 177",647,1032,1
717,,,36,648,219,1
718,,,"24-25, 44-45",649,4370,1
719,,,143-144,650,1195,1
720,,,135-137,651,3136,1
721,,,361,652,4364,1
722,,,passim,652,4333,1
723,,,"65, 136, 164",653,4376,1
724,,,"77, 136",654,3797,1
725,,,408,655,4404,1
726,,,76,657,4442,1
727,,,"171-172, 279-283",657,2151,1
728,,,passim,658,192,1
729,,,154,659,725,1
730,,,50-51,660,3332,1
731,,,73-75,661,91,1
732,,,25,662,3970,1
733,,,332,663,1621,1
734,,,43,664,3142,1
735,,,"9, 11, 59",665,594,1
736,,,"137, 138",666,2775,1
737,,,531-535,667,474,1
738,,,315,668,4406,1
739,,,"21, 41",669,167,1
740,,,42,670,3583,1
741,,,381,671,3278,1
742,,,24-25,672,4476,1
743,,,"6, 10, 11, 19",673,1522,1
744,,,49-50,674,1473,1
745,,,"45, 47-48",675,477,1
746,,,1109,677,698,1
747,,,80-82,678,4344,1
748,,,35,679,3538,1
749,,,164-165,680,1041,1
750,,,200-201,681,4447,1
751,,,637,681,4460,1
752,,,37,682,3223,1
753,,,"71, 107",685,914,1
754,,,198-199,686,4290,1
755,,,520-521,687,123,1
756,,,55,688,3883,1
757,,,123,688,4286,1
758,,,25-26,690,1386,1
759,,,298,691,2430,1
760,,,87-89,692,2931,1
761,,,418-425,693,96,1
762,,,402,694,744,1
763,,,158,695,4392,1
764,,,80,696,4435,1
765,,,"160, 164, 170",697,2092,1
766,,,"160, 164, 170",697,4446,1
767,,,40,698,652,1
768,,,55-56,699,4395,1
769,,,229,700,2432,1
770,,,95,701,2135,1
771,,,"28-29, 56-57",702,4314,1
772,,,62-64,703,2665,1
773,,,294,703,3948,1
774,,,212,704,2082,1
775,,,68-69,705,4393,1
776,,,passim,705,2540,1
777,,,20-23,706,4461,1
778,,,163-167,706,4389,1
779,,,135,707,4463,1
780,,,293-294,708,2152,1
781,,,"124-125, 148-149",709,604,1
782,,,206,710,4478,1
783,,,208,711,3387,1
784,,,23,712,4422,1
785,,,123-124,713,4353,1
786,,,55-56,714,2684,1
787,,,235-236,715,1122,1
788,,,"38-39, 43",716,637,1
789,,,192-193,717,1175,1
790,,,"16, 29",718,3491,1
791,,,passim,719,1834,1
792,,,307,720,357,1
793,,,307,720,359,1
794,,,"11-12, 20",721,3737,1
795,,,144,722,1988,1
796,,,318,723,2584,1
797,,,233-234,724,2424,1
798,,,214,725,575,1
799,,,249,725,1273,1
800,,,"76-77, 279-280",726,4040,1
801,,,181,727,1048,1
802,,,452-453,728,212,1
803,,,"47, 118-119",729,303,1
804,,,178,730,2282,1
805,,,40-42,731,1065,1
806,,,"33-35, 497",732,3077,1
807,,,51,733,23,1
808,,,"42, 45-46",734,4309,1
809,,,passim,735,2269,1
810,,,478,736,1154,1
811,,,221-222,737,3358,1
812,,,47,738,4343,1
813,,,11-12,739,1514,1
814,,,"34, 35-37",740,514,1
815,,,356,742,421,1
816,,,80,743,1786,1
817,,,85,744,4342,1
818,,,82-94,745,1206,1
819,,,226,746,3133,1
820,,,220,747,826,1
821,,,462,747,4331,1
822,,,passim,747,2616,1
823,,,73-74,748,1379,1
824,,,320,749,4424,1
825,,,155-156,750,615,1
826,,,"50-52, 104-106",751,1141,1
827,,,101,752,711,1
828,,,181,753,566,1
829,,,263-264,754,2120,1
830,,,35-37,756,247,1
831,,,34,757,1482,1
832,,,80-81,758,3822,1
833,,,"230, 237, 238",759,2288,1
834,,,73-74,760,4443,1
835,,,224-225,761,3549,1
836,,,329-330,761,4380,1
837,,,590,762,1313,1
838,,,70,763,571,1
839,,,37,764,818,1
840,,,75,765,4324,1
841,,,passim,766,1375,1
842,,,76,767,4337,1
843,,,113-114,767,736,1
844,,,371,767,4426,1
845,,,156-157,768,4431,1
846,,,77,769,64,1
847,,,22,770,4482,1
848,,,314-315,771,1126,1
849,,,"114-115, 120-121",772,4326,1
850,,,"143, 147",773,3338,1
851,,,210-211,774,406,1
852,,,97-98,775,190,1
853,,,370-371,776,205,1
854,,,269-273,777,262,1
855,,,"41, 43",778,2277,1
856,,,21-23,779,3862,1
857,,,171-172,780,549,1
858,,,"225, 240",781,2466,1
859,,,210,782,2687,1
860,,,"44, 46",783,708,1
861,,,445,784,1037,1
862,,,,785,2927,1
863,,,164-165,785,1949,1
864,,,37-38,786,603,1
865,,,57,787,3893,1
866,,,"70, 189",787,2044,1
867,,,"29, passim",788,1504,1
868,,,121,789,4485,1
869,,,"68, 93",790,2324,1
870,,,123,791,1101,1
871,,,98-102,792,2668,1
872,,,10,793,4355,1
873,,,227,794,4494,1
874,,,82,795,768,1
875,,,138,795,2688,1
876,,,passim,795,1333,1
877,,,60,796,2230,1
878,,,140,797,112,1
879,,,"56-57, 318",798,1111,1
880,,,171-172,798,3799,1
881,,,"49, 110",799,707,1
882,,,173,800,4322,1
883,,,"348-349, 353, 824-825",800,3112,1
884,,,42-43,801,197,1
885,,,140,802,3982,1
886,,,181,802,3673,1
887,,,32,803,4458,1
888,,,"46, 54",804,4361,1
889,,,"62, 64-65",805,2483,1
890,,,103,806,2112,1
891,,,33,807,4307,1
892,,,30-31,808,4449,1
893,,,38-39,809,1030,1
894,,,72,810,2423,1
895,,,162,811,4335,1
896,,,275-279,811,4407,1
897,,,33,812,4413,1
898,,,76,813,4474,1
899,,,,814,4352,1
900,,,36-37,815,1132,1
901,,,49-50,816,3514,1
902,,,249,816,4492,1
903,,,65,817,2302,1
904,,,"244, 256-257",818,1817,1
905,,,105-106,819,143,1
906,,,243-247,820,178,1
907,,,passim,821,4488,1
908,,,71,822,4462,1
909,,,"200, passim",823,2273,1
910,,,201,824,4289,1
911,,,225,825,4483,1
912,,,"91, 95",826,802,1
913,,,16,827,864,1
914,,,80,828,3392,1
915,,,107,829,4339,1
916,,,126,830,1054,1
917,,,33,831,1368,1
918,,,"46, 94",832,665,1
919,,,92,833,722,1
920,,,"240, 251-253",834,921,1
921,,,75,835,691,1
922,,,133,836,4374,1
923,,,37,837,2198,1
924,,,158-159,838,4439,1
925,,,359,839,2489,1
926,,,"43, 44",840,4125,1
927,,,19,841,843,1
928,,,passim,842,4434,1
929,,,"38-39, 56",843,2807,1
930,,,208,844,4445,1
931,,,63-64,845,175,1
932,,,55,846,3603,1
933,,,160-162,846,4504,1
934,,,279,847,953,1
935,,,56,848,2541,1
936,,,"43, 129",849,160,1
937,,,77,849,1529,1
938,,,"181, 183",850,4316,1
939,,,38-39,851,3805,1
940,,,329,851,4318,1
941,,,"119, 173, 363, 442",852,629,1
942,,,162,852,2241,1
943,,,33-34,853,1405,1
944,,,106,853,1227,1
945,,,317-319,853,1985,1
946,,,"94, 100",854,737,1
947,,,108,855,399,1
948,,,482,855,4454,1
949,,,29-32,856,3829,1
950,,,158,857,664,1
951,,,231,858,2042,1
952,,,"208, 210-211",859,4332,1
953,,,passim,860,1597,1
954,,,"58, 70",861,4471,1
955,,,43,862,3503,1
956,,,267-268,863,835,1
957,,,73,864,2618,1
958,,,158,865,4228,1
959,,,90,866,2130,1
960,,,"11, 93-94",867,718,1
961,,,"17, 90",868,4477,1
962,,,455-456,869,1086,1
963,,,"256-257, 363-365",870,1094,1
964,,,144-145,871,3877,1
965,,,passim,872,4397,1
966,,,"183, 198",873,2810,1
967,,,"74, 328-329",874,1258,1
968,,,327,874,4421,1
969,,,159,875,472,1
970,,,217,876,144,1
971,,,266,876,3777,1
972,,,,878,3481,1
973,,,"203, passim",878,3875,1
974,,,41,879,1347,1
975,,,"499, 510",880,2749,1
