pk,jsondata,key,description,valueset_pk,source_pk,version
76822,,, 47,71266,3488,1
76823,,, 290-291,71267,1069,1
76824,,, 314-315,71268,2496,1
76825,,, 294-298,71269,4508,1
76826,,, 134-135,71270,2305,1
76827,,," 56, 80-81",71271,1342,1
76828,,, 99-101,71272,160,1
76829,,, 81,71273,2225,1
76830,,, 58,71274,3284,1
76831,,," 48, 52",71276,1337,1
76832,,, 148,71277,2053,1
76833,,,passim,71278,7324,1
76834,,," 53, 56",71279,3343,1
76835,,," 422, 425",71280,2348,1
76836,,, 61,71281,2716,1
76837,,, 149,71282,3106,1
76838,,, 127,71283,3616,1
76839,,, ??,71284,4774,1
76840,,, 178,71285,193,1
76841,,, 50,71286,2876,1
76842,,," 14, 53",71287,986,1
76843,,," 850, 851, 853",71288,4250,1
76844,,, 24,71289,2396,1
76845,,, 73,71290,2814,1
76846,,, 305,71290,1985,1
76847,,," 45, 265",71291,551,1
76848,,," 8, 43-44, 76-77, 86",71292,2502,1
76849,,, passim,71294,2633,1
76850,,, 188ff,71294,2787,1
76851,,, 85,71295,3837,1
76852,,, 302,71296,2219,1
76853,,," 29, 7-8, passim",71297,2130,1
76854,,, iv,71298,6968,1
76855,,, 109,71299,6302,1
76856,,, 33,71300,3225,1
76857,,," 27, passim",71301,4300,1
76858,,, 259,71302,3196,1
76859,,," 223, 229ff, 230, 231",71304,13,1
76860,,, 217,71305,848,1
76861,,, 183,71306,7151,1
76862,,, 25,71307,7232,1
76863,,, 329,71308,7056,1
76864,,, 44,71309,772,1
76865,,, 61,71310,1021,1
76866,,, 38,71311,1733,1
76867,,, 326-328,71312,1258,1
76868,,, 115,71313,355,1
76869,,, 51,71314,395,1
76870,,, 40,71315,6217,1
76871,,, 90,71316,4283,1
76872,,, 177,71317,2399,1
76873,,, 81,71318,2897,1
76874,,," 77, 84-94, 96",71319,1206,1
76875,,," 118, 123",71320,6128,1
76876,,," 569, 571-574",71321,2885,1
76877,,," 102-111, 126",71322,770,1
76878,,, 316,71323,6563,1
76879,,," 309-310, passim",71324,13,1
76880,,, 54,71325,848,1
76881,,, passim,71326,2620,1
76882,,, 59,71327,6617,1
76883,,, 116-121,71328,4796,1
76884,,, 210-215,71329,4119,1
76885,,," 73-74, 220",71330,6536,1
76886,,, 94,71331,6634,1
76887,,, passim,71332,625,1
76888,,," 7, 73",71333,2334,1
76889,,,,71334,3274,1
76890,,, 214ff,71335,3191,1
76891,,, 401,71336,7267,1
76892,,, 210,71338,6719,1
76893,,, 23,71339,7294,1
76894,,, 39,71340,2415,1
76895,,, 252,71341,2559,1
76896,,," 55, 67",71342,4757,1
76897,,, passim,71343,3850,1
76898,,, 157-158,71344,3232,1
76899,,, 168,71344,3255,1
76900,,, 61,71345,7164,1
76901,,, 801,71346,3346,1
76902,,, 24,71347,2715,1
76903,,, 318,71348,2481,1
76904,,, 219,71350,4251,1
76905,,,"xxxi, passim, 111",71351,2779,1
76906,,," 11, 32",71352,718,1
76907,,," 150, 215",71353,634,1
76908,,, 219,71354,77,1
76909,,, 40-43,71355,2270,1
76910,,, 33,71356,3244,1
76911,,, 24,71357,2148,1
76912,,, passim,71358,2152,1
76913,,," 77, 175",71359,2138,1
76914,,, 258,71360,1155,1
76915,,, 154,71361,6691,1
76916,,, 411,71363,3481,1
76917,,, 86,71364,3936,1
76918,,, 191,71365,2158,1
76919,,, 191,71365,3563,1
76920,,," 300, 326",71366,2296,1
76921,,," 125, 155",71368,336,1
76922,,, 120,71369,2771,1
76923,,, 759,71370,3219,1
76924,,, 62,71371,1020,1
76925,,," 126-127, 132, 134-135, 138",71372,2521,1
76926,,, 32,71373,2560,1
76927,,, 24-26,71373,4493,1
76928,,, 331,71374,3238,1
76929,,," 57, 146, 146",71375,1524,1
76930,,," 127, 153, 159",71376,2715,1
76931,,, 90,71376,99,1
76932,,,498,71377,7165,1
76933,,, 32,71378,2625,1
76934,,, 285,71379,6326,1
76935,,, 59,71380,605,1
76936,,, 631,71381,5210,1
76937,,," 157, 194",71382,6860,1
76938,,, 86,71383,4803,1
76939,,, 277,71383,2104,1
76940,,, 31,71384,2930,1
76941,,," 48, 52",71385,1337,1
76942,,, 62,71386,1020,1
76943,,, 16,71388,571,1
76944,,, 134-135,71389,2555,1
76945,,, 85,71390,7310,1
76946,,, 51,71391,2759,1
76947,,, 98,71392,2375,1
76948,,, 153,71392,2457,1
76949,,, passim,71393,2788,1
76950,,, 24,71394,2396,1
76951,,, 480,71395,3220,1
76952,,, 252-255,71396,6168,1
76953,,, 127,71397,6624,1
76954,,, 47,71398,2689,1
76955,,," 249, 253-258",71398,687,1
76956,,, passim,71399,1007,1
76957,,, 152,71400,2389,1
76958,,, 54,71401,848,1
76959,,, 115,71402,6267,1
76960,,, 22,71403,6277,1
76961,,, 38,71404,1030,1
76962,,, 362ff,71405,2460,1
76963,,, 414,71406,2754,1
76964,,," 395, 16.3",71407,824,1
76965,,," 48, 94",71408,2053,1
76966,,, 189-190,71409,2828,1
76967,,," 220-223, 322",71410,142,1
76968,,, 118ff,71411,7167,1
76969,,, 103,71412,2580,1
76970,,, 106,71413,2744,1
76971,,, 92,71414,2346,1
76972,,, 30,71415,2494,1
76973,,,,71416,2629,1
76974,,, 855,71417,4250,1
76975,,,312,71418,6123,1
76976,,, 221,71419,4857,1
76977,,, 134,71420,3077,1
76978,,, 353,71421,2339,1
76979,,, 79,71422,6429,1
76980,,, 247,71423,2680,1
76981,,, 134,71424,1170,1
76982,,, 36-37,71425,2655,1
76983,,, 93,71425,2135,1
76984,,, 228,71426,145,1
76985,,," 186, 199, 210",71427,1048,1
76986,,, 128,71428,3936,1
76987,,, 178,71429,1012,1
76988,,, 73,71430,7262,1
76989,,," 119, 281",71431,3379,1
76990,,," 139, 142-149",71432,973,1
76991,,, 419,71433,3218,1
76992,,, passim,71434,2396,1
76993,,, 91,71435,3133,1
76994,,, 576,71436,220,1
76995,,, 336,71436,1208,1
76996,,, 221,71437,7038,1
76997,,, 21-22,71438,2762,1
76998,,," 15, passim, 128-129",71439,604,1
76999,,, 200,71440,759,1
77000,,,77,71441,6429,1
77001,,," 11-12, passim",71442,2125,1
77002,,, 56,71443,2562,1
77003,,, 244,71444,1511,1
77004,,," 147, 35",71445,2053,1
77005,,, passim,71446,2132,1
77006,,, 56,71447,1911,1
77007,,," 100, 108",71448,3334,1
77008,,, 389,71449,6601,1
77009,,, 71,71450,282,1
77010,,," 344, 349",71451,7205,1
77011,,, 351,71452,848,1
77012,,," 91-92, 108-109",71453,2377,1
77013,,, 93,71454,2744,1
77014,,," 22, 50, 59",71455,2703,1
77015,,, 113-116,71456,2728,1
77016,,, 24,71456,2200,1
77017,,, 227-228,71456,795,1
77018,,, 139,71457,3360,1
77019,,, 18,71458,2169,1
77020,,, 35,71459,2004,1
77021,,, 18,71459,2503,1
77022,,, passim,71460,383,1
77023,,," passim, 158",71461,2114,1
77024,,," 229, passim",71462,2042,1
77025,,, 634,71463,5210,1
77026,,, 193,71464,4289,1
77027,,, 100-101,71465,2498,1
77028,,, 75-78,71467,2803,1
77029,,," 136, 167",71467,2782,1
77030,,," 112, 26",71468,590,1
77031,,, 103,71469,587,1
77032,,, 118-124,71470,2607,1
77033,,, 591,71471,549,1
77034,,, 100-101,71472,266,1
77035,,, 54,71473,303,1
77036,,, 190,71474,3266,1
77037,,," 21, 33",71475,2118,1
77038,,," 119, 121",71476,1159,1
77039,,, 11,71477,2075,1
77040,,," 489, 517",71478,245,1
77041,,, 759,71479,3219,1
77042,,, 108,71480,2112,1
77043,,," 14, passim",71481,2654,1
77044,,, 318,71482,2481,1
77045,,, 228,71483,6494,1
77046,,," 113, 116",71484,2485,1
77047,,, 70,71485,1386,1
77048,,, 145,71486,7038,1
77049,,, 35,71488,2004,1
77050,,, 18,71488,2503,1
77051,,, 19,71489,2734,1
77052,,, 25,71489,912,1
77053,,, 82,71490,2168,1
77054,,," 11, 32",71491,718,1
77055,,, 101,71492,1349,1
77056,,," 125, 142, 220-222, 227, 260-261",71493,149,1
77057,,, 100,71494,2959,1
77058,,,53,71495,6624,1
77059,,, 58,71496,1506,1
77060,,, 366ff,71497,6575,1
77061,,," 376, 380ff",71498,3199,1
77062,,, 183-187,71499,6302,1
77063,,, 24,71500,768,1
77064,,, 137,71500,2688,1
77065,,, 913,71500,2043,1
77066,,, 153,71501,6542,1
77067,,," 254, 264",71502,3589,1
77068,,, 190,71504,3266,1
77069,,," 147, 42",71505,2053,1
77070,,," 142, 239-240",71506,7188,1
77071,,, 159,71508,3257,1
77072,,, passim,71509,3498,1
77073,,, 612,71510,4303,1
77074,,, 149,71511,2053,1
77075,,, 108,71512,2112,1
77076,,, 210-215,71513,4119,1
77077,,, 114,71514,1029,1
77078,,, 87,71515,3259,1
77079,,, 80-81,71516,3332,1
77080,,, 7,71517,2228,1
77081,,, 252-254,71517,1094,1
77082,,, 113,71518,3141,1
77083,,, 53,71519,844,1
77084,,, 44-47,71520,2852,1
77085,,," 147, 53",71521,2053,1
77086,,," 220-223, 322",71522,142,1
77087,,, 91,71525,6718,1
77088,,, 328,71527,3186,1
77089,,, 71,71528,2423,1
77090,,, 50,71529,1127,1
77091,,, 133,71530,6634,1
77092,,, 271,71531,1974,1
77093,,, passim,71532,2543,1
77094,,, passim,71533,2745,1
77095,,, passim,71534,835,1
77096,,, 321,71535,1939,1
77097,,, 111,71537,7113,1
77098,,, 251-255,71538,2335,1
77099,,, 145,71540,3136,1
77100,,, 370-374,71541,687,1
77101,,, 189-190,71542,2191,1
77102,,, 375-376,71543,4364,1
77103,,, 134-135,71544,2305,1
77104,,, 85,71545,4110,1
77105,,, 343,71546,3153,1
77106,,," 15, 131",71547,322,1
77107,,, 81,71549,477,1
77108,,," 35, 56",71550,348,1
77109,,, 281,71551,2894,1
77110,,, 217,71552,4290,1
77111,,," 91-92, 108-109",71553,2377,1
77112,,," 183, 184, 188",71554,4784,1
77113,,, 375-376,71555,4364,1
77114,,," 127, 187",71556,210,1
77115,,, 120,71557,2771,1
77116,,, 90,71558,6718,1
77117,,, passim,71559,3213,1
77118,,, 37,71559,3214,1
77119,,, 177-180,71560,3077,1
77120,,, 79,71561,2054,1
77121,,,passim,71562,4268,1
77122,,, 27,71563,997,1
77123,,, 77,71564,4732,1
77124,,, 576,71565,220,1
77125,,, 336,71565,1208,1
77126,,,,71566,6441,1
77127,,,,71566,6442,1
77128,,," 30, passim",71567,436,1
77129,,," 247, 251",71568,7324,1
77130,,, 340,71569,6860,1
77131,,, 35,71570,5053,1
77132,,," 77, 89",71571,2591,1
77133,,, 1209,71572,4133,1
77134,,, passim,71573,1881,1
77135,,," 478-479, 14, 140-142, passim",71574,2131,1
77136,,," 14, passim",71574,2032,1
77137,,, passim,71575,563,1
77138,,, 101,71576,4780,1
77139,,, 383,71577,2248,1
77140,,, 189-191,71578,6269,1
77141,,, 88-89,71579,2371,1
77142,,, 5,71580,4067,1
77143,,, passim,71581,326,1
77144,,, 335,71582,2117,1
77145,,, passim,71583,2157,1
77146,,, 242,71584,3318,1
77147,,, 193,71585,4289,1
77148,,, 80,71586,3486,1
77149,,, 146,71587,2760,1
77150,,, passim,71588,940,1
77151,,, 27,71588,711,1
77152,,," xiii, passim",71589,2409,1
77153,,," 5, passim, 48",71590,7065,1
77154,,, 212,71591,6158,1
77155,,, passim,71592,4296,1
77156,,, 227-228,71593,503,1
77157,,, 14,71594,2609,1
77158,,," 125, 142, 220-222, 227, 260-261",71596,149,1
77159,,, passim,71597,2214,1
77160,,, 143,71598,2394,1
77161,,, 253-254,71599,6147,1
77162,,, 3,71600,6625,1
77163,,, 71,71601,1223,1
77164,,, 310,71602,848,1
77165,,, 345,71603,2056,1
77166,,, 649,71604,6574,1
77167,,, 51,71605,2759,1
77168,,, 663,71606,3315,1
77169,,, 122ff,71607,4802,1
77170,,," 179, 199, 211",71608,575,1
77171,,, 233,71608,1273,1
77172,,, 251,71609,921,1
77173,,, 49,71610,991,1
77174,,, 32,71611,2560,1
77175,,, 24-26,71611,4493,1
77176,,, 183,71612,2066,1
77177,,,passim,71613,6536,1
77178,,, 113-114,71614,2357,1
77179,,, passim,71615,3846,1
77180,,,passim,71616,6140,1
77181,,, 182,71617,485,1
77182,,, 161,71618,3106,1
77183,,, 53,71619,2051,1
77184,,, 382,71619,2835,1
77185,,, 16-19,71620,2261,1
77186,,, 110,71621,7113,1
77187,,, 204,71622,848,1
77188,,, 139,71622,2823,1
77189,,," 376, 380ff",71623,3199,1
77190,,, 209,71624,2473,1
77191,,," 46-47, 82",71625,1711,1
77192,,," 27, 29, passim",71626,3234,1
77193,,, 438,71626,4740,1
77194,,, passim,71627,6499,1
77195,,, 64,71628,2483,1
77196,,, 230,71629,541,1
77197,,, 274,71630,871,1
77198,,, 142,71631,1834,1
77199,,, 113-114,71632,2357,1
77200,,," 242, 391",71633,479,1
77201,,, 175-176,71634,476,1
77202,,, 297,71635,848,1
77203,,, passim,71636,2183,1
77204,,, 462,71637,1415,1
77205,,, 147,71638,2879,1
77206,,, 148,71639,6116,1
77207,,, 292,71640,2128,1
77208,,, passim,71640,2755,1
77209,,, 131,71641,1901,1
77210,,," 82, 126",71642,1419,1
77211,,, 89-91,71643,219,1
77212,,," 203, passim",71644,7416,1
77213,,," 18, 19, 27",71645,1164,1
77214,,," 312, passim",71646,2888,1
77215,,, 222,71646,2436,1
77216,,," 108, 149",71647,2053,1
77217,,, 54,71648,848,1
77218,,, 253-254,71648,2828,1
77219,,, 29,71648,2126,1
77220,,, 67,71649,3845,1
77221,,, passim,71650,386,1
77222,,, 472,71651,6892,1
77223,,, 38,71652,3221,1
77224,,, 20,71652,4855,1
77225,,, 48-49,71653,2479,1
77226,,, 71,71653,2709,1
77227,,, 38,71654,1030,1
77228,,," 48, 94",71655,2053,1
77229,,, 58,71656,4788,1
77230,,, 190,71657,2434,1
77231,,, 139,71658,52,1
77232,,, 248,71659,2743,1
77233,,," 30, passim",71660,436,1
77234,,, xxiii,71661,3209,1
77235,,, 61,71661,3210,1
77236,,, 165,71662,3257,1
77237,,, 158,71663,6394,1
77238,,, 236,71664,2440,1
77239,,, 129,71665,2495,1
77240,,, 19,71666,3183,1
77241,,, 30,71667,2108,1
77242,,, passim,71669,514,1
77243,,," 195, passim",71670,2123,1
77244,,," 73, 94",71671,3264,1
77245,,, 202,71672,2820,1
77246,,, 286,71673,6682,1
77247,,, 148-150,71674,2193,1
77248,,, 6,71675,1721,1
77249,,, 128,71676,2597,1
77250,,, 54-55,71677,3151,1
77251,,, 340,71678,6860,1
77252,,, 7-8,71679,2491,1
77253,,, 58,71680,4788,1
77254,,, 16,71681,6574,1
77255,,," 140, 145",71682,4767,1
77256,,, 60,71683,399,1
77257,,, 139,71684,2737,1
77258,,, 85,71684,2857,1
77259,,," 155, 168",71685,6852,1
77260,,, 39,71686,1627,1
77261,,, 156,71687,3936,1
77262,,, 128-129,71688,980,1
77263,,, 162,71689,1235,1
77264,,, 96,71690,2007,1
77265,,, 107,71691,7141,1
77266,,, 128,71692,2139,1
77267,,, 110,71693,707,1
77268,,, 658,71694,6309,1
77269,,, 54,71695,691,1
77270,,, 800,71696,3346,1
77271,,, passim,71697,2148,1
77272,,, 264,71698,2120,1
77273,,, 589,71699,6726,1
77274,,, passim,71700,3498,1
77275,,, 155-159,71701,2854,1
77276,,, 147,71702,1103,1
77277,,, 589,71703,848,1
77278,,, 115,71704,3653,1
77279,,,273,71705,6326,1
77280,,, 296,71706,2631,1
77281,,, 188,71707,2472,1
77282,,, 112-113,71707,1060,1
77283,,, 158,71708,6542,1
77284,,, 79,71709,2839,1
77285,,, passim,71710,1438,1
77286,,," 58, 68",71711,2713,1
77287,,, 83,71713,2566,1
77288,,, 55ff,71714,2302,1
77289,,," 36, 68",71715,515,1
77290,,," 50, 52, passim",71715,2445,1
77291,,, 326,71716,688,1
77292,,, passim,71717,1156,1
77293,,, 86,71718,2615,1
77294,,," 74-75, 83",71719,3840,1
77295,,, 471,71720,2683,1
77296,,, 27-28,71721,1031,1
77297,,," 52, 48",71723,764,1
77298,,," 130, 157, 200",71724,2646,1
77299,,," 14, 53",71725,986,1
77300,,," 126, 131",71726,2925,1
77301,,, 8-9,71727,2851,1
77302,,, 251,71728,921,1
77303,,, 193,71729,3380,1
77304,,," 179, 199, 211",71730,575,1
77305,,, 233,71730,1273,1
77306,,," 49, 53",71731,2528,1
77307,,, 31,71732,7065,1
77308,,," 62, 95-97, 356-362, 456-458",71733,2234,1
77309,,, 146,71734,2760,1
77310,,," 4, 76",71735,765,1
77311,,," 300, 326",71736,2296,1
77312,,, 262,71738,2156,1
77313,,, 66,71739,2602,1
77314,,,3,71740,3915,1
77315,,," 52, 48",71741,764,1
77316,,, 18,71742,2569,1
77317,,, 301,71742,2570,1
77318,,, 110?,71743,2849,1
77319,,, 96-102,71744,2301,1
77320,,, 139,71746,1141,1
77321,,, passim,71746,2518,1
77322,,, 102,71747,2304,1
77323,,," 35, passim",71748,4764,1
77324,,, 583,71749,3501,1
77325,,, passim,71750,1385,1
77326,,, 762,71751,2545,1
77327,,, 115,71752,355,1
77328,,, 169-174,71753,6717,1
77329,,, 151,71754,4769,1
77330,,," 45, 265",71755,551,1
77331,,, passim,71756,6297,1
77332,,, passim,71757,852,1
77333,,, 158,71758,1765,1
77334,,, 58,71759,2116,1
77335,,, 86,71760,639,1
77336,,, 192,71761,6287,1
77337,,," 147, 161, 169, 173",71762,2682,1
77338,,, 429,71763,2674,1
77339,,," 107, 124, 131, 132, 150",71764,7141,1
77340,,, 353ff,71765,2410,1
77341,,, passim,71766,2005,1
77342,,,"309-312, 320, passim",71767,4406,1
77343,,," 554, 557",71768,2830,1
77344,,, 28,71769,2246,1
77345,,, 666,71770,4460,1
77346,,, 24,71771,2509,1
77347,,, 223,71772,7038,1
77348,,, 27,71773,997,1
77349,,, 333-334,71776,1226,1
77350,,, 213,71778,1919,1
77351,,, 338,71779,3156,1
77352,,, 45,71780,3148,1
77353,,, 487,71780,2117,1
77354,,, 634,71782,5210,1
77355,,, 674,71783,6385,1
77356,,, 8,71784,2274,1
77357,,, 187,71785,7327,1
77358,,, 251-255,71786,2335,1
77359,,," 10, 25",71788,3733,1
77360,,, passim,71789,2209,1
77361,,, 44,71790,6861,1
77362,,, 98,71791,2454,1
77363,,,648,71792,6310,1
77364,,, 31,71793,2643,1
77365,,," 82-83, 88, 92",71794,937,1
77366,,, 21-23,71794,667,1
77367,,, passim,71795,1747,1
77368,,, 209,71796,2473,1
77369,,, 115-116,71797,1173,1
77370,,, 22,71798,3970,1
77371,,, 494,71799,7165,1
77372,,, 27,71800,2257,1
77373,,, 436,71801,2763,1
77374,,, 70,71802,79,1
77375,,, passim,71803,1597,1
77376,,, 464,71804,6575,1
77377,,, 149,71805,3106,1
77378,,, 166,71806,6386,1
77379,,, 53-54,71807,2869,1
77380,,, 283,71809,7326,1
77381,,, 117-118,71810,4790,1
77382,,, passim,71811,386,1
77383,,, 30,71812,2494,1
77384,,, 42,71813,2777,1
77385,,, 102,71814,2933,1
77386,,, 157-158,71815,712,1
77387,,, 600,71815,1313,1
77388,,," 103, passim, 148",71817,866,1
77389,,, 222,71817,836,1
77390,,," 127, 134",71818,367,1
77391,,, 162-163,71819,2275,1
77392,,, 245,71819,4891,1
77393,,, 125,71820,2604,1
77394,,," 25, 36",71821,2736,1
77395,,, 94,71822,3490,1
77396,,, 75-78,71823,2803,1
77397,,," 136, 167",71823,2782,1
77398,,, 64,71824,2626,1
77399,,, 372,71825,205,1
77400,,, 102,71826,6267,1
77401,,,passim,71827,6147,1
77402,,, passim,71828,2543,1
77403,,, 183,71829,7151,1
77404,,, 69-71,71830,2898,1
77405,,, 94,71830,2800,1
77406,,," 32, 150",71830,2801,1
77407,,, 159,71831,2669,1
77408,,, 71,71832,6625,1
77409,,, 98,71833,695,1
77410,,," 218, passim",71834,3495,1
77411,,, 74,71835,908,1
77412,,, 323-324,71836,6117,1
77413,,, 114,71837,7133,1
77414,,, 241,71838,848,1
77415,,, 282,71839,3482,1
77416,,, 40,71840,5085,1
77417,,, 110,71841,6122,1
77418,,, 235,71842,2036,1
77419,,,passim,71843,7324,1
77420,,, 641,71844,6310,1
77421,,, 46-47,71845,848,1
77422,,," 186-187, Blackings and Fabb 2003",71845,2828,1
77423,,, passim,71846,629,1
77424,,, 44,71846,2241,1
77425,,, 144-145,71846,5003,1
77426,,, 321,71847,1939,1
77427,,," 220-221, passim",71848,2711,1
77428,,, 322,71849,2393,1
77429,,," 265, 268-269",71850,1042,1
77430,,," 232, 269, 274",71851,479,1
77431,,,passim,71852,6825,1
77432,,, 19,71853,2446,1
77433,,, 168,71855,2160,1
77434,,, 37,71856,3819,1
77435,,, 71,71858,1223,1
77436,,, 115,71859,2632,1
77437,,, passim,71860,2846,1
77438,,,passim,71861,7324,1
77439,,, passim,71862,3188,1
77440,,, 50,71863,2876,1
77441,,," 165, passim",71864,2162,1
77442,,, 108,71865,1283,1
77443,,, 44,71866,2154,1
77444,,, 301,71867,6327,1
77445,,, 464,71868,2706,1
77446,,, 31,71869,4785,1
77447,,, passim,71871,2633,1
77448,,, 188ff,71871,2787,1
77449,,, 85,71872,3837,1
77450,,, 302,71873,2219,1
77451,,," 29, 7-8, passim",71874,2130,1
77452,,, 40,71875,893,1
77453,,, 60,71875,2230,1
77454,,, passim,71876,4297,1
77455,,, 552,71877,6922,1
77456,,, 82-83,71878,2323,1
77457,,, passim,71880,2178,1
77458,,, 74,71881,6718,1
77459,,," 73, 94",71882,3264,1
77460,,, 192-193,71883,112,1
77461,,, 83,71884,2566,1
77462,,," 78, 214",71886,4,1
77463,,, 68,71886,2181,1
77464,,, 338,71887,3156,1
77465,,, 29-30,71888,2198,1
77466,,, 362ff,71889,2460,1
77467,,, 129,71890,7326,1
77468,,, 134,71891,1170,1
77469,,, 672,71892,4909,1
77470,,, 482,71893,2634,1
77471,,," 105, 199",71894,2931,1
77472,,," 11-12, passim",71895,2125,1
77473,,, 54,71896,848,1
77474,,, 253-254,71896,2828,1
77475,,, 29,71896,2126,1
77476,,, 136,71897,3851,1
77477,,, 54,71898,848,1
77478,,, 15,71899,7278,1
77479,,, 353ff,71900,2410,1
77480,,, 24,71901,768,1
77481,,, 137,71901,2688,1
77482,,, 913,71901,2043,1
77483,,, 348,71903,2465,1
77484,,, 113-116,71904,2728,1
77485,,, 24,71904,2200,1
77486,,, 227-228,71904,795,1
77487,,, passim,71905,2668,1
77488,,, 119,71906,2833,1
77489,,," 73-74, 220",71907,6536,1
77490,,," 7, 125",71908,1054,1
77491,,," 32-33, 40",71908,2017,1
77492,,, 202,71909,6719,1
77493,,, passim,71910,2659,1
77494,,, 243-244,71911,1989,1
77495,,," 17, 50, 52, passim",71913,411,1
77496,,, 185,71914,2949,1
77497,,," 82, 156-158",71915,541,1
77498,,, 103,71916,1311,1
77499,,, 307,71917,2692,1
77500,,, 109,71917,731,1
77501,,, 352,71917,1219,1
77502,,, 53-54,71918,2793,1
77503,,, passim,71919,383,1
77504,,, 276-285,71920,686,1
77505,,, 252,71921,2559,1
77506,,, 148,71922,4098,1
77507,,, 61-62,71923,6542,1
77508,,," 59, 78, 96",71924,2073,1
77510,,, 560,71927,848,1
77511,,," 61-62, 83, 84-99",71928,6302,1
77512,,, 211ff,71929,2739,1
77513,,, 25,71930,874,1
77514,,, 40ff,71931,2144,1
77515,,, 14,71932,2088,1
77516,,," 66, 110, 115",71933,584,1
77517,,, 124,71934,1206,1
77518,,, 104,71935,1231,1
77519,,, 352,71935,977,1
77520,,, 474,71935,2009,1
77521,,, 54,71936,848,1
77522,,," says first or preverbal, but there are SNegOV egs",71937,2321,1
77523,,, 86-88,71938,2312,1
77524,,, 216,71939,2582,1
77525,,, 845,71940,6468,1
77526,,, 79,71941,4126,1
77527,,," 58, 70",71943,3474,1
77528,,," 30, passim",71944,436,1
77529,,, 143,71945,472,1
77530,,, 136,71946,1266,1
77531,,, 170,71946,1814,1
77532,,, passim,71947,2141,1
77533,,," xiii, passim",71949,2409,1
77534,,, 242,71950,3318,1
77535,,," 132, 135",71951,345,1
77536,,," 253, Blackings and Fabb 2003",71952,2828,1
77537,,, passim,71953,2846,1
77538,,, passim,71954,4281,1
77539,,, 190,71955,2434,1
77540,,," 14, passim",71956,2654,1
77541,,," 99-101, 114, 128-129",71957,2453,1
77542,,, 493,71958,3483,1
77543,,, 40-43,71959,2270,1
77544,,,,71960,2121,1
77545,,," 34, 58",71961,3160,1
77546,,, 98,71962,1279,1
77547,,, 72,71963,2666,1
77548,,, 66,71964,639,1
77549,,," 88, passim",71965,4794,1
77550,,, 90-91,71966,2435,1
77551,,, 568,71967,2546,1
77552,,, 64,71968,2084,1
77553,,, 159,71969,2669,1
77554,,, 98,71970,695,1
77555,,, 10-11,71971,3272,1
77556,,, 86,71972,4803,1
77557,,, 277,71972,2104,1
77558,,, 678,71973,5087,1
77559,,, 93-94,71974,6304,1
77560,,, 62,71976,1020,1
77561,,, 134-135,71977,2555,1
77562,,, 118ff,71978,2789,1
77563,,," 43, 59, 207ff",71979,1922,1
77564,,, 76,71980,2522,1
77565,,," 16, 21",71982,3253,1
77566,,," 32, passim",71983,2808,1
77567,,, 116,71983,2837,1
77568,,, 329,71984,2825,1
77569,,, 82,71984,2074,1
77570,,," 16-17, 23-24",71985,2313,1
77571,,, passim,71986,1439,1
77572,,, 93-94,71987,6304,1
77573,,, 266,71988,917,1
77574,,, 79,71989,7267,1
77575,,," 48, 94",71990,2053,1
77576,,," 110, 112",71991,2650,1
77577,,, 145,71992,6116,1
77578,,, 149-150,71993,1945,1
77579,,, 77,71994,57,1
77580,,, 226,71995,2176,1
77581,,, 153,71996,3839,1
77582,,, 233,71996,4880,1
77583,,,47,71998,6234,1
77584,,, 320,71999,3838,1
77585,,, 297-299,72000,950,1
77586,,, 151,72001,4373,1
77587,,, 218,72002,2465,1
77588,,, 54,72003,848,1
77589,,, passim,72004,1007,1
77590,,, 13,72005,4278,1
77591,,," 39, 77",72006,672,1
77592,,," 47, 147",72007,2053,1
77593,,," 147, passim",72008,580,1
77594,,," """"34",72009,3318,1
77595,,, 635,72010,5210,1
77596,,, 36,72011,2145,1
77597,,, 106,72012,173,1
77598,,, 91,72013,3133,1
77599,,, 188-190,72014,6123,1
77600,,," 99-101, 114, 128-129",72015,2453,1
77601,,," 15, passim, 128-129",72016,604,1
77602,,, passim,72017,2214,1
77603,,, 49,72018,7129,1
77604,,, 6,72021,2817,1
77605,,, 56,72022,2562,1
77606,,," 147, 35",72024,2053,1
77607,,, 108,72025,2253,1
77608,,, 486,72025,848,1
77609,,, 232-233,72025,2149,1
77610,,, 107,72026,7310,1
77611,,," 96, 142",72027,2330,1
77612,,, passim,72028,386,1
77613,,, 99,72029,1382,1
77614,,, 69,72029,6911,1
77615,,, 58-59,72030,4773,1
77616,,, passim,72031,2451,1
77617,,, 56,72032,1454,1
77618,,, 86,72033,4861,1
77619,,, passim,72034,2317,1
77620,,, 113-116,72035,2728,1
77621,,, 24,72035,2200,1
77622,,, 227-228,72035,795,1
77623,,, 22,72036,2213,1
77624,,," 144-145, passim",72037,1517,1
77625,,, passim,72038,373,1
77626,,," 147, 184",72038,2696,1
77627,,, 115,72039,6267,1
77628,,, passim,72040,383,1
77629,,, 36,72041,4500,1
77630,,," 164-168, passim",72042,872,1
77631,,, passim,72043,3823,1
77632,,," 242, passim",72044,2748,1
77633,,," 144, 183",72045,2810,1
77634,,, 118-124,72046,2607,1
77635,,,5,72047,6408,1
77636,,, passim,72048,2675,1
77637,,, 14,72049,2299,1
77638,,, 286,72050,848,1
77639,,, 231,72051,2432,1
77640,,," 65, 69, 72",72052,3146,1
77641,,, passim,72053,6624,1
