pk,jsondata,name,description,markup_description,id,type,lang,version
6464,,Bube,ethnologue,,ethnologue-bvb,name,en,1
6465,,Birri,ethnologue,,ethnologue-bvq,name,en,1
6466,,Burarra,ethnologue,,ethnologue-bvr,name,en,1
6468,,Dibole,ethnologue,,ethnologue-bvx,name,en,1
6469,,"Karen, Bwe",ethnologue,,ethnologue-bwe,name,en,1
6470,,Borna,ethnologue,,ethnologue-bwo,name,en,1
6471,,"Bobo Madaré, Southern",ethnologue,,ethnologue-bwq,name,en,1
6472,,Buli,ethnologue,,ethnologue-bwu,name,en,1
6473,,Bashkort,ethnologue,,ethnologue-bak,name,en,1
6474,,"Buriat, Mongolia",ethnologue,,ethnologue-bxm,name,en,1
6475,,Purik,ethnologue,,ethnologue-prx,name,en,1
6476,,Bilen,ethnologue,,ethnologue-byn,name,en,1
6477,,Baruya,ethnologue,,ethnologue-byr,name,en,1
6478,,Belhariya,ethnologue,,ethnologue-byw,name,en,1
6479,,Qaqet,ethnologue,,ethnologue-byx,name,en,1
6480,,Bali,ethnologue,,ethnologue-ban,name,en,1
6481,,Bribri,ethnologue,,ethnologue-bzd,name,en,1
6482,,Boikin,ethnologue,,ethnologue-bzf,name,en,1
6483,,Belize Kriol English,ethnologue,,ethnologue-bzj,name,en,1
6484,,Biri,ethnologue,,ethnologue-bzr,name,en,1
6485,,Brazilian Sign Language,ethnologue,,ethnologue-bzs,name,en,1
6486,,Ch'orti',ethnologue,,ethnologue-caa,name,en,1
6487,,Garifuna,ethnologue,,ethnologue-cab,name,en,1
6488,,"Chuj, San Sebastián Coatán",ethnologue,,ethnologue-cac,name,en,1
6489,,Caddo,ethnologue,,ethnologue-cad,name,en,1
6490,,Nivaclé,ethnologue,,ethnologue-cag,name,en,1
6491,,Carolinian,ethnologue,,ethnologue-cal,name,en,1
6492,,Cemuhî,ethnologue,,ethnologue-cam,name,en,1
6493,,Chambri,ethnologue,,ethnologue-can,name,en,1
6494,,Chácobo,ethnologue,,ethnologue-cao,name,en,1
6495,,"Nicobarese, Car",ethnologue,,ethnologue-caq,name,en,1
6496,,Carrier,ethnologue,,ethnologue-crx,name,en,1
6497,,Tsimané,ethnologue,,ethnologue-cas,name,en,1
6498,,Cayubaba,ethnologue,,ethnologue-cyb,name,en,1
6499,,Cavineña,ethnologue,,ethnologue-cav,name,en,1
6500,,Chiquitano,ethnologue,,ethnologue-cax,name,en,1
6501,,Cayuga,ethnologue,,ethnologue-cay,name,en,1
6502,,Carapana,ethnologue,,ethnologue-cbc,name,en,1
6503,,Carijona,ethnologue,,ethnologue-cbd,name,en,1
6504,,Chibcha,ethnologue,,ethnologue-chb,name,en,1
6505,,Chimila,ethnologue,,ethnologue-cbg,name,en,1
6506,,Chachi,ethnologue,,ethnologue-cbi,name,en,1
6507,,Chavacano,ethnologue,,ethnologue-cbk,name,en,1
6508,,Nyahkur,ethnologue,,ethnologue-cbn,name,en,1
6509,,Cashibo-Cacataibo,ethnologue,,ethnologue-cbr,name,en,1
6510,,Kashinawa,ethnologue,,ethnologue-cbs,name,en,1
6511,,Chayahuita,ethnologue,,ethnologue-cbt,name,en,1
6512,,Candoshi-Shapra,ethnologue,,ethnologue-cbu,name,en,1
6513,,Cacua,ethnologue,,ethnologue-cbv,name,en,1
6514,,"Chinantec, Comaltepec",ethnologue,,ethnologue-cco,name,en,1
6515,,Choctaw,ethnologue,,ethnologue-cho,name,en,1
6516,,"Zhuang, Guibei",ethnologue,,ethnologue-zgb,name,en,1
6517,,Chepang,ethnologue,,ethnologue-cdm,name,en,1
6518,,Chaudangsi,ethnologue,,ethnologue-cdn,name,en,1
6519,,"Chinese, Min Dong",ethnologue,,ethnologue-cdo,name,en,1
6520,,Cebuano,ethnologue,,ethnologue-ceb,name,en,1
6521,,Cherokee,ethnologue,,ethnologue-chr,name,en,1
6522,,"Chinese, Min Nan",ethnologue,,ethnologue-nan,name,en,1
6523,,Jingpho,ethnologue,,ethnologue-kac,name,en,1
6524,,Catawba,ethnologue,,ethnologue-chc,name,en,1
6525,,"Chontal, Highland Oaxaca",ethnologue,,ethnologue-chd,name,en,1
6526,,"Chontal, Tabasco",ethnologue,,ethnologue-chf,name,en,1
6527,,Chiga,ethnologue,,ethnologue-cgg,name,en,1
6528,,Chinook,ethnologue,,ethnologue-chh,name,en,1
6529,,Cahuilla,ethnologue,,ethnologue-chl,name,en,1
6530,,Chitimacha,ethnologue,,ethnologue-ctm,name,en,1
6531,,"Chinese, Mandarin",ethnologue,,ethnologue-cmn,name,en,1
6532,,"Chinantec, Quiotepec",ethnologue,,ethnologue-chq,name,en,1
6533,,Chrau,ethnologue,,ethnologue-crw,name,en,1
6534,,Cholón,ethnologue,,ethnologue-cht,name,en,1
6535,,Chulym,ethnologue,,ethnologue-clw,name,en,1
6536,,Chantyal,ethnologue,,ethnologue-chx,name,en,1
6537,,Cheyenne,ethnologue,,ethnologue-chy,name,en,1
6538,,Chickasaw,ethnologue,,ethnologue-cic,name,en,1
6539,,Chimariko,ethnologue,,ethnologue-cid,name,en,1
6540,,Tiri,ethnologue,,ethnologue-cir,name,en,1
6541,,Chittagonian,ethnologue,,ethnologue-ctg,name,en,1
6542,,Chippewa,ethnologue,,ethnologue-ciw,name,en,1
6543,,"Cham, Western",ethnologue,,ethnologue-cja,name,en,1
6544,,Chechen,ethnologue,,ethnologue-che,name,en,1
6545,,Chamorro,ethnologue,,ethnologue-cha,name,en,1
6546,,Chru,ethnologue,,ethnologue-cje,name,en,1
6547,,"Chehalis, Upper",ethnologue,,ethnologue-cjh,name,en,1
6548,,Chamalal,ethnologue,,ethnologue-cji,name,en,1
6549,,"Cham, Eastern",ethnologue,,ethnologue-cjm,name,en,1
6550,,Ashéninka Pajonal,ethnologue,,ethnologue-cjo,name,en,1
6551,,Cabécar,ethnologue,,ethnologue-cjp,name,en,1
6552,,Shor,ethnologue,,ethnologue-cjs,name,en,1
6553,,Chuvash,ethnologue,,ethnologue-chv,name,en,1
6554,,Chuave,ethnologue,,ethnologue-cjv,name,en,1
6555,,"Kaqchikel, Southern",ethnologue,,ethnologue-ckf,name,en,1
6556,,"Chin, Khumi",ethnologue,,ethnologue-cnk,name,en,1
6557,,Anufo,ethnologue,,ethnologue-cko,name,en,1
6558,,Tayo,ethnologue,,ethnologue-cks,name,en,1
6559,,Chukchi,ethnologue,,ethnologue-ckt,name,en,1
6560,,Koasati,ethnologue,,ethnologue-cku,name,en,1
6561,,Ron,ethnologue,,ethnologue-cla,name,en,1
6562,,Chaldean Neo-Aramaic,ethnologue,,ethnologue-cld,name,en,1
6563,,"Chinantec, Lealao",ethnologue,,ethnologue-cle,name,en,1
6564,,Idu-Mishmi,ethnologue,,ethnologue-clk,name,en,1
6565,,Clallam,ethnologue,,ethnologue-clm,name,en,1
6566,,Catalan-Valencian-Balear,ethnologue,,ethnologue-cat,name,en,1
6567,,"Chontal, Lowland Oaxaca",ethnologue,,ethnologue-clo,name,en,1
6568,,Emberá-Chamí,ethnologue,,ethnologue-cmi,name,en,1
6569,,"Qiang, Northern",ethnologue,,ethnologue-cng,name,en,1
6570,,"Chin, Haka",ethnologue,,ethnologue-cnh,name,en,1
6571,,Asháninka,ethnologue,,ethnologue-cni,name,en,1
6572,,"Chuj, Ixtatán",ethnologue,,ethnologue-cnm,name,en,1
6573,,"Chinantec, Tepetotutla",ethnologue,,ethnologue-cnt,name,en,1
6574,,Chicomuceltec,ethnologue,,ethnologue-cob,name,en,1
6575,,Cocopa,ethnologue,,ethnologue-coc,name,en,1
8613,,abi,Abidji,,abi,iso639-3,en,1
6576,,Cocama-Cocamilla,ethnologue,,ethnologue-cod,name,en,1
6577,,Koreguaje,ethnologue,,ethnologue-coe,name,en,1
6578,,Colorado,ethnologue,,ethnologue-cof,name,en,1
6579,,Columbia-Wenatchi,ethnologue,,ethnologue-col,name,en,1
6580,,Comanche,ethnologue,,ethnologue-com,name,en,1
6581,,Cofán,ethnologue,,ethnologue-con,name,en,1
6582,,Comox,ethnologue,,ethnologue-coo,name,en,1
6583,,Coptic,ethnologue,,ethnologue-cop,name,en,1
6584,,"Cora, El Nayar",ethnologue,,ethnologue-crn,name,en,1
6585,,Coos,ethnologue,,ethnologue-csz,name,en,1
6586,,Wamey,ethnologue,,ethnologue-cou,name,en,1
6587,,Chocholtec,ethnologue,,ethnologue-coz,name,en,1
6588,,"Chinantec, Palantla",ethnologue,,ethnologue-cpa,name,en,1
6589,,Dene,ethnologue,,ethnologue-chp,name,en,1
6590,,Carib,ethnologue,,ethnologue-car,name,en,1
6591,,Lonwolwol,ethnologue,,ethnologue-crc,name,en,1
6592,,Coeur d'Alene,ethnologue,,ethnologue-crd,name,en,1
6593,,"Cree, Southern East",ethnologue,,ethnologue-crj,name,en,1
6594,,Michif,ethnologue,,ethnologue-crg,name,en,1
6595,,Crimean Tatar,ethnologue,,ethnologue-crh,name,en,1
6596,,Muskogee,ethnologue,,ethnologue-mus,name,en,1
6597,,"Cree, Northern East",ethnologue,,ethnologue-crl,name,en,1
6598,,Cornish,ethnologue,,ethnologue-cor,name,en,1
6599,,Crow,ethnologue,,ethnologue-cro,name,en,1
6600,,"Cree, Plains",ethnologue,,ethnologue-crk,name,en,1
6601,,"Chorote, Iyo'wujwa",ethnologue,,ethnologue-crq,name,en,1
6602,,Seselwa Creole French,ethnologue,,ethnologue-crs,name,en,1
6603,,"Chorote, Iyojwa'ja",ethnologue,,ethnologue-crt,name,en,1
6604,,Kashubian,ethnologue,,ethnologue-csb,name,en,1
6605,,"Chin, Asho",ethnologue,,ethnologue-csh,name,en,1
6606,,"Miwok, Coast",ethnologue,,ethnologue-csi,name,en,1
6607,,Chinese Sign Language,ethnologue,,ethnologue-csl,name,en,1
6608,,"Miwok, Central Sierra",ethnologue,,ethnologue-csm,name,en,1
6609,,"Chinantec, Sochiapam",ethnologue,,ethnologue-cso,name,en,1
6610,,"Ohlone, Southern",ethnologue,,ethnologue-css,name,en,1
6611,,"Ohlone, Northern",ethnologue,,ethnologue-cst,name,en,1
6612,,"Chin, Siyin",ethnologue,,ethnologue-csy,name,en,1
6613,,"Chatino, Tataltepec",ethnologue,,ethnologue-cta,name,en,1
6614,,"Chin, Tedim",ethnologue,,ethnologue-ctd,name,en,1
6615,,"Chol, Tila",ethnologue,,ethnologue-cti,name,en,1
6616,,Emberá-Catío,ethnologue,,ethnologue-cto,name,en,1
6617,,"Chatino, Western Highland",ethnologue,,ethnologue-ctp,name,en,1
6618,,"Chol, Tumbalá",ethnologue,,ethnologue-ctu,name,en,1
6619,,Cua,ethnologue,,ethnologue-cua,name,en,1
6620,,Cubeo,ethnologue,,ethnologue-cub,name,en,1
6621,,Cuiba,ethnologue,,ethnologue-cui,name,en,1
6622,,Culina,ethnologue,,ethnologue-cul,name,en,1
6623,,Cupeño,ethnologue,,ethnologue-cup,name,en,1
6624,,"Chinantec, Usila",ethnologue,,ethnologue-cuc,name,en,1
6625,,"Cuicatec, Teutila",ethnologue,,ethnologue-cut,name,en,1
6626,,"Cuicatec, Tepeuxila",ethnologue,,ethnologue-cux,name,en,1
6627,,"Chatino, Nopala",ethnologue,,ethnologue-cya,name,en,1
6628,,Czech,ethnologue,,ethnologue-ces,name,en,1
6629,,Dangaléat,ethnologue,,ethnologue-daa,name,en,1
6630,,Dan,ethnologue,,ethnologue-daf,name,en,1
6631,,Dagbani,ethnologue,,ethnologue-dag,name,en,1
6632,,Day,ethnologue,,ethnologue-dai,name,en,1
6633,,"Daju, Dar Fur",ethnologue,,ethnologue-daj,name,en,1
6634,,Dazaga,ethnologue,,ethnologue-dzg,name,en,1
6635,,Dahalo,ethnologue,,ethnologue-dal,name,en,1
6636,,Dení,ethnologue,,ethnologue-dny,name,en,1
6637,,Nisi,ethnologue,,ethnologue-dap,name,en,1
6638,,Dargwa,ethnologue,,ethnologue-dar,name,en,1
6639,,"Daju, Dar Sila",ethnologue,,ethnologue-dau,name,en,1
6640,,Dawida,ethnologue,,ethnologue-dav,name,en,1
6641,,Ida’an,ethnologue,,ethnologue-dbj,name,en,1
6642,,Dyirbal,ethnologue,,ethnologue-dbl,name,en,1
6643,,Jaru,ethnologue,,ethnologue-ddj,name,en,1
6644,,Dido,ethnologue,,ethnologue-ddo,name,en,1
6645,,Degema,ethnologue,,ethnologue-deg,name,en,1
6646,,Unami,ethnologue,,ethnologue-unm,name,en,1
6647,,Deori,ethnologue,,ethnologue-der,name,en,1
6648,,Desano,ethnologue,,ethnologue-des,name,en,1
8619,,acc,"Achi', Cubulco",,acc,iso639-3,en,1
6649,,Shua,ethnologue,,ethnologue-shg,name,en,1
6650,,Dehu,ethnologue,,ethnologue-dhv,name,en,1
6651,,"Dagaare, Southern",ethnologue,,ethnologue-dga,name,en,1
6652,,"Agta, Casiguran Dumagat",ethnologue,,ethnologue-dgc,name,en,1
6653,,Daga,ethnologue,,ethnologue-dgz,name,en,1
6654,,Dakota,ethnologue,,ethnologue-dak,name,en,1
6655,,Dhimal,ethnologue,,ethnologue-dhi,name,en,1
6656,,Dhargari,ethnologue,,ethnologue-dhr,name,en,1
6657,,Dhurga,ethnologue,,ethnologue-dhu,name,en,1
6658,,"Dida, Lakota",ethnologue,,ethnologue-dic,name,en,1
6659,,Didinga,ethnologue,,ethnologue-did,name,en,1
6660,,Ega,ethnologue,,ethnologue-ega,name,en,1
6661,,Dieri,ethnologue,,ethnologue-dif,name,en,1
6662,,Kumiai,ethnologue,,ethnologue-dih,name,en,1
6663,,Dime,ethnologue,,ethnologue-dim,name,en,1
6664,,"Dinka, Northeastern",ethnologue,,ethnologue-dip,name,en,1
6665,,Dimasa,ethnologue,,ethnologue-dis,name,en,1
6666,,Ding,ethnologue,,ethnologue-diz,name,en,1
6667,,Djamindjung,ethnologue,,ethnologue-djd,name,en,1
6668,,Zarma,ethnologue,,ethnologue-dje,name,en,1
6669,,Djinang,ethnologue,,ethnologue-dji,name,en,1
6670,,Djeebbana,ethnologue,,ethnologue-djj,name,en,1
6671,,Aukan,ethnologue,,ethnologue-djk,name,en,1
6672,,Djambarrpuyngu,ethnologue,,ethnologue-djr,name,en,1
6673,,Kapriman,ethnologue,,ethnologue-dju,name,en,1
6674,,Dolgan,ethnologue,,ethnologue-dlg,name,en,1
6675,,Duma,ethnologue,,ethnologue-dma,name,en,1
6676,,Domaaki,ethnologue,,ethnologue-dmk,name,en,1
6677,,"Dani, Lower Grand Valley",ethnologue,,ethnologue-dni,name,en,1
6678,,Danish,ethnologue,,ethnologue-dan,name,en,1
6679,,"Dong, Northern",ethnologue,,ethnologue-doc,name,en,1
6680,,Dongo,ethnologue,,ethnologue-doo,name,en,1
6681,,Duala,ethnologue,,ethnologue-dua,name,en,1
6682,,Doyayo,ethnologue,,ethnologue-dow,name,en,1
6683,,Darmiya,ethnologue,,ethnologue-drd,name,en,1
6684,,Darling,ethnologue,,ethnologue-drl,name,en,1
6685,,Rukai,ethnologue,,ethnologue-dru,name,en,1
6686,,Darai,ethnologue,,ethnologue-dry,name,en,1
6687,,Dutch Sign Language,ethnologue,,ethnologue-dse,name,en,1
6688,,Daasanach,ethnologue,,ethnologue-dsh,name,en,1
6689,,Daur,ethnologue,,ethnologue-dta,name,en,1
6690,,Duna,ethnologue,,ethnologue-duc,name,en,1
6691,,Hun-Saare,ethnologue,,ethnologue-dud,name,en,1
6692,,Dumbea,ethnologue,,ethnologue-duf,name,en,1
6693,,Dhuwal,ethnologue,,ethnologue-duj,name,en,1
6694,,Dii,ethnologue,,ethnologue-dur,name,en,1
6695,,Dumi,ethnologue,,ethnologue-dus,name,en,1
6696,,Dutch,ethnologue,,ethnologue-nld,name,en,1
6697,,Drung,ethnologue,,ethnologue-duu,name,en,1
6698,,"Senoufo, Djimini",ethnologue,,ethnologue-dyi,name,en,1
6699,,Jola-Fonyi,ethnologue,,ethnologue-dyo,name,en,1
6700,,Jula,ethnologue,,ethnologue-dyu,name,en,1
6701,,Dyaabugay,ethnologue,,ethnologue-dyy,name,en,1
6702,,Edo,ethnologue,,ethnologue-bin,name,en,1
6703,,Efik,ethnologue,,ethnologue-efi,name,en,1
6704,,Eipomek,ethnologue,,ethnologue-eip,name,en,1
6705,,Ekari,ethnologue,,ethnologue-ekg,name,en,1
6706,,Koti,ethnologue,,ethnologue-eko,name,en,1
6707,,"Kayah, Eastern",ethnologue,,ethnologue-eky,name,en,1
6708,,Tuvaluan,ethnologue,,ethnologue-tvl,name,en,1
6709,,Emai-Iuleha-Ora,ethnologue,,ethnologue-ema,name,en,1
6710,,Embaloh,ethnologue,,ethnologue-emb,name,en,1
6711,,Mussau-Emira,ethnologue,,ethnologue-emi,name,en,1
6712,,Emiliano-Romagnolo,ethnologue,,ethnologue-eml,name,en,1
6713,,"Emberá, Northern",ethnologue,,ethnologue-emp,name,en,1
6714,,"Yupik, Pacific Gulf",ethnologue,,ethnologue-ems,name,en,1
6715,,English,ethnologue,,ethnologue-eng,name,en,1
6716,,Engenni,ethnologue,,ethnologue-enn,name,en,1
6717,,Enggano,ethnologue,,ethnologue-eno,name,en,1
6718,,Enga,ethnologue,,ethnologue-enq,name,en,1
6719,,Sie,ethnologue,,ethnologue-erg,name,en,1
6720,,"Inuktitut, Eastern Canadian",ethnologue,,ethnologue-ike,name,en,1
6721,,"Inuktitut, Western Canadian",ethnologue,,ethnologue-ikt,name,en,1
6722,,Ese Ejja,ethnologue,,ethnologue-ese,name,en,1
6723,,"Inuktitut, Greenlandic",ethnologue,,ethnologue-kal,name,en,1
6724,,"Inupiatun, North Alaskan",ethnologue,,ethnologue-esi,name,en,1
6725,,Esselen,ethnologue,,ethnologue-esq,name,en,1
6726,,"Yupik, Central Siberian",ethnologue,,ethnologue-ess,name,en,1
6727,,Estonian,ethnologue,,ethnologue-est,name,en,1
6728,,"Yupik, Central",ethnologue,,ethnologue-esu,name,en,1
6729,,Edolo,ethnologue,,ethnologue-etr,name,en,1
6730,,Yekhee,ethnologue,,ethnologue-ets,name,en,1
6731,,Ejagham,ethnologue,,ethnologue-etu,name,en,1
6732,,Even,ethnologue,,ethnologue-eve,name,en,1
6733,,Evenki,ethnologue,,ethnologue-evn,name,en,1
6734,,Éwé,ethnologue,,ethnologue-ewe,name,en,1
6735,,Ewondo,ethnologue,,ethnologue-ewo,name,en,1
6736,,Eyak,ethnologue,,ethnologue-eya,name,en,1
6737,,Fasu,ethnologue,,ethnologue-faa,name,en,1
6738,,Faroese,ethnologue,,ethnologue-fao,name,en,1
6739,,Palor,ethnologue,,ethnologue-fap,name,en,1
6740,,Quebec Sign Language,ethnologue,,ethnologue-fcs,name,en,1
6741,,Nobiin,ethnologue,,ethnologue-fia,name,en,1
6742,,Finnish,ethnologue,,ethnologue-fin,name,en,1
6743,,Fijian,ethnologue,,ethnologue-fij,name,en,1
6744,,Kalispel-Pend D'oreille,ethnologue,,ethnologue-fla,name,en,1
6745,,Fe'fe',ethnologue,,ethnologue-fmp,name,en,1
6746,,Fon,ethnologue,,ethnologue-fon,name,en,1
6747,,Foi,ethnologue,,ethnologue-foi,name,en,1
6748,,Fore,ethnologue,,ethnologue-for,name,en,1
6749,,Siraya,ethnologue,,ethnologue-fos,name,en,1
6750,,Fordata,ethnologue,,ethnologue-frd,name,en,1
6751,,Guianese Creole French,ethnologue,,ethnologue-gcr,name,en,1
6752,,"Frisian, Western",ethnologue,,ethnologue-fry,name,en,1
8650,,agm,Angaataha,,agm,iso639-3,en,1
6753,,French,ethnologue,,ethnologue-fra,name,en,1
6754,,"Frisian, Northern",ethnologue,,ethnologue-frr,name,en,1
6755,,"Frisian, Eastern",ethnologue,,ethnologue-frs,name,en,1
6756,,Mairasi,ethnologue,,ethnologue-zrs,name,en,1
6757,,Finnish Sign Language,ethnologue,,ethnologue-fse,name,en,1
6758,,French Sign Language,ethnologue,,ethnologue-fsl,name,en,1
6759,,"Fulfulde, Adamawa",ethnologue,,ethnologue-fub,name,en,1
6760,,Pulaar,ethnologue,,ethnologue-fuc,name,en,1
6761,,"Futuna, East",ethnologue,,ethnologue-fud,name,en,1
6762,,Pular,ethnologue,,ethnologue-fuf,name,en,1
6763,,"Fulfulde, Western Niger",ethnologue,,ethnologue-fuh,name,en,1
6764,,"Fulfulde, Maasina",ethnologue,,ethnologue-ffm,name,en,1
6765,,Iatê,ethnologue,,ethnologue-fun,name,en,1
6766,,Fur,ethnologue,,ethnologue-fvr,name,en,1
6767,,Futuna-Aniwa,ethnologue,,ethnologue-fut,name,en,1
6768,,Furu,ethnologue,,ethnologue-fuu,name,en,1
6769,,"Fulfulde, Nigerian",ethnologue,,ethnologue-fuv,name,en,1
6770,,Fwâi,ethnologue,,ethnologue-fwa,name,en,1
6771,,Ga'anda,ethnologue,,ethnologue-gqa,name,en,1
6772,,Ga,ethnologue,,ethnologue-gaa,name,en,1
6773,,Guarequena,ethnologue,,ethnologue-gae,name,en,1
6774,,Gagauz,ethnologue,,ethnologue-gag,name,en,1
6775,,Alekano,ethnologue,,ethnologue-gah,name,en,1
6776,,Gadsup,ethnologue,,ethnologue-gaj,name,en,1
6777,,"Oromo, Borana-Arsi-Guji",ethnologue,,ethnologue-gax,name,en,1
6778,,"Oromo, West Central",ethnologue,,ethnologue-gaz,name,en,1
6779,,Bandi,ethnologue,,ethnologue-bza,name,en,1
6780,,Garawa,ethnologue,,ethnologue-gbc,name,en,1
6781,,Karadjeri,ethnologue,,ethnologue-gbd,name,en,1
6782,,Galela,ethnologue,,ethnologue-gbi,name,en,1
6783,,"Gadaba, Bodo",ethnologue,,ethnologue-gbj,name,en,1
6784,,Gbaya-Bossangoa,ethnologue,,ethnologue-gbp,name,en,1
6785,,Gbagyi,ethnologue,,ethnologue-gbr,name,en,1
6786,,Gagadu,ethnologue,,ethnologue-gbu,name,en,1
6787,,Gbari,ethnologue,,ethnologue-gby,name,en,1
6788,,Mali,ethnologue,,ethnologue-gcc,name,en,1
6789,,Ganggalida,ethnologue,,ethnologue-gcd,name,en,1
6790,,Gude,ethnologue,,ethnologue-gde,name,en,1
6791,,Guduf-Gava,ethnologue,,ethnologue-gdf,name,en,1
6792,,Laal,ethnologue,,ethnologue-gdm,name,en,1
6793,,Ghodoberi,ethnologue,,ethnologue-gdo,name,en,1
6794,,Kire,ethnologue,,ethnologue-geb,name,en,1
6795,,Gade,ethnologue,,ethnologue-ged,name,en,1
6796,,Georgian,ethnologue,,ethnologue-kat,name,en,1
6797,,"German, Standard",ethnologue,,ethnologue-deu,name,en,1
6798,,Enya,ethnologue,,ethnologue-gey,name,en,1
6799,,Patpatar,ethnologue,,ethnologue-gfk,name,en,1
6800,,Guragone,ethnologue,,ethnologue-gge,name,en,1
6801,,"Gurung, Eastern",ethnologue,,ethnologue-ggn,name,en,1
6802,,"Gondi, Southern",ethnologue,,ethnologue-ggo,name,en,1
6803,,Ghulfan,ethnologue,,ethnologue-ghl,name,en,1
6804,,Guhu-Samane,ethnologue,,ethnologue-ghs,name,en,1
6805,,Kitja,ethnologue,,ethnologue-gia,name,en,1
6806,,Gidar,ethnologue,,ethnologue-gid,name,en,1
6807,,Hinukh,ethnologue,,ethnologue-gin,name,en,1
6808,,"Giziga, North",ethnologue,,ethnologue-gis,name,en,1
6809,,Gitxsan,ethnologue,,ethnologue-git,name,en,1
6810,,"Giziga, South",ethnologue,,ethnologue-giz,name,en,1
6811,,Gujarati,ethnologue,,ethnologue-guj,name,en,1
6812,,Gujari,ethnologue,,ethnologue-gju,name,en,1
6813,,Gokana,ethnologue,,ethnologue-gkn,name,en,1
6814,,Dhangu,ethnologue,,ethnologue-dhg,name,en,1
6815,,Kiribati,ethnologue,,ethnologue-gil,name,en,1
6816,,Nanai,ethnologue,,ethnologue-gld,name,en,1
6817,,"Gaelic, Irish",ethnologue,,ethnologue-gle,name,en,1
6818,,Gula Iro,ethnologue,,ethnologue-glj,name,en,1
6819,,Gilaki,ethnologue,,ethnologue-glk,name,en,1
6820,,Galician,ethnologue,,ethnologue-glg,name,en,1
6821,,"Gaelic, Scottish",ethnologue,,ethnologue-gla,name,en,1
6822,,Gula,ethnologue,,ethnologue-glu,name,en,1
6823,,Gamo-Gofa-Dawro,ethnologue,,ethnologue-gmo,name,en,1
6824,,Gooniyandi,ethnologue,,ethnologue-gni,name,en,1
6825,,Gumatj,ethnologue,,ethnologue-gnn,name,en,1
6826,,Gureng Gureng,ethnologue,,ethnologue-gnr,name,en,1
6827,,Guro,ethnologue,,ethnologue-goa,name,en,1
6828,,Playero,ethnologue,,ethnologue-gob,name,en,1
6829,,Godié,ethnologue,,ethnologue-god,name,en,1
6830,,Gogodala,ethnologue,,ethnologue-ggw,name,en,1
6831,,Gola,ethnologue,,ethnologue-gol,name,en,1
6832,,"Gondi, Northern",ethnologue,,ethnologue-gno,name,en,1
6833,,Cerma,ethnologue,,ethnologue-cme,name,en,1
6834,,Gorowa,ethnologue,,ethnologue-gow,name,en,1
6835,,Taiap,ethnologue,,ethnologue-gpn,name,en,1
6836,,Greek,ethnologue,,ethnologue-ell,name,en,1
6837,,Gorontalo,ethnologue,,ethnologue-gor,name,en,1
6838,,Garo,ethnologue,,ethnologue-grt,name,en,1
6839,,Kistane,ethnologue,,ethnologue-gru,name,en,1
6840,,"Grebo, Barclayville",ethnologue,,ethnologue-gry,name,en,1
6841,,German Sign Language,ethnologue,,ethnologue-gsg,name,en,1
6842,,Greek Sign Language,ethnologue,,ethnologue-gss,name,en,1
6843,,"German, Swiss",ethnologue,,ethnologue-gsw,name,en,1
6844,,Guató,ethnologue,,ethnologue-gta,name,en,1
6845,,Guajajára,ethnologue,,ethnologue-gub,name,en,1
6846,,Wayuu,ethnologue,,ethnologue-guc,name,en,1
6847,,Gurinji,ethnologue,,ethnologue-gue,name,en,1
6848,,"Guaraní, Paraguayan",ethnologue,,ethnologue-gug,name,en,1
6849,,Guahibo,ethnologue,,ethnologue-guh,name,en,1
6850,,"Guaraní, Eastern Bolivian",ethnologue,,ethnologue-gui,name,en,1
6851,,Gumuz,ethnologue,,ethnologue-guk,name,en,1
6852,,Guambiano,ethnologue,,ethnologue-gum,name,en,1
6853,,Guayabero,ethnologue,,ethnologue-guo,name,en,1
6854,,Gunwinggu,ethnologue,,ethnologue-gup,name,en,1
6855,,Aché,ethnologue,,ethnologue-guq,name,en,1
6856,,Farefare,ethnologue,,ethnologue-gur,name,en,1
6857,,Gourmanchéma,ethnologue,,ethnologue-gux,name,en,1
6858,,Sebat Bet Gurage,ethnologue,,ethnologue-sgw,name,en,1
6859,,Ekegusii,ethnologue,,ethnologue-guz,name,en,1
6860,,Guana,ethnologue,,ethnologue-gva,name,en,1
6861,,Guanano,ethnologue,,ethnologue-gvc,name,en,1
6862,,Golin,ethnologue,,ethnologue-gvf,name,en,1
6863,,Kuku-Yalanji,ethnologue,,ethnologue-gvn,name,en,1
6864,,Gavião do Jiparaná,ethnologue,,ethnologue-gvo,name,en,1
6865,,"Gurung, Western",ethnologue,,ethnologue-gvr,name,en,1
6866,,Gumawana,ethnologue,,ethnologue-gvs,name,en,1
6867,,Kalami,ethnologue,,ethnologue-gwc,name,en,1
6868,,Gawwada,ethnologue,,ethnologue-gwd,name,en,1
6869,,Kwini,ethnologue,,ethnologue-gww,name,en,1
6870,,Wè Southern,ethnologue,,ethnologue-gxx,name,en,1
6871,,"Gbaya, Northwest",ethnologue,,ethnologue-gya,name,en,1
6872,,Garus,ethnologue,,ethnologue-gyb,name,en,1
6873,,Kayardild,ethnologue,,ethnologue-gyd,name,en,1
6874,,Ngäbere,ethnologue,,ethnologue-gym,name,en,1
6875,,Gayo,ethnologue,,ethnologue-gay,name,en,1
6876,,Gunya,ethnologue,,ethnologue-gyy,name,en,1
6877,,Gurani,ethnologue,,ethnologue-hac,name,en,1
