Language_ID,Name,Provider
jak,"Jakalteko, Western",ethnologue
jcr,Jamaican Creole English,ethnologue
bna jmm jwr,Jamamadí,ethnologue
zha,Jangshung,ethnologue
jpn,Japanese,ethnologue
nih,Japanese Sign Language,ethnologue
jpr,Japreria,ethnologue
jaq,Jaqaru,ethnologue
jar jrw,Jarawa,ethnologue
djr,Jaru,ethnologue
jav,Javanese,ethnologue
jeb,Jebero,ethnologue
jeh,Jeh,ethnologue
jah,Jehai,ethnologue
jem,Jemez,ethnologue
gyc jia rgc,Jiarong,ethnologue
jng,Jingpho,ethnologue
jin,"Jinuo, Buyuan",ethnologue
jin,"Jinuo, Youle",ethnologue
dio,Jola-Fonyi,ethnologue
csk,Jola-Kasa,ethnologue
jun,Juang,ethnologue
juk,Jukun Takum,ethnologue
dyu,Jula,ethnologue
jmo,Jur Modo,ethnologue
jur,Jurchen,ethnologue
jrn,Jurúna,ethnologue
juh,Ju|'hoan,ethnologue
jum,Júma,ethnologue
qch,"K'iche', Central",ethnologue
urk,Kaapor,ethnologue
usl,Kaapor Sign Language,ethnologue
kab,Kabardian,ethnologue
kbt,Kabatei,ethnologue
kby,Kabiyé,ethnologue
kbl,Kabyle,ethnologue
kac,Kachari,ethnologue
blj,Kacipo-Balesi,ethnologue
kdz,"Kadazan, Coastal",ethnologue
kdw,Kadiwéu,ethnologue
kef,Kafa,ethnologue
kgm,Kagoma,ethnologue
kgr,Kagulu,ethnologue
daa,"Kaili, Da'a",ethnologue
kli,"Kaili, Ledo",ethnologue
kng,Kaingang,ethnologue
krr,Kairiru,ethnologue
kaw,Kaiwá,ethnologue
kae,Kaki Ae,ethnologue
kly,Kala Lagaw Ya,ethnologue
klq,Kalam,ethnologue
kal,Kalami,ethnologue
klz,Kalanga,ethnologue
klp,Kalapuya,ethnologue
klh,Kalasha,ethnologue
nan,Kalenjin,ethnologue
kls,Kalispel-Pend D'oreille,ethnologue
kgu,Kalkutung,ethnologue
kiq kmk oir,Kalmyk-Oirat,ethnologue
kll,Kaluli,ethnologue
woi,Kamang,ethnologue
kak,Kamano,ethnologue
kms,Kamas,ethnologue
kmz,Kamasau,ethnologue
kma,Kamayurá,ethnologue
kba,Kamba,ethnologue
kam,Kambera,ethnologue
kmi,Kami,ethnologue
kmr,Kamoro,ethnologue
kmw,Kamu,ethnologue
cnm,Kanamarí,ethnologue
xns,Kanashi,ethnologue
kbu,Kanembu,ethnologue
dgi,Kangri,ethnologue
kky,Kankanaey,ethnologue
knd,Kannada,ethnologue
knb,"Kanum, Bädi",ethnologue
knp,"Kanum, Ngkâlmpw",ethnologue
knr,"Kanuri, Central",ethnologue
kyo,Kanyok,ethnologue
kpn,Kapingamarangi,ethnologue
sar,Kapriman,ethnologue
cak,Kaqchikel,ethnologue
kar kra,Kara,ethnologue
tny,"Karaboro, Western",ethnologue
krj,Karadjeri,ethnologue
tof,Karagas,ethnologue
krm,Karaim,ethnologue
jva,Karajá,ethnologue
kkp,Karakalpak,ethnologue
kmj,Karamojong,ethnologue
kao,Karao,ethnologue
krt,Karata,ethnologue
mik,Karbi,ethnologue
krl,Karelian,ethnologue
kbw,"Karen, Bwe",ethnologue
kpw,"Karen, Pwo Eastern",ethnologue
phl,"Karen, Pwo Northern",ethnologue
kpw,"Karen, Pwo Western",ethnologue
ksg,"Karen, S'gaw",ethnologue
kdg,Karipuna,ethnologue
kri,Karirí-Xocó,ethnologue
kna,Karitiâna,ethnologue
vka,Kariyarra,ethnologue
kyr,Karkar-Yuri,ethnologue
kaa,Karo,ethnologue
krk,Karok,ethnologue
ksm xsm,Kasem,ethnologue
ksh,Kashaya,ethnologue
csh,Kashinawa,ethnologue
kas,Kashmiri,ethnologue
ksu svc,Kashubian,ethnologue
kad ktc,Katcha-Kadugli-Miri,ethnologue
ktz,Kati,ethnologue
ktl,Katla,ethnologue
kto,Kato,ethnologue
ktu,"Katu, Eastern",ethnologue
ktu,"Katu, Western",ethnologue
kau,Kaulong,ethnologue
kaj,Kaure,ethnologue
kws,Kawaiisu,ethnologue
kyz,Kayabí,ethnologue
kyl,"Kayah, Eastern",ethnologue
kai,Kayan,ethnologue
kbr,"Kayan, Baram",ethnologue
kyp,Kayapó,ethnologue
kay,Kayardild,ethnologue
kyt,Kaytetye,ethnologue
kaz,Kazakh,ethnologue
keo,Ke'o,ethnologue
ked,Kedang,ethnologue
kei,Kei,ethnologue
kap,Kela,ethnologue
klt,Kelabit,ethnologue
kel,Kele,ethnologue
kmt,Kemtuik,ethnologue
ken,Kenga,ethnologue
ksl,Kenyan Sign Language,ethnologue
kyg,Kenyang,ethnologue
nku,Kenzi (Mattoki),ethnologue
ker,Kera,ethnologue
krq,Kerek,ethnologue
ksa,"Keres, Eastern",ethnologue
aco,"Keres, Western",ethnologue
ket,Ket,ethnologue
kte,Kete,ethnologue
ktn,Ketengban,ethnologue
kew,"Kewa, East",ethnologue
kew,"Kewa, West",ethnologue
khk,Khakas,ethnologue
khl,"Khalaj, Turkic",ethnologue
khg,Khaling,ethnologue
kmh,"Kham, Gamale",ethnologue
kan,Khana,ethnologue
kty,Khanty,ethnologue
khr,Kharia,ethnologue
khs,Khasi,ethnologue
khi,Khinalugh,ethnologue
khm,"Khmer, Central",ethnologue
kmu,Khmu,ethnologue
tex twx,Khorasani Turkish,ethnologue
khw,Khowar,ethnologue
khv,Khvarshi,ethnologue
kxo,Khwe,ethnologue
khn,Khün,ethnologue
kic,Kickapoo,ethnologue
klv,Kilivila,ethnologue
klw,Kiliwa,ethnologue
ksp,Kim,ethnologue
mnu,Kim Mun,ethnologue
kim,Kimaghima,ethnologue
kga,Kinga,ethnologue
knn,Kinnauri,ethnologue
kio,Kiowa,ethnologue
kie,Kire,ethnologue
krb,Kiribati,ethnologue
kkr,Kirikiri,ethnologue
ksr,Kisar,ethnologue
kis kss,"Kisi, Southern",ethnologue
kis,"Kissi, Northern",ethnologue
sod,Kistane,ethnologue
kij,Kitja,ethnologue
kit,Kitsai,ethnologue
ktb,Kituba,ethnologue
kiw,"Kiwai, Northeast",ethnologue
kiw,"Kiwai, Southern",ethnologue
klm,Klamath-Modoc,ethnologue
kla,Klao,ethnologue
koa,Koasati,ethnologue
kob,Kobon,ethnologue
kod,Kodava,ethnologue
cog,Kogi,ethnologue
sre,Koho,ethnologue
koh,Kohumono,ethnologue
kmo,"Koiali, Mountain",ethnologue
koi,"Koiari, Grass",ethnologue
kta,Koitabu,ethnologue
kok,Kok Borok,ethnologue
gug,Kokata,ethnologue
kkt,Kokota,ethnologue
koo,Kola,ethnologue
kol,"Kolami, Northwestern",ethnologue
kol,"Kolami, Southeastern",ethnologue
kou,Kom,ethnologue
kmb,Kombai,ethnologue
xbi,Kombio,ethnologue
kag,Komering,ethnologue
kop,Komi-Permyak,ethnologue
kzy yzv,Komi-Zyrian,ethnologue
kom,Komo,ethnologue
bbf,Konabéré,ethnologue
kda,Konda-Dora,ethnologue
kon kwy,"Kongo, San Salvador",ethnologue
kjo,"Konjo, Coastal",ethnologue
kkn,Konkani,ethnologue
kkb,Konkomba,ethnologue
kni,Konni,ethnologue
fio kon,Koongo,ethnologue
kjr,Koorete,ethnologue
krf,Korafe-Yegha,ethnologue
krn,Korana,ethnologue
kor,Korean,ethnologue
ssl,Korean Sign Language,ethnologue
kje,Koreguaje,ethnologue
kku,Korku,ethnologue
kfe,Koromfé,ethnologue
krw,Korowai,ethnologue
kry,Koryak,ethnologue
kos,Kosraean,ethnologue
kot,Kota,ethnologue
eko,Koti,ethnologue
koy,Koya,ethnologue
kyn,Koyukon,ethnologue
kpa,Kpan,ethnologue
kpe,"Kpelle, Liberia",ethnologue
ckr krh,Krahô,ethnologue
kqq,Krenak,ethnologue
knq,Kriol,ethnologue
kro,Krongo,ethnologue
krz,Kryts,ethnologue
tla,Kuanua,ethnologue
sub,Kuhane,ethnologue
kiu kui,Kui,ethnologue
kkq,Kuikúro-Kalapálo,ethnologue
kkz,Kukna,ethnologue
knc,Kuku-Uwanh,ethnologue
kya,Kuku-Yalanji,ethnologue
klg,Kulung,ethnologue
kmn,Kuman,ethnologue
kum,Kumaoni,ethnologue
mto,Kumarbhag Paharia,ethnologue
gum,Kumbainggar,ethnologue
die tja,Kumiai,ethnologue
kuq,Kumyk,ethnologue
kun,"Kuna, Border",ethnologue
knm,Kunama,ethnologue
gnb,Kunbarlang,ethnologue
xun,Kung-Ekoka,ethnologue
boa,Kuni-Boazi,ethnologue
kmp,Kunimaipa,ethnologue
kjn,Kunjen,ethnologue
atm,Kunza,ethnologue
klk,Kuo,ethnologue
kuo,Kuot,ethnologue
seb,Kupsabiny,ethnologue
kko,Kuranko,ethnologue
kji krd,"Kurdish, Northern",ethnologue
bkb,"Kurumba, Betta",ethnologue
kur,Kurux,ethnologue
uku,"Kuskokwim, Upper",ethnologue
kus,Kusunda,ethnologue
kut,Kutenai,ethnologue
kuu,Kuuku-Ya'u,ethnologue
kuv,Kuvi,ethnologue
kwm,Kwaami,ethnologue
kwa,Kwaio,ethnologue
kwk,Kwakiutl,ethnologue
kwr,Kwamera,ethnologue
kwn,Kwangali,ethnologue
buj,Kwasio,ethnologue
koe,Kwegu,ethnologue
kwb,Kwerba,ethnologue
gnn,Kwini,ethnologue
kwo,Kwoma,ethnologue
kwt,Kwomtari,ethnologue
kyk,Kyaka,ethnologue
kgy,Kyerung,ethnologue
kfy kgz,Kyrgyz,ethnologue
kat,Kâte,ethnologue
grp,Kölsch,ethnologue
laa,Laal,ethnologue
lab,Labu,ethnologue
lac,Lacandon,ethnologue
lch,Lachi,ethnologue
lad,Ladakhi,ethnologue
ldn,Ladin,ethnologue
lno,Ladino,ethnologue
laf,Lafofa,ethnologue
lag,Lagwan,ethnologue
lha,Laha,ethnologue
lah,Lahu,ethnologue
lak,Lak,ethnologue
lkk,Lakkia,ethnologue
lkt,Lakota,ethnologue
all,Lala,ethnologue
lal,"Lalo, Xishanba",ethnologue
lmh,Lamaholot,ethnologue
lmg,Lamang,ethnologue
lmb,Lamba,ethnologue
lmn,Lambadi,ethnologue
lmu,Lamenu,ethnologue
lns,Lamnso',ethnologue
lmp,Lampung Api,ethnologue
lla,Lamu-Lamu,ethnologue
lgi,Langi,ethnologue
lan,Lango,ethnologue
lao,Lao,ethnologue
biu,Laomian,ethnologue
lar,Laragia,ethnologue
lrd,Lardil,ethnologue
lrk,Larike-Wakasihu,ethnologue
lat,Latvian,ethnologue
lau,Lau,ethnologue
lje,Lauje,ethnologue
bra,Lave,ethnologue
lov,Laven,ethnologue
lav,Lavukaleve,ethnologue
laz,Laz,ethnologue
lec,Leco,ethnologue
leg,Lega-Shabunda,ethnologue
agb,Legbo,ethnologue
lel,Lele,ethnologue
llm,Lelemi,ethnologue
len,Lenakel,ethnologue
ldu,Lendu,ethnologue
agt lnj,Leningitij,ethnologue
lep,Lepcha,ethnologue
les,Lese,ethnologue
let,Leti,ethnologue
lew,Lewo,ethnologue
lez,Lezgi,ethnologue
mru,Lhao Vo,ethnologue
lho,Lhomi,ethnologue
itg,Ligurian,ethnologue
lil,Lillooet,ethnologue
lim,Limbu,ethnologue
lml,Limilngan,ethnologue
lin,Lingala,ethnologue
naj,Lishanid Noshan,ethnologue
nap,Lishán Didán,ethnologue
lis,Lisu,ethnologue
lit,Lithuanian,ethnologue
liv,Liv,ethnologue
lob,Lobi,ethnologue
lgt,Logo,ethnologue
lok,Loko,ethnologue
lma,Loma,ethnologue
lgu,Longgu,ethnologue
lon,Loniu,ethnologue
lnw,Lonwolwol,ethnologue
lou,Lou,ethnologue
brl,Lowa,ethnologue
loz,Lozi,ethnologue
wet,Luang,ethnologue
blu cil,Luba-Kasai,ethnologue
kil,Luba-Katanga,ethnologue
buk,Lubukusu,ethnologue
luc,Lucazi,ethnologue
lug,Lugbara,ethnologue
lui,Luiseño,ethnologue
lud,Lun Bawang,ethnologue
lbu,Lunda,ethnologue
lur,"Luri, Northern",ethnologue
lus,Lushootseed,ethnologue
kkv,Lusi,ethnologue
luv,Luvale,ethnologue
jlu,Luwo,ethnologue
lux,Luxembourgeois,ethnologue
lye,Lyélé,ethnologue
lu,Lü,ethnologue
ma,Ma,ethnologue
myn,Ma'anyan,ethnologue
mad,Ma'di,ethnologue
mya,Ma'ya,ethnologue
maa,Maasai,ethnologue
mab,Maba,ethnologue
mcg,Macaguán,ethnologue
mcd,Macedonian,ethnologue
mch,Machiguenga,ethnologue
mcn,Macuna,ethnologue
mac,Macushi,ethnologue
mda mdz,Mada,ethnologue
mdl,Madngele,ethnologue
mdr,Madura,ethnologue
mae,Mae,ethnologue
mgh,Magahi,ethnologue
mag,"Magar, Eastern",ethnologue
msy,"Magar, Western",ethnologue
mgn,Maguindanao,ethnologue
mhm,Mah Meri,ethnologue
mka,Mahou,ethnologue
may,Mai Brat,ethnologue
mne,"Maidu, Northeast",ethnologue
knw,"Maidu, Northwest",ethnologue
mgi,Mailu,ethnologue
mrs,Mairasi,ethnologue
msn,Maisin,ethnologue
mai,Maithili,ethnologue
maj,Majang,ethnologue
mca,Maka,ethnologue
mkz,Makaa,ethnologue
mak,Makah,ethnologue
mkj,Makasae,ethnologue
mks,Makasar,ethnologue
mua,Makhuwa-Meetto,ethnologue
mua,Makhuwa-Saka,ethnologue
tab,"Makian, East",ethnologue
wma,"Makian, West",ethnologue
mkl,Maklew,ethnologue
mkd,Makonde,ethnologue
mlc,Malaccan Creole Portuguese,ethnologue
mal,"Malagasy, Plateau",ethnologue
ktp myk,Malay,ethnologue
mds,"Malay, Manado",ethnologue
iir,"Malay, Papuan",ethnologue
mly,"Malay, Standard",ethnologue
kuy,"Malay, Tenggarong Kutai",ethnologue
mym,Malayalam,ethnologue
dam,Malayo,ethnologue
dhi,Maldivian,ethnologue
mle,Male,ethnologue
psm,Malecite-Passamaquoddy,ethnologue
mlu,Maleu-Kilenge,ethnologue
mli,Mali,ethnologue
tlp,Malinaltepec Me'phaa,ethnologue
tmm,Malo,ethnologue
mlt,Maltese,ethnologue
mam,"Mam, Central",ethnologue
mmz,"Mam, Southern",ethnologue
mmn,Mamanwa,ethnologue
mms,Mamasa,ethnologue
mmi,Mambai,ethnologue
mla,"Mambila, Cameroon",ethnologue
mla,"Mambila, Nigeria",ethnologue
mmw,Mambwe-Lungu,ethnologue
mmp,Mampruli,ethnologue
mmv,Mamvu,ethnologue
mnm,Manam,ethnologue
mbu,Manambu,ethnologue
nmm,Manangba,ethnologue
mnc,Manchu,ethnologue
mma,Mandaic,ethnologue
mdn,Mandan,ethnologue
mnr,Mandar,ethnologue
mdk mkg,Mandinka,ethnologue
mjk,Mandjak,ethnologue
mem,Manem,ethnologue
myi,Mangarayi,ethnologue
mbt,Mangbetu,ethnologue
mng,Manggarai,ethnologue
mgq,Mango,ethnologue
sgb,Manikion,ethnologue
mnk,"Maninkakan, Eastern",ethnologue
maw,"Maninkakan, Western",ethnologue
mkn,Mankanya,ethnologue
man,Mann,ethnologue
kuz,"Manobo, Matigsalug",ethnologue
mwb,"Manobo, Western Bukidnon",ethnologue
mns,Mansi,ethnologue
mnx,Manx,ethnologue
com,Maore,ethnologue
mao,Maori,ethnologue
mpy,Mapoyo,ethnologue
map,Mapudungun,ethnologue
cde,Maquiritari,ethnologue
mra,Mara,ethnologue
mrn,Maranao,ethnologue
wtm,Marangis,ethnologue
mku,Maranunggu,ethnologue
mhi,Marathi,ethnologue
mny,Margany,ethnologue
mrg,Marghi Central,ethnologue
mah,"Mari, Hill",ethnologue
mme,"Mari, Meadow",ethnologue
mar,Maricopa,ethnologue
mrd,Marind,ethnologue
mav,Maring,ethnologue
mrr,Maringarr,ethnologue
mrh,Marithiel,ethnologue
akm,Marma,ethnologue
mrq,"Marquesan, North",ethnologue
mrq,"Marquesan, South",ethnologue
msh,Marshallese,ethnologue
mnj mwa ylb,Martu Wangka,ethnologue
mrt,Martuyhunira,ethnologue
msl,Masalit,ethnologue
mas,Masana,ethnologue
ocu,"Matlatzinca, Atzingo",ethnologue
myr,Matsés,ethnologue
mtl,Mattole,ethnologue
mtk,Matukar,ethnologue
mtb,Matumbi,ethnologue
mts,Matís,ethnologue
mau,Maung,ethnologue
mwc,Mawchi,ethnologue
max,Maxakalí,ethnologue
mop,"Maya, Mopán",ethnologue
yct,"Maya, Yucatán",ethnologue
sum,Mayangna,ethnologue
myo,Mayo,ethnologue
myg,Mayogo,ethnologue
dab,Mazagway,ethnologue
maz,"Mazahua, Central",ethnologue
maz,"Mazahua, Michoacán",ethnologue
mzn,Mazanderani,ethnologue
mzc,"Mazatec, Chiquihuitlán",ethnologue
mzh,"Mazatec, Huautla",ethnologue
mba,Mba,ethnologue
mhu,Mbalanhu,ethnologue
mbr,Mbara,ethnologue
mby,Mbay,ethnologue
mbe,Mbere,ethnologue
mbl,Mbole,ethnologue
mdw,Mbosi,ethnologue
mbz,Mbo’,ethnologue
mbg,Mbugu,ethnologue
mmb,Mbula,ethnologue
mbm,Mbum,ethnologue
mee,Me'en,ethnologue
mhk,Mehek,ethnologue
meh,Mehri,ethnologue
mei,Meitei,ethnologue
mke,Mekeo,ethnologue
mel,"Melanau, Central",ethnologue
mxe,Mele-Fila,ethnologue
mde,Mende,ethnologue
men,Menominee,ethnologue
mnt,Mentawai,ethnologue
mey,Menya,ethnologue
mer,Meriam,ethnologue
fox,Meskwaki,ethnologue
mea,Meyah,ethnologue
ill,Miami,ethnologue
mpt,Mian,ethnologue
hmo,"Miao, Chuanqiandian Cluster",ethnologue
hmd,"Miao, White",ethnologue
mcf,Michif,ethnologue
mic,Micmac,ethnologue
mid,Midob,ethnologue
mig,Migaama,ethnologue
mij,Miju-Mishmi,ethnologue
mki,Mikasuki,ethnologue
hna,Mina,ethnologue
min,Minangkabau,ethnologue
mnv,Minaveha,ethnologue
mgl,Mingrelian,ethnologue
mhl msg,Miri,ethnologue
mir,Miriwung,ethnologue
mit,Mituku,ethnologue
mcs,"Miwok, Central Sierra",ethnologue
mkb,"Miwok, Coast",ethnologue
mwl,"Miwok, Lake",ethnologue
mwn,"Miwok, Northern Sierra",ethnologue
mwp,"Miwok, Plains",ethnologue
mss,"Miwok, Southern Sierra",ethnologue
mco,"Mixe, Coatlán",ethnologue
mth,"Mixe, Tlahuitoltepec",ethnologue
mtp,"Mixe, Totontepec",ethnologue
mxl,"Mixtec, Alacatlatzala",ethnologue
mxa,"Mixtec, Atatláhuca",ethnologue
mxt,"Mixtec, Ayutla",ethnologue
mxu,"Mixtec, Chayuco",ethnologue
mxz,"Mixtec, Coatzospan",ethnologue
mja,"Mixtec, Jamiltepec",ethnologue
mxo,"Mixtec, Ocotepec",ethnologue
mxp,"Mixtec, Peñoles",ethnologue
mxj,"Mixtec, Pinotepa Nacional",ethnologue
mjc,"Mixtec, San Juan Colorado",ethnologue
mxc mxg mxm,"Mixtec, San Miguel el Grande",ethnologue
mxs,"Mixtec, Silacayoapan",ethnologue
mxy,"Mixtec, Yosondúa",ethnologue
miy,Miya,ethnologue
miz,Mizo,ethnologue
mlm,Mlabri,ethnologue
mge,"Mnong, Eastern",ethnologue
cga,Mochi,ethnologue
mcv,Mocoví,ethnologue
mof,Mofu-Gudur,ethnologue
mog,Mogholi,ethnologue
moj,Mohave,ethnologue
moh,Mohawk,ethnologue
mhc,Mohegan-Pequot,ethnologue
mok,Mokilese,ethnologue
bku,Mokpwe,ethnologue
mmo,Moksha,ethnologue
mll,Molale,ethnologue
mom,Mombum,ethnologue
mqf,Momuna,ethnologue
mon,Mon,ethnologue
mgo,Mongo-Nkundu,ethnologue
kha,"Mongolian, Halh",ethnologue
ord,"Mongolian, Peripheral",ethnologue
mgd,Mongondow,ethnologue
mni,Moni,ethnologue
mno moa,Mono,ethnologue
mtg,Montagnais,ethnologue
mbo,Monumbo,ethnologue
mnz,Monzombo,ethnologue
mor,Mor,ethnologue
mcr,Morisyen,ethnologue
mro,Moro,ethnologue
mri,Morori,ethnologue
mou,Moru,ethnologue
mwo,Motlav,ethnologue
mtu,Motu,ethnologue
mov,Movima,ethnologue
mpu,Mpur,ethnologue
mdb,Mudburra,ethnologue
bvi,Muduapa,ethnologue
aoj,Mufian,ethnologue
mui,Muinane,ethnologue
mko,Mukulu,ethnologue
mul,Mulam,ethnologue
mlk,Mullukmulluk,ethnologue
mum,Mumuye,ethnologue
mna,Muna,ethnologue
mdg,Mundang,ethnologue
mud,Mundani,ethnologue
bhu mun,Mundari,ethnologue
muu,Mundurukú,ethnologue
mgk,Mungaka,ethnologue
mse,Munsee,ethnologue
muo,Muong,ethnologue
mrk,Murik,ethnologue
mrl,Murle,ethnologue
mpa,Murrinh-Patha,ethnologue
mur,Mursi,ethnologue
mrw,Muruwari,ethnologue
mgu,Musgu,ethnologue
crk smn,Muskogee,ethnologue
msm,Musom,ethnologue
mus,Mussau-Emira,ethnologue
muy,Muyuw,ethnologue
mup,Mwaghavul,ethnologue
mwe,Mwera,ethnologue
mpo,Myene,ethnologue
mis,Mískito,ethnologue
moo,Mòoré,ethnologue
mdu,Mündü,ethnologue
nas,Naasioi,ethnologue
nab,Nabak,ethnologue
nad,Nadëb,ethnologue
naf,Nafaanra,ethnologue
npn,Naga Pidgin,ethnologue
agm,"Naga, Angami",ethnologue
ao,"Naga, Ao",ethnologue
chg,"Naga, Chang",ethnologue
agm,"Naga, Chokri",ethnologue
kbi,"Naga, Inpui",ethnologue
lot,"Naga, Lotha",ethnologue
nma,"Naga, Mao",ethnologue
noc,"Naga, Nocte",ethnologue
sem,"Naga, Sumi",ethnologue
ngt,"Naga, Tangkhul",ethnologue
tao,"Naga, Tarao",ethnologue
jug lun,"Naga, Tase",ethnologue
tvt,"Naga, Tutsa",ethnologue
nze,"Naga, Zeme",ethnologue
nhc,"Nahuatl, Central",ethnologue
nhh,"Nahuatl, Eastern Huasteca",ethnologue
nhx,"Nahuatl, Guerrero",ethnologue
nsz,"Nahuatl, Highland Puebla",ethnologue
nmi,"Nahuatl, Isthmus-Mecayapan",ethnologue
npa,"Nahuatl, Isthmus-Pajapan",ethnologue
nhm,"Nahuatl, Michoacán",ethnologue
nhn,"Nahuatl, Northern Puebla",ethnologue
nht,"Nahuatl, Tetelcingo",ethnologue
nhh,"Nahuatl, Western Huasteca",ethnologue
bio,Nai,ethnologue
nak,Nakanai,ethnologue
nkk,Nakara,ethnologue
nal,Nalik,ethnologue
kho,Nama,ethnologue
nbb,"Nambas, Big",ethnologue
nmb,"Nambikuára, Southern",ethnologue
nam,Namia,ethnologue
baa,Namiae,ethnologue
nai,Nanai,ethnologue
nde,Nande,ethnologue
ngg ngk,Nangikurrunggurr,ethnologue
nnk,Nankina,ethnologue
nnt,Nanticoke,ethnologue
itn,Napoletano-Calabrese,ethnologue
npu,Napu,ethnologue
nph,Nar Phu,ethnologue
nar,Nara,ethnologue
nro,Naro,ethnologue
nrm,Narom,ethnologue
ngr,Narrinyeri,ethnologue
nsk,Naskapi,ethnologue
nat,Natchez,ethnologue
ntn,Nateni,ethnologue
nbk,Natügu,ethnologue
nau,Nauruan,ethnologue
nav,Navajo,ethnologue
nax,Naxi,ethnologue
ndb,Ndebele,ethnologue
ndg,Ndogo,ethnologue
ndo,Ndonga,ethnologue
ndu,Ndumu,ethnologue
mga,Ndunga,ethnologue
ndt,Ndut,ethnologue
mmu,Negeri Sembilan Malay,ethnologue
neg,Negidal,ethnologue
neh,Nehan,ethnologue
nnd,Nend,ethnologue
nen ntu,Nenets,ethnologue
nne,Nengone,ethnologue
nep,Nepali,ethnologue
nzs,New Zealand Sign Language,ethnologue
new nwd,Newar,ethnologue
ney,Neyo,ethnologue
nez,Nez Perce,ethnologue
ntj,Ngaanyatjarra,ethnologue
ngd,Ngad'a,ethnologue
mrj ngj,Ngadjunmaya,ethnologue
olm plp,Ngaju,ethnologue
ngl,Ngalakan,ethnologue
nkb,Ngalkbun,ethnologue
ngm,Ngambay,ethnologue
nga,Nganasan,ethnologue
ngn,Ngandi,ethnologue
bnr ngy,Ngarinman,ethnologue
ung,Ngarinyin,ethnologue
nlr,Ngarla,ethnologue
nlu,Ngarluma,ethnologue
anc,Ngas,ethnologue
ngw,Ngawun,ethnologue
ngb,Ngbaka,ethnologue
nbm,Ngbaka Ma'bo,ethnologue
ndi,"Ngbandi, Northern",ethnologue
ndi,"Ngbandi, Southern",ethnologue
leb,Ngelima,ethnologue
mkq nge,Ngemba,ethnologue
msk,Ngile,ethnologue
nti,Ngiti,ethnologue
ngz,Ngizim,ethnologue
dok nbe,Ngombe,ethnologue
ngo,Ngoni,ethnologue
nbr,Ngäbere,ethnologue
nia,Nias,ethnologue
nca,"Nicobarese, Car",ethnologue
nic nnc,"Nicobarese, Central",ethnologue
lua,Niellim,ethnologue
nah,Nihali,ethnologue
bly,Nijadali,ethnologue
nim,Nimboran,ethnologue
shi,Ninam,ethnologue
nin,Ningil,ethnologue
nsn,Nisenan,ethnologue
nsg,Nisga'a,ethnologue
nif,Niuafo'ou,ethnologue
niu,Niue,ethnologue
chu,Nivaclé,ethnologue
tga,Niwer Mil,ethnologue
nke,Nkem-Nkum,ethnologue
nkn,Nkonya,ethnologue
nob,Nobiin,ethnologue
nog nok tlb yta,Nogai,ethnologue
nom,Nomatsiguenga,ethnologue
noo,Noon,ethnologue
non,Noone,ethnologue
nuu,Nootka,ethnologue
nte,Norwegian Sign Language,ethnologue
nse,Nsenga,ethnologue
ncm,Ntcham,ethnologue
nto,Ntomba,ethnologue
nua,"Nuaulu, North",ethnologue
nua,"Nuaulu, South",ethnologue
nub,Nubi,ethnologue
nue,Nuer,ethnologue
gun,Nugunu,ethnologue
nuk,Nukak Makú,ethnologue
nkr,Nukuoro,ethnologue
ano nun,Nung,ethnologue
nug,Nunggubuyu,ethnologue
nnn,"Nuni, Northern",ethnologue
yi,Nuosu,ethnologue
nup,Nupe-Nupe-Tako,ethnologue
nus,Nusu,ethnologue
kyq,Nuu-chah-nulth,ethnologue
nkt,Nyahkur,ethnologue
nly,Nyamal,ethnologue
nbo,Nyambo,ethnologue
nym,Nyamwezi,ethnologue
nyg,Nyang'i,ethnologue
nng,Nyanga,ethnologue
nyr,Nyangumarta,ethnologue
cic,Nyanja,ethnologue
rny,Nyankore,ethnologue
rim,Nyaturu,ethnologue
nya,Nyawaygi,ethnologue
nyn,Nyigina,ethnologue
nyh,"Nyiha, Tanzania",ethnologue
nis,Nyishi,ethnologue
rru,Nyoro,ethnologue
nyu,Nyulnyul,ethnologue
nju,Nyunga,ethnologue
nyl,Nyâlayu,ethnologue
nza,Nzakara,ethnologue
nel,Nêlêmwa-Nixumwak,ethnologue
obk,Obokuitai,ethnologue
obo,Obolo,ethnologue
oca,Ocaina,ethnologue
occ pro,Occitan,ethnologue
ogb,Ogbia,ethnologue
obg,Ogbronuagum,ethnologue
cos,"Ohlone, Northern",ethnologue
cos mut,"Ohlone, Southern",ethnologue
oji,"Ojibwa, Eastern",ethnologue
ojs,"Ojibwa, Severn",ethnologue
oka,Okanagan,ethnologue
ryu,"Okinawan, Central",ethnologue
oks,Oksapmin,ethnologue
oku,Oku,ethnologue
olo,Olo,ethnologue
luy,Oluluyia,ethnologue
oma,Omagua,ethnologue
omh,Omaha-Ponca,ethnologue
sel,Ona,ethnologue
one,"One, Molmo",ethnologue
ond,Oneida,ethnologue
bsr,Oniyan,ethnologue
ono,Ono,ethnologue
onn,Onondaga,ethnologue
lga,Ontong Java,ethnologue
eud,Opata,ethnologue
ore,Orejón,ethnologue
oya,Oriya,ethnologue
oko,"Oriya, Adivasi",ethnologue
orm,Ormuri,ethnologue
orc,Oroch,ethnologue
ork,Orok,ethnologue
oro,Orokaiva,ethnologue
bkn ldo,Oroko,ethnologue
orl,Orokolo,ethnologue
orb,"Oromo, Borana-Arsi-Guji",ethnologue
