Language_ID,Name,Provider
orh,"Oromo, Eastern",ethnologue
owc,"Oromo, West Central",ethnologue
ory,Orya,ethnologue
osa,Osage,ethnologue
oss,Osetin,ethnologue
ots,"Otomi, Eastern Highland",ethnologue
oix,"Otomi, Ixtenco",ethnologue
otm,"Otomi, Mezquital",ethnologue
osm,"Otomi, Querétaro",ethnologue
otr,Otoro,ethnologue
oji,Ottawa,ethnologue
owi,Owiniga,ethnologue
oi,Oy,ethnologue
paa,Pa'a,ethnologue
pms,Paama,ethnologue
pac,Pacoh,ethnologue
pad,Padoe,ethnologue
pag,Pagu,ethnologue
pno,"Paiute, Northern",ethnologue
pai,Paiwan,ethnologue
pak,Pakanha,ethnologue
war,Pakaásnovos,ethnologue
ipk,Pakistan Sign Language,ethnologue
pal,Palauan,ethnologue
plg,"Palaung, Ruching",ethnologue
plg,"Palaung, Rumai",ethnologue
plk,Palikúr,ethnologue
plr,Palor,ethnologue
pam,"Pame, Central",ethnologue
pna,Pamona,ethnologue
kpm,Pampangan,ethnologue
pnx,Panará,ethnologue
pnn,Pangasinan,ethnologue
png,Pangwa,ethnologue
pan,"Panjabi, Eastern",ethnologue
pny,Panytyima,ethnologue
pap,Papiamentu,ethnologue
prc,Parecís,ethnologue
pod,Parkwa,ethnologue
psh,"Pashto, Central",ethnologue
pat,Patep,ethnologue
ptp,Patpatar,ethnologue
ptt,Pattani,ethnologue
ptw,Patwin,ethnologue
plh,Paulohi,ethnologue
pau,Paumarí,ethnologue
paw,Pawaia,ethnologue
pwn,Pawnee,ethnologue
pec,Pech,ethnologue
pem,Pemon,ethnologue
pen,Pengo,ethnologue
per,Pero,ethnologue
ppc,Piapoco,ethnologue
pia,Piaroa,ethnologue
npi,"Pidgin, Nigerian",ethnologue
itu,Piemontese,ethnologue
pga,Pilagá,ethnologue
pba,Pima Bajo,ethnologue
pgl,Pingelapese,ethnologue
pin,Pintupi-Luritja,ethnologue
pip,Pipil,ethnologue
prh,Pirahã,ethnologue
prt,Piratapuyo,ethnologue
pit,Pitjantjatjara,ethnologue
ppi,Pitta Pitta,ethnologue
psl,Plains Indian Sign Language,ethnologue
pla,Playero,ethnologue
pog,Pogolo,ethnologue
poh,Pohnpeian,ethnologue
plb,Polabian,ethnologue
pol,Polish,ethnologue
pmc,"Pomo, Central",ethnologue
pme,"Pomo, Eastern",ethnologue
pmn,"Pomo, Northern",ethnologue
pso,"Pomo, Southeastern",ethnologue
awk,Pongu,ethnologue
psv,"Popoloca, Coyotepec",ethnologue
pop,"Popoloca, Mezontla",ethnologue
psj,"Popoloca, San Juan Atzingo",ethnologue
zqs,"Popoluca, Highland",ethnologue
olu,"Popoluca, Oluta",ethnologue
say,"Popoluca, Sayula",ethnologue
pcm,"Poqomam, Central",ethnologue
poc,"Poqomam, Eastern",ethnologue
pkm,Poqomchi',ethnologue
psw,Port Sandwich,ethnologue
por,Portuguese,ethnologue
lgp,Portuguese Sign Language,ethnologue
pot,Potawatomi,ethnologue
pow,Powhatan,ethnologue
pra,Prasuni,ethnologue
pri,Principense,ethnologue
gku,Puelche,ethnologue
pui,Puinave,ethnologue
fma fus,Pulaar,ethnologue
fgu,Pular,ethnologue
pul,Puluwatese,ethnologue
pum,"Pumi, Northern",ethnologue
pum,"Pumi, Southern",ethnologue
yrr,Pumé,ethnologue
ksi,Puoc,ethnologue
pur,Purepecha,ethnologue
prk,Purik,ethnologue
pae,Páez,ethnologue
par,Päri,ethnologue
lam,Pévé,ethnologue
pkt,Pökoot,ethnologue
kea,"Q'anjob'al, Eastern",ethnologue
kek,Q'eqchi',ethnologue
bng,Qaqet,ethnologue
gla,Qau,ethnologue
qaw,Qawasqar,ethnologue
qia,"Qiang, Northern",ethnologue
qia,"Qiang, Southern",ethnologue
kem,Qimant,ethnologue
lsq,Quebec Sign Language,ethnologue
que,Quechan,ethnologue
qay,"Quechua, Ayacucho",ethnologue
qca,"Quechua, Cajamarca",ethnologue
qan,"Quechua, Chiquián Ancash",ethnologue
qcu,"Quechua, Cusco",ethnologue
qhu,"Quechua, Huamalíes-Dos de Mayo Huánuco",ethnologue
qbo,"Quechua, North Bolivian",ethnologue
qta,"Quechua, North Junín",ethnologue
qbo qco,"Quechua, South Bolivian",ethnologue
qec,"Quichua, Chimborazo Highland",ethnologue
qim,"Quichua, Imbabura Highland",ethnologue
qui,Quileute,ethnologue
rad,Rade,ethnologue
rji,Raji,ethnologue
ral,Ralte,ethnologue
ram,Rama,ethnologue
rao,Rao,ethnologue
rap,Rapa Nui,ethnologue
knu,Rapoisi,ethnologue
tor,Ratahan,ethnologue
rwa,Rawa,ethnologue
raw,Rawang,ethnologue
pok,Rawo,ethnologue
rej,Rejang,ethnologue
rmb,Rembarunga,ethnologue
ren,Rendille,ethnologue
rng,Rengao,ethnologue
rnn,Rennell-Bellona,ethnologue
res,Resígaro,ethnologue
ria,Riantana,ethnologue
rik,Rikbaktsa,ethnologue
rit,Ritarungo,ethnologue
rgn,"Roglai, Northern",ethnologue
rav rbu,"Romani, Balkan",ethnologue
rnr,"Romani, Baltic",ethnologue
rbg,"Romani, Sinte",ethnologue
rka rlo,"Romani, Vlax",ethnologue
rwe,"Romani, Welsh",ethnologue
mol rom,Romanian,ethnologue
rmc rsc rsm rsu,Romansch,ethnologue
ron,Ron,ethnologue
rga,Ronga,ethnologue
mrc,Rongpo,ethnologue
rtk,Rotokas,ethnologue
rot,Rotuman,ethnologue
rov,Roviana,ethnologue
ruk,Rukai,ethnologue
rum,Rumu,ethnologue
rnd,Rundi,ethnologue
run,Runga,ethnologue
rus,Russian,ethnologue
rsl,Russian Sign Language,ethnologue
rut,Rutul,ethnologue
kin,Rwanda,ethnologue
saa,Sa'a,ethnologue
sab,Sa'ban,ethnologue
ski,"Saami, Kildin",ethnologue
sno,"Saami, North",ethnologue
scs,"Saami, South",ethnologue
saw,Sabu,ethnologue
sae,Saek,ethnologue
ape,Safeyoka,ethnologue
sao,Saho,ethnologue
sah,Sahu,ethnologue
lcr,Saint Lucian Creole French,ethnologue
sak,Sakao,ethnologue
mek,Sakirabiá,ethnologue
slr,Salar,ethnologue
slb,Saliba,ethnologue
sal,Salinan,ethnologue
sps,"Salish, Southern Puget Sound",ethnologue
lum sch sgs soo sss sst,"Salish, Straits",ethnologue
syu,Salt-Yui,ethnologue
bjs,"Sama, Southern",ethnologue
sle,Samba Leko,ethnologue
nmd,Samo,ethnologue
sam,Samoan,ethnologue
sdw,Sandawe,ethnologue
sgr,Sangir,ethnologue
san,Sango,ethnologue
sgu,Sangu,ethnologue
stl,Santali,ethnologue
snm,Sanumá,ethnologue
taf,Saposa,ethnologue
sap,Sapuan,ethnologue
srm,Saramaccan,ethnologue
srd,"Sardinian, Campidanese",ethnologue
src,Sarsi,ethnologue
sav,Savi,ethnologue
svs,Savosavo,ethnologue
swi,Sawai,ethnologue
tgp,Sawila,ethnologue
lge,"Saxon, Low",ethnologue
chh muh,Sebat Bet Gurage,ethnologue
sec,Secoya,ethnologue
sed,Sedang,ethnologue
tbx,Seke,ethnologue
sru,Selaru,ethnologue
sly,Selayar,ethnologue
slp,Selepet,ethnologue
skp,Selkup,ethnologue
smj,Semai,ethnologue
kua smd,Semandang,ethnologue
sml,Semelai,ethnologue
sen,Sena,ethnologue
snc,Seneca,ethnologue
sgl,Sengele,ethnologue
snd,"Senoufo, Cebaara",ethnologue
dym,"Senoufo, Djimini",ethnologue
sup,"Senoufo, Supyire",ethnologue
snt,Sentani,ethnologue
scr,Serbian,ethnologue
ser,Seri,ethnologue
srr,Serrano,ethnologue
sey,Seselwa Creole French,ethnologue
shb,Shabo,ethnologue
klr,Shahrudi,ethnologue
shm,Shambala,ethnologue
sha,Shan,ethnologue
shh,Sharanahua,ethnologue
shs,Shasta,ethnologue
sht,Shatt,ethnologue
shw,Shawnee,ethnologue
jib,Shehri,ethnologue
skw,Shekhawati,ethnologue
moc,Shekkacho,ethnologue
shd,Sherdukpen,ethnologue
she,Sherpa,ethnologue
shl,Shilluk,ethnologue
sna,Shina,ethnologue
shk,Shipibo-Conibo,ethnologue
krg shn,Shona,ethnologue
shr,Shor,ethnologue
sho swr,Shoshoni,ethnologue
det,Shua,ethnologue
jiv,Shuar,ethnologue
rsh,Shughni,ethnologue
shu,Shuswap,ethnologue
sme,Siamou,ethnologue
sia,Siane,ethnologue
sir,Siar-Lak,ethnologue
sid,Sidamo,ethnologue
err,Sie,ethnologue
sik,Sika,ethnologue
skr,Sikaritai,ethnologue
skk,Sikkimese,ethnologue
skl,Sikule,ethnologue
sim,Simeulue,ethnologue
tba,Sinasina,ethnologue
sng,Sinaugoro,ethnologue
sdh,Sindhi,ethnologue
snh,Sinhala,ethnologue
sio,Sio,ethnologue
sin,Siona,ethnologue
qum,Sipakapense,ethnologue
sry,Siraya,ethnologue
sri,Siriano,ethnologue
srn,Sirionó,ethnologue
sro,Siroi,ethnologue
ssa,Sissala,ethnologue
siu,Siuslaw,ethnologue
mot,Siwai,ethnologue
bsi,Siwi,ethnologue
sko,Skou,ethnologue
sla,"Slavey, North",ethnologue
sla slv,"Slavey, South",ethnologue
svk,Slovak,ethnologue
slo,Slovene,ethnologue
sob,Sobei,ethnologue
som,Somali,ethnologue
sge,Songe,ethnologue
kch,"Songhay, Koyra Chiini",ethnologue
kse,"Songhay, Koyraboro Senni",ethnologue
snn,Soninke,ethnologue
son,Sonsorol,ethnologue
so,Soo,ethnologue
soq,Soqotri,ethnologue
sor,Sora,ethnologue
srb srl,"Sorbian, Lower",ethnologue
sou srb,"Sorbian, Upper",ethnologue
stn,"Sotho, Northern",ethnologue
ses,"Sotho, Southern",ethnologue
grb,Southern Grebo,ethnologue
spa spc,Spanish,ethnologue
lse,Spanish Sign Language,ethnologue
spo,Spokane,ethnologue
squ,Squamish,ethnologue
sra,Sranan,ethnologue
sti,"Stieng, Budeh",ethnologue
sti,"Stieng, Bulo",ethnologue
tod,Stod Bhoti,ethnologue
sto,Stoney,ethnologue
ina,Suabo,ethnologue
sud,Sudest,ethnologue
sue,Suena,ethnologue
sui,Sui,ethnologue
suk,Suki,ethnologue
sku,Suku,ethnologue
skm,Sukuma,ethnologue
sul,Sulka,ethnologue
slg,Sulung,ethnologue
sun,Sunda,ethnologue
cai trm,Suri,ethnologue
sur,Sursurunga,ethnologue
sus,Susu,ethnologue
sva,Svan,ethnologue
swa,Swahili,ethnologue
swt,Swati,ethnologue
swe swv,Swedish,ethnologue
svt,Swedish Sign Language,ethnologue
sba,Sáliba,ethnologue
nrg,"Sénoufo, Nanerigé",ethnologue
tbw,Taabwa,ethnologue
tbr,Tabaru,ethnologue
tbs,Tabassaran,ethnologue
tbl,Tabla,ethnologue
tac,Tacana,ethnologue
bch,Tachawit,ethnologue
tas,Tachelhit,ethnologue
tag,Tagalog,ethnologue
bou,Tagargrent,ethnologue
tgb,Tagbanwa,ethnologue
tah,Tahitian,ethnologue
tap,Taiap,ethnologue
trr,"Tairora, North",ethnologue
tzi,Taiwan Sign Language,ethnologue
taj,Tajiki,ethnologue
tkl,Takelma,ethnologue
tts,Takestani,ethnologue
tak,Takia,ethnologue
tld,Talaud,ethnologue
tal,Talinga-Bwisi,ethnologue
jom,Talodi,ethnologue
taz tls,Talysh,ethnologue
mii tma,Tama,ethnologue
tmg,Tamagario,ethnologue
tai tgh tug,"Tamahaq, Tahaggart",ethnologue
tam,"Tamang, Eastern",ethnologue
tam,"Tamang, Eastern Gorkha",ethnologue
tsk,Tamasheq,ethnologue
bma bse,"Tamazight, Central Atlas",ethnologue
tml tsp,Tamil,ethnologue
tmp,Tampulma,ethnologue
tnc,Tanacross,ethnologue
tnj,Tanaina,ethnologue
tnl,"Tanana, Lower",ethnologue
tan,Tangale,ethnologue
ret,Tanimuca-Retuarã,ethnologue
tns,"Tanna, Southwest",ethnologue
tsl,Tanzanian Sign Language,ethnologue
tce,"Tarahumara, Central",ethnologue
twe,"Tarahumara, Western",ethnologue
tgw,"Tarangan, West",ethnologue
tar,Tariana,ethnologue
brf,Tarifit,ethnologue
tok,Tarok,ethnologue
see,Taroko,ethnologue
tmu,"Tat, Muslim",ethnologue
tat,Tatana,ethnologue
tmi ttb tvo,Tatar,ethnologue
tty,Tatuyo,ethnologue
tll,Taulil,ethnologue
tsr,Taushiro,ethnologue
tsg,Tausug,ethnologue
tau,Tauya,ethnologue
taw,Tawala,ethnologue
tay,Tayo,ethnologue
tbo,Tboli,ethnologue
bum,Teanu,ethnologue
tbu,Tedaga,ethnologue
ori ras,Tegali,ethnologue
tht,Tehit,ethnologue
teh,Tehuelche,ethnologue
ifm,Teke-Fuumu,ethnologue
tks,Teke-Kukuya,ethnologue
tec,Tektiteko,ethnologue
tlf,Telefol,ethnologue
tel,Telugu,ethnologue
tem,Tem,ethnologue
tmn,Temein,ethnologue
tmr,Temiar,ethnologue
ten,Tennet,ethnologue
teo,Teop,ethnologue
tpc,Tepecano,ethnologue
tee,"Tepehua, Huehuetla",ethnologue
tep,"Tepehua, Tlachichilco",ethnologue
tpn,"Tepehuan, Northern",ethnologue
tps,"Tepehuan, Southeastern",ethnologue
ter,Tera,ethnologue
bun,Terei,ethnologue
trb,Teribe,ethnologue
rti,Termanu,ethnologue
trt,Ternate,ethnologue
trn,Terêna,ethnologue
tes,Teso,ethnologue
tet,Tetela,ethnologue
ttd ttn,Tetun,ethnologue
tew trg tsj,Tewa,ethnologue
tha,Thai,ethnologue
ths,Thai Sign Language,ethnologue
thk,Thakali,ethnologue
thn,Thangmi,ethnologue
thw,Thao,ethnologue
thy,Thayore,ethnologue
thp,Thaypan,ethnologue
tne,Themne,ethnologue
tho,Thompson,ethnologue
thu,Thulung,ethnologue
dhw,Thurawal,ethnologue
amd amt,"Tibetan, Amdo",ethnologue
jad rpa shg spi tdi tdr tib tis tmo,"Tibetan, Central",ethnologue
khd knz,"Tibetan, Khams",ethnologue
tic,Ticuna,ethnologue
tid,Tidore,ethnologue
tif,Tifal,ethnologue
tgk,Tigak,ethnologue
tig,Tigrigna,ethnologue
tbe tgr,Tigré,ethnologue
tik,Tikar,ethnologue
til,Tillamook,ethnologue
tia,Tima,ethnologue
tsh,Timbisha,ethnologue
tim,Timugon Murut,ethnologue
tni,Tinani,ethnologue
tnd,Tindi,ethnologue
tin,Tiri,ethnologue
try,Tiruray,ethnologue
tiv,Tiv,ethnologue
twn,"Tiwa, Northern",ethnologue
tws,"Tiwa, Southern",ethnologue
tiw,Tiwi,ethnologue
tli,Tlingit,ethnologue
toq,To'abaita,ethnologue
toa,Toaripi,ethnologue
tob,Toba,ethnologue
tbt,Tobati,ethnologue
tlo,Tobelo,ethnologue
tda,Toda,ethnologue
nev ood,Tohono O’odham,ethnologue
toj,Tojolabal,ethnologue
tpi,Tok Pisin,ethnologue
tke,Tokelauan,ethnologue
tol,Tol,ethnologue
tno,Tondano,ethnologue
toz,Tonga,ethnologue
tng,Tongan,ethnologue
ton,Tonkawa,ethnologue
tnt,Tontemboan,ethnologue
trd,Toraja-Sa'dan,ethnologue
bro,Torres Strait Creole,ethnologue
trw,Torwali,ethnologue
tos,"Totonac, Highland",ethnologue
tpa,"Totonac, Papantla",ethnologue
txj,"Totonac, Xicotepec de Juárez",ethnologue
tot,"Totonac, Yecuatla",ethnologue
tou,"Toussian, Northern",ethnologue
tou tow,"Toussian, Southern",ethnologue
trc,"Triqui, Chicahuaxtla",ethnologue
tri,"Triqui, Copala",ethnologue
tir,Trió,ethnologue
tru,Trumai,ethnologue
tsa,Tsakhur,ethnologue
tst,Tsat,ethnologue
tgl,Tshangla,ethnologue
mos,Tsimané,ethnologue
tsi,Tsimshian,ethnologue
tgo,Tsogo,ethnologue
tsn,Tsonga,ethnologue
tso,Tsou,ethnologue
tsw,Tswana,ethnologue
mgg,Tu,ethnologue
tua,Tuamotuan,ethnologue
tub,Tubar,ethnologue
tuc,Tucano,ethnologue
tgn,Tugun,ethnologue
tuk,Tukang Besi North,ethnologue
tuk,Tukang Besi South,ethnologue
tki,Tuki,ethnologue
nyk,Tukpa,ethnologue
tul,Tulu,ethnologue
tmk,Tumak,ethnologue
tum,Tumleo,ethnologue
bmz,Tumzabt,ethnologue
tnb,"Tunebo, Angosturas",ethnologue
tnn,Tunen,ethnologue
tnk,Tungag,ethnologue
tun,Tunica,ethnologue
tpr,Tupuri,ethnologue
tna,Turkana,ethnologue
tur,Turkish,ethnologue
tui,Turkish Sign Language,ethnologue
tkm,Turkmen,ethnologue
tus,Tuscarora,ethnologue
tut,"Tutchone, Northern",ethnologue
tte,Tutelo,ethnologue
tuv,Tuva,ethnologue
nnm tvl,Tuvaluan,ethnologue
tuy,Tuyuca,ethnologue
twa,Twana,ethnologue
gwo,Tyap,ethnologue
tye,Tyaraity,ethnologue
tzu,Tz'utujil,ethnologue
tzb tze,"Tzeltal, Bachajón",ethnologue
tza tze tzt,"Tzeltal, Oxchuc",ethnologue
tzo,Tzotzil,ethnologue
tzs,"Tzotzil, San Andrés Larrainzar",ethnologue
tzz,"Tzotzil, Zinacantán",ethnologue
tbb,Tübatulabal,ethnologue
tse,Uab Meto,ethnologue
uby,Ubykh,ethnologue
udi,Udi,ethnologue
udh,Udihe,ethnologue
udm,Udmurt,ethnologue
ugs,Ugandan Sign Language,ethnologue
ukr,Ukrainian,ethnologue
ulc,Ulch,ethnologue
uli,Ulithian,ethnologue
uma,Uma,ethnologue
smt,Umatilla,ethnologue
kgl,Umbu-Ungu,ethnologue
umb,Umbundu,ethnologue
ump,Umpila,ethnologue
una,Una,ethnologue
unm,Unami,ethnologue
bvi,Uneapa,ethnologue
ura,Ura,ethnologue
uhi,Uradhi,ethnologue
url,Urak Lawoi',ethnologue
urn,Urarina,ethnologue
urt,Urat,ethnologue
urd,Urdu,ethnologue
urh,Urhobo,ethnologue
uri,Urim,ethnologue
atc,Uripiv-Wala-Rano-Atchin,ethnologue
uru,Uru,ethnologue
urm,Urum,ethnologue
usa,Usan,ethnologue
usr,Usarufa,ethnologue
cmh put ute,Ute-Southern Paiute,ethnologue
uyg,Uyghur,ethnologue
kym uzb uzn,"Uzbek, Northern",ethnologue
uzb,"Uzbek, Southern",ethnologue
pil,Vaeakau-Taumako,ethnologue
vaf,Vafsi,ethnologue
vag,Vagla,ethnologue
vai,Vai,ethnologue
wal,Valman,ethnologue
dum,Vanimo,ethnologue
vas,Vasavi,ethnologue
ved,Veddah,ethnologue
ven,Venda,ethnologue
bab,Vengo,ethnologue
vep,Veps,ethnologue
vie,Vietnamese,ethnologue
vif,Vili,ethnologue
vnm,Vinmavis,ethnologue
vot,Vod,ethnologue
puk,"Wa, Parauk",ethnologue
wwa,Waama,ethnologue
orw,Waata,ethnologue
bac pun,Wadjiginy,ethnologue
wag,Wageman,ethnologue
wah,Wahgi,ethnologue
wah,"Wahgi, North",ethnologue
wgl,Waigali,ethnologue
ror,Waima,ethnologue
bno,Waimaha,ethnologue
wai,Waiwai,ethnologue
wat,Wajarri,ethnologue
yrt,Wajiara,ethnologue
wkw,Wakawaka,ethnologue
wak,Wakhi,ethnologue
shp,Walla Walla,ethnologue
wll,Wallisian,ethnologue
wlm,Walmajarri,ethnologue
wam,Wambaya,ethnologue
wbn,Wambon,ethnologue
wme,Wambule,ethnologue
kgi,Wamey,ethnologue
mtt,Wampanoag,ethnologue
wna,Wan,ethnologue
mlg,Wandala,ethnologue
wrn,Wandarang,ethnologue
ngi,Wangaaybuwan-Ngiyambaa,ethnologue
wgg,Wangganguru,ethnologue
kmb,Wanggom,ethnologue
wan,Wangkumara,ethnologue
wbt,Wanman,ethnologue
wnt,Wantoat,ethnologue
wao,Waorani,ethnologue
wps,Wapishana,ethnologue
wap,Wappo,ethnologue
wra,Warao,ethnologue
brp,Warapu,ethnologue
wry,Waray,ethnologue
wwy,Waray-Waray,ethnologue
wrd,Wardaman,ethnologue
wrm,Warembori,ethnologue
wrs,Waris,ethnologue
wrl,Warlpiri,ethnologue
wlw,Warluwara,ethnologue
wrp,Waropen,ethnologue
wrg,Warrgamay,ethnologue
wrw,Warrwa,ethnologue
wru,Warumungu,ethnologue
wgu,Warungu,ethnologue
cku,Wasco-Wishram,ethnologue
was,Washo,ethnologue
wsk,Waskia,ethnologue
wur,Waurá,ethnologue
way,Wayampi,ethnologue
wyn,Wayana,ethnologue
hay,Wayu,ethnologue
goa,Wayuu,ethnologue
wed,Wedau,ethnologue
wec wel,Welsh,ethnologue
wer,Weri,ethnologue
kln,Wersing,ethnologue
gwe,Westphalien,ethnologue
wic,Wichita,ethnologue
wch,Wichí Lhamtés Güisnay,ethnologue
wmu,Wik-Mungkan,ethnologue
wn,Wik-Ngathana,ethnologue
win,Wintu,ethnologue
kow,Winyé,ethnologue
wir,Wirangu,ethnologue
wiy,Wiyot,ethnologue
wog,Wogamusin,ethnologue
wly,Wolaytta,ethnologue
wol,Woleaian,ethnologue
wlo,Wolio,ethnologue
wlf,Wolof,ethnologue
wor,Worrorra,ethnologue
wau,Woun Meu,ethnologue
uld,Wuzlam,ethnologue
wya,Wyandot,ethnologue
wob,Wè Northern,ethnologue
gue,Wè Southern,ethnologue
gue,Wè Western,ethnologue
xas,Xaasongaxango,ethnologue
xav,Xavánte,ethnologue
xer,Xerénte,ethnologue
xho,Xhosa,ethnologue
bah,Xiriâna,ethnologue
xok,Xokleng,ethnologue
xar,Xârâcùù,ethnologue
jab,Yabem,ethnologue
hua ygr,Yagaria,ethnologue
ygn,Yagnobi,ethnologue
yag,Yagua,ethnologue
aka yak,Yaka,ethnologue
ykn,Yakan,ethnologue
shp,Yakima,ethnologue
ykm,Yakoma,ethnologue
ykt,Yakut,ethnologue
ylr,Yalarnnga,ethnologue
nag,Yale,ethnologue
yal,"Yale, Kosarek",ethnologue
yli,"Yali, Angguruk",ethnologue
yba,Yamba,ethnologue
ymd,Yamdena,ethnologue
ymi,Yami,ethnologue
yam,Yaminahua,ethnologue
ybi,Yamphu,ethnologue
yan,Yana,ethnologue
inn,Yandruwandha,ethnologue
amu,Yanesha’,ethnologue
ynk,Yankunytjatjara,ethnologue
ynm,Yanomámi,ethnologue
yns,Yansi,ethnologue
yny,Yanyuwa,ethnologue
yao,Yao,ethnologue
yap,Yapese,ethnologue
yqy,Yaqay,ethnologue
yaq,Yaqui,ethnologue
yar,Yareba,ethnologue
yaw,Yawa,ethnologue
ywr,Yawuru,ethnologue
yaz,Yazgulyam,ethnologue
yei,Yei,ethnologue
ets,Yekhee,ethnologue
yel,Yele,ethnologue
ylm,Yelmek,ethnologue
yem,Yemba,ethnologue
yms,Yemsa,ethnologue
yes,Yessan-Mayo,ethnologue
yey,Yeyi,ethnologue
ydb ydd ydl ylt,"Yiddish, Eastern",ethnologue
ydd,"Yiddish, Western",ethnologue
yid,Yidiny,ethnologue
yil,Yil,ethnologue
yim,Yimas,ethnologue
yin,Yindjibarndi,ethnologue
pir,Yine,ethnologue
yng,Yinggarda,ethnologue
yir,Yir Yoront,ethnologue
wik yok ywl,Yokuts,ethnologue
kti,Yonggom,ethnologue
yor,Yoruba,ethnologue
yuc,Yuchi,ethnologue
ycn,Yucuna,ethnologue
yug,Yug,ethnologue
shy,"Yugur, East",ethnologue
syg,"Yugur, West",ethnologue
ytu,"Yukaghir, Northern",ethnologue
yko,"Yukaghir, Southern",ethnologue
yki,Yuki,ethnologue
ykp,Yukpa,ethnologue
big yul,Yulu,ethnologue
ych ypk yun,"Yupik, Central",ethnologue
ysl yus,"Yupik, Central Siberian",ethnologue
yna,"Yupik, Naukan",ethnologue
atq,"Yupik, Pacific Gulf",ethnologue
ysi,"Yupik, Sirenik",ethnologue
yrc,Yuracare,ethnologue
yur,Yurok,ethnologue
yah,Yámana,ethnologue
zag,Zaghawa,ethnologue
zan,Zande,ethnologue
zai,"Zapotec, Isthmus",ethnologue
zap,"Zapotec, Mitla",ethnologue
zam,"Zapotec, Mixtepec",ethnologue
zsq,"Zapotec, San Juan Guelavía",ethnologue
zaq,"Zapotec, Santa María Quiegolani",ethnologue
zaj,"Zapotec, Sierra de Juárez",ethnologue
zpi,"Zapotec, Southeastern Ixtlán",ethnologue
zte,"Zapotec, Texmelucan",ethnologue
zya,"Zapotec, Yatzachi",ethnologue
zzo,"Zapotec, Zoogocho",ethnologue
zar,Zarma,ethnologue
zay,Zaysete,ethnologue
duz,Zeeuws,ethnologue
zen,Zenaga,ethnologue
zhn,"Zhuang, Guibei",ethnologue
zim,Zimakani,ethnologue
zch,"Zoque, Chimalapa",ethnologue
zqc zqo,"Zoque, Copainalá",ethnologue
zfl,"Zoque, Francisco León",ethnologue
zqr,"Zoque, Rayón",ethnologue
zno zso zul,Zulu,ethnologue
zun,Zuni,ethnologue
zpr,Záparo,ethnologue
xam,|Xam,ethnologue
ani,||Ani,ethnologue
ayw,Äiwoo,ethnologue
ewa ewe,Éwé,ethnologue
tpt,Ñandeva,ethnologue
omi,Ömie,ethnologue
ong,Öñge,ethnologue
huc,‡Hua,ethnologue
xun,!Khung,other
xoo,!Xo,other
xoo,!Xo'o~,other
juh xun,!Xu,other
juh,!Xu (Ju/'hoan),other
xun,!Xun,other
xoo,!Xóõ (Lone Tree),other
xoo,"!Xóõ, Lone Tree dialect",other
haw,'Olelo Hawai'i,other
brm,(Colloquial) Burmese,other
tod,(s)Tod,other
abz,Abazin,other
ayn,Abdal,other
amb,Abelam,other
amb,Abulas,other
ady,Abzakh,other
ady,Abzax,other
kwe,Acatec,other
ach,Ache,other
acu,Achual,other
acl,Acooli,other
fua,Adamawa (Fula),other
fua,Adamawa Fulani,other
hrr,Adare,other
bni,Addo,other
afr,Afrikaans (Standard),other
awn bln kem,Agaw,other
ayi,Agni,other
ayi,Agni',other
agc,Agta,other
agu,Aguatec Maya,other
agu,Aguateca,other
agl,Agul,other
run,Aiki,other
run,Aiki (Runga),other
ain,Ainu (Hokkaido),other
ain,"Ainu, Hokkaido dialect",other
kwb,Air Mati,other
kwb,Airmati,other
aji,Ajie,other
apk,Aka-Bojígíab,other
akc,Aka-Charíar,other
ktl,Akalak,other
akl,Aklan,other
acl,Akoli,other
alu,Al'utor,other
tlb,Alabugat Tatar-Nogai,other
qaw,Alacaluf,other
kyn,Alaska,other
alb,"Albanian, Tosk dialect",other
ale,"Aleut, Eastern",other
aly,Alyawarre,other
ma,Amadi,other
amo,Amap,other
aml,Ambae (Lolovoli),other
lnw,Ambrym,other
lnw,Ambrym (Lonwolwol),other
sea,Ambrym (Southeast),other
amd,Amdo Tibetan,other
asl,Ameslan,other
niv,Amur,other
akb akc akk apk gan,Andamanese,other
gan,Andamanese (Great Andaman),other
gan,Andamanese (Great),other
gan,"Andamanese, Great Andaman dialect",other
obo,Andoni,other
npi,Anglo-Nigerian Pidgin,other
awn,Angwi Agaw,other
fut,Aniwa,other
any,Anuak,other
yny,Anyula,other
omi,Aomie,other
apw,Apache (San Carlos),other
apj,"Apache, Jicarilla",other
apc,"Apache, Mescalero",other
saa,Apae'aa,other
kap,Apoze,other
gpz,Appenzel,other
apu,Apurina,other
abn,Arabana-Wangkangurru,other
aeg,Arabic (Cairene Egyptian Colloquial),other
aeg,Arabic (Cairene),other
aeg,Arabic (Colloquial Egyptian),other
ael,Arabic (Cyrenaican Libyan),other
ael,Arabic (East Libyan),other
ams,Arabic (Modern Literary),other
ars,Arabic (North Yemen),other
ars,Arabic (Northern Yemeni),other
ars,Arabic (Sanaani Spoken),other
atu,Arabic (Tunis),other
arh,"Arabic, Bedouin-Hijazi ",other
asy,"Arabic, Damascene",other
arv,"Arabic, Negev Bedouin",other
naa,Aramaic (Amadia),other
naa,Aramaic (Amadiya),other
naj,Aramaic (Arbel Jewish),other
arr,Aranda,other
awe,Aranda (Western) ,other
awe,"Aranda, Western",other
map,Araucana,other
ara,Arawak (Lokono Dian),other
