ID,Parameter_ID,Name,Description
136A-1,136A,No M-T pronouns,No M-T pronouns
136A-2,136A,"M-T pronouns, paradigmatic","M-T pronouns, paradigmatic"
136A-3,136A,"M-T pronouns, non-paradigmatic","M-T pronouns, non-paradigmatic"
136B-1,136B,No m in first person singular,No m in first person singular
136B-2,136B,m in first person singular,m in first person singular
137A-1,137A,No N-M pronouns,No N-M pronouns
137A-2,137A,"N-M pronouns, paradigmatic","N-M pronouns, paradigmatic"
137A-3,137A,"N-M pronouns, non-paradigmatic","N-M pronouns, non-paradigmatic"
137B-1,137B,No m in second person singular,No m in second person singular
137B-2,137B,m in second person singular,m in second person singular
138A-1,138A,Words derived from Sinitic cha,Words derived from Sinitic cha
138A-2,138A,Words derived from Min Nan Chinese te,Words derived from Min Nan Chinese te
138A-3,138A,Others,Others
139A-1,139A,None,No irregular negatives
139A-2,139A,One,One irregular negative
139A-3,139A,Some (2-5),Some irregular negatives (2-5)
139A-4,139A,Many (more than 5),Many irregular negatives (more than 5)
140A-1,140A,None,No question particle
140A-2,140A,One,One question particle
140A-3,140A,More than one,More than one question particle
141A-1,141A,Alphabetic,Alphabetic
141A-2,141A,Consonantal,Consonantal
141A-3,141A,Alphasyllabic,Alphasyllabic
141A-4,141A,Syllabic,Syllabic
141A-5,141A,Logographic,Logographic
141A-6,141A,Mixed logographic–syllabic,Mixed logographic–syllabic
142A-1,142A,Logical meanings,Clicks may express logical meanings ('yes' and/or 'no')
142A-2,142A,Affective meanings,Clicks may express affective but not logical meanings
142A-3,142A,Other or none,Clicks may express neither affective nor logical meanings
143A-1,143A,NegV,NegV
143A-2,143A,VNeg,VNeg
143A-3,143A,[Neg-V],[Neg-V]
143A-4,143A,[V-Neg],[V-Neg]
143A-5,143A,Negative Tone,Negative Tone
143A-6,143A,Type 1 / Type 2,Type 1 / Type 2
143A-7,143A,Type 1 / Type 3,Type 1 / Type 3
143A-8,143A,Type 1 / Type 4,Type 1 / Type 4
143A-9,143A,Type 2 / Type 3,Type 2 / Type 3
143A-10,143A,Type 2 / Type 4,Type 2 / Type 4
143A-11,143A,Type 3 / Type 4,Type 3 / Type 4
143A-12,143A,Type 3 / Negative Infix,Type 3 / Negative Infix
143A-13,143A,OptSingleNeg,Optional Single Negation
143A-14,143A,ObligDoubleNeg,Obligatory Double Negation
143A-15,143A,OptDoubleNeg,Optional Double Negation
143A-16,143A,OptTripleNeg&ObligDoubleNeg,Optional Triple Negation with Obligatory Double Negation
143A-17,143A,OptTripleNeg&OptDoubleNeg,Optional Triple Negation with Optional Double Negation
143B-1,143B,NegVNeg,NegVNeg
143B-2,143B,Neg[V-Neg],Neg[V-Neg]
143B-3,143B,[Neg-V]Neg,[Neg-V]Neg
143B-4,143B,[Neg-V-Neg],[Neg-V-Neg]
143B-5,143B,Negative tone & VNeg,Negative tone & VNeg
143B-6,143B,Negative tone & [Neg-V],Negative tone & [Neg-V]
143B-7,143B,NegNegV,NegNegV
143B-8,143B,Neg[Neg-V],Neg[Neg-V]
143B-9,143B,VNegNeg,VNegNeg
143B-10,143B,Type 1 / Type 2,Type 1 / Type 2
143B-11,143B,Type 1 / Type 3,Type 1 / Type 3
143B-12,143B,Type 1 / Type 5,Type 1 / Type 5
143B-13,143B,Type 1 / Type 7,Type 1 / Type 7
143B-14,143B,Type 1 / Type 9,Type 1 / Type 9
143B-15,143B,Type 2 / Type 4,Type 2 / Type 4
143B-16,143B,ObligDoubleNeg&OptTripleNeg,Obligatory double negation with optional triple negation
143C-1,143C,NegV(Neg),NegV(Neg)
143C-2,143C,(Neg)VNeg,(Neg)VNeg
143C-3,143C,Neg[V(-Neg)],Neg[V(-Neg)]
143C-4,143C,(Neg)[V-Neg],(Neg)[V-Neg]
143C-5,143C,[Neg-V](Neg),[Neg-V](Neg)
143C-6,143C,[(Neg-)V]Neg,[(Neg-)V]Neg
143C-7,143C,[Neg-V(-Neg)],[Neg-V(-Neg)]
143C-8,143C,[(Neg-)V-Neg],[(Neg-)V-Neg]
143C-9,143C,V(Neg)Neg,V(Neg)Neg
143C-10,143C,[V-Neg](Neg),[V-Neg](Neg)
143C-11,143C,Neg(Neg)V,Neg(Neg)V
143C-12,143C,Neg[(Neg-)]V,Neg[(Neg-)]V
143C-13,143C,NegV&OptChangeVerbStem,NegV plus optional change to verb stem
143C-14,143C,NegV/[Neg-V-Neg],NegV/[Neg-V-Neg]
143C-15,143C,VNeg/[Neg-V-Neg],VNeg/[Neg-V-Neg]
143C-16,143C,[Neg-V]/NegVNeg,[Neg-V]/NegVNeg
143C-17,143C,NegV or NegativeTone&VNeg,NegV or NegativeTone&VNeg
143C-18,143C,NegV/[V-Neg]/Neg[V-Neg],NegV/[V-Neg]/Neg[V-Neg]
143C-19,143C,NegV/VNeg/NegVNeg,NegV/VNeg/NegVNeg
143C-20,143C,NegV/[V-Neg]/[Neg-V-Neg],NegV/[V-Neg]/[Neg-V-Neg]
143C-21,143C,[Neg-V]/VNeg/[Neg-V-Neg],[Neg-V]/VNeg/[Neg-V-Neg]
143C-22,143C,NegV/[Neg-V]/Neg[Neg-V],NegV/[Neg-V]/Neg[Neg-V]
143C-23,143C,OptDoubleNeg&OptTripleNeg,Optional double negation with optional triple negation
143D-1,143D,(Neg)[Neg-V-Neg],(Neg)[Neg-V-Neg]
143D-2,143D,[V-Neg]Neg&OptNegInfix or Pref,[V-Neg]Neg with optional negative infix or prefix
143D-3,143D,NegVNeg/NegNegVNeg,NegVNeg/NegNegVNeg
143D-4,143D,Neg[V-Neg]/NegVNeg&NegTone,(i) Neg[V-Neg] or (ii) NegVNeg with negative tone
143D-5,143D,Neg[V(-Neg)]Neg/[Neg-V(-Neg)]Neg,Neg[V(-Neg)]Neg/[Neg-V(-Neg)]Neg
143D-6,143D,Neg[V-(Neg)](Neg),Neg[V-(Neg)](Neg)
143E-1,143E,NegV,Preverbal negative word
143E-2,143E,[Neg-V],Negative prefix
143E-3,143E,NegV&[Neg-V],Both preverbal negative word and negative prefix
143E-4,143E,None,No preverbal negative morpheme
143F-1,143F,VNeg,Postverbal negative word
143F-2,143F,[V-Neg],Negative suffix
143F-3,143F,VNeg&[V-Neg],Both postverbal negative word and negative suffix
143F-4,143F,None,No postverbal negative morpheme
143G-1,143G,NegTone,Negative tone
143G-2,143G,NegInfix,Negative infix
143G-3,143G,NegStemChange,Negative stem change
143G-4,143G,None,"No negative tone, infix or stem change"
144A-1,144A,NegSVO,NegSVO
144A-2,144A,SNegVO,SNegVO
144A-3,144A,SVNegO,SVNegO
144A-4,144A,SVONeg,SVONeg
144A-5,144A,NegSOV,NegSOV
144A-6,144A,SNegOV,SNegOV
144A-7,144A,SONegV,SONegV
144A-8,144A,SOVNeg,SOVNeg
144A-9,144A,NegVSO,NegVSO
144A-10,144A,VSNegO,VSNegO
144A-11,144A,VSONeg,VSONeg
144A-12,144A,NegVOS,NegVOS
144A-13,144A,ONegVS,ONegVS
144A-14,144A,OVNegS,OVNegS
144A-15,144A,OSVNeg,OSVNeg
144A-16,144A,More than one position,"More than one position for negative morpheme, with none dominant"
144A-17,144A,OptSingleNeg,Optional single negation
144A-18,144A,ObligDoubleNeg,Obligatory double negation
144A-19,144A,OptDoubleNeg,Optional double negation
144A-20,144A,MorphNeg,Morphological negation only (but not double negation)
144A-21,144A,Other,Other languages
144B-1,144B,"Beginning, not immed preverbal",At beginning of clause separated from verb
144B-2,144B,"Preverbal, not beginning or immed","Preceding verb, separated from verb, but not at beginning of clause"
144B-3,144B,Immed preverbal,Immediately preverbal
144B-4,144B,Immed postverbal,Immediately postverbal
144B-5,144B,"Postverbal, not immed or end","Following verb, separated from verb, but not at end of clause"
144B-6,144B,"End, not immed postverbal","At end of clause, separated from verb"
144C-1,144C,"VSO, but NegSVO","VSO, but NegSVO"
144C-2,144C,"SVO, but SNegOV","SVO, but SNegOV"
144C-3,144C,"SVO, but SONegV","SVO, but SONegV"
144C-4,144C,"SVO, but SOVNeg","SVO, but SOVNeg"
144C-5,144C,"SVO, but NegVSO","SVO, but NegVSO"
144C-6,144C,SVO but SO[V-Neg],SVO but SO[V-Neg]
144C-7,144C,SVO but SO[Neg-V],SVO but SO[Neg-V]
144C-8,144C,OSV but NegSVO/O[Neg-V]S,OSV but NegSVO/O[Neg-V]S
144C-9,144C,"SVO, but NegSNegOV","SVO, but NegSNegOV"
144C-10,144C,"SVO, but SONeg[V-Neg]/SO[Neg-V-Neg]","SVO, but SONeg[V-Neg]/SO[Neg-V-Neg]"
144C-11,144C,SOV but  SONeg[V-Neg]/S[Neg-V-Neg] O,SOV but  SONeg[V-Neg]/S[Neg-V-Neg] O
144C-12,144C,"SVO/VSO, but NegSVONeg","SVO/VSO, but NegSVONeg"
144C-13,144C,"SVO/VSO, but [Neg-V]SO(Neg)","SVO/VSO, but [Neg-V]SO(Neg)"
144C-14,144C,"SVO/SOV, but SVONeg","SVO/SOV, but SVONeg"
144C-15,144C,"SVO/SOV, but SNegVO","SVO/SOV, but SNegVO"
144C-16,144C,"SVO/SOV, but SNegOV","SVO/SOV, but SNegOV"
144C-17,144C,"SVO/SOV, but SOVNeg","SVO/SOV, but SOVNeg"
144D-1,144D,NegSVO,NegSVO
144D-2,144D,SNegVO,SNegVO
144D-3,144D,SVNegO,SVNegO
144D-4,144D,SVONeg,SVONeg
144D-5,144D,S[Neg-V]O,S[Neg-V]O
144D-6,144D,S[V-Neg]O,S[V-Neg]O
144D-7,144D,SVO&Tone,SVO with tonal negation
144D-8,144D,VSO but NegSVO,"VSO in affirmative clauses, but NegSVO"
144D-9,144D,SVO/SOV but SVONeg,"SVO/SOV in affirmative clauses, but SVONeg"
144D-10,144D,SOV/SOV but SNegVO,"SVO/SOV in affirmative clauses, but SNegVO"
144D-11,144D,Other NegV,Other SVO with preverbal negative word
144D-12,144D,Other VNeg,Other SVO with postverbal negative word
144D-13,144D,More than one construction,More than one negative construction
144D-14,144D,ObligNeg,SVO with obligatory double negation
144D-15,144D,OptNeg,SVO with optional double negation
144E-1,144E,SNegVO/SVNegO,SNegVO/SVNegO
144E-2,144E,NegSVO/SNegVO,NegSVO/SNegVO
144E-3,144E,NegSVO/SVNegO,NegSVO/SVNegO
144E-4,144E,SNegVO/SVONeg,SNegVO/SVONeg
144E-5,144E,SVNegO/SVONeg,SVNegO/SVONeg
144E-6,144E,SVO & Flexible Neg,SVO & Flexible Neg
144E-7,144E,SNegVO/S[V-Neg]O,SNegVO/S[V-Neg]O
144E-8,144E,S[Neg-V]O/SVNegO,S[Neg-V]O/SVNegO
144E-9,144E,NegSVO/SNegVO/S[V-Neg]O,NegSVO/SNegVO/S[V-Neg]O
144E-10,144E,SNegVO/NegVSO,SNegVO/NegVSO
144E-11,144E,SVONeg/VSONeg,SVONeg/VSONeg
144E-12,144E,NegSVO/NegVOS,NegSVO/NegVOS
144E-13,144E,SNegVO/NegVOS,SNegVO/NegVOS
144E-14,144E,S[Neg-V]O/[Neg-V]OS,S[Neg-V]O/[Neg-V]OS
144E-15,144E,SVONeg/SONegV,SVONeg/SONegV
144E-16,144E,SVNegO/SOVNeg,SVNegO/SOVNeg
144E-17,144E,SVONeg/SNegOV/SOVNeg,SVONeg/SNegOV/SOVNeg
144E-18,144E,NegSVO/SVNegO/NegSOV/SNegOV,NegSVO/SVNegO/NegSOV/SNegOV
144E-19,144E,SNegVO/SONegV/SVONeg/SOVNeg,SNegVO/SONegV/SVONeg/SOVNeg
144E-20,144E,S[Neg-V]O/SO[Neg-V],S[Neg-V]O/SO[Neg-V]
144E-21,144E,S[V-Neg]O/SO[V-Neg],S[V-Neg]O/SO[V-Neg]
144E-22,144E,SNegVO/SONegV/S[Neg-V]O/SO[Neg-V],SNegVO/SONegV/S[Neg-V]O/SO[Neg-V]
144E-23,144E,NegSVO/O[Neg-V]S,NegSVO/O[Neg-V]S
144E-24,144E,SVO & NegV/VNeg,SVO & NegV/VNeg
144E-25,144E,SVO & NegV/[V-Neg],SVO & NegV/[V-Neg]
144E-26,144E,SVO/VSO & NegV,SVO/VSO & NegV
144E-27,144E,SVO/VOS & NegV,SVO/VOS & NegV
144E-28,144E,SVO/SOV & NegV/VNeg,SVO/SOV & NegV/VNeg
144F-1,144F,SNegVONeg,SNegVONeg
144F-2,144F,SNegVNegO,SNegVNegO
144F-3,144F,SVNegONeg,SVNegONeg
144F-4,144F,SVO/VSO but NegSVONeg,SVO/VSO in affirmative clauses but NegSVONeg
144F-5,144F,S[Neg-V]ONeg,S[Neg-V]ONeg
144F-6,144F,SNeg[V-Neg]O,SNeg[V-Neg]O
144F-7,144F,S[Neg-V]NegO,S[Neg-V]NegO
144F-8,144F,NegS[V-Neg]O,NegS[V-Neg]O
144F-9,144F,S[Neg-V-Neg]O,S[Neg-V-Neg]O
144F-10,144F,SVNegO&NegTone,SVNegO with negative tone on verb
144F-11,144F,S[Neg-V]O&NegTone,S[Neg-V]O with negative tone on verb
144F-12,144F,SNegNegVO/SNegVNegO,SNegNegVO/SNegVNegO
144F-13,144F,SNegVNegO/SNegVONeg,SNegVNegO/SNegVONeg
144F-14,144F,SNegVONeg/S[Neg-V]ONeg,SNegVONeg/S[Neg-V]ONeg
144F-15,144F,(Neg)S(Neg)VONeg,(Neg)S(Neg)VONeg (at least one of the preverbal Negs)
144F-16,144F,SNeg[V-Neg]O&NegTone/SNegVNegO,SNeg[V-Neg]O and negative tone on verb / SNegVNegO
144F-17,144F,S(Neg)[Neg-V-Neg]O,S(Neg)[Neg-V-Neg]O
144F-18,144F,SNeg[V(-Neg)]ONeg/S[Neg-V(-Neg)]ONeg,SNeg[V(-Neg)]ONeg/S[Neg-V(-Neg)]ONeg
144F-19,144F,SNegVONeg/SNegOVNeg,SNegVONeg/SNegOVNeg
144F-20,144F,SVONeg&NegTone/SNegOVNeg,SVONeg with negative tone on verb / SNegOVNeg
144F-21,144F,SNegVONeg/SVNegONeg/NegVOSNeg/VNegOSNeg,SNegVONeg/SVNegONeg/NegVOSNeg/VNegOSNeg
144F-22,144F,SVO & NegVNeg,SVO & NegVNeg
144F-23,144F,S[Neg-V]O & NegV,S[Neg-V]O & NegV
144G-1,144G,SNegVO(Neg),SNegVO(Neg)
144G-2,144G,S(Neg)VONeg,S(Neg)VONeg
144G-3,144G,S(Neg)VNegO,S(Neg)VNegO
144G-4,144G,SNegV(Neg)O,SNegV(Neg)O
144G-5,144G,(Neg)SVONeg,(Neg)SVONeg
144G-6,144G,SVNegO(Neg),SVNegO(Neg)
144G-7,144G,NegS[V(-Neg)]O,NegS[V(-Neg)]O
144G-8,144G,S[(Neg-)V]NegO,S[(Neg-)V]NegO
144G-9,144G,S[Neg-V]O(Neg),S[Neg-V]O(Neg)
144G-10,144G,SNegVO/SVNegO&NegTone,SNegVO or SVNegO with tone on verb
144G-11,144G,S(Neg)[V(-Neg)]O,S(Neg)[V(-Neg)]O
144G-12,144G,S[Neg-V(-Neg)]O,S[Neg-V(-Neg)]O
144G-13,144G,(Neg)SVONeg/S(Neg)VONeg,(Neg)SVONeg/S(Neg)VONeg
144G-14,144G,S[Neg-V]O/NegSVNegO,S[Neg-V]O/NegSVNegO
144G-15,144G,SNeg[V-Neg]O/S[Neg-V-Neg]O,SNeg[V-Neg]O/S[Neg-V-Neg]O
144G-16,144G,S[V(-Neg)]O & NegV,S[V(-Neg)]O & NegV
144G-17,144G,SVO/SOV & (Neg)[V-Neg],SVO/SOV & (Neg)[V-Neg]
144G-18,144G,SVO/VSO & NegV/VNeg/NegVNeg,SVO/VSO & NegV/VNeg/NegVNeg
144H-1,144H,NoDoubleNeg,"Separate word, no double negation"
144H-2,144H,OptDoubleNeg,"Separate word, optional double negation, with NegSVO possible without a second negative"
144H-3,144H,OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme"
144H-4,144H,No NegSVO,SVO but NegSVO does not occur
144I-1,144I,Word&NoDoubleNeg,"Separate word, no double negation"
144I-2,144I,Prefix&NoDoubleNeg,"Prefix, no double negation"
144I-3,144I,Word&OptDoubleNeg,"Separate word, optional double negation, with SNegVO possible without a second negative"
144I-4,144I,Prefix&OptDoubleNeg,"Prefix, optional double negation, with SNegVO possible without a second negative"
144I-5,144I,Word&OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme"
144I-6,144I,Prefix&OnlyWithAnotherNeg,"Prefix, only occurs with another negative morpheme"
144I-7,144I,Type 1 / Type 2,Type 1 / Type 2
144I-8,144I,No SNegVO,"SVO, but SNegVO does not occur"
144J-1,144J,Word&NoDoubleNeg,"Separate word, no double negation"
144J-2,144J,Suffix&NoDoubleNeg,"Suffix, no double negation"
144J-3,144J,Word&OptDoubleNeg,"Separate word, optional double negation, with SVNegO possible without a second negative"
144J-4,144J,Suffix&OptDoubleNeg,"Suffix, optional double negation, with SVNegO possible without a second negative"
144J-5,144J,Word&OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme"
144J-6,144J,Suffix&OnlyWithAnotherNeg,"Suffix, only occurs with another negative morpheme"
144J-7,144J,No SVNegO,"SVO, but SVNegO does not occur"
144K-1,144K,NoDoubleNeg,"Separate word, no double negation"
144K-2,144K,OptDoubleNeg,"Separate word, optional double negation, with SVONeg possible without a second negative"
144K-3,144K,OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme"
144K-4,144K,No SVONeg,SVO but SVONeg does not occur
144L-1,144L,NegSOV,NegSOV
144L-2,144L,SNegOV,SNegOV
144L-3,144L,SONegV,SONegV
144L-4,144L,SOVNeg,SOVNeg
144L-5,144L,SO[Neg-V],SO[Neg-V]
144L-6,144L,SO[V-Neg],SO[V-Neg]
144L-7,144L,SVO but SNegOV,SNegOV but SVO in affirmative clauses
144L-8,144L,SVO but SONegV,SONegV but SVO in affirmative clauses
144L-9,144L,SVO but SOVNeg,SOVNeg but SVO in affirmative clauses
144L-10,144L,SVO but SO[V-Neg],SO[V-Neg] but SVO in affirmative clauses
144L-11,144L,SVO but SO[Neg-V],SO[Neg-V] but SVO in affirmative clauses
144L-12,144L,SVO/SOV but SNegOV,SNegOV but SVO/SOV in affirmative clauses
144L-13,144L,SVO/SOV but SOVNeg,SOVNeg but SVO/SOV in affirmative clauses
144L-14,144L,Other NegV,Other SOV with preverbal negative word
144L-15,144L,More than one construction,More than one negative construction
144L-16,144L,ObligDoubleNeg,SOV with obligatory double negation
144L-17,144L,OptDoubleNeg,SOV with optional double negation
144L-18,144L,SV&OV&NegV,SV & OV & NegV
144L-19,144L,SV&OV&VNeg,SV & OV & VNeg
144L-20,144L,SV&OV&[Neg-V],SV & OV & negative prefix
144L-21,144L,SV&OV&[V-Neg],SV & OV & negative suffix
144L-22,144L,SV&OV&ImmedPreverbal,SV & OV with immediately preverbal negative word
144L-23,144L,SV&OV&InitialNeg,SV & OV with clause-initial negative word
144M-1,144M,SONegV/SOVNeg,SONegV/SOVNeg
144M-2,144M,SNegOV/SONegV,SNegOV/SONegV
144M-3,144M,NegSOV/SNegOV/SONegV,NegSOV/SNegOV/SONegV
144M-4,144M,NegSOV/2ndPos,NegSOV or SOV with second position negative word
144M-5,144M,SOVNeg/SO[V-Neg],SOVNeg/SO[V-Neg]
144M-6,144M,SO[Neg-V]/SO[V-Neg],SO[Neg-V]/SO[V-Neg]
144M-7,144M,SO[Neg-V]/SOVwithNegInfix,SO[Neg-V] or SOV with negative infix
144M-8,144M,SNegOV/SONegV/SO[V-Neg],SNegOV/SONegV/SO[V-Neg]
144M-9,144M,SONegV/SVONeg,SONegV/SVONeg
144M-10,144M,SOVNeg/SVNegO,SOVNeg/SVNegO
144M-11,144M,SNegOV/SOVNeg/SVONeg,SNegOV/SOVNeg/SVONeg
144M-12,144M,NegSOV/SNegOV/NegSVO/SVNegO,NegSOV/SNegOV/NegSVO/SVNegO
144M-13,144M,SONegV/SOVNeg/SNegVO/SVONeg,SONegV/SOVNeg/SNegVO/SVONeg
144M-14,144M,SO[Neg-V]/S[Neg-V]O,SO[Neg-V]/S[Neg-V]O
144M-15,144M,SO[V-Neg]/S[V-Neg]O/,SO[V-Neg]/S[V-Neg]O/
144M-16,144M,SONegV/SO[Neg-V]/SNegVO/S[Neg-V]O,SONegV/SO[Neg-V]/SNegVO/S[Neg-V]O
144M-17,144M,NegSOV/NegOVS,NegSOV/NegOVS
144M-18,144M,SOVNeg/OVNegS,SOVNeg/OVNegS
144M-19,144M,SO[V-Neg]/O[V-Neg]S,SO[V-Neg]/O[V-Neg]S
144M-20,144M,SOV & NegV/VNeg,SOV & NegV/VNeg
144M-21,144M,SOV & NegV/[Neg-V],SOV & NegV/[Neg-V]
144M-22,144M,SOV & NegV/[V-Neg],SOV & NegV/[V-Neg]
144M-23,144M,SOV & NegV/VNeg,SOV & NegV/VNeg
144M-24,144M,SV & OV & NegV/VNeg,SV & OV & NegV/VNeg
144M-25,144M,SV & OV & NegV/[V-Neg],SV & OV & NegV/[V-Neg]
144M-26,144M,SV & OV & [Neg-V]/[V-Neg],SV & OV & [Neg-V]/[V-Neg]
144M-27,144M,SV & OV & VNeg/[V-Neg],SV & OV & VNeg/[V-Neg]
144N-1,144N,SONegVNeg,SONegVNeg
144N-2,144N,SVO but NegSNegOV,NegSNegOV but SVO in affirmative clauses
144N-3,144N,NegSO[V-Neg],NegSO[V-Neg]
144N-4,144N,SONeg[V-Neg],SONeg[V-Neg]
144N-5,144N,SO[Neg-V]Neg,SO[Neg-V]Neg
144N-6,144N,SO[Neg-V-Neg],SO[Neg-V-Neg]
144N-7,144N,SO[Neg-V] with negative tone on verb	SO[Neg-V]&NegTone,SO[Neg-V] with negative tone on verb	SO[Neg-V]&NegTone
144N-8,144N,SONegVNeg/SONeg[V-Neg],SONegVNeg/SONeg[V-Neg]
144N-9,144N,SVO but SONeg[V-Neg]/SO[Neg-V-Neg],SONeg[V-Neg]/SO[Neg-V-Neg] but SVO in affirmative clauses
144N-10,144N,SNegO[V-Neg]/SONeg[V-Neg],SNegO[V-Neg]/SONeg[V-Neg]
144N-11,144N,SO[V-Neg]Neg & OptNegPref/Infix,SO[V-Neg]Neg with optional negative prefix or infix
144N-12,144N,SNegOVNeg/SNegVONeg,SNegOVNeg/SNegVONeg
144N-13,144N,SNegOVNeg/SVONeg&NegTone,SNegOVNeg or SVONeg with negative tone on verb
144N-14,144N,SOV & NegVNeg,SOV & NegVNeg
144N-15,144N,SOV & Neg[V-Neg],SOV & Neg[V-Neg]
144N-16,144N,SOV & Neg[Neg-V],SOV & Neg[Neg-V]
144N-17,144N,SV & OV & Neg[V-Neg],SV & OV & Neg[V-Neg]
144N-18,144N,SV & OV & [Neg-V-Neg],SV & OV & [Neg-V-Neg]
144O-1,144O,NegSOV(Neg),NegSOV(Neg)
144O-2,144O,S(Neg)OVNeg,S(Neg)OVNeg
144O-3,144O,SNegOV(Neg),SNegOV(Neg)
144O-4,144O,SNegO[V(-Neg)],SNegO[V(-Neg)]
144O-5,144O,SO[(Neg-)V]Neg,SO[(Neg-)V]Neg
144O-6,144O,SO[Neg-V(-Neg)],SO[Neg-V(-Neg)]
144O-7,144O,SO[(Neg-)V-Neg],SO[(Neg-)V-Neg]
144O-8,144O,SO[V-Neg](Neg),SO[V-Neg](Neg)
144O-9,144O,SOVNeg/SO[Neg-V-Neg],SOVNeg/SO[Neg-V-Neg]
144O-10,144O,SNegO[V(-Neg)](Neg),SNegO[V(-Neg)](Neg)
144O-11,144O,SOV but S[Neg-V-Neg]O/SO[V-Neg],S[Neg-V-Neg]O/SO[V-Neg] but SOV in affirmative clauses
144O-12,144O,SO[Neg-V-(Neg)]/SOVNeg,SO[Neg-V-(Neg)]/SOVNeg
144O-13,144O,(Neg)SOVNeg/S(Neg)OVNeg/SO(Neg)VNeg,(Neg)SOVNeg/S(Neg)OVNeg/SO(Neg)VNeg
144O-14,144O,S(Neg)O[V(-Neg)]/SO(Neg)[V(-Neg)],S(Neg)O[V(-Neg)]/SO(Neg)[V(-Neg)]
144O-15,144O,SOV & (Neg)[V-Neg],SOV & (Neg)[V-Neg]
144O-16,144O,SOV & (Neg)[V(-Neg)],SOV & (Neg)[V(-Neg)]
144O-17,144O,SOV/SVO & Neg[V-(Neg)],SOV/SVO & Neg[V-(Neg)]
144O-18,144O,SV & OV & (Neg)V(Neg),SV & OV & (Neg)V(Neg)
144O-19,144O,SV & OV &  (Neg)[V-Neg],SV & OV &  (Neg)[V-Neg]
144O-20,144O,SV & OV &  [Neg-V(-Neg)],SV & OV &  [Neg-V(-Neg)]
144O-21,144O,SV & OV &  [(Neg-)V-Neg],SV & OV &  [(Neg-)V-Neg]
144P-1,144P,NoDoubleNeg,"Separate word, no double negation"
144P-2,144P,OptDoubleNeg,"Separate word, optional double negation, with NegSOV possible without a second negative"
144P-3,144P,OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme"
144P-4,144P,No NegSOV,SOV but NegSOV does not occur
144Q-1,144Q,NoDoubleNeg,"Separate word, no double negation"
144Q-2,144Q,OptDoubleNeg,"Separate word, optional double negation, with SNegOV possible without a second negative"
144Q-3,144Q,OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme"
144Q-4,144Q,No SNegOV,SOV but SNegOV does not occur
144R-1,144R,Word&NoDoubleNeg,"Separate word, no double negation"
144R-2,144R,Prefix&NoDoubleNeg,"Prefix, no double negation"
144R-3,144R,Word&OptDoubleNeg,"Separate word, optional double negation, with SONegV possible without a second negative"
144R-4,144R,Prefix&OptDoubleNeg,"Prefix, optional double negation, with SONegV possible without a second negative"
144R-5,144R,Word&OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme"
144R-6,144R,Prefix&OnlyWithAnotherNeg,"Prefix, only occurs with another negative morpheme"
144R-7,144R,Type 1 / Type 2,Type 1 / Type 2
144R-8,144R,No SONegV,"SOV, but SONegV does not occur"
144S-1,144S,Word&NoDoubleNeg,"Separate word, no double negation"
144S-2,144S,Suffix&NoDoubleNeg,"Suffix, no double negation"
144S-3,144S,Word&OptDoubleNeg,"Separate word, optional double negation, with SONegV possible without a second negative"
144S-4,144S,Suffix&OptDoubleNeg,"Suffix, optional double negation, with SONegV possible without a second negative"
144S-5,144S,Word&OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme"
144S-6,144S,Suffix&OnlyWithAnotherNeg,"Suffix, only occurs with another negative morpheme"
144S-7,144S,Type 1 / Type 2,Type 1 / Type 2
144S-8,144S,Type 1 / Type 6,Type 1 / Type 6
144S-9,144S,Type 5 / Type 4,Type 5 / Type 4
144S-10,144S,Type 5 / Type 6,Type 5 / Type 6
144S-11,144S,NoSOVNeg,"SOV, but SOVNeg does not occur"
144T-1,144T,NegVSO,NegVSO
144T-2,144T,VSNegO,VSNegO
144T-3,144T,VSONeg,VSONeg
144T-4,144T,NegVOS,NegVOS
144T-5,144T,NegVSO/NegVOS,NegVSO/NegVOS
144T-6,144T,NegV & VS & VO,NegV & VS & VO
144T-7,144T,SVO but NegVSO,NegVSO but SVO in affirmative clauses
144T-8,144T,[Neg-V]SO,VSO with negative prefix
144T-9,144T,[Neg-V]OS,VOS with negative prefix
144T-10,144T,[V-Neg]OS,VOS with negative suffix
144T-11,144T,[V-Neg] & VS &VO,[V-Neg] & VS &VO
144T-12,144T,NegVSO/[Neg-V]SO,NegVSO/[Neg-V]SO
144T-13,144T,NegVOS/[Neg-V]OS,NegVOS/[Neg-V]OS
144T-14,144T,NegVSO/SNegVO,NegVSO/SNegVO
144T-15,144T,VSONeg/SVONeg,VSONeg/SVONeg
144T-16,144T,NegVOS/NegSVO,NegVOS/NegSVO
144T-17,144T,NegVOS/SNegVO,NegVOS/SNegVO
144T-18,144T,[Neg-V]OS/S[Neg-V]O,[Neg-V]OS/S[Neg-V]O
144T-19,144T,NegV & VSO/SVO,NegV & VSO/SVO
